layout_id,family,phase1_score,coord_rms_mm,vdop_p90,gdop_p90,bad_ratio_sum
996,concave,0.04298597194388777,0.6264819716377951,2.1499834060668945,2.345947504043579,0.0
944,concave,0.0438877755511022,0.5302617603464624,2.1581339836120605,2.3534719944000244,0.0
984,concave,0.04649298597194389,0.6543973688857029,2.1456491947174072,2.3428449630737305,1.4004229277241727e-05
997,concave,0.04849699398797595,0.5790518275219579,2.1550581455230713,2.3504889011383057,1.8672305702988968e-05
993,concave,0.056312625250501,0.6033877033282707,2.156750440597534,2.352570056915283,0.0
986,concave,0.06102204408817635,0.6703185989764431,2.1544156074523926,2.350470781326294,0.0
964,concave,0.07685370741482966,0.7214660863429976,2.1548190116882324,2.350691080093384,0.0
902,concave,0.07955911823647294,0.7078930274642431,2.1547257900238037,2.350313663482666,1.8672305702988968e-05
970,concave,0.08146292585170341,0.7597584297434685,2.148064374923706,2.3442575931549072,0.0
913,concave,0.08236472945891785,0.712799509296393,2.1545138359069824,2.350903034210205,1.7823564534671287e-05
947,concave,0.08296593186372746,0.7816179328843317,2.1418533325195312,2.337372303009033,0.0
967,concave,0.08577154308617234,0.7371511452502273,2.1543428897857666,2.349855422973633,1.8672305702988968e-05
901,concave,0.08827655310621242,0.6709666323239037,2.1664774417877197,2.3607490062713623,1.4004229277241727e-05
916,concave,0.08877755511022045,0.6740827761223924,2.163092851638794,2.3572864532470703,2.8008458554483454e-05
908,concave,0.08957915831663327,0.6121241720875239,2.165987968444824,2.3619749546051025,7.468922281195587e-05
926,concave,0.11523046092184368,0.6000175251610534,2.180382251739502,2.3744120597839355,6.068499353471415e-05
918,concave,0.12134268537074148,0.8434191402472809,2.1506845951080322,2.3468856811523438,0.0
909,concave,0.12264529058116233,0.5965582704622979,2.190342903137207,2.3843884468078613,0.00013537421634667003
910,concave,0.12324649298597193,0.6886898859602764,2.174893856048584,2.368985414505005,5.1348840683219663e-05
994,concave,0.12384769539078155,0.5904206749551196,2.194046974182129,2.3884379863739014,0.0001867230570298897
938,concave,0.12585170340681362,0.734352666274292,2.170952320098877,2.364239454269409,4.201268783172518e-05
922,concave,0.12865731462925853,0.8153508488763213,2.160634994506836,2.3560495376586914,0.0
987,concave,0.13036072144288577,0.6600671362429517,2.1804988384246826,2.3743040561676025,7.935729923770312e-05
949,concave,0.131062124248497,0.6685910259109595,2.177492380142212,2.3731589317321777,9.802960494069208e-05
971,concave,0.1317635270541082,0.8633141642881742,2.146733283996582,2.3431267738342285,0.0
976,concave,0.14038076152304607,0.7533987159605471,2.172490358352661,2.366736888885498,3.7344611405977936e-05
921,concave,0.14178356713426857,0.8502682430929223,2.1569833755493164,2.352048397064209,0.0
934,concave,0.14188376753507015,0.7217668156599862,2.175053119659424,2.3697664737701416,8.86934520891976e-05
968,concave,0.14338677354709417,0.9046562159503483,2.132512331008911,2.3306334018707275,0.0
904,concave,0.14498997995991983,0.7368051194119689,2.1752822399139404,2.3700621128082275,6.068499353471415e-05
530,concave,0.14539078156312624,0.6184895797395596,2.3612349033355713,2.4932103157043457,0.00295793677516697
