version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v3-lite,solve,A-B,4298.563430827203,4492.206157189773,193.6427263625701,193.6427263625701
v3-lite,solve,A-C,5082.229268292683,4869.643680090071,-212.5855882026117,212.5855882026117
v3-lite,solve,A-D,2770.4212802768166,2816.872020684338,46.45074040752161,46.45074040752161
v3-lite,solve,A-E,1593.1137467314159,1539.4316006566928,-53.68214607472305,53.68214607472305
v3-lite,solve,A-F,4690.244733967857,4644.052447305976,-46.19228666188155,46.19228666188155
v3-lite,solve,A-G,5146.574845360825,5175.522373274801,28.947527913976046,28.947527913976046
v3-lite,solve,A-H,3136.156097560976,3219.5511759098754,83.39507834889946,83.39507834889946
v3-lite,solve,B-C,3038.4315196998127,3163.104061233364,124.67254153355134,124.67254153355134
v3-lite,solve,B-D,5781.1299316398545,5416.189881531164,-364.94005010869023,364.94005010869023
v3-lite,solve,B-E,4437.850351207812,4482.829224844904,44.978873637091965,44.978873637091965
v3-lite,solve,B-F,1502.554639175258,1475.825303147918,-26.72933602733997,26.72933602733997
v3-lite,solve,B-G,3659.119864668922,3709.544290690165,50.42442602124265,50.42442602124265
v3-lite,solve,B-H,5289.94547257105,5337.817050338889,47.87157776783897,47.87157776783897
v3-lite,solve,C-D,3850.6372781065093,3941.6805060563565,91.04322794984728,91.04322794984728
v3-lite,solve,C-E,4948.811089108911,4982.670029117461,33.858940008550235,33.858940008550235
v3-lite,solve,C-F,3541.5309734513276,3505.9633488218233,-35.56762462950428,35.56762462950428
v3-lite,solve,C-G,1689.4116424116426,1642.3897385914222,-47.02190382022036,47.02190382022036
v3-lite,solve,C-H,4007.8756893640975,4094.2836293183595,86.40793995426202,86.40793995426202
v3-lite,solve,D-E,3078.854353132628,3135.7130451003613,56.85869196773319,56.85869196773319
v3-lite,solve,D-F,5223.748554913295,5446.965217521977,223.21666260868187,223.21666260868187
v3-lite,solve,D-G,3994.7392996108947,4044.1335279239333,49.39422831303864,49.39422831303864
v3-lite,solve,D-H,1709.5010395010395,1616.6381823688716,-92.86285713216785,92.86285713216785
v3-lite,solve,E-F,4167.583486238532,4132.246651688658,-35.336834549873856,35.336834549873856
v3-lite,solve,E-G,4848.119829531211,4801.099719270171,-47.02011026103992,47.02011026103992
v3-lite,solve,E-H,2740.9810810810814,2702.7578943461094,-38.22318673497193,38.22318673497193
v3-lite,solve,F-G,3376.4278180619644,3351.8149553769167,-24.61286268504773,24.61286268504773
v3-lite,solve,F-H,5043.017823639776,4928.649905583434,-114.3679180563422,114.3679180563422
v3-lite,solve,G-H,3585.7313465303455,3554.4618225763475,-31.269523953998032,31.269523953998032
