anchor_label,layout,layer,vx,vy,vz,magnitude_mm,direction_azimuth_deg,direction_elevation_deg,rho_rms_mm,spike_rate_gt100,v5_direction_resultant
A,V5,lower,-28.209023475234062,3.440623502440701,-63.13686888059192,69.23764227323827,-114.07469119479097,2.848370085122272,124.25656866610552,0.1050764951321279,0.0944560547631694
B,V5,lower,-5.067805587946623,12.461488333325178,-15.057113620664495,20.191285633768416,-108.60180135784252,38.10988361324976,96.1238499500332,0.118411451999583,0.0944560547631694
C,V5,lower,-37.25867573356129,15.954061408605071,28.70691761516082,49.66717338254555,142.3866092264443,18.73668722425214,115.97764218569512,0.080357453318961,0.0944560547631694
D,V5,lower,-9.513660339795024,20.464701947608063,24.251141692156352,33.12750567486882,111.41994910321489,38.152420666548636,126.00467020827756,0.2329361909062489,0.0944560547631694
E,V5,upper,31.192636050790725,-67.48968469509055,20.015615457952435,76.99651255868964,32.68737977632306,-61.22646519644714,90.65176948674966,0.1349633591497933,0.0944560547631694
F,V5,upper,96.73402569202312,-1.5888359752382257,-30.55161834854175,101.45638230321518,-17.527739567990878,-0.8973049795333075,117.92126555100268,0.2101408648118298,0.0944560547631694
G,V5,upper,17.90078575126222,-15.681251693183867,8.64044645837771,25.317920534231604,25.765921396386226,-38.27040615287213,118.12025437413128,0.0961440708735749,0.0944560547631694
H,V5,upper,-65.77828235753805,32.4388971715332,27.131479626152668,78.19962702160186,157.5853873402694,24.508084520901654,87.14272327995704,0.0409497226442426,0.0944560547631694
