case,extended_mechanism_ablation,config,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input,distance_to_array_centroid_mm,d_tag_mm,static_id
Vicon_Ccm,True,Vicon_Ccm,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,mean,426.6152137170424,1204.0436610809938,-109.25605341698909,391.90054,1132.2804,-71.53192899999999,34.714673717042444,71.76326108099374,-37.7241244169891,88.19401212830756,51.26614998524066,71.76326108099374,motive_iantenna,False,77.12888063378502,148.90909683925432,112.44340848023813,147.25224663731822,8.0,8.0,90.25811823480433,557.6228692802323,49.621,ID08
Vicon_Ccm,True,Vicon_Ccm,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,mean,449.03120518942023,1515.0836377006483,-63.82990789419657,408.80994,1568.1853500000002,-62.425788499999996,40.22126518942025,-53.1017122993519,-1.4041193941965773,66.62967487414275,40.24576654395873,53.1017122993519,motive_iantenna,False,60.11787596351619,109.57423829236123,117.23842967530321,195.40347001912554,8.0,8.0,93.42214820982515,828.1828777899989,49.621,ID09
Vicon_Ccm,True,Vicon_Ccm,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,mean,70.54344612096234,172.52162494617002,-962.6588790330188,65.499245,238.64973,-938.19342,5.044201120962342,-66.12810505382998,-24.465459033018874,70.68895902936623,24.98004504889938,66.12810505382998,motive_iantenna,False,41.223219203289474,76.48004621009797,56.75694293424623,124.19077611715008,8.0,8.0,90.75770191507078,1028.888366883956,49.621,ID10
Vicon_Ccm,True,Vicon_Ccm,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,mean,-81.55192257855344,1152.86619231539,-983.4108877793977,-63.9057945,1133.4998500000002,-956.9902950000001,-17.646128078553446,19.36634231538983,-26.42059277939768,37.208719054226144,31.77158414337367,19.36634231538983,motive_iantenna,False,35.22321847207098,58.63397661403324,50.694543603129965,159.00354121550282,8.0,8.0,91.84013322231473,772.412567618685,49.621,ID11
Vicon_Ccm,True,Vicon_Ccm,T4,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,mean,32.11176163367118,1649.2636499094863,-969.6861101337585,-43.6886845,1590.1300500000002,-956.35754,75.80044613367119,59.133599909486065,-13.32857013375849,97.05741112418606,76.96335761824653,59.133599909486065,motive_iantenna,False,41.06397286084023,70.9023270833355,64.16545922933771,149.26577320338174,8.0,8.0,91.3405495420483,990.2052092885641,49.621,ID12
Vicon_Ccm,True,Vicon_Ccm,T4,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,mean,-172.35375084340515,1078.877093312161,-190.9860073047365,-189.628155,1139.0976,-197.96616,17.27440415659484,-60.22050668783913,6.980152695263513,63.03679081579783,18.631359870244996,60.22050668783913,motive_iantenna,False,73.22807871703252,123.93008811265624,60.94309401243332,115.39590263251783,8.0,8.0,91.66666666666666,210.42408004244712,49.621,ID13
Vicon_Ccm,True,Vicon_Ccm,T4,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,mean,-162.79507641618827,1064.0700422242867,-172.10266507068167,-198.69532,1132.6278,-194.690585,35.90024358381174,-68.5577577757133,22.587919929318332,80.6176641149053,42.41511070491639,68.5577577757133,motive_iantenna,False,42.078342721736654,70.00671004434771,44.08493532772927,137.10526840601187,8.0,8.0,91.9233971690258,208.15261748624962,49.621,ID14
Vicon_Ccm,True,Vicon_Ccm,T4,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,mean,-182.39149774141913,1081.2479050138118,-212.03038441687988,-200.165335,1132.2551,-184.312585,17.77383725858087,-51.007194986188324,-27.71779941687987,60.711775099793776,32.92697519373596,51.007194986188324,motive_iantenna,False,56.34053210643946,95.23774554108145,57.05202980479343,152.14822278594337,8.0,8.0,95.58701082431307,209.439366523459,49.621,ID15
Vicon_Ccm,True,Vicon_Ccm,T4,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,mean,-168.2672982140163,1101.06424558969,-181.8311053670199,-184.85465499999998,1122.0572,-185.78015499999998,16.587356785983673,-20.99295441030995,3.949049632980092,27.04513880575603,17.05096472781698,20.99295441030995,motive_iantenna,False,48.194042371269205,86.61100152080688,43.196012002393,158.9734598763816,8.0,8.0,89.75853455453789,193.9946298264024,49.621,ID16
Vicon_Ccm,True,Vicon_Ccm,T4,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,mean,-152.79737998544698,196.009147931127,-311.63434845222474,-180.39839999999998,209.45865500000002,-328.203235,27.601020014553,-13.449507068873032,16.568886547775264,34.88887426777294,32.19230198784802,13.449507068873032,motive_iantenna,False,74.92331778064968,127.0399043479523,80.31727280674355,116.33813253439249,8.0,8.0,92.49374478732277,746.0479146483464,49.621,ID17
Vicon_Ccm,True,Vicon_Ccm,T4,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,mean,-312.277485355497,223.1884703951611,-250.12767519010922,-295.4243,206.90585,-224.00141000000002,-16.853185355496976,16.282620395161103,-26.126265190109194,35.09608690927759,31.090377762430762,16.282620395161103,motive_iantenna,False,43.24366156829362,74.16370240851079,45.77539480058284,131.372050409897,8.0,8.0,92.91075896580485,758.3430541074473,49.621,ID18
Vicon_Ccm,True,Vicon_Ccm,T4,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,mean,-177.32986183488035,129.40984611867816,-73.65169427323323,-188.530555,205.96057000000002,-114.135095,11.200693165119645,-76.55072388132186,40.483400726766774,87.3176648138137,42.00430051534174,76.55072388132186,motive_iantenna,False,113.0726858516341,167.77129285630855,191.5862580871242,234.20481828125344,8.0,8.0,89.84179850124896,747.0845615290667,49.621,ID19
Vicon_Ccm,True,Vicon_Ccm,T4,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,mean,-46.938300773614465,169.71888909633307,-218.13460245546332,-80.19599149999999,202.56013000000002,-220.692665,33.257690726385526,-32.84124090366694,2.558062544536682,46.80987909113159,33.35592415799135,32.84124090366694,motive_iantenna,False,74.29970527255455,123.23831883916068,118.39782348820988,201.75594577309377,8.0,8.0,91.42381348875936,741.3886596640334,49.621,ID20
Vicon_Ccm,True,Vicon_Ccm,T4,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,mean,-179.76051659470724,1603.7257196783376,-226.7747000297658,-212.053465,1598.6443,-226.93474500000002,32.29294840529275,5.081419678337625,0.1600449702342246,32.690686090181615,32.293344997063976,5.081419678337625,motive_iantenna,False,60.86356172535516,103.41731046738215,104.86035586003115,170.15326423743775,8.0,8.0,91.3405495420483,663.0470140007798,49.621,ID21
Vicon_Ccm,True,Vicon_Ccm,T4,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,mean,-207.72118200574798,1556.435024122051,-251.05988654215054,-232.83767,1599.3211999999999,-235.17408,25.116487994252026,-42.88617587794897,-15.885806542150533,52.17682339980474,29.71862746931693,42.88617587794897,motive_iantenna,False,38.2145053443978,64.61061923376788,121.1943468889724,174.70506765773507,8.0,8.0,92.67277268942547,667.3618160827639,49.621,ID22
Vicon_Ccm,True,Vicon_Ccm,T4,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,mean,-189.38500702899174,1638.7323192073752,-251.80124861425003,-230.87733,1599.6642499999998,-223.24148,41.492322971008264,39.0680692073754,-28.559768614250032,63.746272678661256,50.371353454418525,39.0680692073754,motive_iantenna,False,63.89604665487313,112.06585135872615,82.4808097931725,126.6417842241827,8.0,8.0,93.75520399666945,667.011187668517,49.621,ID23
Vicon_Ccm,True,Vicon_Ccm,T4,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,mean,-213.75313162230725,1631.8811685873347,-255.54179624225665,-218.202475,1599.5815,-226.071175,4.449343377692742,32.299668587334736,-29.47062124225664,43.949775468696366,29.804599861383252,32.299668587334736,motive_iantenna,False,65.8314863673458,112.687040407188,146.70340811708058,185.3921892497553,8.0,8.0,92.5895087427144,664.8880006105873,49.621,ID24
