rank,param_name,component_value
1,AA_x,0.13736354235962606
1,AA_y,0.1525020785409616
1,AA_z,0.1649944056682679
1,AB_x,-0.15263330558257407
1,AB_y,-0.11439466653505538
1,AB_z,0.0947512689597196
1,AC_x,-0.1095716358316878
1,AC_y,0.10353500130886495
1,AC_z,-0.12993818659942863
1,AD_x,0.12605920118863656
1,AD_y,-0.11966376188606206
1,AD_z,-0.14188597511756182
1,AE_x,-0.1445317112967847
1,AE_y,0.16523033224632638
1,AE_z,-0.17198733393159554
1,AF_x,0.15106298896892068
1,AF_y,-0.1964153277857326
1,AF_z,-0.18381623213196474
1,AG_x,0.18779631007708075
1,AG_y,0.21553470409172304
1,AG_z,0.20825008307493453
1,AH_x,-0.19373767082171664
1,AH_y,-0.20350175750582392
1,AH_z,0.16626079996706689
1,d_A,0.22673322098551735
1,d_B,-0.17463026053500313
1,d_C,0.15281866975124284
1,d_D,-0.17985179455217037
1,d_E,-0.20816715000493255
1,d_F,0.2371418209555738
1,d_G,-0.2926723896992707
1,d_H,0.260360674123836
1,D_tag,0.005205997941730237
1,tag_x,-0.0018077190615009024
1,tag_y,-0.002826602475202118
1,tag_z,-0.006628829889438099
2,AA_x,0.20691763088489593
2,AA_y,0.22000553669500275
2,AA_z,0.26217795642106856
2,AB_x,-0.1509642977398723
2,AB_y,-0.23341465360018684
2,AB_z,0.1490287811969177
2,AC_x,-0.06014591951013913
2,AC_y,0.20553330297471825
2,AC_z,-0.13425463197693513
2,AD_x,0.11576311757602904
2,AD_y,-0.18127014882761366
2,AD_z,-0.1128941500104227
2,AE_x,0.0067705796584852755
2,AE_y,-0.10588789627135436
2,AE_z,-0.0008108460466759154
2,AF_x,-0.08628133986571405
2,AF_y,0.1875313437078542
2,AF_z,0.14432438532981162
2,AG_x,-0.14432580182687765
2,AG_y,-0.2282406103416858
2,AG_z,-0.20302899433812505
2,AH_x,0.10633930579967615
2,AH_y,0.13585766212934872
2,AH_z,-0.10108145110921525
2,d_A,0.33895063212768956
2,d_B,-0.2530570742317041
2,d_C,0.19706922898329823
2,d_D,-0.18507574359698903
2,d_E,0.03166876918349267
2,d_F,-0.19654592465902956
2,d_G,0.26977213657157745
2,d_H,-0.15601305725844564
2,D_tag,-0.005671645637849141
2,tag_x,0.005926725023516652
2,tag_y,-0.00011453646608330925
2,tag_z,-0.0034610494664238656
3,AA_x,-0.09131261404012603
3,AA_y,0.1114425496101061
3,AA_z,0.14066237978876056
3,AB_x,0.00728037246463643
3,AB_y,0.1652650506806548
3,AB_z,-0.07570705987827828
3,AC_x,-0.13049682037761115
3,AC_y,-0.05015189711633612
3,AC_z,0.06915263237938601
3,AD_x,0.0333123510636808
3,AD_y,-0.23947108034611508
3,AD_z,-0.10618577302032917
3,AE_x,0.007416861836162778
3,AE_y,-0.171027697599098
3,AE_z,0.21560154315188926
3,AF_x,0.08389212612282435
3,AF_y,-0.24133556194978914
3,AF_z,-0.19123949434300605
3,AG_x,-0.021303430752977772
3,AG_y,0.11687768253028452
3,AG_z,0.20843931488788459
3,AH_x,0.17333209332427246
3,AH_y,0.32105545421716547
3,AH_z,-0.2780584906704514
3,d_A,0.10654774957732803
3,d_B,0.15774745169239612
3,d_C,-0.018740413678787704
3,d_D,-0.21080939455608827
3,d_E,0.1955162700759953
3,d_F,0.27689408328336274
3,d_G,-0.1703958018030136
3,d_H,-0.3966005149910149
3,D_tag,-0.009403149700729694
3,tag_x,-0.06212093964086188
3,tag_y,-0.012654500026872587
3,tag_z,0.017334947704144364
