position_id,config,radial_mm,tangential_mm,vertical_mm,signed_radial,signed_vertical,err_x_mm,err_z_mm,truth_x_mm,truth_z_mm
ID01,V4+C_V4+D_LOO,78.81021296497369,4.408756030511278,75.84816279316368,-78.81021296497369,-75.84816279316368,74.71132661090576,25.469677527594285,-542.215344349341,-383.3240609304319
ID02,V4+C_V4+D_LOO,25.713033301211418,38.84671288562683,38.87429470352026,-25.713033301211418,-38.87429470352026,21.061582440836446,41.55282094702335,-543.22998,-259.92136
ID03,V4+C_V4+D_LOO,4.75944568210776,1.1645423328718878,97.47196848290378,-4.75944568210776,97.47196848290378,4.855040835133423,-0.661105540115841,-554.00287,-256.2951
ID04,V4+C_V4+D_LOO,11.643944474806268,62.62320566107996,154.87534404847437,-11.643944474806268,-154.87534404847437,63.32663890692737,6.854497425334785,-321.178815,479.93382
ID05,V4+C_V4+D_LOO,24.639840104306064,14.792099863208296,5.863064426813025,24.639840104306064,5.863064426813025,12.169710963909125,26.035093120321392,-184.9818897969324,473.7040289339493
ID06,V4+C_V4+D_LOO,7.834290508278322,14.081721763048488,42.678497714421155,-7.834290508278322,42.678497714421155,14.88678657636325,-6.168839518890422,-193.231255,476.52298
ID07,V4+C_V4+D_LOO,42.0553279063487,20.923411149194557,100.32989159739093,-42.0553279063487,-100.32989159739093,-46.90569596891538,-2.5090685722845905,352.14755,53.795866
ID08,V4+C_V4+D_LOO,15.131212622719898,49.15454888698363,81.05451042426716,15.131212622719898,81.05451042426716,27.57787691431696,-43.411795362730686,391.90054,-71.53192899999999
ID09,V4+C_V4+D_LOO,43.075959953672466,2.179029822243059,70.8999730674202,43.075959953672466,-70.8999730674202,42.04654865819788,9.61115200329371,408.80994,-62.4257885
ID10,V4+C_V4+D_LOO,30.897042840198143,7.76295884909592,31.72748416429485,30.897042840198143,-31.72748416429485,14.933651540420428,-28.14030628886428,65.499245,-938.19342
ID11,V4+C_V4+D_LOO,12.646383886600916,6.3685466307662955,14.861920323168988,12.646383886600916,-14.861920323168988,-5.507635238035249,-13.044361451611053,-63.9057945,-956.990295
ID12,V4+C_V4+D_LOO,14.512059008540355,71.06044377141167,24.00517849762491,14.512059008540355,24.00517849762491,72.10859736263365,-7.780534175164462,-43.6886845,-956.35754
ID13,V4+C_V4+D_LOO,11.78755309417043,6.760270852774092,62.43901432196935,-11.78755309417043,-62.43901432196935,12.709300067986874,4.808467711508797,-189.628155,-197.96616
ID14,V4+C_V4+D_LOO,37.52318191847066,30.28018601300344,81.97665419380769,-37.52318191847066,-81.97665419380769,42.336011723559636,23.076848953255165,-198.69532,-194.690585
ID15,V4+C_V4+D_LOO,22.997388716058758,15.578596433436305,46.46482121190593,-22.997388716058758,-46.46482121190593,17.565878940630625,-21.51772412771598,-200.165335,-184.312585
ID16,V4+C_V4+D_LOO,20.86707217977871,9.50020706799974,34.24624297720675,-20.86707217977871,-34.24624297720675,22.820972545621856,2.211752192932181,-184.854655,-185.780155
ID17,V4+C_V4+D_LOO,28.402963642018214,17.215530852611085,18.610332948001655,-28.402963642018214,18.610332948001655,28.923250507522283,16.326310859043588,-180.3984,-328.203235
ID18,V4+C_V4+D_LOO,12.882950424893934,26.58216913566556,52.90973357183714,12.882950424893934,52.90973357183714,-10.812894414773325,-27.4893332400473,-295.4243,-224.00141
ID19,V4+C_V4+D_LOO,26.975427467460026,15.244639145819578,44.859332562369985,26.975427467460026,-44.859332562369985,-4.503583641651602,30.65600176345734,-188.530555,-114.135095
ID20,V4+C_V4+D_LOO,37.85219565623726,3.441017146578282,26.918627933014506,37.85219565623726,-26.918627933014506,37.148780907309295,-8.037250282394155,-80.19599149999999,-220.692665
ID21,V4+C_V4+D_LOO,35.4423398093924,1.7012132895225291,15.253361163110412,-35.4423398093924,-15.253361163110412,35.218591767742026,4.324855109483195,-212.053465,-226.934745
ID22,V4+C_V4+D_LOO,25.73307216110224,19.131703088596677,73.08343879000881,-25.73307216110224,-73.08343879000881,29.12982345741233,-13.403971473362105,-232.83767,-235.17408
ID23,V4+C_V4+D_LOO,45.04814975842818,30.07473568195287,10.869758911236431,-45.04814975842818,10.869758911236431,48.128723564238555,-24.848571207902694,-230.87733,-223.24148
ID24,V4+C_V4+D_LOO,6.082437355906339,20.82016873434654,22.706422058634416,-6.082437355906339,-22.706422058634416,9.168668942392884,-19.657339091036363,-218.202475,-226.071175
ID01,V5+C_V5+D_LOO,84.69920519310041,21.377506549278795,133.77939716379117,-84.69920519310041,-133.77939716379117,70.49971558601919,51.582392818652636,-542.215344349341,-383.3240609304319
ID02,V5+C_V5+D_LOO,25.780745579077244,32.500149689969206,47.73169296986907,-25.780745579077244,-47.73169296986907,21.86074389468365,35.25641003923354,-543.22998,-259.92136
ID03,V5+C_V5+D_LOO,4.352064844521008,0.6234654897580946,89.2414636117312,4.352064844521008,89.2414636117312,-4.263151343650179,-1.0745781725722168,-554.00287,-256.2951
ID04,V5+C_V5+D_LOO,21.76000030296905,53.61346427545678,144.69147753279518,21.76000030296905,-144.69147753279518,45.09240906958513,36.257079434257946,-321.178815,479.93382
ID05,V5+C_V5+D_LOO,28.02985376377135,7.94834437360782,17.359188739690808,28.02985376377135,-17.359188739690808,5.012588378812012,28.70057208566527,-184.9818897969324,473.7040289339493
ID06,V5+C_V5+D_LOO,5.651544491490586,18.477559996145917,125.86304642476011,-5.651544491490586,125.86304642476011,19.003508318755394,-3.496691311720838,-193.231255,476.52298
ID07,V5+C_V5+D_LOO,47.15219798236461,29.586512803872647,129.74727176131523,-47.15219798236461,-129.74727176131523,-55.60886393694983,2.5190804083296356,352.14755,53.795866
ID08,V5+C_V5+D_LOO,35.07517032966803,49.16752337547895,64.07594291912665,35.07517032966803,64.07594291912665,46.81689347762921,-38.15614516218605,391.90054,-71.53192899999999
ID09,V5+C_V5+D_LOO,41.104286071026564,3.940394663240863,51.80361184131789,41.104286071026564,-51.80361184131789,38.4858281141839,14.964293430575914,408.80994,-62.4257885
ID10,V5+C_V5+D_LOO,14.454105383283585,1.5176203263041335,64.15252423696171,14.454105383283585,-64.15252423696171,4.93364661960662,-13.670532722565099,65.499245,-938.19342
ID11,V5+C_V5+D_LOO,10.423405367731103,25.540230785280464,19.456817879256732,10.423405367731103,19.456817879256732,-24.78512911415592,-12.109836614094093,-63.9057945,-956.990295
ID12,V5+C_V5+D_LOO,9.560408884351574,61.660311969915,73.6008270576549,9.560408884351574,73.6008270576549,62.28532905155848,-3.732730261124857,-43.6886845,-956.35754
