position_id,config,radial_mm,tangential_mm,vertical_mm,signed_radial,signed_vertical,err_x_mm,err_z_mm,truth_x_mm,truth_z_mm
ID13,V5+C_V5+D_LOO,14.980821950142388,11.139006629634235,66.89412577746157,-14.980821950142388,-66.89412577746157,16.5556374074869,8.626318161807148,-189.628155,-197.96616
ID14,V5+C_V5+D_LOO,22.9872315723874,36.161981801294765,70.87641096535435,-22.9872315723874,-70.87641096535435,29.08720318655108,31.46484314189459,-198.69532,-194.690585
ID15,V5+C_V5+D_LOO,29.312930876953814,16.136341891877116,63.777822888763694,-29.312930876953814,-63.777822888763694,23.456423739447445,-23.86264091847562,-200.165335,-184.312585
ID16,V5+C_V5+D_LOO,0.5476963491909457,16.15594738544216,14.330123369287094,0.5476963491909457,-14.330123369287094,4.726574182625427,15.458787265119838,-184.854655,-185.780155
ID17,V5+C_V5+D_LOO,33.04162184033564,12.489147297025687,13.01164442754174,-33.04162184033564,-13.01164442754174,27.075566280104113,22.685706615801905,-180.3984,-328.203235
ID18,V5+C_V5+D_LOO,20.516513717121384,12.971068326988606,16.281236585181205,20.516513717121384,16.281236585181205,-19.46475515089986,-14.50169836825171,-295.4243,-224.00141
ID19,V5+C_V5+D_LOO,30.935280218094277,12.530972482152453,81.10312766934875,30.935280218094277,-81.10312766934875,-9.075576543211781,32.119320415114345,-188.530555,-114.135095
ID20,V5+C_V5+D_LOO,17.797851139269845,13.57040615539673,28.180545511864437,17.797851139269845,-28.180545511864437,21.041831457865165,7.626320036350052,-80.19599149999999,-220.692665
ID21,V5+C_V5+D_LOO,34.753828117757074,3.1355647258663106,3.316739861236556,-34.753828117757074,3.316739861236556,34.78290351285375,2.794630244630838,-212.053465,-226.934745
ID22,V5+C_V5+D_LOO,16.49529499231201,9.012446300117212,28.85429895827474,-16.49529499231201,-28.85429895827474,18.001113938311107,-5.4109927162981535,-232.83767,-235.17408
ID23,V5+C_V5+D_LOO,40.79021287205119,28.207575888083937,55.055450539782214,-40.79021287205119,55.055450539782214,43.68869699225144,-23.469268389715637,-230.87733,-223.24148
ID24,V5+C_V5+D_LOO,5.058049797179505,19.742858873466073,40.1083917948622,5.058049797179505,40.1083917948622,-2.0063696050563635,-20.281489719846803,-218.202475,-226.071175
ID01,Vicon+C_cm+D_LOO,81.39537873906212,11.9454761138295,142.29861231039803,-81.39537873906212,-142.29861231039803,70.97438190177866,41.59974991898281,-542.215344349341,-383.3240609304319
ID02,Vicon+C_cm+D_LOO,22.70890561845351,28.102621500158584,47.982404885591905,-22.70890561845351,-47.982404885591905,19.316532435697468,30.53396967689679,-543.22998,-259.92136
ID03,Vicon+C_cm+D_LOO,1.3997386783662025,10.271762911173298,98.21835535685432,-1.3997386783662025,98.21835535685432,2.464849319173595,-10.069404128588701,-554.00287,-256.2951
ID04,Vicon+C_cm+D_LOO,16.440058729444917,72.6818408348037,156.29974084729486,16.440058729444917,-156.29974084729486,64.88519780428936,36.64473528437037,-321.178815,479.93382
ID05,Vicon+C_cm+D_LOO,21.308637749046866,3.74865261519237,20.618870267381453,21.308637749046866,-20.618870267381453,1.5291075662993876,21.581757787543154,-184.9818897969324,473.7040289339493
ID06,Vicon+C_cm+D_LOO,20.37623484413779,9.678563504133852,81.87067607097447,-20.37623484413779,81.87067607097447,-7.279579825763761,-21.351188620012238,-193.231255,476.52298
ID07,Vicon+C_cm+D_LOO,35.691778677937755,27.326087790003086,126.27083142125178,-35.691778677937755,-126.27083142125178,-44.52198634970068,6.197650407929949,352.14755,53.795866
ID08,Vicon+C_cm+D_LOO,23.516914083311974,45.55406552995366,71.76326108099374,23.516914083311974,71.76326108099374,34.714673717042444,-37.724124416989085,391.90054,-71.53192899999999
ID09,Vicon+C_cm+D_LOO,38.3254158737591,12.283493917214184,53.1017122993519,38.3254158737591,-53.1017122993519,40.221265189420194,-1.4041193941965702,408.80994,-62.4257885
ID10,Vicon+C_cm+D_LOO,24.96162127658739,0.9592256717072668,66.12810505382998,24.96162127658739,-66.12810505382998,5.044201120962342,-24.465459033018874,65.499245,-938.19342
ID11,Vicon+C_cm+D_LOO,25.179984054835657,19.375292564957444,19.36634231538983,25.179984054835657,19.36634231538983,-17.646128078553446,-26.42059277939768,-63.9057945,-956.990295
ID12,Vicon+C_cm+D_LOO,20.38202010565449,74.21544092900612,59.13359990948629,20.38202010565449,59.13359990948629,75.80044613367119,-13.328570133758376,-43.6886845,-956.35754
ID13,Vicon+C_cm+D_LOO,15.951184415359252,9.627423661695566,60.22050668783913,-15.951184415359252,-60.22050668783913,17.27440415659484,6.980152695263513,-189.628155,-197.96616
ID14,Vicon+C_cm+D_LOO,31.278784454528477,28.647500050745435,68.55775777571307,-31.278784454528477,-68.55775777571307,35.90024358381174,22.587919929318332,-198.69532,-194.690585
ID15,Vicon+C_cm+D_LOO,24.974098075811664,21.45880054217017,51.007194986188324,-24.974098075811664,-51.007194986188324,17.77383725858084,-27.71779941687987,-200.165335,-184.312585
ID16,Vicon+C_cm+D_LOO,14.407081007282487,9.119836347153397,20.99295441030995,-14.407081007282487,-20.99295441030995,16.5873567859837,3.9490496329801204,-184.854655,-185.780155
ID17,Vicon+C_cm+D_LOO,27.966635771393715,15.944014265767775,13.449507068873004,-27.966635771393715,-13.449507068873004,27.60102001455303,16.568886547775264,-180.3984,-328.203235
ID18,Vicon+C_cm+D_LOO,18.801347715522503,24.761278510825445,16.282620395161103,18.801347715522503,16.282620395161103,-16.853185355496976,-26.126265190109194,-295.4243,-224.00141
ID19,Vicon+C_cm+D_LOO,25.10584563510587,33.67577433006366,76.55072388132183,25.10584563510587,-76.55072388132183,11.200693165119645,40.483400726766774,-188.530555,-114.135095
ID20,Vicon+C_cm+D_LOO,30.97037883697241,12.387627340539526,32.841240903666915,30.97037883697241,-32.841240903666915,33.25769072638552,2.558062544536739,-80.19599149999999,-220.692665
ID21,Vicon+C_cm+D_LOO,31.853711988805273,5.310476780256181,5.081419678337625,-31.853711988805273,5.081419678337625,32.29294840529275,0.16004497023419617,-212.053465,-226.934745
ID22,Vicon+C_cm+D_LOO,21.293656471472122,20.73106395569147,42.8861758779492,-21.293656471472122,-42.8861758779492,25.116487994251997,-15.885806542150505,-232.83767,-235.17408
ID23,Vicon+C_cm+D_LOO,38.038367123981104,33.02053717569109,39.0680692073754,-38.038367123981104,39.0680692073754,41.49232297100829,-28.559768614250032,-230.87733,-223.24148
ID24,Vicon+C_cm+D_LOO,0.07012471444915302,29.804517366023394,32.299668587334736,0.07012471444915302,32.299668587334736,4.449343377692742,-29.47062124225664,-218.202475,-226.071175
