rank,eigenvalue,proj_scale,proj_c,proj_dtag,proj_z_mean,proj_xy_mean,representative_position
1,0.005978299504489693,-0.009558993671264294,0.007683701953870719,0.005205997941730234,0.000999354888966987,0.0021091372377347517,ID12
2,0.04407653890810619,-0.02573164614155626,0.016535326899782276,-0.005671645637849138,4.049475593030584e-05,-0.0006164188892732212,ID12
3,0.055320355216712414,0.029555123535013873,-0.021156836559892662,-0.009403149700729694,0.004474041390763472,0.011196497984179349,ID12
