anchor_label,e_i_mm,rho_low,rho_mid,rho_high,tier_range_mm
A,-12.350924832552849,-45.92314448805473,45.72727553044738,62.57006002798139,108.49320451603612
B,1.7032582592554348,-44.625017929109646,2.9510482238566453,50.1070205908685,94.73203851997815
C,15.352749791437546,-78.06747602251241,-55.89759905094314,49.965527211306984,128.0330032338194
D,12.525744251878905,-0.08342445425569878,52.235661962291275,116.5767401892412,116.6601646434969
E,-2.359695053010114,114.80024341196385,8.474346512014442,4.206017493304832,110.59422591865902
F,-0.6231141501252893,116.81836636541868,51.6439449073319,63.16286541583676,65.17442145808678
G,-11.943309014106418,61.65187595958378,-12.079944276180065,-17.77567487129138,79.42755083087516
H,-2.306381375432707,6.281174047822619,-4.112112683137973,-4.469145347693903,10.750319395516522
