rank,total_cost,motion_timing_cost,topology_cost,segment_length_cost,left_right_cost,posterior,mapping_json
60,3.5425054048121796,3.5425054048121796,not_fit_no_lengths,not_fit_no_lengths,3.5425054048121796,0.009867531946526098,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
61,3.5433489549175,3.5433489549175,not_fit_no_lengths,not_fit_no_lengths,3.5433489549175,0.0098592116986797,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Elbow_R""}"
62,3.543678314552105,3.543678314552105,not_fit_no_lengths,not_fit_no_lengths,3.543678314552105,0.00985596500701107,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Elbow_R""}"
63,3.5436816265394895,3.5436816265394895,not_fit_no_lengths,not_fit_no_lengths,3.5436816265394895,0.009855932364233362,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Elbow_L""}"
64,3.543699145539386,3.543699145539386,not_fit_no_lengths,not_fit_no_lengths,3.543699145539386,0.009855759699667753,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Pelvis""}"
65,3.543947816178791,3.543947816178791,not_fit_no_lengths,not_fit_no_lengths,3.543947816178791,0.009853309166301893,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Elbow_R""}"
66,3.544277175813395,3.544277175813395,not_fit_no_lengths,not_fit_no_lengths,3.544277175813395,0.009850064418369067,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Wrist_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Elbow_R""}"
67,3.544927710589473,3.544927710589473,not_fit_no_lengths,not_fit_no_lengths,3.544927710589473,0.009843658692717867,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
68,3.545351092050954,3.545351092050954,not_fit_no_lengths,not_fit_no_lengths,3.545351092050954,0.009839491952236802,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_L"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
69,3.5458739805908963,3.5458739805908963,not_fit_no_lengths,not_fit_no_lengths,3.5458739805908963,0.009834348339541384,"{""BSF1120"":""Ankle_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
70,3.5483086987981514,3.5483086987981514,not_fit_no_lengths,not_fit_no_lengths,3.5483086987981514,0.00981043359722547,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Knee_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
71,3.548425961651751,3.548425961651751,not_fit_no_lengths,not_fit_no_lengths,3.548425961651751,0.009809283265233735,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_L"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Knee_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
72,3.5485283182003613,3.5485283182003613,not_fit_no_lengths,not_fit_no_lengths,3.5485283182003613,0.00980827927223787,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_R"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
73,3.5495405987490125,3.5495405987490125,not_fit_no_lengths,not_fit_no_lengths,3.5495405987490125,0.009798355565549883,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_L"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Knee_R"",""BSFEC35"":""Wrist_R""}"
74,3.5500716634544633,3.5500716634544633,not_fit_no_lengths,not_fit_no_lengths,3.5500716634544633,0.009793153386206744,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Pelvis"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Knee_R"",""BSFEC35"":""Wrist_R""}"
75,3.550205681491412,3.550205681491412,not_fit_no_lengths,not_fit_no_lengths,3.550205681491412,0.009791841014957064,"{""BSF1120"":""Wrist_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Elbow_R""}"
76,3.550303774745064,3.550303774745064,not_fit_no_lengths,not_fit_no_lengths,3.550303774745064,0.00979088054852107,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_L"",""BSFEC35"":""Wrist_R""}"
77,3.550902636006354,3.550902636006354,not_fit_no_lengths,not_fit_no_lengths,3.550902636006354,0.009785018924771521,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_L"",""BSFEC35"":""Wrist_R""}"
78,3.5511855759020943,3.5511855759020943,not_fit_no_lengths,not_fit_no_lengths,3.5511855759020943,0.009782250744169963,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
79,3.5517441949170894,3.5517441949170894,not_fit_no_lengths,not_fit_no_lengths,3.5517441949170894,0.009776787718911778,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Elbow_R""}"
80,3.55176502590437,3.55176502590437,not_fit_no_lengths,not_fit_no_lengths,3.55176502590437,0.009776584060892369,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Pelvis""}"
81,3.5523430561783793,3.5523430561783793,not_fit_no_lengths,not_fit_no_lengths,3.5523430561783793,0.009770934532285358,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Elbow_R""}"
82,3.5531962072085186,3.5531962072085186,not_fit_no_lengths,not_fit_no_lengths,3.5531962072085186,0.009762602004381511,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
83,3.553945738704875,3.553945738704875,not_fit_no_lengths,not_fit_no_lengths,3.553945738704875,0.00975528736831034,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
84,3.5540097056761137,3.5540097056761137,not_fit_no_lengths,not_fit_no_lengths,3.5540097056761137,0.009754663372081614,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Knee_R"",""BSFEC35"":""Wrist_R""}"
85,3.5542442170002237,3.5542442170002237,not_fit_no_lengths,not_fit_no_lengths,3.5542442170002237,0.009752376061268607,"{""BSF1120"":""Wrist_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
86,3.5544330871375953,3.5544330871375953,not_fit_no_lengths,not_fit_no_lengths,3.5544330871375953,0.009750534302594299,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_L"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Knee_R"",""BSFEC35"":""Wrist_R""}"
87,3.5548430782615137,3.5548430782615137,not_fit_no_lengths,not_fit_no_lengths,3.5548430782615137,0.009746537489461712,"{""BSF1120"":""Wrist_L"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
88,3.5549017078446643,3.5549017078446643,not_fit_no_lengths,not_fit_no_lengths,3.5549017078446643,0.009745966070782727,"{""BSF1120"":""Ankle_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Elbow_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Pelvis"",""BSFEC35"":""Wrist_R""}"
89,3.555196263133647,3.555196263133647,not_fit_no_lengths,not_fit_no_lengths,3.555196263133647,0.009743095767682565,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_L"",""BSFEC35"":""Wrist_R""}"
90,3.5557629959082497,3.5557629959082497,not_fit_no_lengths,not_fit_no_lengths,3.5557629959082497,0.009737575600362546,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Pelvis"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
91,3.555795124394937,3.555795124394937,not_fit_no_lengths,not_fit_no_lengths,3.555795124394937,0.009737262751820209,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Ankle_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_L"",""BSFEC35"":""Wrist_R""}"
92,3.556021332980958,3.556021332980958,not_fit_no_lengths,not_fit_no_lengths,3.556021332980958,0.009735060348492065,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Elbow_R"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Knee_L"",""BSFEC35"":""Wrist_R""}"
93,3.556060938350623,3.556060938350623,not_fit_no_lengths,not_fit_no_lengths,3.556060938350623,0.009734674795463286,"{""BSF1120"":""Ankle_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
94,3.5560691145161316,3.5560691145161316,not_fit_no_lengths,not_fit_no_lengths,3.5560691145161316,0.009734595203476366,"{""BSF1120"":""Knee_R"",""BSF31CC"":""Central"",""BSF3C79"":""Pelvis"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_R"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_L"",""BSFEC35"":""Wrist_R""}"
95,3.5561782012042227,3.5561782012042227,not_fit_no_lengths,not_fit_no_lengths,3.5561782012042227,0.009733533346643987,"{""BSF1120"":""Ankle_R"",""BSF31CC"":""Central"",""BSF3C79"":""Elbow_L"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
96,3.5565881522237968,3.5565881522237968,not_fit_no_lengths,not_fit_no_lengths,3.5565881522237968,0.009729543892520736,"{""BSF1120"":""Elbow_L"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_L"",""BSFB165"":""Pelvis"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
97,3.5567092659096735,3.5567092659096735,not_fit_no_lengths,not_fit_no_lengths,3.5567092659096735,0.009728365582954162,"{""BSF1120"":""Ankle_R"",""BSF31CC"":""Central"",""BSF3C79"":""Pelvis"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Knee_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
98,3.556968034134862,3.556968034134862,not_fit_no_lengths,not_fit_no_lengths,3.556968034134862,0.0097258485167407,"{""BSF1120"":""Pelvis"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Wrist_R"",""BSFB165"":""Elbow_L"",""BSFC2CC"":""Wrist_L"",""BSFEC35"":""Elbow_R""}"
99,3.5575218042173686,3.5575218042173686,not_fit_no_lengths,not_fit_no_lengths,3.5575218042173686,0.009720464123800596,"{""BSF1120"":""Ankle_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Knee_L"",""BSF6C53"":""Ankle_L"",""BSF8BC4"":""Elbow_L"",""BSFAA61"":""Pelvis"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Elbow_R"",""BSFEC35"":""Wrist_R""}"
100,3.5580228912169916,3.5580228912169916,not_fit_no_lengths,not_fit_no_lengths,3.5580228912169916,0.00971559454574088,"{""BSF1120"":""Elbow_R"",""BSF31CC"":""Central"",""BSF3C79"":""Knee_R"",""BSF44AD"":""Ankle_L"",""BSF6C53"":""Knee_L"",""BSF8BC4"":""Ankle_R"",""BSFAA61"":""Elbow_L"",""BSFB165"":""Wrist_L"",""BSFC2CC"":""Wrist_R"",""BSFEC35"":""Pelvis""}"
