node,assigned_slot,motion_cost
BSF3C79,Knee_R,0.28041590420402607
BSFC2CC,Elbow_R,0.3765395790479544
BSF44AD,Knee_L,0.2621908422215822
BSF6C53,Ankle_L,0.248764729918433
BSF8BC4,Ankle_R,0.29025977046927964
BSF1120,Pelvis,0.3408966620036743
BSFAA61,Elbow_L,0.46783809370844404
BSFB165,Wrist_L,0.5507246197348951
BSFEC35,Wrist_R,0.6341437473755313
