case,case_label,source_root,filter_id,filter_family,filter_deployability,filter_description,track_count,capture_pair_count,note,sample_err3d_n,sample_err3d_mean_mm,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_mean_mm,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_mean_mm,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err_horizontal_xz_p95_mm,trackmedian_err_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_turn_center_repeatability_rms_mm,turn_center_abs_error_3d_rms_mm,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,improvement_vs_F0_sample_err3d_p50_mm,improvement_vs_F0_sample_err3d_p95_mm,improvement_vs_F0_sample_err3d_rmse_mm,improvement_vs_F0_trackmedian_err3d_p50_mm,improvement_vs_F0_trackmedian_err3d_p95_mm,improvement_vs_F0_turn_center_abs_error_3d_rms_mm,improvement_vs_F0_legacy_deltaR_error_rms_mm,filter_verdict
one_baseline_EH_delaycal_v4io_T4,One-baseline E-H + delaycal / v4-io/T4,FULL_AutoPos_one_baseline_scale_correction,F4,fixed_lag_smoother,fixed_lag,bounded-latency fixed-lag smoother over the F2 trajectory,34,17,pre-registered one-baseline E-H control,40661,89.06099214711767,86.61965072722766,137.82379079366902,152.36808260551672,96.39971818625858,40661,54.273688313906405,49.2541340200943,95.85158112479566,111.96795694536551,62.17764035613732,40661,61.21833540821523,56.63311780690174,118.0275136138523,132.91806182043035,73.66713450469564,87.71095133503204,146.04983042254514,103.52084090669698,126.9062670734034,71.15767420604178,38.41159208533243,61.14858741730615,19.47981965924529,38.71839954958967,12.975407063553732,74.93194899812946,12.697305518797917,11.093705151920917,19.61205787814436,17.773411237050055,55.076473756778654,30.28537710473013,18.500149961273223,54.34290471681609,2.1482106856186363,0.6608085180633871,FILTER_HELPS
one_baseline_EH_delaycal_v4io_T4,One-baseline E-H + delaycal / v4-io/T4,FULL_AutoPos_one_baseline_scale_correction,F5,rts_offline_smoother,offline_upper_bound,full-sequence RTS smoother; uses future samples,34,17,pre-registered one-baseline E-H control,40661,85.59220429441014,83.22290135151299,132.3480431713718,147.00857435876011,92.63506339649554,40661,49.20894655818139,44.51415368001757,86.70669712498363,102.5342696080357,56.63984409746136,40661,61.48687466957964,57.583154617459854,116.4926356142754,130.60538111683422,73.30199882055072,86.27005855470097,141.68275691126013,94.58838279177884,123.06964253680184,69.89804810259788,39.28200868843753,61.34319890755984,17.939121170207216,36.876092717744456,12.298734286873207,74.33659439882365,12.986442986665027,12.551938114345148,20.274262682123457,21.17016061276473,60.43598200353526,34.05003189449317,19.94104274160429,58.70997822810111,2.7435652849244434,0.371671050196273,OFFLINE_FILTER_HELPS_DIAGNOSTIC_ONLY
scale_to_vicon_delaycal_v4io_T4,Full similarity scale + delaycal / v4-io/T4,FULL_AutoPos_scale_to_vicon,F0,passthrough,baseline,unfiltered solved ROTO samples,34,17,full similarity scale-to-Vicon with re-estimated residual delay corrections,40661,114.47494734715544,107.6817918768846,181.3030731950046,207.96216618655123,127.7562833974634,40661,69.99616535642467,62.85757509799113,123.23541872980496,145.69708410145583,81.42999030600001,40661,78.647992613031,68.65419470835445,154.10823778453573,179.4351716967892,98.4419860948454,110.50368257403034,200.7083769132022,139.53230205195888,176.54631896422873,71.33256496662933,37.59992091940214,59.5337090650296,18.636902194679863,75.30137805269408,13.320584546572446,76.66271037947061,15.607954476407162,12.28693623263996,24.443409456159436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE_UNFILTERED
scale_to_vicon_delaycal_v4io_T4,Full similarity scale + delaycal / v4-io/T4,FULL_AutoPos_scale_to_vicon,F1,cv_kalman,online,constant-velocity Kalman filter,34,17,full similarity scale-to-Vicon with re-estimated residual delay corrections,40661,110.63491612237851,106.54195566691922,171.92973683721934,193.860550704776,120.92557012808604,40661,72.97492612339703,65.57810413176257,131.66524245425995,152.53531105421658,84.37076109646794,40661,70.07630384849877,61.6131732661446,138.30555259508583,160.59853811518917,86.62891077928536,103.30380492109292,182.61473924882685,141.6926214864658,156.38260544469375,74.66437154755839,41.30503482530911,62.24874488403378,34.98715047159919,62.25819954373827,13.900896730452336,79.04418965127942,12.76331125602402,9.096840505705812,26.572341763291,1.1398362099653667,14.101615481775212,6.830713269377355,7.199877652937403,18.093637664375336,-2.3814792718088142,2.8446432203831424,FILTER_HELPS
scale_to_vicon_delaycal_v4io_T4,Full similarity scale + delaycal / v4-io/T4,FULL_AutoPos_scale_to_vicon,F2,cv_kalman_robust,online,constant-velocity Kalman filter with innovation down-weighting,34,17,full similarity scale-to-Vicon with re-estimated residual delay corrections,40661,110.01879918525547,106.43234142608534,171.08757047787662,191.82506432471845,119.73708908145126,40661,72.87644832892605,65.51853913093002,131.38068274200327,152.2435681081898,84.23670488741145,40661,69.41569132660628,61.507584300208464,137.4162948123212,158.7837335229326,85.09493552151356,103.37409953732164,180.6170061348174,141.6926214864658,155.85639906156047,74.7767039961413,41.29254182343871,61.879034552560654,34.96162666337568,62.24785968007504,13.787239853602404,78.48685806383023,12.000494922963238,8.91894178432949,20.825635471401192,1.2494504507992443,16.137101861832775,8.019194316012147,7.129583036708681,20.0913707783848,-1.824147684359616,3.607459553443924,FILTER_HELPS
scale_to_vicon_delaycal_v4io_T4,Full similarity scale + delaycal / v4-io/T4,FULL_AutoPos_scale_to_vicon,F3,adaptive_cv_kalman_robust,online,adaptive-acceleration constant-velocity Kalman filter,34,17,full similarity scale-to-Vicon with re-estimated residual delay corrections,40661,108.74034429412724,104.76686027841004,169.1100298762586,190.1547187656163,118.48143960282007,40661,70.273764333353,63.415551557950025,125.1158402338534,146.21140399372035,81.15351751710328,40661,70.4615285444524,62.697421398096026,138.71330268881366,160.44815621988687,86.32472487623646,103.8878464356585,179.66626095352837,138.2319569140957,158.06098273457025,72.96227576957358,40.65513996020511,60.91758032652416,30.08573837004326,64.62812444041639,13.825562398869652,77.06155637403582,12.967133005582122,8.979793606315638,21.733811718397504,2.9149315984745385,17.80744742093492,9.274843794643315,6.615836138371833,21.042115959673826,-0.3988459945652067,2.64082147082504,FILTER_HELPS
scale_to_vicon_delaycal_v4io_T4,Full similarity scale + delaycal / v4-io/T4,FULL_AutoPos_scale_to_vicon,F4,fixed_lag_smoother,fixed_lag,bounded-latency fixed-lag smoother over the F2 trajectory,34,17,full similarity scale-to-Vicon with re-estimated residual delay corrections,40661,91.43514825966098,88.36203995650641,143.22036428801485,156.92532370102742,99.16404993403488,40661,54.90526399554177,50.436006746521926,95.73509354516251,110.6944370689052,62.56355673251681,40661,63.51288635083391,57.358968415058825,125.85892828400232,141.20231964309778,76.9370532857668,88.80409897380478,151.23178091107238,100.84727466557251,132.25522285293562,69.3251138207203,36.71114276191216,61.88000346228915,15.971764289322124,40.99141750405752,12.389940831922477,74.6884088577075,15.281677276855287,12.654512051286927,23.744949995802305,19.31975192037818,51.036842485523806,28.592233463428517,21.69958360022555,49.47659600212981,1.9743015217631097,0.3262771995518729,FILTER_HELPS
scale_to_vicon_delaycal_v4io_T4,Full similarity scale + delaycal / v4-io/T4,FULL_AutoPos_scale_to_vicon,F5,rts_offline_smoother,offline_upper_bound,full-sequence RTS smoother; uses future samples,34,17,full similarity scale-to-Vicon with re-estimated residual delay corrections,40661,87.88792887573489,84.44333374987794,138.0459389638864,150.8300968882245,95.27592330675722,40661,49.7534819822221,45.89102801996672,85.6296443010752,99.73897775460377,56.80346693658509,40661,63.64452566957165,58.510802701680745,124.08620295697006,138.35354088704116,76.49096486474313,87.66047529428639,146.2067042160291,88.5300700616366,129.34084114664046,69.11778308695551,36.91106889732832,59.4136619104516,14.465556794985249,38.82833179517519,11.758554071673746,74.14850164610199,15.579533237549798,12.562431595707151,23.42701092777161,23.23845812700665,57.13206929832674,32.480360090706185,22.84320727974395,54.50167269717309,2.514208733368619,0.0284212388573639,OFFLINE_FILTER_HELPS_DIAGNOSTIC_ONLY
vicon_truth_delaycal_v4io_T4,Vicon anchors + delaycal / T4,FULL_AutoPos_align_to_Vicon,F0,passthrough,baseline,unfiltered solved ROTO samples,34,17,OptiTrack/Vicon anchor truth with inter-anchor residual delay calibration,40661,111.8166577718907,104.47503409732244,178.3231016429441,206.1889222480439,125.3950995474862,40661,68.73799175204161,61.73802093869074,120.72794024933712,143.32680612429232,80.13126215636703,40661,76.68916321411078,66.87835610225352,150.17987488728772,176.18877501884754,96.4516034897894,105.58545344419052,200.43321386993455,137.17785740362655,172.02692172777387,69.83661956423342,37.84464029116954,57.55260169068549,18.206668877407907,74.77941098433861,13.305827343660932,72.7261665914615,17.993888455564388,13.786798528621375,28.77127039266808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE_UNFILTERED
vicon_truth_delaycal_v4io_T4,Vicon anchors + delaycal / T4,FULL_AutoPos_align_to_Vicon,F1,cv_kalman,online,constant-velocity Kalman filter,34,17,OptiTrack/Vicon anchor truth with inter-anchor residual delay calibration,40661,107.28228750035298,102.16038301577996,169.44798021872978,191.881485933744,117.7818202249858,40661,70.68999019011746,63.12278457323849,127.5854554190179,148.2608727729422,81.92393502448276,40661,68.33228493349661,59.75964267527013,135.5076859038354,158.1950998541863,84.62284588463804,99.45604282491703,181.3286002175202,134.13664881445442,154.35965898872593,72.34143754417448,41.66636768625164,56.90020436935271,38.784037873725936,62.87951712521605,13.843996209032284,75.17307406703523,14.878473321408269,10.117371921666518,26.998615657382803,2.314651081542479,14.307436314299936,7.613279322500418,6.1294106192735,19.10461365241437,-2.446907475573724,3.11541513415612,FILTER_HELPS
vicon_truth_delaycal_v4io_T4,Vicon anchors + delaycal / T4,FULL_AutoPos_align_to_Vicon,F2,cv_kalman_robust,online,constant-velocity Kalman filter with innovation down-weighting,34,17,OptiTrack/Vicon anchor truth with inter-anchor residual delay calibration,40661,106.54645992966384,101.9082359453274,168.44711685566023,189.88550663642687,116.4617441579725,40661,70.54401396755644,63.07239980609415,127.23329894505538,147.91231868801157,81.72773080637047,40661,67.55258116977868,59.487398391255056,134.2173790815109,156.49901470084387,82.96936705530835,99.47691001394448,181.25617937843964,134.00625204125242,151.5071569528696,72.45150572928566,41.6497356599213,56.806534938536856,38.6413735236909,62.710451024647895,13.439228359173372,74.61336591825432,14.47700087719534,10.117371921666518,23.977990663108336,2.5667981519950587,16.303415611617027,8.933355389513707,6.108543430246044,19.177034491494936,-1.8871993267928104,3.516887578369049,FILTER_HELPS
vicon_truth_delaycal_v4io_T4,Vicon anchors + delaycal / T4,FULL_AutoPos_align_to_Vicon,F3,adaptive_cv_kalman_robust,online,adaptive-acceleration constant-velocity Kalman filter,34,17,OptiTrack/Vicon anchor truth with inter-anchor residual delay calibration,40661,105.4214875213388,100.79624800203572,166.90683865734104,188.42194978088884,115.43925339814596,40661,68.08111651058121,61.31117150404099,121.76151986044168,142.37716192970467,78.83902339789807,40661,68.62487902382486,60.65581294421963,135.89725601326995,157.97641731122053,84.32454930082362,98.8971976584152,181.3940211066396,132.94730119840827,154.38387546606475,69.54609922384736,40.90785360036188,56.0377990490428,29.15546749674792,64.38822939470685,13.624390321719453,73.16025960217155,15.604872807840705,11.090881375514982,25.667627184566005,3.678786095286739,17.766972467155057,9.955846149340246,6.6882557857753255,19.03919276329501,-0.4340930107100433,2.389015647723685,FILTER_HELPS
vicon_truth_delaycal_v4io_T4,Vicon anchors + delaycal / T4,FULL_AutoPos_align_to_Vicon,F4,fixed_lag_smoother,fixed_lag,bounded-latency fixed-lag smoother over the F2 trajectory,34,17,OptiTrack/Vicon anchor truth with inter-anchor residual delay calibration,40661,87.29453200589127,83.74772828137382,138.32289285889155,151.84558130755195,95.05590521007966,40661,53.13784432994982,48.60255732556732,92.64153124274988,107.08456568703092,60.69332810221574,40661,60.32806896599547,54.234338463213135,119.9381796024012,135.14360504621845,73.15698899752805,83.98238957097635,145.39799748242945,98.8058566554494,126.96020569543292,68.47978807679335,36.81008495070331,55.90245113325312,15.722390519044351,40.146830895288026,12.272224405435892,70.53023412986714,17.662961163856217,12.661009303716298,27.94869314225804,20.727305815948625,54.34334094049194,30.339194337406557,21.603063873214182,55.03521638750513,2.195932461594367,0.3309272917081713,FILTER_HELPS
vicon_truth_delaycal_v4io_T4,Vicon anchors + delaycal / T4,FULL_AutoPos_align_to_Vicon,F5,rts_offline_smoother,offline_upper_bound,full-sequence RTS smoother; uses future samples,34,17,OptiTrack/Vicon anchor truth with inter-anchor residual delay calibration,40661,83.7060425911248,80.04716996737544,133.08356256109343,146.1167372752297,91.15474549816209,40661,48.02402849493178,44.14294630016483,82.6327060370333,95.57127202964551,55.00245439693865,40661,60.34633507991552,54.55939027544832,118.34678991688452,132.85363489785504,72.69056085316295,82.71890819857542,139.10826260165123,82.84496079375477,128.45237013149307,67.843453649363,36.03309264390728,56.12676146196884,15.233554587559324,38.60066351899132,11.666034030887715,70.00265879561876,18.035321926804944,13.48350346380704,28.67101642860088,24.42786412994701,60.0721849728142,34.240354049324125,22.866545245615114,61.32495126828334,2.7235077958427496,-0.0414334712405555,OFFLINE_FILTER_HELPS_DIAGNOSTIC_ONLY
