scenario,tag,anchor,anchor_id,n,raw_measured_minus_geom_median_mm,model_corrected_median_mm,tag_overall_raw_median_mm,tag_overall_model_corrected_median_mm,tag_raw_anchor_median_iqr_mm,tag_model_corrected_anchor_median_iqr_mm,tag_delay_uniform_gate,residual_definition_note
self_cal_v4io_T4,BS2DCE,A,0,20220,67.24375211105325,67.24375211105325,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BS2DCE,B,1,20170,91.85044759489165,54.72335039757039,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BS2DCE,C,2,20160,77.03482791211593,17.03482791212255,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BS2DCE,D,3,20200,120.68889941869031,60.688899418690326,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BS2DCE,E,4,20185,117.46037411310272,86.31714733839485,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BS2DCE,F,5,20086,145.6904063724628,118.64788657087519,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BS2DCE,G,6,20013,84.98513233000608,57.426409044316706,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BS2DCE,H,7,19983,101.54144084564359,69.12236409771171,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BS2DCE,ALL,-1,161017,101.99220606737003,67.56469330121516,101.99220606737003,67.56469330121516,35.26994921396607,16.670415525252366,True,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,A,0,20344,9.702989382666374,9.702989382666374,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,B,1,20298,45.53014551276624,8.403048315444984,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,C,2,20295,36.63820903197279,-23.361790968020586,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,D,3,20326,76.91601426952684,16.916014269526855,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,E,4,20334,74.41038253452837,43.2671557598205,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,F,5,20004,89.50677997830849,62.46426017672087,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,G,6,20121,48.87683043241191,21.318107146722532,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,H,7,20144,62.54884049200609,30.12976374407421,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSDC91,ALL,-1,161866,58.02548934689503,22.898235707681298,58.02548934689503,22.898235707681298,31.729629075710108,24.036107632149758,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,A,0,28760,23.480743659907148,23.480743659907148,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,B,1,28781,58.78446797168681,21.657370774365553,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,C,2,28759,46.78183274791172,-13.218167252081656,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,D,3,28789,98.92112694740536,38.92112694740537,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,E,4,28793,89.66093468547069,58.51770791076282,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,F,5,28538,118.5535343418228,91.51101454023518,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,G,6,27542,58.68244158199036,31.123718296300986,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,H,7,28303,62.60621938465442,30.18714263672254,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
self_cal_v4io_T4,BSF66F,ALL,-1,228265,70.52206353428846,35.96587625040428,70.52206353428846,35.96587625040428,36.26869337748366,20.79537174972298,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,A,0,20220,249.21875183313773,9.672425022647786,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,B,1,20170,159.77926711712598,-27.814426757138335,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,C,2,20160,144.27291424141958,-74.08280484678124,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,D,3,20200,200.27291613544037,-5.607872789357316,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,E,4,20185,157.56250070635156,17.208578658155744,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,F,5,20086,178.86591945555472,37.1720293220815,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,G,6,20013,183.02888392899536,6.009814366280025,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,H,7,19983,153.2422160079218,-23.402922624173385,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BS2DCE,ALL,-1,161017,178.74165490517362,-4.61616907982571,178.74165490517362,-4.61616907982571,30.857462448862492,36.0622620889394,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,A,0,20344,189.55285742348474,-49.993469387005206,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,B,1,20298,113.45987685746161,-74.13381701680271,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,C,2,20295,104.49948418009672,-113.85623490810411,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,D,3,20326,156.9033617429542,-48.977427181843495,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,E,4,20334,113.88609662436738,-26.46782542382843,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,F,5,20004,120.11964661174375,-21.574243521729485,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,G,6,20121,145.51429882727507,-31.50477073544026,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,H,7,20144,111.75602615566027,-64.88911247643492,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSDC91,ALL,-1,161866,132.6508049159031,-50.94115249846401,132.6508049159031,-50.94115249846401,35.32765037418358,36.954754203989566,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,A,0,28760,195.39212868921686,-44.15419812127308,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,B,1,28781,125.06952789422621,-62.524165980038106,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,C,2,28759,106.67985109838992,-111.67586798981091,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,D,3,28789,175.59246571467838,-30.2883232101193,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,E,4,28793,127.61978603197599,-12.734136016219821,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,F,5,28538,145.4769995800807,3.783109446607469,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,G,6,27542,153.66005595578463,-23.359013606930702,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,H,7,28303,104.34980467015453,-72.29533396194066,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
vicon_truth_delaycal_T4,BSF66F,ALL,-1,228265,144.469586656121,-40.34904963399127,144.469586656121,-40.34904963399127,38.67104970024093,44.26416376626075,False,raw=measured-geometric; model_corrected=measured-geometric-d_anchor-tag_delay
