version,eval_set,n_anchors,reflection_allowed_rms_3d_mm,similarity_rms_3d_mm,similarity_scale,scale_delta_from_1,rms_gap_mm,verdict
v4-io,all8,8,105.41990950811795,67.12130071807093,0.9582672713308588,-0.04173272866914124,38.29860879004703,"not a bug: similarity scale is 0.958267, not 1.0000"
