variant,position,policy,tag_truth_source,truth_reconstructed,loo_delta_tag_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm
V-A_unbounded,ID11,native_solver_delay,motive_iantenna,False,-191.03262305829023,-52.56157979152006,68.27028176203112,-48.81067792227702,71.7300630796641,68.27028176203112,99.02541755165545,-116.46737429152006,1201.7701317620313,-1005.800972922277,-63.9057945,1133.4998500000002,-956.990295
V-A_unbounded,ID12,native_solver_delay,motive_iantenna,False,-177.52223079048133,87.56889059379395,141.62768805664837,-55.501446851755645,103.67603967390977,141.62768805664837,175.51958075023256,43.88020609379396,1731.7577380566486,-1011.8589868517556,-43.6886845,1590.1300500000002,-956.35754
V-A_unbounded,ID13,native_solver_delay,motive_iantenna,False,-156.01518693079709,48.266280599375705,-95.2139624580575,0.7704666086927432,48.27242962284768,95.2139624580575,106.75170307146,-141.3618744006243,1043.8836375419426,-197.19569339130726,-189.628155,1139.0976,-197.96616
V-A_unbounded,ID14,native_solver_delay,motive_iantenna,False,-152.96032010340636,9.520873016412423,-33.058489172756936,42.238100969455616,43.29785440989631,33.058489172756936,54.475388047134324,-189.1744469835876,1099.569310827243,-152.45248403054438,-198.69532,1132.6278,-194.690585
V-A_unbounded,ID15,native_solver_delay,motive_iantenna,False,-153.74550784741785,54.86523897599622,-100.01211512349096,-33.85450097055593,64.46954074490175,100.01211512349096,118.99052422496909,-145.30009602400378,1032.2429848765091,-218.16708597055595,-200.165335,1132.2551,-184.312585
V-A_unbounded,ID16,native_solver_delay,motive_iantenna,False,-157.16663442290277,-11.661606546018305,25.135870729646513,31.97172380942888,34.032105291629236,25.135870729646513,42.308346551455294,-196.5162615460183,1147.1930707296465,-153.80843119057113,-184.854655,1122.0572,-185.780155
V-A_unbounded,ID17,native_solver_delay,motive_iantenna,False,-153.04508803772416,5.684511109082422,-74.94016458524735,14.820637650608717,15.873404389730709,74.94016458524735,76.60282785239643,-174.7138888909176,134.51849041475265,-313.3825973493913,-180.3984,209.458655,-328.203235
V-A_unbounded,ID18,native_solver_delay,motive_iantenna,False,-159.6853714099253,-21.97099031825121,-41.650834802566806,-31.52478231708878,38.425724660759776,41.650834802566806,56.668583496106834,-317.3952903182512,165.25501519743318,-255.52619231708877,-295.4243,206.90585,-224.00141
V-A_unbounded,ID19,native_solver_delay,motive_iantenna,False,-127.59827833669618,-17.1561577618981,-177.09698333673933,73.32150934867596,75.30190888894592,177.09698333673933,192.4414689958805,-205.6867127618981,28.863586663260662,-40.81358565132405,-188.530555,205.96057,-114.135095
V-A_unbounded,ID20,native_solver_delay,motive_iantenna,False,-148.11485472789704,33.48895338033867,-186.48409926557582,10.318842865253117,35.04266708725639,186.48409926557582,189.74801130837028,-46.70703811966132,16.076030734424165,-210.3738221347469,-80.19599149999999,202.56013,-220.692665
V-A_unbounded,ID21,native_solver_delay,motive_iantenna,False,-153.33615091218945,63.50849174474641,-1.5191354577618768,-14.225334865723454,65.08216864652321,1.5191354577618768,65.09989591599606,-148.54497325525358,1597.125164542238,-241.16007986572345,-212.053465,1598.6443,-226.934745
V-A_unbounded,ID22,native_solver_delay,motive_iantenna,False,-158.30208388449512,27.260881823654472,37.105018785085804,2.6435078254060045,27.388753374811305,37.105018785085804,46.11861045681892,-205.57678817634553,1636.426218785086,-232.530572174594,-232.83767,1599.3212,-235.17408
V-A_unbounded,ID23,native_solver_delay,motive_iantenna,False,-157.15332281815915,61.29967336229933,210.56808232043386,-46.78987758108852,77.11642236500498,210.56808232043386,224.24508888821367,-169.57765663770067,1810.2323323204337,-270.0313575810885,-230.87733,1599.6642499999998,-223.24148
V-A_unbounded,ID24,native_solver_delay,motive_iantenna,False,-147.63086282632443,28.77836609041691,162.6709773446148,-51.009893293083024,58.567939767468125,162.6709773446148,172.89317638026654,-189.42410890958308,1762.2524773446148,-277.08106829308304,-218.202475,1599.5815,-226.071175
V-B_calibrated,ID01,sweep_delta_plus_loo_tag_delta,reconstructed_from_relabelled_balls,True,-171.38938535073328,85.71186665431128,-295.171958365076,-23.304431575430897,88.82353638771865,295.171958365076,308.2468258092767,-456.5034776950297,-112.6291577809967,-406.6284925058628,-542.215344349341,182.54280058407932,-383.3240609304319
V-B_calibrated,ID02,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-157.7780664182711,-98.97234621099904,54.687075385527805,73.46487156411894,123.25831683274905,54.687075385527805,134.845425887068,-642.202326210999,1160.2760753855277,-186.45648843588106,-543.22998,1105.589,-259.92136
V-B_calibrated,ID03,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-138.39189607457826,-45.36713692223202,505.97466156254154,-0.9451402240102311,45.376980976741834,505.97466156254154,508.005343028882,-599.370006922232,2131.5361115625415,-257.2402402240102,-554.00287,1625.56145,-256.2951
V-B_calibrated,ID04,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-179.41406784181555,75.43898287387526,-472.7792190577705,40.02648873095171,85.39999963216539,472.7792190577705,480.4303798783433,-245.73983212612472,-290.6154290577705,519.9603087309517,-321.178815,182.16379,479.93382
V-B_calibrated,ID05,sweep_delta_plus_loo_tag_delta,reconstructed_from_relabelled_balls,True,-146.7498776931585,38.26995077463087,90.07919905095582,154.5766244993854,159.24359319582268,90.07919905095582,182.95568883087068,-146.71193902230152,1193.6658156105327,628.2806534333347,-184.9818897969324,1103.586616559577,473.7040289339493
V-B_calibrated,ID06,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-181.4956015250669,-44.65343822844059,328.6932003782108,76.57235011506413,88.64115493248676,328.6932003782108,340.4357124665915,-237.8846932284406,2013.6457503782108,553.0953301150641,-193.231255,1684.95255,476.52298
V-B_calibrated,ID07,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-150.6654769280035,-4.567914922619025,-356.63235871804466,69.94149674884756,70.09050445109764,356.63235871804466,363.4546988264224,347.579635077381,-145.06700371804465,123.73736274884754,352.14755,211.565355,53.795866
V-B_calibrated,ID08,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-157.87962503108545,206.83644108780925,56.83779022040471,-38.2322657482996,210.34024699547965,56.83779022040471,217.88426722289546,598.7369810878092,1189.1181902204048,-109.76419474829959,391.90054,1132.2804,-71.53192899999999
V-B_calibrated,ID09,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-178.00927653471214,82.50265264851589,132.99172098097733,4.373129697886775,82.61847225285763,132.99172098097733,156.56503379387854,491.3125926485159,1701.1770709809775,-58.05265880211323,408.80994,1568.1853500000002,-62.4257885
V-B_calibrated,ID10,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-173.131697185561,75.10210046929112,-295.54729504724764,-114.72513137042881,137.12104602453135,295.54729504724764,325.80728179800786,140.60134546929112,-56.89756504724761,-1052.9185513704288,65.499245,238.64973,-938.19342
V-B_calibrated,ID11,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-191.03262305829023,-118.36993108191946,175.72906901567308,-134.56623039945555,179.21917014721868,175.72906901567308,250.99843952776462,-182.27572558191946,1309.2289190156732,-1091.5565253994555,-63.9057945,1133.4998500000002,-956.990295
V-B_calibrated,ID12,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-177.52223079048133,115.79217506545896,289.8216073350354,-139.301500043523,181.1428599773271,289.8216073350354,341.7737552812225,72.10349056545897,1879.9516573350356,-1095.659040043523,-43.6886845,1590.1300500000002,-956.35754
V-B_calibrated,ID13,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-156.01518693079709,-0.6587277254591299,-272.20425560024876,-43.554183532107515,43.55916465412065,272.20425560024876,275.667476486165,-190.28688272545912,866.8933443997513,-241.52034353210752,-189.628155,1139.0976,-197.96616
V-B_calibrated,ID14,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-152.96032010340636,2.195703423133949,117.94216390209044,66.88211932025473,66.91815148590966,117.94216390209044,135.6038090327802,-196.49961657686606,1250.5699639020904,-127.80846567974527,-198.69532,1132.6278,-194.690585
V-B_calibrated,ID15,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-153.74550784741785,62.01785930761977,48.23194282985355,-33.79285966893951,70.62699369012077,48.23194282985355,85.52480661683265,-138.14747569238023,1180.4870428298536,-218.10544466893953,-200.165335,1132.2551,-184.312585
V-B_calibrated,ID16,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-157.16663442290277,108.10164056458032,-217.84562090704048,-81.46976553435266,135.363537885858,217.84562090704048,256.4761235229317,-76.75301443541969,904.2115790929595,-267.24992053435267,-184.854655,1122.0572,-185.780155
V-B_calibrated,ID17,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-153.04508803772416,-4.937676460675135,-237.30574666571582,14.29450011121645,15.123272868657512,237.30574666571582,237.78715436884468,-185.33607646067514,-27.847091665715823,-313.90873488878356,-180.3984,209.458655,-328.203235
V-B_calibrated,ID18,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-159.6853714099253,-6.374774063863583,-194.07569664222007,-41.86475376880193,42.347318126272455,194.07569664222007,198.64206850425907,-301.7990740638636,12.83015335777992,-265.8661637688019,-295.4243,206.90585,-224.00141
V-B_calibrated,ID19,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-127.59827833669618,-31.125621446570506,-310.23323209038995,77.50286646110376,83.51945054969467,310.23323209038995,321.27893941771634,-219.6561764465705,-104.27266209038999,-36.63222853889624,-188.530555,205.96057,-114.135095
V-B_calibrated,ID20,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-148.11485472789704,46.308479086811076,-399.58023446487596,-6.63749051989501,46.78174340205071,399.58023446487596,402.3094521518735,-33.887512413188915,-197.020104464876,-227.33015551989502,-80.19599149999999,202.56013,-220.692665
V-B_calibrated,ID21,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-153.33615091218945,-73.300530668802,298.44769289489454,28.668786428459924,78.70747811744847,298.44769289489454,308.65173335961344,-285.353995668802,1897.0919928948945,-198.26595857154007,-212.053465,1598.6443,-226.934745
V-B_calibrated,ID22,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-158.30208388449512,24.484485394291028,182.05189995394494,46.0757974570472,52.17728563585967,182.05189995394494,189.38152870110451,-208.35318460570898,1781.373099953945,-189.0982825429528,-232.83767,1599.3212,-235.17408
V-B_calibrated,ID23,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-157.15332281815915,55.92611535579496,355.22477464401254,-114.73654437629025,127.64092209868318,355.22477464401254,377.4610516531363,-174.95121464420504,1954.8890246440124,-337.97802437629025,-230.87733,1599.6642499999998,-223.24148
V-B_calibrated,ID24,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-147.63086282632443,62.56249042099165,385.7523501164126,-141.9555318581104,155.13039106762952,385.7523501164126,415.7767596356619,-155.63998457900834,1985.3338501164126,-368.0267068581104,-218.202475,1599.5815,-226.071175
V-C_calibrated_residual,ID01,sweep_delta_plus_loo_tag_delta,reconstructed_from_relabelled_balls,True,-171.38938535073328,83.42192659890281,-298.87337985691835,-23.098676473580497,86.56076878299932,298.87337985691835,311.1560121215749,-458.79341775043815,-116.33057927283903,-406.4227374040124,-542.215344349341,182.54280058407932,-383.3240609304319
V-C_calibrated_residual,ID02,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-157.7780664182711,-101.22892656059014,56.612958604758205,70.85657375305794,123.56354485296986,56.612958604758205,135.91532915243945,-644.4589065605901,1162.2019586047581,-189.06478624694205,-543.22998,1105.589,-259.92136
V-C_calibrated_residual,ID03,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-138.39189607457826,-42.637049042754256,501.8185813740545,-3.6937940726634793,42.796752981102145,501.8185813740545,503.64019962468643,-596.6399190427543,2127.3800313740544,-259.98889407266347,-554.00287,1625.56145,-256.2951
V-C_calibrated_residual,ID04,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-179.41406784181555,75.65398715262677,-476.0406283040848,40.166404429123475,85.65550663473847,476.0406283040848,483.68537874635155,-245.52482784737322,-293.8768383040848,520.1002244291235,-321.178815,182.16379,479.93382
V-C_calibrated_residual,ID05,sweep_delta_plus_loo_tag_delta,reconstructed_from_relabelled_balls,True,-146.7498776931585,37.43360714043459,96.70739160828384,155.29357354442664,159.74156919143695,96.70739160828384,186.73427248210385,-147.5482826564978,1200.2940081678607,628.9976024783759,-184.9818897969324,1103.586616559577,473.7040289339493
V-C_calibrated_residual,ID06,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-181.4956015250669,-39.12377089715088,329.88067330167974,72.29243781817485,82.20015824137704,329.88067330167974,339.9678288204297,-232.35502589715088,2014.8332233016797,548.8154178181749,-193.231255,1684.95255,476.52298
V-C_calibrated_residual,ID07,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-150.6654769280035,-3.2456278251517006,-353.49400803804076,68.30175695277097,68.37882788418354,353.49400803804076,360.04677171391666,348.9019221748483,-141.92865303804075,122.09762295277096,352.14755,211.565355,53.795866
V-C_calibrated_residual,ID08,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-157.87962503108545,206.96780459829517,61.13043231050324,-37.51524202706901,210.34035638599565,61.13043231050324,219.04336392380546,598.8683445982952,1193.4108323105033,-109.047171027069,391.90054,1132.2804,-71.53192899999999
V-C_calibrated_residual,ID09,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-178.00927653471214,83.22219905343957,134.8853241927652,4.222443358759897,83.32924722573853,134.8853241927652,158.5490905864667,492.03213905343955,1703.0706741927654,-58.203345141240106,408.80994,1568.1853500000002,-62.4257885
V-C_calibrated_residual,ID10,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-173.131697185561,74.4971279745723,-303.5204078582342,-113.83381225278606,136.0439593971829,303.5204078582342,332.6147875168679,139.9963729745723,-64.87067785823422,-1052.027232252786,65.499245,238.64973,-938.19342
V-C_calibrated_residual,ID11,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-191.03262305829023,-120.27918720627186,176.75176400193914,-134.85593958689526,180.70198481717276,176.75176400193914,252.7734032580622,-184.18498170627186,1310.2516140019393,-1091.8462345868952,-63.9057945,1133.4998500000002,-956.990295
V-C_calibrated_residual,ID12,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-177.52223079048133,115.45312134361652,291.7921259216803,-139.1128588760871,180.78111276530512,291.7921259216803,343.25567072162943,71.76443684361652,1881.9221759216805,-1095.470398876087,-43.6886845,1590.1300500000002,-956.35754
V-C_calibrated_residual,ID13,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-156.01518693079709,-4.013294176694899,-226.57773243791144,-65.7236047822168,65.84602308201858,226.57773243791144,235.95162129645033,-193.6414491766949,912.5198675620886,-263.6897647822168,-189.628155,1139.0976,-197.96616
V-C_calibrated_residual,ID14,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-152.96032010340636,-0.6765453078299117,121.47414278763085,66.011251854014,66.01471869884483,121.47414278763085,138.25306669610387,-199.37186530782992,1254.1019427876308,-128.679333145986,-198.69532,1132.6278,-194.690585
V-C_calibrated_residual,ID15,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-153.74550784741785,57.024608788950985,55.21683105426655,-33.42949378422429,66.1009611291878,55.21683105426655,86.12917910834754,-143.140726211049,1187.4719310542666,-217.7420787842243,-200.165335,1132.2551,-184.312585
V-C_calibrated_residual,ID16,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-157.16663442290277,108.64885625002287,-217.78091149693898,-81.93544178123253,136.08082372003736,217.78091149693898,256.8005373763097,-76.20579874997713,904.276288503061,-267.71559678123253,-184.854655,1122.0572,-185.780155
V-C_calibrated_residual,ID17,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-153.04508803772416,-4.37274995324654,-240.2155963189143,12.518459328284564,13.260194799003989,240.2155963189143,240.5813074221668,-184.77114995324655,-30.7569413189143,-315.68477567171544,-180.3984,209.458655,-328.203235
V-C_calibrated_residual,ID18,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-159.6853714099253,-11.108010766544794,-199.6282503984336,-43.66574608625419,45.056467731713035,199.6282503984336,204.64975846943628,-306.5323107665448,7.277599601566379,-267.6671560862542,-295.4243,206.90585,-224.00141
V-C_calibrated_residual,ID19,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-127.59827833669618,-31.624602838857356,-310.9138553680108,75.9331419571146,82.25544086681916,310.9138553680108,321.6106077417148,-220.15515783885735,-104.95328536801077,-38.20195304288541,-188.530555,205.96057,-114.135095
V-C_calibrated_residual,ID20,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-148.11485472789704,44.369516038322104,-404.6607109851532,-6.294055134503452,44.81371535044926,404.6607109851532,407.13457246777847,-35.82647546167789,-202.10058098515316,-226.98672013450346,-80.19599149999999,202.56013,-220.692665
V-C_calibrated_residual,ID21,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-153.33615091218945,-70.77583112124225,292.7741361960759,24.5936973044588,74.92708601037376,292.7741361960759,302.20979971431166,-282.82929612124224,1891.4184361960758,-202.3410476955412,-212.053465,1598.6443,-226.934745
V-C_calibrated_residual,ID22,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-158.30208388449512,22.881636258568278,184.35659666277002,47.05957142013631,52.32755048840273,184.35659666277002,191.63905466578467,-209.95603374143172,1783.67779666277,-188.1145085798637,-232.83767,1599.3212,-235.17408
V-C_calibrated_residual,ID23,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-157.15332281815915,54.52532720647295,356.5882905471494,-114.06966555549153,126.431403958489,356.5882905471494,378.33861666799606,-176.35200279352705,1956.2525405471492,-337.3111455554915,-230.87733,1599.6642499999998,-223.24148
V-C_calibrated_residual,ID24,sweep_delta_plus_loo_tag_delta,motive_iantenna,False,-147.63086282632443,59.61800663564003,387.4497488487607,-140.38067658305684,152.51570762752283,387.4497488487607,416.3872583978666,-158.58446836435996,1987.0312488487607,-366.45185158305685,-218.202475,1599.5815,-226.071175
