variant,position,policy,tag_truth_source,truth_reconstructed,loo_delta_tag_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm
baseline_v4io,ID01,native_solver_delay,reconstructed_from_relabelled_balls,True,-171.38938535073328,68.93226149702832,-114.70374974251797,-11.197688923570865,69.83584260480971,114.70374974251797,134.2907112101129,-473.28308285231265,67.83905084156135,-394.5217498540028,-542.215344349341,182.54280058407932,-383.3240609304319
baseline_v4io,ID02,native_solver_delay,motive_iantenna,False,-157.7780664182711,22.887761688144565,-55.36697013285584,25.151438274256577,34.00653587704924,55.36697013285584,64.97650239932577,-520.3422183118554,1050.222029867144,-234.76992172574342,-543.22998,1105.589,-259.92136
baseline_v4io,ID03,native_solver_delay,motive_iantenna,False,-138.39189607457826,-13.365101987092544,368.9219697116862,0.7697708983052394,13.387251337046852,368.9219697116862,369.16478466168945,-567.3679719870926,1994.483419711686,-255.52532910169475,-554.00287,1625.56145,-256.2951
baseline_v4io,ID04,native_solver_delay,motive_iantenna,False,-179.41406784181555,79.3253797145743,-303.70900141228935,7.110144698765168,79.6433928489914,303.70900141228935,313.9780686024881,-241.8534352854257,-121.54521141228935,487.0439646987652,-321.178815,182.16379,479.93382
baseline_v4io,ID05,native_solver_delay,reconstructed_from_relabelled_balls,True,-146.7498776931585,24.332541818499436,-34.05837831174699,44.54299464095266,50.75579733324028,34.05837831174699,61.12384228890588,-160.64934797843296,1069.52823824783,518.247023574902,-184.9818897969324,1103.586616559577,473.7040289339493
baseline_v4io,ID06,native_solver_delay,motive_iantenna,False,-181.4956015250669,-6.6353356983520655,194.1146424770609,3.595688746471012,7.5469634550144455,194.1146424770609,194.26129589135476,-199.86659069835207,1879.0671924770609,480.11866874647103,-193.231255,1684.95255,476.52298
baseline_v4io,ID07,native_solver_delay,motive_iantenna,False,-150.6654769280035,-15.318541814315608,-150.89019569079272,35.379564817725786,38.55348661286805,150.89019569079272,155.73767201809048,336.8290081856844,60.67515930920729,89.17543081772578,352.14755,211.565355,53.795866
baseline_v4io,ID08,native_solver_delay,motive_iantenna,False,-157.87962503108545,60.6795848136386,-12.952349902841434,-26.155815713257653,66.07676375838525,12.952349902841434,67.33425633945245,452.5801248136386,1119.3280500971587,-97.68774471325764,391.90054,1132.2804,-71.53192899999999
baseline_v4io,ID09,native_solver_delay,motive_iantenna,False,-178.00927653471214,49.110323938184024,-21.41000359718464,-11.769706503629955,50.50098918333145,21.41000359718464,54.851965894819294,457.920263938184,1546.7753464028156,-74.19549500362996,408.80994,1568.1853500000002,-62.4257885
baseline_v4io,ID10,native_solver_delay,motive_iantenna,False,-173.131697185561,29.81452754823792,-106.39020060617872,-49.9612328955717,58.18101791280549,106.39020060617872,121.25966200840718,95.31377254823792,132.25952939382128,-988.1546528955716,65.499245,238.64973,-938.19342
baseline_v4io,ID11,native_solver_delay,motive_iantenna,False,-191.03262305829023,-43.99286795437543,6.293178036793506,-59.20825842614693,73.76306865029755,6.293178036793506,74.03103664350034,-107.89866245437543,1139.7930280367937,-1016.1985534261469,-63.9057945,1133.4998500000002,-956.990295
baseline_v4io,ID12,native_solver_delay,motive_iantenna,False,-177.52223079048133,91.4558549423069,108.72797982895918,-44.838743458640465,101.85620412217439,108.72797982895918,148.9847640393628,47.767170442306906,1698.8580298289594,-1001.1962834586404,-43.6886845,1590.1300500000002,-956.35754
baseline_v4io,ID13,native_solver_delay,motive_iantenna,False,-156.01518693079709,35.63072523246524,-63.779801279111325,2.248914869773955,35.70162739544131,63.779801279111325,73.09219691516911,-153.99742976753475,1075.3177987208887,-195.71724513022605,-189.628155,1139.0976,-197.96616
baseline_v4io,ID14,native_solver_delay,motive_iantenna,False,-152.96032010340636,23.126897029331616,-48.32984016709747,22.548753574048476,32.30014944158109,48.32984016709747,58.1297953249937,-175.5684229706684,1084.2979598329025,-172.14183142595152,-198.69532,1132.6278,-194.690585
baseline_v4io,ID15,native_solver_delay,motive_iantenna,False,-153.74550784741785,39.26074943722139,-74.10775312786586,-34.77211233060791,52.44526901737367,74.10775312786586,90.78802407787828,-160.9045855627786,1058.1473468721342,-219.08469733060792,-200.165335,1132.2551,-184.312585
baseline_v4io,ID16,native_solver_delay,motive_iantenna,False,-157.16663442290277,1.5545790061603668,10.548689845543095,12.502063573551908,12.598345505800674,10.548689845543095,16.431468800475265,-183.30007599383964,1132.605889845543,-173.2780914264481,-184.854655,1122.0572,-185.780155
baseline_v4io,ID17,native_solver_delay,motive_iantenna,False,-153.04508803772416,7.421624735107315,-32.50771147944698,-5.901757648855607,9.482154663080664,32.50771147944698,33.86240633335959,-172.9767752648927,176.950943520553,-334.1049926488556,-180.3984,209.458655,-328.203235
baseline_v4io,ID18,native_solver_delay,motive_iantenna,False,-159.6853714099253,-27.494029870729605,-20.692029243934485,-39.493401822377876,48.121205991084345,20.692029243934485,52.38139498207558,-322.9183298707296,186.2138207560655,-263.49481182237787,-295.4243,206.90585,-224.00141
baseline_v4io,ID19,native_solver_delay,motive_iantenna,False,-127.59827833669618,-12.039839441775428,-130.21540588982876,54.729755729927916,56.038414467589185,130.21540588982876,141.76161619808855,-200.57039444177542,75.74516411017123,-59.40533927007209,-188.530555,205.96057,-114.135095
baseline_v4io,ID20,native_solver_delay,motive_iantenna,False,-148.11485472789704,40.01925040080323,-213.2676828940665,-7.837273099378564,40.77944644396773,213.2676828940665,217.1314528558231,-40.17674109919676,-10.70755289406651,-228.52993809937857,-80.19599149999999,202.56013,-220.692665
baseline_v4io,ID21,native_solver_delay,motive_iantenna,False,-153.33615091218945,49.3966209060051,30.088747176358993,-13.574566525959682,51.227873402077556,30.088747176358993,59.41067008494464,-162.6568440939949,1628.733047176359,-240.50931152595967,-212.053465,1598.6443,-226.934745
baseline_v4io,ID22,native_solver_delay,motive_iantenna,False,-158.30208388449512,11.893756481363425,-4.819503489079352,-13.224195438968763,17.785971669999274,4.819503489079352,18.427381857639592,-220.94391351863658,1594.5016965109207,-248.39827543896877,-232.83767,1599.3212,-235.17408
baseline_v4io,ID23,native_solver_delay,motive_iantenna,False,-157.15332281815915,43.57364357475976,118.75685295376297,-48.14991357092882,64.9390220997215,118.75685295376297,135.35237978975397,-187.30368642524024,1718.4211029537628,-271.3913935709288,-230.87733,1599.6642499999998,-223.24148
baseline_v4io,ID24,native_solver_delay,motive_iantenna,False,-147.63086282632443,39.93743217542573,103.5564832835646,-56.85638190197736,69.48126835162286,103.5564832835646,124.70602183459074,-178.26504282457427,1703.1379832835646,-282.92755690197737,-218.202475,1599.5815,-226.071175
V-A_unbounded,ID01,native_solver_delay,reconstructed_from_relabelled_balls,True,-171.38938535073328,83.46921776659462,-146.83452039002583,2.580146463121366,83.50908615437217,146.83452039002583,168.92052524340335,-458.74612658274634,35.708280194053486,-380.74391446731056,-542.215344349341,182.54280058407932,-383.3240609304319
V-A_unbounded,ID02,native_solver_delay,motive_iantenna,False,-157.7780664182711,44.662266389875754,-81.65011210882903,25.2866821578329,51.32381838514638,81.65011210882903,96.44104489798853,-498.5677136101242,1023.9388878911709,-234.6346778421671,-543.22998,1105.589,-259.92136
V-A_unbounded,ID03,native_solver_delay,motive_iantenna,False,-138.39189607457826,19.480737106362767,306.26218816305504,-9.56802578691105,21.703599601591762,306.26218816305504,307.0302495424331,-534.5221328936373,1931.823638163055,-265.86312578691104,-554.00287,1625.56145,-256.2951
V-A_unbounded,ID04,native_solver_delay,motive_iantenna,False,-179.41406784181555,78.44472356489587,-247.88649594228934,32.13196479226889,84.77050086312181,247.88649594228934,261.9804433295187,-242.73409143510412,-65.72270594228934,512.0657847922689,-321.178815,182.16379,479.93382
V-A_unbounded,ID05,native_solver_delay,reconstructed_from_relabelled_balls,True,-146.7498776931585,11.651783301459119,-27.923011886478434,63.26140301774285,64.3254939030976,27.923011886478434,70.12463018576184,-173.33010649547327,1075.6636046730985,536.9654319516922,-184.9818897969324,1103.586616559577,473.7040289339493
V-A_unbounded,ID06,native_solver_delay,motive_iantenna,False,-181.4956015250669,25.857357796679793,204.83903549944034,-16.81148911487918,30.842002504461647,204.83903549944034,207.1479171578276,-167.3738972033202,1889.7915854994403,459.71149088512084,-193.231255,1684.95255,476.52298
V-A_unbounded,ID07,native_solver_delay,motive_iantenna,False,-150.6654769280035,-27.578686680739906,-200.58503439619096,42.02087384020518,50.262687923835315,200.58503439619096,206.78659004164166,324.5688633192601,10.980320603809048,95.81673984020517,352.14755,211.565355,53.795866
V-A_unbounded,ID08,native_solver_delay,motive_iantenna,False,-157.87962503108545,91.72388933639638,-12.440461767962915,-34.17227955014482,97.88266733517602,12.440461767962915,98.6700646277729,483.62442933639636,1119.8399382320372,-105.70420855014481,391.90054,1132.2804,-71.53192899999999
V-A_unbounded,ID09,native_solver_delay,motive_iantenna,False,-178.00927653471214,28.58668517095282,-24.692532030861457,6.289736404781529,29.27045187735932,24.692532030861457,38.29465355894902,437.3966251709528,1543.4928179691387,-56.136052095218474,408.80994,1568.1853500000002,-62.4257885
V-A_unbounded,ID10,native_solver_delay,motive_iantenna,False,-173.131697185561,38.02588636079233,-129.20735975862624,-37.849739430296495,53.652314101679096,129.20735975862624,139.9039407031135,103.52513136079233,109.44237024137377,-976.0431594302964,65.499245,238.64973,-938.19342
