method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_rms_mm,anchor_fit_det
elevation_beta,anchor_only_3d_rigid,ID05,-190.9444704256507,1128.331970080264,524.9258536698583,-184.9818897969324,1103.586616559577,473.7040289339493,-5.962580628718314,24.745353520687104,51.22182473590897,51.567700133224314,24.745353520687104,57.197554299934225,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID06,-198.83933712886858,1613.7112396775165,513.5183419781463,-193.231255,1684.95255,476.52298,-5.608082128868574,-71.24131032248351,36.99536197814626,37.41800894032451,71.24131032248351,80.4700670406245,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID07,307.4542727878272,174.9116468223562,69.2536817605876,352.14755,211.565355,53.795866,-44.6932772121728,-36.65370817764381,15.4578157605876,47.29094095122654,36.65370817764381,59.83249467659081,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID08,403.8713674529449,1184.16877566889,-94.58914312615252,391.90054,1132.2804,-71.53192899999999,11.970827452944945,51.88837566888992,-23.05721412615253,25.979527192915352,51.88837566888992,58.02878046903343,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID09,403.9156338568682,1487.6946947204035,-18.209323045487736,408.80994,1568.1853500000002,-62.4257885,-4.894306143131757,-80.4906552795967,44.21646545451227,44.486515371658115,80.4906552795967,91.96627445564837,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID10,57.30744898075909,260.6047904932781,-1000.248200593867,65.499245,238.64973,-938.19342,-8.191796019240911,21.95506049327807,-62.05478059386701,62.593141130429174,21.95506049327807,66.33193799247331,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID11,-91.84828856389845,1088.9396808131255,-963.5306053344332,-63.9057945,1133.4998500000002,-956.990295,-27.94249406389845,-44.560169186874646,-6.540310334433229,28.697711298667954,44.560169186874646,53.00157838918184,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID12,5.213185597879374,1514.2474716603137,-952.3157546561333,-43.6886845,1590.1300500000002,-956.35754,48.901870097879375,-75.88257833968646,4.04178534386665,49.06861448865012,75.88257833968646,90.3653397233387,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID13,-198.55127666821465,1070.5956756607086,-184.29664045909772,-189.628155,1139.0976,-197.96616,-8.923121668214662,-68.50192433929146,13.669519540902286,16.32414974155994,68.50192433929146,70.42010723487208,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID14,-190.1568032935994,1024.0714745291266,-167.18706008272284,-198.69532,1132.6278,-194.690585,8.5385167064006,-108.55632547087339,27.50352491727716,28.798440069225414,108.55632547087339,112.31129039486174,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID15,-201.96898273532236,1068.4782274168904,-191.2847605227571,-200.165335,1132.2551,-184.312585,-1.8036477353223574,-63.77687258310971,-6.972175522757084,7.201692625575357,63.77687258310971,64.18219264839334,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID16,-194.0401408298643,1065.5705097662353,-182.31151525353835,-184.854655,1122.0572,-185.780155,-9.185485829864291,-56.48669023376465,3.468639746461662,9.81858501115977,56.48669023376465,57.333679327134185,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID17,-183.66083265080044,318.1260900586482,-328.10948927456866,-180.3984,209.458655,-328.203235,-3.2624326508004344,108.66743505864818,0.09374572543134718,3.2637792606188,108.66743505864818,108.71643710721743,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID18,-356.2499991248724,339.4950332531096,-267.88935026469585,-295.4243,206.90585,-224.00141,-60.82569912487236,132.58918325310964,-43.88794026469586,75.00611291559515,132.58918325310964,152.33452822795527,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID19,-217.7970515983675,233.132621610196,-75.07028370244507,-188.530555,205.96057,-114.135095,-29.266496598367496,27.172051610196007,39.06481129755494,48.8117537572236,27.172051610196007,55.865084744972755,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID20,-66.55360617893234,267.2969663386394,-245.31118029962727,-80.19599149999999,202.56013,-220.692665,13.64238532106765,64.73683633863939,-24.618515299627262,28.14579849296274,64.73683633863939,70.59067893101926,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID21,-208.3870739335507,1537.1319442769375,-213.85196918422957,-212.053465,1598.6443,-226.934745,3.666391066449279,-61.512355723062456,13.082775815770418,13.586811491216267,61.512355723062456,62.995010541299386,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID22,-233.95486367743047,1461.313906134175,-244.62654697294556,-232.83767,1599.3212,-235.17408,-1.117193677430464,-138.00729386582498,-9.452466972945558,9.518258957788298,138.00729386582498,138.33513802991519,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID23,-206.68750386977524,1562.3412472364832,-245.58083541864107,-230.87733,1599.6642499999998,-223.24148,24.18982613022476,-37.32300276351657,-22.339355418641077,32.92710872109595,37.32300276351657,49.771488063110375,47.94487929056874,0.9999999999999998
elevation_beta,anchor_only_3d_rigid,ID24,-237.5780846102947,1496.8867294365655,-235.65016808570908,-218.202475,1599.5815,-226.071175,-19.375609610294703,-102.69477056343453,-9.578993085709072,21.614147133454207,102.69477056343453,104.94468665627177,47.94487929056874,0.9999999999999998
elevation_beta,official_height_preserving,ID01,277.8334971275416,196.51814334151587,-348.4995911801809,-542.215344349341,182.54280058407932,-383.3240609304319,820.0488414768826,13.97534275743655,34.82446975025101,820.787942224399,13.97534275743655,820.9069108651427,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID02,318.0633055319337,1038.757391873816,-166.54806282923755,-543.22998,1105.589,-259.92136,861.2932855319336,-66.83160812618394,93.37329717076244,866.3398272773406,66.83160812618394,868.9137817825565,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID03,359.90985828262683,1620.5563256593323,-211.95394169221004,-554.00287,1625.56145,-256.2951,913.9127282826269,-5.005124340667635,44.341158307789954,914.9877667144359,5.005124340667635,915.0014560134517,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID04,-8.617595148187206,16.225603824062745,504.40659850786255,-321.178815,182.16379,479.93382,312.5612198518128,-165.93818617593726,24.47277850786253,313.51783528716214,165.93818617593726,354.7237159741482,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID05,-97.03309095373947,1105.5936528770665,527.3770625617319,-184.9818897969324,1103.586616559577,473.7040289339493,87.94879884319292,2.0070363174895647,53.673033627782615,103.03293530114289,2.0070363174895647,103.0524815399863,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID06,-85.20259739874336,1590.8159015065705,513.0625784567035,-193.231255,1684.95255,476.52298,108.02865760125664,-94.13664849342945,36.53959845670346,114.0409273835787,94.13664849342945,147.87508819298188,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID07,-561.9348547939087,151.39841337255737,39.08765741788443,352.14755,211.565355,53.795866,-914.0824047939087,-60.16694162744264,-14.708208582115567,914.2007296833175,60.16694162744264,916.1784951734626,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID08,-638.1838920144878,1159.8512512923444,-139.65695803259723,391.90054,1132.2804,-71.53192899999999,-1030.084432014488,27.570851292344287,-68.12502903259724,1032.334711544324,27.570851292344287,1032.7028171261502,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID09,-642.6607781144849,1463.9670967043603,-65.79646472719378,408.80994,1568.1853500000002,-62.4257885,-1051.470718114485,-104.2182532956399,-3.3706762271937762,1051.4761207514032,104.2182532956399,1056.6283532209486,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID10,-223.61446807005314,227.23460244926687,-1006.6365954547521,65.499245,238.64973,-938.19342,-289.1137130700531,-11.415127550733132,-68.44317545475212,297.10470772352795,11.415127550733132,297.32391846012405,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID11,-72.85974766010736,1054.988065713726,-963.8402791047138,-63.9057945,1133.4998500000002,-956.990295,-8.95395316010736,-78.51178428627418,-6.849984104713826,11.27366663638005,78.51178428627418,79.31705889178366,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID12,-167.8692416043507,1480.9066206442253,-963.8552418539157,-43.6886845,1590.1300500000002,-956.35754,-124.1805571043507,-109.2234293557749,-7.497701853915714,124.40669715026243,109.2234293557749,165.5499435701295,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID13,-31.12205128936705,1042.2100962117165,-178.33261497416765,-189.628155,1139.0976,-197.96616,158.50610371063294,-96.88750378828354,19.633545025832348,159.7174411384283,96.88750378828354,186.80698432909827,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID14,-41.192783672674295,995.8702292826972,-161.63221686246789,-198.69532,1132.6278,-194.690585,157.5025363273257,-136.75757071730277,33.05836813753211,160.9344731667431,136.75757071730277,211.1931291542299,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID15,-27.15102258131253,1040.0184099405972,-184.99786561756468,-200.165335,1132.2551,-184.312585,173.01431241868747,-92.23669005940292,-0.685280617564672,173.01566955404937,92.23669005940292,196.06638902257154,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID16,-35.81315471539756,1037.2260526739724,-176.69059805557936,-184.854655,1122.0572,-185.780155,149.04150028460245,-84.83114732602758,9.08955694442065,149.3184143116013,84.83114732602758,171.7332594728849,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID17,-38.740394537430575,288.7218556622679,-317.2994105170051,-180.3984,209.458655,-328.203235,141.65800546256943,79.2632006622679,10.903824482994935,142.07703509008525,79.2632006622679,162.69154519893237,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID18,128.40304156051764,309.60214258341716,-243.1562877928236,-295.4243,206.90585,-224.00141,423.82734156051765,102.69629258341718,-19.154877792823612,424.2599731267536,102.69629258341718,436.51237474771835,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID19,-26.190040636301546,205.54240464849119,-61.6792269917039,-188.530555,205.96057,-114.135095,162.34051436369845,-0.4181653515088044,52.45586800829611,170.6049843714244,0.4181653515088044,170.60549684765485,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID20,-162.61155154131302,239.2037209225166,-244.10683525419176,-80.19599149999999,202.56013,-220.692665,-82.41556004131303,36.64359092251661,-23.41417025419176,85.67699752918254,36.64359092251661,93.1842296813806,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID21,-15.972749946098247,1508.4359016869766,-210.4316379500342,-212.053465,1598.6443,-226.934745,196.08071505390174,-90.20839831302328,16.50310704996579,196.77398038956278,90.20839831302328,216.46605850468362,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID22,11.581950085156905,1432.2353176212002,-238.42040199027792,-232.83767,1599.3212,-235.17408,244.4196200851569,-167.08588237879985,-3.24632199027792,244.4411775643314,167.08588237879985,296.08981978335413,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID23,-14.884039471495726,1533.402649264226,-242.37838538299548,-230.87733,1599.6642499999998,-223.24148,215.99329052850428,-66.26160073577375,-19.13690538299548,216.8393937940442,66.26160073577375,226.7375629070659,2190.9113519995008,0.9999999999999998
elevation_beta,official_height_preserving,ID24,14.671109181955899,1467.8572132417128,-229.43894809713674,-218.202475,1599.5815,-226.071175,232.8735841819559,-131.72428675828723,-3.367773097136734,232.89793495302678,131.72428675828723,267.5681891170245,2190.9113519995008,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID01,-477.6884168435421,234.85063761781677,-378.6964784973359,-542.215344349341,182.54280058407932,-383.3240609304319,64.52692750579888,52.30783703373746,4.627582433096052,64.69264944731916,52.30783703373746,83.19404250102143,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID02,-532.5169696215528,1069.1459553334507,-206.9354664177024,-543.22998,1105.589,-259.92136,10.713010378447166,-36.44304466654921,52.98589358229759,54.058056847090626,36.44304466654921,65.19485420377427,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID03,-563.7636472036027,1644.606597817384,-245.922411491792,-554.00287,1625.56145,-256.2951,-9.760777203602629,19.045147817384077,10.372688508208,14.243083883298556,19.045147817384077,23.78199095729137,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID04,-275.42314800304644,39.17902645737442,446.895035304183,-321.178815,182.16379,479.93382,45.75566699695355,-142.9847635426256,-33.038784695817014,56.437065449159,142.9847635426256,153.71982618339513,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID05,-190.6661252393268,1117.5497643986,494.3744410800616,-184.9818897969324,1103.586616559577,473.7040289339493,-5.684235442394396,13.963147839023122,20.670412146112312,21.437734741682014,13.963147839023122,25.58409600570511,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID06,-199.8030386619463,1605.6757852892365,476.89576882182087,-193.231255,1684.95255,476.52298,-6.571783661946284,-79.27676471076347,0.3727888218208477,6.582348517444111,79.27676471076347,79.54956150105953,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID07,288.2897255248283,177.64308852820176,59.840349559515744,352.14755,211.565355,53.795866,-63.8578244751717,-33.92226647179825,6.044483559515747,64.14325785461082,33.92226647179825,72.56085508582973,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID08,380.303105970808,1172.8004606908007,-96.63739188692375,391.90054,1132.2804,-71.53192899999999,-11.597434029191959,40.52006069080062,-25.10546288692376,27.654741778367157,40.52006069080062,49.0577217287384,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID09,366.65766471602046,1496.5025557614556,-27.121543088933095,408.80994,1568.1853500000002,-62.4257885,-42.15227528397952,-71.6827942385446,35.30424541106691,54.98367080926145,71.6827942385446,90.34172372446052,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID10,48.818933788306595,251.704215260983,-962.8157988943791,65.499245,238.64973,-938.19342,-16.680311211693407,13.054485260983,-24.622378894379153,29.740449299519884,13.054485260983,32.47943826433171,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID11,-95.69171478645262,1092.7832197036814,-922.9257306376156,-63.9057945,1133.4998500000002,-956.990295,-31.785920286452622,-40.716630296318726,34.06456436238432,46.591193091138415,40.716630296318726,61.87554651348822,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID12,-1.4607090510717171,1524.5842254257498,-915.9820381768022,-43.6886845,1590.1300500000002,-956.35754,42.227975448928284,-65.54582457425045,40.37550182319774,58.42416501748514,65.54582457425045,87.8045453100735,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID13,-196.68212125468165,1071.5302795845969,-184.99583210806804,-189.628155,1139.0976,-197.96616,-7.053966254681654,-67.56732041540317,12.970327891931959,14.764411452760847,67.56732041540317,69.16162688705475,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID14,-189.06680786908578,1027.38344958349,-169.57007696802089,-198.69532,1132.6278,-194.690585,9.628512130914231,-105.24435041651009,25.120508031979114,26.902568086334988,105.24435041651009,108.6283639950131,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID15,-201.9109751650583,1068.9221277601123,-195.2396788113017,-200.165335,1132.2551,-184.312585,-1.7456401650582904,-63.332972239887795,-10.927093811301688,11.065651302424651,63.332972239887795,64.2924102167997,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID16,-193.54283774143857,1069.7201730355123,-182.98347843852434,-184.854655,1122.0572,-185.780155,-8.688182741438567,-52.33702696448768,2.796676561475664,9.127207630931725,52.33702696448768,53.12692641796294,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID17,-182.3585417479743,321.42678322840544,-322.72621893195105,-180.3984,209.458655,-328.203235,-1.9601417479742906,111.96812822840545,5.477016068048954,5.817203854242872,111.96812822840545,112.11914020208353,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID18,-347.38629502119124,340.7163234709799,-265.4898677712458,-295.4243,206.90585,-224.00141,-51.96199502119123,133.8104734709799,-41.488457771245834,66.49316547449634,133.8104734709799,149.4208280841281,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID19,-216.74979582806782,233.7711383790442,-79.09042023442294,-188.530555,205.96057,-114.135095,-28.219240828067825,27.810568379044213,35.04467476557707,44.99394161815082,27.810568379044213,52.89501390398775,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID20,-70.64560863982376,273.21356488627066,-243.62161931733135,-80.19599149999999,202.56013,-220.692665,9.550382860176228,70.65343488627067,-22.928954317331346,24.83841296987824,70.65343488627067,74.89228678636209,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID21,-205.7624230485011,1533.8862322576317,-213.3283686072814,-212.053465,1598.6443,-226.934745,6.291041951498897,-64.75806774236821,13.606376392718602,14.990353143800487,64.75806774236821,66.47042970450093,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID22,-229.69221735992926,1461.690326650125,-243.03210849552943,-232.83767,1599.3212,-235.17408,3.1454526400707437,-137.63087334987517,-7.858028495529425,8.464188333649036,137.63087334987517,137.8908981158541,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID23,-202.14224149881193,1559.7026601478929,-245.2160314180528,-230.87733,1599.6642499999998,-223.24148,28.735088501188073,-39.961589852106954,-21.974551418052812,36.174386258729506,39.961589852106954,53.902828169807336,47.94487929056874,0.9999999999999998
distance_plus_elevation,anchor_only_3d_rigid,ID24,-233.34913967182104,1496.1495307268253,-234.98737643976324,-218.202475,1599.5815,-226.071175,-15.146664671821043,-103.43196927317467,-8.916201439763228,17.576122973939032,103.43196927317467,104.91469089942541,47.94487929056874,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID01,257.9412530632635,203.4084027045422,-342.74895757460195,-542.215344349341,182.54280058407932,-383.3240609304319,800.1565974126045,20.86560212046288,40.57510335582998,801.1846974295335,20.86560212046288,801.4563573564706,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID02,303.5561063518164,1038.7164889598014,-173.23087939819652,-543.22998,1105.589,-259.92136,846.7860863518164,-66.87251104019856,86.69048060180347,851.2120273269155,66.87251104019856,853.8347897566712,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID03,341.5003876033718,1613.6674293589642,-213.76401952537026,-554.00287,1625.56145,-256.2951,895.5032576033718,-11.894020641035695,42.53108047462973,896.5126754176933,11.894020641035695,896.5915708457222,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID04,-13.162688687818445,15.403029732112657,464.6893363865213,-321.178815,182.16379,479.93382,308.01612631218154,-166.76076026788735,-15.244483613478735,308.39313927032066,166.76076026788735,350.5930397399914,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID05,-94.84934707724551,1094.571951053592,496.988321254584,-184.9818897969324,1103.586616559577,473.7040289339493,90.13254271968688,-9.014665505984794,23.284292320634677,93.09153305209313,9.014665505984794,93.52698926071415,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID06,-81.26160665133034,1582.4858845359274,476.7061550674455,-193.231255,1684.95255,476.52298,111.96964834866966,-102.46666546407255,0.18317506744546108,111.96979817982204,102.46666546407255,151.77830291499586,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID07,-542.0404501969322,153.94827998850326,31.273419471124953,352.14755,211.565355,53.795866,-894.1880001969322,-57.61707501149675,-22.522446528875044,894.471598371818,57.61707501149675,896.3253692865751,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID08,-614.5981327218392,1148.3356624409669,-139.6624089698355,391.90054,1132.2804,-71.53192899999999,-1006.4986727218392,16.05526244096677,-68.1304799698355,1008.8019332315656,16.05526244096677,1008.9296863229828,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID09,-604.7390352548246,1472.496021172676,-71.65830851743681,408.80994,1568.1853500000002,-62.4257885,-1013.5489752548245,-95.68932882732429,-9.232520017436805,1013.5910243613927,95.68932882732429,1018.0978402478815,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID10,-218.30819522702905,218.58300229122867,-968.5649116221333,65.499245,238.64973,-938.19342,-283.807440227029,-20.06672770877134,-30.371491622133362,285.427907940993,20.06672770877134,286.13242422436144,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID11,-72.36580694571308,1059.1310053805814,-923.0862285212055,-63.9057945,1133.4998500000002,-956.990295,-8.460012445713076,-74.36884461941872,33.90406647879445,34.94363367453553,74.36884461941872,82.16923137286474,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID12,-164.16076341910411,1491.4928947931526,-927.1713722299751,-43.6886845,1590.1300500000002,-956.35754,-120.47207891910412,-98.63715520684764,29.186167770024895,123.95706590667146,98.63715520684764,158.41288639340752,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID13,-32.92108718950897,1043.1495660705389,-179.19107966816614,-189.628155,1139.0976,-197.96616,156.70706781049103,-95.94803392946119,18.775080331833863,157.82778191189487,95.94803392946119,184.70417959038633,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID14,-42.06122092068733,999.1692946255578,-164.1217997334727,-198.69532,1132.6278,-194.690585,156.63409907931268,-133.4585053744422,30.5687852665273,159.58913380007738,133.4585053744422,208.03813180241505,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID15,-26.878791858011255,1040.4313437398562,-188.94719051844413,-200.165335,1132.2551,-184.312585,173.28654314198874,-91.82375626014391,-4.634605518444118,173.34850908621024,91.82375626014391,196.1665308255571,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID16,-36.22732696532648,1041.372985718656,-177.43218945414105,-184.854655,1122.0572,-185.780155,148.62732803467352,-80.68421428134388,8.347965545858955,148.86158392104156,80.68421428134388,169.3213323880931,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID17,-40.46314084240953,292.07222954726126,-312.06708057924243,-180.3984,209.458655,-328.203235,139.93525915759048,82.61357454726127,16.136154420757578,140.86252956337447,82.61357454726127,163.30111737054477,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID18,119.37894446103917,310.89184463136775,-241.50805946005244,-295.4243,206.90585,-224.00141,414.8032444610392,103.98599463136776,-17.506649460052444,415.1725116029742,103.98599463136776,427.99684750030184,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID19,-26.8970385880134,206.15495435158536,-65.77689496334142,-188.530555,205.96057,-114.135095,161.6335164119866,0.19438435158537004,48.35820003665859,168.71250439279663,0.19438435158537004,168.71261637401506,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID20,-158.6366790184436,245.1105499258951,-242.12819977021468,-80.19599149999999,202.56013,-220.692665,-78.44068751844361,42.55041992589511,-21.435534770214673,81.31681012712683,42.55041992589511,91.77669554479073,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID21,-18.65186380143166,1505.2091383961358,-210.10308968891945,-212.053465,1598.6443,-226.934745,193.40160119856833,-93.43516160386412,16.83165531108054,194.1326452884241,93.43516160386412,215.4474724628286,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID22,7.204404878076275,1432.6481308174896,-237.18720966296905,-232.83767,1599.3212,-235.17408,240.04207487807628,-166.67306918251052,-2.0131296629690496,240.05051635606182,166.67306918251052,292.2399055459912,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID23,-19.46022336664464,1530.7924521764487,-242.37160861729012,-230.87733,1599.6642499999998,-223.24148,211.41710663335536,-68.8717978235511,-19.130128617290126,212.28083945126468,68.8717978235511,223.17365286606238,2190.9113519995008,0.9999999999999998
distance_plus_elevation,official_height_preserving,ID24,10.397318468644244,1467.1489050938294,-229.12312773257008,-218.202475,1599.5815,-226.071175,228.59979346864424,-132.4325949061706,-3.051952732570072,228.6201653165981,132.4325949061706,264.20744157379545,2190.9113519995008,0.9999999999999998
