method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID01,-485.45658387602214,122.3621023642414,-370.56399072201225,-542.215344349341,182.54280058407932,-383.3240609304319,56.75876047331883,-60.18069821983792,12.760070208419677,58.175392411150774,60.18069821983792,83.7024057026952
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID02,-542.7492540193482,1100.2403197843737,-217.76923686498708,-543.22998,1105.589,-259.92136,0.480725980651755,-5.348680215626246,42.152123135012914,42.15486427753937,5.348680215626246,42.492834246573814
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID03,-560.4630583933575,1722.7092262279716,-238.15811433614658,-554.00287,1625.56145,-256.2951,-6.460188393357498,97.14777622797169,18.13698566385341,19.253162936216352,97.14777622797169,99.03723900174397
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID04,-281.8161987948164,13.472764111726804,489.3377230436565,-321.178815,182.16379,479.93382,39.3626162051836,-168.6910258882732,9.403903043656499,40.47034651409689,168.6910258882732,173.47769644023157
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID05,-189.92873441954703,1129.3695617619658,501.9559753149176,-184.9818897969324,1103.586616559577,473.7040289339493,-4.946844622614634,25.782945202388873,28.25194638096832,28.681766787166378,25.782945202388873,38.56687710124826
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID06,-179.95951086713433,1752.3201806813747,490.78303029560016,-193.231255,1684.95255,476.52298,13.271744132865678,67.36763068137475,14.260050295600138,19.480457560368034,67.36763068137475,70.12763998869065
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID07,292.9309314930508,104.40764067662963,57.988581926462984,352.14755,211.565355,53.795866,-59.2166185069492,-107.15771432337039,4.192715926462988,59.36486144376634,107.15771432337039,122.50290818281269
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID08,403.22035455387663,1223.2727332125291,-99.51865995983803,391.90054,1132.2804,-71.53192899999999,11.319814553876654,90.99233321252905,-27.98673095983804,30.189324460022533,90.99233321252905,95.86970332076986
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID09,415.39711793336346,1577.457286397264,-27.82977201693643,408.80994,1568.1853500000002,-62.4257885,6.587177933363478,9.271936397263744,34.59601648306357,35.217542072413245,9.271936397263744,36.417634110099755
tagfit_additive_only_no_top12_train,anchor_only_3d_rigid,ID10,56.28674218673427,168.8046181383538,-984.2789883188376,65.499245,238.64973,-938.19342,-9.21250281326573,-69.84511186164622,-46.08556831883766,46.9973383858563,69.84511186164622,84.18485295063807
