model,rms_residual_mm,r2,rho,rho_percent,rho_ci95_low_percent,rho_ci95_high_percent
additive_plus_proportional,43.7752355332265,0.48932331505146776,0.0011944803510175461,0.11944803510175461,-3.0248221869275227,3.974359798748947
additive_only_rho0,43.78388712618149,0.48912143819794995,,,,
proportional_only_delta0,78.45703205774642,-0.6404114726484051,0.0648846620059899,6.48846620059899,,
