trial,train_pairs,heldout_pairs,train_rms_mm,heldout_rms_mm,heldout_median_abs_mm,heldout_p95_abs_mm
188,"A-B,A-C,A-D,A-E,A-F,A-G,A-H,B-C,B-D,B-E,B-F,B-G,B-H,C-D,C-E,C-F,C-H,D-F,D-G,D-H,E-F","C-G,D-E,E-G,E-H,F-G,F-H,G-H",45.13627250222066,47.447394823693045,20.120728199282127,89.83630317137067
189,"A-B,A-C,A-D,A-E,A-F,A-G,B-C,B-G,B-H,C-D,C-F,C-H,D-E,D-F,D-G,D-H,E-F,E-H,F-G,F-H,G-H","A-H,B-D,B-E,B-F,C-E,C-G,E-G",30.384529716928018,99.6011985837968,114.3133654931923,137.32937129474118
190,"A-B,A-C,A-D,A-E,A-F,A-H,B-C,B-D,B-F,B-G,B-H,C-F,C-G,C-H,D-E,D-F,D-G,E-F,E-G,E-H,G-H","A-G,B-E,C-D,C-E,D-H,F-G,F-H",44.89473970281552,49.45809729657268,27.112633906150265,90.89388726564484
191,"A-B,A-C,A-D,A-F,A-G,B-C,B-D,B-F,B-G,B-H,C-D,C-G,C-H,D-E,D-F,D-G,E-G,E-H,F-G,F-H,G-H","A-E,A-H,B-E,C-E,C-F,D-H,E-F",35.267923025891136,86.06481068880187,77.84147735540199,117.79167866044097
192,"A-B,A-C,A-E,A-G,A-H,B-D,B-E,B-F,B-H,C-E,C-G,C-H,D-E,D-F,D-G,D-H,E-F,E-G,F-G,F-H,G-H","A-D,A-F,B-C,B-G,C-D,C-F,E-H",37.94549813138463,71.9019078028346,42.11154125570607,127.00415202153394
193,"A-B,A-E,A-G,A-H,B-C,B-E,B-G,B-H,C-D,C-E,C-G,C-H,D-E,D-F,D-G,D-H,E-G,E-H,F-G,F-H,G-H","A-C,A-D,A-F,B-D,B-F,C-F,E-F",39.335619606261844,67.13970169858781,41.875841462885404,116.66544008098121
194,"A-B,A-E,A-F,A-H,B-C,B-E,B-F,B-G,B-H,C-D,C-E,C-G,C-H,D-E,D-F,D-G,E-F,E-H,F-G,F-H,G-H","A-C,A-D,A-G,B-D,C-F,D-H,E-G",31.199741361885568,94.48341389149002,63.336195866232345,140.5056474689188
195,"A-B,A-C,A-E,A-F,A-G,A-H,B-C,B-D,B-F,B-G,C-D,C-E,C-F,C-G,D-E,D-H,E-F,E-G,E-H,F-G,F-H","A-D,B-E,B-H,C-H,D-F,D-G,G-H",44.937968052688596,52.07326570246486,41.32878003849817,83.23167959587757
196,"A-B,A-C,A-E,B-C,B-D,B-E,B-F,B-H,C-D,C-E,C-F,C-G,D-E,D-F,D-G,D-H,E-F,E-G,E-H,F-G,G-H","A-D,A-F,A-G,A-H,B-G,C-H,F-H",35.578121432362195,77.83205039821891,67.01008946131572,125.71746080997643
197,"A-B,A-C,A-F,A-G,A-H,B-E,B-F,B-G,B-H,C-D,C-F,C-G,C-H,D-E,D-F,E-F,E-G,E-H,F-G,F-H,G-H","A-D,A-E,B-C,B-D,C-E,D-G,D-H",43.458161637018314,68.90158115685658,55.200191910026234,116.7045233510544
198,"A-B,A-D,A-E,A-F,A-G,A-H,B-C,B-E,B-F,B-H,C-D,C-E,C-F,C-G,D-E,D-F,D-G,E-G,E-H,F-G,F-H","A-C,B-D,B-G,C-H,D-H,E-F,G-H",33.6545816222739,86.06348731325618,56.175511777809334,143.15982614778926
199,"A-B,A-C,A-E,A-F,A-G,A-H,B-C,B-D,B-F,B-G,C-D,C-E,C-F,C-G,C-H,D-F,D-H,E-F,E-H,F-H,G-H","A-D,B-E,B-H,D-E,D-G,E-G,F-G",43.444597375422894,58.835421648595705,23.005331441215517,113.79303073013686
