mode,position,frames_input,frames_solved,residual_rms_median_mm,d3_std_mm
position_common_offset_oracle,ID01,1201,1201,77.12687226711009,57.46272165058978
position_common_offset_oracle,ID02,1201,1201,52.20447443748227,58.32122967267936
position_common_offset_oracle,ID03,1201,1201,147.84434054316534,86.9538369365926
position_common_offset_oracle,ID04,1201,1201,86.77250610883975,70.8741734516053
position_common_offset_oracle,ID05,1200,1200,153.91578664077304,76.2432643861571
position_common_offset_oracle,ID06,1201,1201,84.18459261928247,65.80056642242126
position_common_offset_oracle,ID07,1201,1201,76.34161958124061,67.60297726437777
position_common_offset_oracle,ID08,1201,1201,116.6718234056734,67.46005021241248
position_common_offset_oracle,ID09,1201,1201,118.69921466059178,60.53163816920113
position_common_offset_oracle,ID10,1201,1201,62.04562374242787,42.76066411999298
position_common_offset_oracle,ID11,1201,1201,46.68028179529949,31.49178701375182
position_common_offset_oracle,ID12,1201,1201,82.34504948070531,41.51714517627116
position_common_offset_oracle,ID13,1200,1200,42.99697875910208,57.2079231931353
position_common_offset_oracle,ID14,1201,1201,54.967152452765106,58.76524681193478
position_common_offset_oracle,ID15,1201,1201,50.74602341186696,57.665132040013674
position_common_offset_oracle,ID16,1201,1201,52.88132563987398,56.8342899419024
position_common_offset_oracle,ID17,1199,1199,61.03597386527846,61.077186157256605
position_common_offset_oracle,ID18,1199,1199,48.623361272982585,46.01386722895414
position_common_offset_oracle,ID19,1201,1201,181.35468514614848,108.4812916620551
position_common_offset_oracle,ID20,1201,1201,126.07117217372179,77.98272108145548
position_common_offset_oracle,ID21,1201,1201,95.63055896237151,52.77055480929436
position_common_offset_oracle,ID22,1201,1201,122.1479050928953,47.221548898140455
position_common_offset_oracle,ID23,1201,1201,84.2549909834563,67.92414986566098
position_common_offset_oracle,ID24,1201,1201,181.02034243040669,66.60856274797558
tagfit_additive_only_coherent_replay,ID01,1201,1201,80.91579224703091,55.00465977947173
tagfit_additive_only_coherent_replay,ID02,1201,1201,68.9391349875941,73.31946712189443
tagfit_additive_only_coherent_replay,ID03,1201,1201,151.4691501665612,90.51123069879681
tagfit_additive_only_coherent_replay,ID04,1201,1201,87.45238172349718,71.59013592333712
tagfit_additive_only_coherent_replay,ID05,1200,1200,144.1382216605441,81.70604436937818
tagfit_additive_only_coherent_replay,ID06,1201,1201,84.43475094341245,66.81355064973113
tagfit_additive_only_coherent_replay,ID07,1201,1201,100.74494221679998,70.5844934276013
tagfit_additive_only_coherent_replay,ID08,1201,1201,111.59504092835047,61.53307859194641
tagfit_additive_only_coherent_replay,ID09,1201,1201,117.98597624227872,61.22648499732938
tagfit_additive_only_coherent_replay,ID10,1201,1201,63.09804868518143,43.14748297386475
tagfit_additive_only_coherent_replay,ID11,1201,1201,47.83473347649378,31.654392418822596
tagfit_additive_only_coherent_replay,ID12,1201,1201,83.27549675560736,42.96344661529082
tagfit_additive_only_coherent_replay,ID13,1200,1200,50.55008101484961,56.92458713449421
tagfit_additive_only_coherent_replay,ID14,1201,1201,68.00134219016176,49.19503232871288
tagfit_additive_only_coherent_replay,ID15,1201,1201,66.11108824283093,64.49970542773664
tagfit_additive_only_coherent_replay,ID16,1201,1201,56.625278505852464,55.976188707241775
tagfit_additive_only_coherent_replay,ID17,1199,1199,86.64584309541267,73.15229771026196
tagfit_additive_only_coherent_replay,ID18,1199,1199,67.76220891553345,52.69388876933313
tagfit_additive_only_coherent_replay,ID19,1201,1201,191.6169953873249,109.52174623947322
tagfit_additive_only_coherent_replay,ID20,1201,1201,128.947267887573,74.86014179121838
tagfit_additive_only_coherent_replay,ID21,1201,1201,97.81085673716188,61.54808832726307
tagfit_additive_only_coherent_replay,ID22,1201,1201,118.67112524367032,53.52936967714188
tagfit_additive_only_coherent_replay,ID23,1201,1201,85.1654259822983,65.21060505281534
tagfit_additive_only_coherent_replay,ID24,1201,1201,181.71338029320395,65.11843377903257
tagfit_per_facing_delta_tag,ID01,1201,1201,77.74341937449066,56.84970235498355
tagfit_per_facing_delta_tag,ID02,1201,1201,61.945624041494305,70.78081835640295
tagfit_per_facing_delta_tag,ID03,1201,1201,148.54455253507632,87.41725675775157
tagfit_per_facing_delta_tag,ID04,1201,1201,87.07824373898319,71.14366895062281
tagfit_per_facing_delta_tag,ID05,1200,1200,144.78774674916792,81.3215821866536
tagfit_per_facing_delta_tag,ID06,1201,1201,84.44531280851304,66.87170237589616
tagfit_per_facing_delta_tag,ID07,1201,1201,102.28469426462186,71.03199394715983
tagfit_per_facing_delta_tag,ID08,1201,1201,111.65697747939006,61.50127516797672
tagfit_per_facing_delta_tag,ID09,1201,1201,118.07953286207075,61.349040604277185
tagfit_per_facing_delta_tag,ID10,1201,1201,64.55375711308636,43.98112819289752
tagfit_per_facing_delta_tag,ID11,1201,1201,46.63197436670299,31.506668057301614
tagfit_per_facing_delta_tag,ID12,1201,1201,85.07880583803174,44.67511227390352
tagfit_per_facing_delta_tag,ID13,1200,1200,45.34213102279585,56.78368361502301
tagfit_per_facing_delta_tag,ID14,1201,1201,74.59366700110695,48.71623210238366
tagfit_per_facing_delta_tag,ID15,1201,1201,72.23811292036895,66.72361190058412
tagfit_per_facing_delta_tag,ID16,1201,1201,62.87544301891247,55.58046184071427
tagfit_per_facing_delta_tag,ID17,1199,1199,82.44756829208778,72.01385675185769
tagfit_per_facing_delta_tag,ID18,1199,1199,74.28482309299315,54.943848149934276
tagfit_per_facing_delta_tag,ID19,1201,1201,190.83280406077557,109.51085147183021
tagfit_per_facing_delta_tag,ID20,1201,1201,130.370338031777,75.99255397648697
tagfit_per_facing_delta_tag,ID21,1201,1201,96.35028655827722,57.11909069522522
tagfit_per_facing_delta_tag,ID22,1201,1201,118.3754716451605,54.53346109114593
tagfit_per_facing_delta_tag,ID23,1201,1201,85.20160966918681,65.08292521386323
tagfit_per_facing_delta_tag,ID24,1201,1201,182.1959257893775,64.79445931583786
