mode,position,anchor,dropped_frames,frames,dropped_frame_percent,oracle_dropped_this_link,in_top12_abs_bias,high_noise_FG_anchor,cir_watchlist_anchor_member
B1_session_t2_g1.5,ID24,C,1201,1201,100.0,False,True,False,True
B2_frame_greedy_tau4_t2_g1.5,ID01,A,159,1201,13.238967527060783,False,False,False,False
B2_frame_greedy_tau4_t2_g1.5,ID04,F,72,1201,5.995004163197335,True,True,True,True
B2_frame_greedy_tau4_t2_g1.5,ID05,A,420,1200,35.0,True,True,False,False
B2_frame_greedy_tau4_t2_g1.5,ID05,G,117,1200,9.75,False,False,True,True
B2_frame_greedy_tau4_t2_g1.5,ID06,C,521,1201,43.38051623646961,False,False,False,True
B2_frame_greedy_tau4_t2_g1.5,ID08,B,311,1201,25.89508742714405,True,True,False,False
B2_frame_greedy_tau4_t2_g1.5,ID08,C,68,1201,5.661948376353039,False,False,False,True
B2_frame_greedy_tau4_t2_g1.5,ID10,G,249,1201,20.73272273105745,False,False,True,True
B2_frame_greedy_tau4_t2_g1.5,ID10,F,105,1201,8.742714404662781,True,False,True,True
B2_frame_greedy_tau4_t2_g1.5,ID11,C,562,1201,46.79433805162365,False,False,False,True
B2_frame_greedy_tau4_t2_g1.5,ID12,C,357,1201,29.725228975853458,False,False,False,True
B2_frame_greedy_tau4_t2_g1.5,ID14,E,64,1201,5.328892589508743,False,False,False,True
B2_frame_greedy_tau4_t2_g1.5,ID15,G,76,1201,6.328059950041633,False,False,True,True
B2_frame_greedy_tau4_t2_g1.5,ID16,G,113,1201,9.408825978351373,False,False,True,True
B2_frame_greedy_tau4_t2_g1.5,ID20,F,64,1201,5.328892589508743,False,True,True,True
B2_frame_greedy_tau4_t2_g1.5,ID21,D,290,1201,24.14654454621149,False,True,False,False
B2_frame_greedy_tau4_t2_g1.5,ID22,A,638,1201,53.12239800166528,False,True,False,False
B2_frame_greedy_tau4_t2_g1.5,ID22,G,178,1201,14.82098251457119,False,False,True,True
B2_frame_greedy_tau4_t2_g1.5,ID23,B,380,1201,31.64029975020816,False,False,False,False
B2_frame_greedy_tau4_t2_g1.5,ID24,C,1080,1201,89.92506244796003,False,True,False,True
B2_frame_greedy_tau4_t2_g1.5,ID24,E,108,1201,8.992506244796003,False,False,False,True
B2_frame_greedy_tau4_t2_g1.5,ID24,A,61,1201,5.07910074937552,False,False,False,False
B3_frame_exhaustive_t2_g2,ID01,A,1031,1201,85.8451290591174,False,False,False,False
B3_frame_exhaustive_t2_g2,ID01,E,586,1201,48.79267277268943,False,False,False,True
B3_frame_exhaustive_t2_g2,ID01,H,478,1201,39.800166527893424,False,False,False,True
B3_frame_exhaustive_t2_g2,ID01,C,98,1201,8.159866777685263,True,False,False,True
B3_frame_exhaustive_t2_g2,ID01,G,80,1201,6.661115736885928,True,False,True,True
B3_frame_exhaustive_t2_g2,ID02,A,485,1201,40.38301415487094,False,False,False,False
B3_frame_exhaustive_t2_g2,ID02,E,448,1201,37.302248126561196,False,False,False,True
B3_frame_exhaustive_t2_g2,ID02,G,276,1201,22.98084929225645,False,False,True,True
B3_frame_exhaustive_t2_g2,ID02,C,229,1201,19.06744379683597,True,False,False,True
B3_frame_exhaustive_t2_g2,ID02,D,87,1201,7.243963363863447,True,False,False,False
B3_frame_exhaustive_t2_g2,ID03,D,832,1201,69.27560366361367,True,True,False,False
B3_frame_exhaustive_t2_g2,ID03,B,748,1201,62.28143213988343,False,True,False,False
B3_frame_exhaustive_t2_g2,ID04,H,959,1201,79.85012489592008,False,False,False,True
B3_frame_exhaustive_t2_g2,ID04,F,951,1201,79.18401332223148,True,True,True,True
B3_frame_exhaustive_t2_g2,ID04,C,201,1201,16.736053288925895,True,False,False,True
B3_frame_exhaustive_t2_g2,ID04,G,126,1201,10.491257285595337,False,False,True,True
B3_frame_exhaustive_t2_g2,ID04,A,71,1201,5.911740216486262,False,False,False,False
B3_frame_exhaustive_t2_g2,ID05,A,1163,1200,96.91666666666666,True,True,False,False
B3_frame_exhaustive_t2_g2,ID05,G,913,1200,76.08333333333334,False,False,True,True
B3_frame_exhaustive_t2_g2,ID05,D,130,1200,10.833333333333334,False,False,False,False
B3_frame_exhaustive_t2_g2,ID06,C,952,1201,79.26727726894255,False,False,False,True
B3_frame_exhaustive_t2_g2,ID06,A,733,1201,61.03247293921732,False,False,False,False
B3_frame_exhaustive_t2_g2,ID06,B,292,1201,24.313072439633636,False,False,False,False
B3_frame_exhaustive_t2_g2,ID06,D,202,1201,16.81931723563697,False,False,False,False
B3_frame_exhaustive_t2_g2,ID06,G,75,1201,6.244796003330558,False,False,True,True
B3_frame_exhaustive_t2_g2,ID07,E,555,1201,46.21149042464613,False,False,False,True
B3_frame_exhaustive_t2_g2,ID07,C,554,1201,46.12822647793505,False,False,False,True
B3_frame_exhaustive_t2_g2,ID07,A,66,1201,5.495420482930891,False,False,False,False
B3_frame_exhaustive_t2_g2,ID07,G,66,1201,5.495420482930891,True,False,True,True
B3_frame_exhaustive_t2_g2,ID08,B,1046,1201,87.0940882597835,True,True,False,False
B3_frame_exhaustive_t2_g2,ID08,C,848,1201,70.60782681099084,False,False,False,True
B3_frame_exhaustive_t2_g2,ID08,E,101,1201,8.409658617818485,False,False,False,True
B3_frame_exhaustive_t2_g2,ID09,D,350,1201,29.142381348875933,False,True,False,False
B3_frame_exhaustive_t2_g2,ID09,F,174,1201,14.487926727726894,False,False,True,True
B3_frame_exhaustive_t2_g2,ID09,G,161,1201,13.40549542048293,False,False,True,True
B3_frame_exhaustive_t2_g2,ID09,E,115,1201,9.575353871773522,False,False,False,True
B3_frame_exhaustive_t2_g2,ID10,G,830,1201,69.10907577019151,False,False,True,True
B3_frame_exhaustive_t2_g2,ID10,F,667,1201,55.53705245628643,True,False,True,True
B3_frame_exhaustive_t2_g2,ID10,E,202,1201,16.81931723563697,False,False,False,True
B3_frame_exhaustive_t2_g2,ID10,H,142,1201,11.823480432972524,False,False,False,True
B3_frame_exhaustive_t2_g2,ID10,D,96,1201,7.993338884263114,False,False,False,False
B3_frame_exhaustive_t2_g2,ID10,B,83,1201,6.9109075770191515,False,False,False,False
B3_frame_exhaustive_t2_g2,ID10,C,80,1201,6.661115736885928,True,False,False,True
B3_frame_exhaustive_t2_g2,ID11,C,1153,1201,96.00333055786844,False,False,False,True
B3_frame_exhaustive_t2_g2,ID11,F,319,1201,26.56119900083264,False,False,True,True
B3_frame_exhaustive_t2_g2,ID11,B,293,1201,24.396336386344714,True,False,False,False
B3_frame_exhaustive_t2_g2,ID11,A,173,1201,14.40466278101582,False,False,False,False
B3_frame_exhaustive_t2_g2,ID11,G,135,1201,11.240632805995004,False,False,True,True
B3_frame_exhaustive_t2_g2,ID11,H,127,1201,10.574521232306411,False,False,False,True
B3_frame_exhaustive_t2_g2,ID11,E,98,1201,8.159866777685263,False,False,False,True
B3_frame_exhaustive_t2_g2,ID12,C,1051,1201,87.51040799333887,False,False,False,True
B3_frame_exhaustive_t2_g2,ID12,E,450,1201,37.468776019983345,False,False,False,True
B3_frame_exhaustive_t2_g2,ID12,A,247,1201,20.566194837635305,False,False,False,False
B3_frame_exhaustive_t2_g2,ID12,B,193,1201,16.069941715237302,False,False,False,False
B3_frame_exhaustive_t2_g2,ID12,F,107,1201,8.90924229808493,False,False,True,True
B3_frame_exhaustive_t2_g2,ID12,G,66,1201,5.495420482930891,True,False,True,True
B3_frame_exhaustive_t2_g2,ID13,C,385,1200,32.083333333333336,True,False,False,True
B3_frame_exhaustive_t2_g2,ID13,F,202,1200,16.833333333333332,False,False,True,True
B3_frame_exhaustive_t2_g2,ID13,A,165,1200,13.750000000000002,False,False,False,False
B3_frame_exhaustive_t2_g2,ID13,G,150,1200,12.5,False,False,True,True
B3_frame_exhaustive_t2_g2,ID13,E,120,1200,10.0,False,False,False,True
B3_frame_exhaustive_t2_g2,ID13,D,104,1200,8.666666666666668,False,False,False,False
B3_frame_exhaustive_t2_g2,ID14,E,757,1201,63.030807660283095,False,False,False,True
B3_frame_exhaustive_t2_g2,ID14,G,537,1201,44.712739383846795,False,False,True,True
B3_frame_exhaustive_t2_g2,ID14,B,169,1201,14.071606994171523,True,False,False,False
B3_frame_exhaustive_t2_g2,ID14,C,103,1201,8.576186511240632,False,False,False,True
B3_frame_exhaustive_t2_g2,ID15,C,566,1201,47.127393838467945,True,False,False,True
B3_frame_exhaustive_t2_g2,ID15,G,546,1201,45.46211490424646,False,False,True,True
B3_frame_exhaustive_t2_g2,ID15,A,313,1201,26.061615320566194,True,False,False,False
B3_frame_exhaustive_t2_g2,ID15,E,298,1201,24.812656119900083,False,False,False,True
B3_frame_exhaustive_t2_g2,ID16,G,662,1201,55.120732722731056,False,False,True,True
