positions,median_3d_mm,p95_3d_mm,rmse_3d_mm,median_horizontal_mm,median_vertical_mm,mode,fit_uses_vicon_link_distance,runtime_uses_vicon_link_distance
24,60.74424376327441,112.37005903094507,73.15179315290904,29.743446599277743,38.88435299027735,vicon_distance_covariate,True,False
24,76.60986154273374,120.27175203306926,91.01909593705248,41.6928338194292,41.1733880699916,measured_median_range_covariate,False,False
