method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
sweep_delta_i_only,anchor_only_3d_rigid,ID11,-121.00546043467716,1199.701789743261,-1004.2573898790936,-63.9057945,1133.4998500000002,-956.990295,-57.09966593467716,66.20193974326094,-47.267094879093634,74.12523260105813,66.20193974326094,99.3843394802789
sweep_delta_i_only,anchor_only_3d_rigid,ID12,29.897413104974703,1730.4046507001651,-995.6017934313163,-43.6886845,1590.1300500000002,-956.35754,73.5860976049747,140.2746007001649,-39.24425343131634,83.39679363207105,140.2746007001649,163.19310276387586
sweep_delta_i_only,anchor_only_3d_rigid,ID13,-145.7313268209016,1048.473795233545,-192.88465216407008,-189.628155,1139.0976,-197.96616,43.89682817909841,-90.62380476645512,5.081507835929926,44.18996770842795,90.62380476645512,100.82374341602517
sweep_delta_i_only,anchor_only_3d_rigid,ID14,-195.67836243332442,1091.1236558907065,-160.91660788602258,-198.69532,1132.6278,-194.690585,3.016957566675586,-41.50414410929352,33.77397711397742,33.90845857680045,41.50414410929352,53.59456634118422
sweep_delta_i_only,anchor_only_3d_rigid,ID15,-156.43678396306234,1040.4280135724207,-216.63162246475235,-200.165335,1132.2551,-184.312585,43.72855103693766,-91.82708642757939,-32.31903746475234,54.37560444204853,91.82708642757939,106.71888380327196
sweep_delta_i_only,anchor_only_3d_rigid,ID16,-201.08257113892216,1135.9628420568647,-164.42387176538955,-184.854655,1122.0572,-185.780155,-16.227916138922154,13.905642056864735,21.35628323461046,26.82230593757356,13.905642056864735,30.212629425828517
sweep_delta_i_only,anchor_only_3d_rigid,ID17,-171.9314489703985,118.7626964175528,-316.05590082571393,-180.3984,209.458655,-328.203235,8.466951029601518,-90.69595858244719,12.147334174286073,14.806991162266847,90.69595858244719,91.89670228288077
sweep_delta_i_only,anchor_only_3d_rigid,ID18,-328.33754193130187,139.68082933695808,-255.20204173446405,-295.4243,206.90585,-224.00141,-32.913241931301854,-67.2250206630419,-31.200631734464054,45.35152604993631,67.2250206630419,81.09231972390766
sweep_delta_i_only,anchor_only_3d_rigid,ID19,-204.3070376840751,30.676628066564575,-51.50760154267323,-188.530555,205.96057,-114.135095,-15.77648268407512,-175.28394193343541,62.62749345732678,64.58405641200025,175.28394193343541,186.803534876491
sweep_delta_i_only,anchor_only_3d_rigid,ID20,-55.91718882425994,69.0684234095769,-216.18984644303055,-80.19599149999999,202.56013,-220.692665,24.278802675740053,-133.4917065904231,4.5028185569694585,24.692825563805187,133.4917065904231,135.75629400785851
sweep_delta_i_only,anchor_only_3d_rigid,ID21,-178.62198073451634,1660.8403576824348,-225.5873788279805,-212.053465,1598.6443,-226.934745,33.43148426548365,62.19605768243491,1.3473661720194912,33.45862423643242,62.19605768243491,70.62456461481058
sweep_delta_i_only,anchor_only_3d_rigid,ID22,-231.20467667956802,1624.5802867397056,-232.39609017859993,-232.83767,1599.3212,-235.17408,1.6329933204319786,25.25908673970548,2.7779898214000696,3.2224051006007683,25.25908673970548,25.463804852306403
sweep_delta_i_only,anchor_only_3d_rigid,ID23,-162.7658899850585,1730.1323413669231,-278.18861101860443,-230.87733,1599.6642499999998,-223.24148,68.11144001494151,130.46809136692332,-54.94713101860444,87.51203041916384,130.46809136692332,157.0995809447387
sweep_delta_i_only,anchor_only_3d_rigid,ID24,-237.43791457445866,1679.7792520074545,-246.2300278718867,-218.202475,1599.5815,-226.071175,-19.235439574458667,80.19775200745448,-20.158852871886694,27.86362296495244,80.19775200745448,84.90029983328795
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID01,-453.0604043997092,72.54279401358937,-319.07274421585817,-542.215344349341,182.54280058407932,-383.3240609304319,89.15493994963174,-110.00000657048994,64.25131671457376,109.89465417834894,110.00000657048994,155.48902360773488
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID02,-513.9006315272944,1046.8598511589046,-209.00253305547403,-543.22998,1105.589,-259.92136,29.329348472705533,-58.729148841095366,50.91882694452596,58.76170197705285,58.729148841095366,83.07858052975816
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID03,-531.9343868981273,1686.2727257330498,-255.15018108061304,-554.00287,1625.56145,-256.2951,22.068483101872744,60.71127573304989,1.144918919386953,22.098162497131135,60.71127573304989,64.60795451710281
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID04,-269.796984849184,72.35189582483454,510.17395676952333,-321.178815,182.16379,479.93382,51.38183015081597,-109.81189417516546,30.240136769523303,59.62011691943229,109.81189417516546,124.95283287634784
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID05,-166.19044193649722,1099.9131426941854,495.8970366894225,-184.9818897969324,1103.586616559577,473.7040289339493,18.79144786043517,-3.673473865391543,22.193007755473218,29.080029331586786,3.673473865391543,29.31113297308145
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID06,-159.97621429551418,1739.7485240828557,474.3811734394569,-193.231255,1684.95255,476.52298,33.25504070448582,54.795974082855764,-2.1418065605431025,33.323941357525435,54.795974082855764,64.13332864656874
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID07,284.6627122185389,111.68989752046866,41.05852257575248,352.14755,211.565355,53.795866,-67.48483778146112,-99.87545747953135,-12.73734342424752,68.676366006781,99.87545747953135,121.20870535833232
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID08,428.82653245893425,1235.0589362374058,-119.11079809289186,391.90054,1132.2804,-71.53192899999999,36.925992458934275,102.77853623740566,-47.578869092891864,60.226885219441755,102.77853623740566,119.1247464397701
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID09,446.18218439682755,1463.6877902915462,-51.16941214063354,408.80994,1568.1853500000002,-62.4257885,37.37224439682757,-104.49755970845399,11.256376359366463,39.03063745315869,104.49755970845399,111.54878145915275
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID10,72.92564155753962,206.60744651463065,-943.6431629444274,65.499245,238.64973,-938.19342,7.4263965575396185,-32.04228348536935,-5.4497429444274985,9.211463726801165,32.04228348536935,33.34005091398253
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID11,-71.3956206894768,1125.9258683574992,-961.0274843411008,-63.9057945,1133.4998500000002,-956.990295,-7.489826189476801,-7.573981642500939,-4.037189341100884,8.508607061350945,7.573981642500939,11.391294572848706
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID12,23.28362569208275,1617.0390983076816,-959.9925574966653,-43.6886845,1590.1300500000002,-956.35754,66.97231019208274,26.90904830768136,-3.6350174966653412,67.07088552170467,26.90904830768136,72.26756233256206
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID13,-181.08723984775747,1065.2109181065034,-183.85599425461714,-189.628155,1139.0976,-197.96616,8.540915152242519,-73.88668189349664,14.110165745382858,16.493756667296314,73.88668189349664,75.70525589568234
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID14,-150.94990239273443,1035.9348475276086,-162.33126335285738,-198.69532,1132.6278,-194.690585,47.74541760726558,-96.69295247239143,32.35932164714262,57.67799060261565,96.69295247239143,112.58897662641564
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID15,-180.99534442264564,1062.223245824151,-194.85394901931295,-200.165335,1132.2551,-184.312585,19.169990577354355,-70.03185417584905,-10.541364019312937,21.87713176180827,70.03185417584905,73.3694043415299
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID16,-160.0245784283544,1076.4191484290122,-173.77464736892261,-184.854655,1122.0572,-185.780155,24.830076571645606,-45.63805157098773,12.005507631077393,27.580154387414904,45.63805157098773,53.32444718166122
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID17,-139.85801682862495,228.77941849113432,-299.76571715129603,-180.3984,209.458655,-328.203235,40.540383171375055,19.32076349113433,28.437517848703976,49.51984540643546,19.32076349113433,53.15549821944684
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID18,-294.7190972907217,258.0832144606584,-235.75067336791858,-295.4243,206.90585,-224.00141,0.7052027092782964,51.177364460658396,-11.749263367918587,11.77040783277653,51.177364460658396,52.513475734224144
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID19,-199.72980279695776,159.96093540410047,-102.47332363588862,-188.530555,205.96057,-114.135095,-11.199247796957764,-45.99963459589952,11.661771364111388,16.168489804755165,45.99963459589952,48.75844999097846
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID20,-49.95061443200541,193.04659015366198,-215.8515067093481,-80.19599149999999,202.56013,-220.692665,30.245377067994582,-9.513539846338006,4.841158290651919,30.630371326190616,9.513539846338006,32.07377570521096
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID21,-169.37588290618623,1551.1008415271365,-219.6440464266359,-212.053465,1598.6443,-226.934745,42.677582093813754,-47.54345847286345,7.2906985733640965,43.29584621025285,47.54345847286345,64.30327163234197
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID22,-196.8456143666889,1525.983881113437,-237.59740152843756,-232.83767,1599.3212,-235.17408,35.99205563331111,-73.33731888656303,-2.4233215284375547,36.07354371199967,73.33731888656303,81.72920467868866
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID23,-176.67375507880718,1611.594560417015,-246.20532331542495,-230.87733,1599.6642499999998,-223.24148,54.203574921192825,11.930310417015107,-22.963843315424953,58.86735626858702,11.930310417015107,60.06411524944899
sweep_delta_i_plus_additive_only_delta_tag,anchor_only_3d_rigid,ID24,-206.07528094506165,1591.2270340881084,-247.32083466160657,-218.202475,1599.5815,-226.071175,12.127194054938343,-8.354465911891566,-21.249659661606557,24.466648143549225,8.354465911891566,25.85370325607531
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID01,-472.2612193107343,137.51398313380128,-351.45751586265965,-542.215344349341,182.54280058407932,-383.3240609304319,69.95412503860666,-45.02881745027804,31.86654506777228,76.87038639471885,45.02881745027804,89.0878819225367
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID02,-539.5926330339187,1084.7237335352702,-202.30766600550965,-543.22998,1105.589,-259.92136,3.6373469660812816,-20.865266464729757,57.61369399449035,57.728398805461715,20.865266464729757,61.38344543349298
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID03,-554.5712566486636,1700.7232346579362,-221.11203005261768,-554.00287,1625.56145,-256.2951,-0.5683866486635907,75.16178465793632,35.18306994738231,35.18766082456711,75.16178465793632,82.99075458911533
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID04,-285.376430039413,60.15008533869147,477.89006510277363,-321.178815,182.16379,479.93382,35.802384960587005,-122.01370466130854,-2.0437548972263926,35.86067069849647,122.01370466130854,127.17441499029208
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID05,-190.05360436091462,1140.5182346749941,506.0029935540176,-184.9818897969324,1103.586616559577,473.7040289339493,-5.071714563982226,36.93161811541722,32.29896462006832,32.69473052568157,36.93161811541722,49.32433294804855
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID06,-185.34181566915368,1679.364499777285,497.52648455477834,-193.231255,1684.95255,476.52298,7.889439330846329,-5.588050222715083,21.003504554778317,22.436364601639422,5.588050222715083,23.1217811128227
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID07,269.34309357426923,125.96975838157482,41.66407960690958,352.14755,211.565355,53.795866,-82.80445642573079,-85.59559661842519,-12.131786393090415,83.68845944960586,85.59559661842519,119.70950006374801
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID08,391.5894009990784,1204.8853047855237,-96.67582200693073,391.90054,1132.2804,-71.53192899999999,-0.3111390009215711,72.60490478552356,-25.14389300693074,25.145818002639622,72.60490478552356,76.836087627734
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID09,407.6695198712507,1544.6427672251084,-27.284083516824012,408.80994,1568.1853500000002,-62.4257885,-1.1404201287492697,-23.542582774891798,35.14170498317599,35.16020459546037,23.542582774891798,42.31421972466543
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID10,53.621533317221974,185.28450386530267,-978.1488990358828,65.499245,238.64973,-938.19342,-11.877711682778028,-53.36522613469734,-39.95547903588283,41.683573980719004,53.36522613469734,67.71534316691792
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-63.9057945,1133.4998500000002,-956.990295,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID12,0.16953071591296975,1589.9288433055797,-933.249626819715,-43.6886845,1590.1300500000002,-956.35754,43.85821521591297,-0.2012066944205344,23.10791318028498,49.573366775648076,0.2012066944205344,49.57377509940924
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID13,-197.40218440518584,1092.023935409261,-184.1243480476487,-189.628155,1139.0976,-197.96616,-7.774029405185843,-47.0736645907391,13.841811952351293,15.875493419637364,47.0736645907391,49.678578777158606
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID14,-189.32738282126047,1044.9153481129347,-167.8591825550925,-198.69532,1132.6278,-194.690585,9.367937178739538,-87.7124518870653,26.831402444907496,28.41975376644559,87.7124518870653,92.2017170132213
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID15,-201.69007015915452,1087.8700640019329,-192.76541621379783,-200.165335,1132.2551,-184.312585,-1.5247351591545169,-44.385035998067224,-8.452831213797822,8.589247512705446,44.385035998067224,45.2084792199897
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID16,-193.68334691159055,1086.4027180468067,-183.01436755150598,-184.854655,1122.0572,-185.780155,-8.82869191159054,-35.654481953193226,2.7657874484940237,9.251777184953779,35.654481953193226,36.83527472994619
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID17,-175.59742103389442,252.85668607842769,-306.4552042525054,-180.3984,209.458655,-328.203235,4.800978966105589,43.39803107842769,21.748030747494624,22.271646558504827,43.39803107842769,48.77925114135247
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID18,-330.88593292811186,272.0475452981307,-250.19568842606282,-295.4243,206.90585,-224.00141,-35.46163292811184,65.14169529813068,-26.194278426062823,44.08704608147666,65.14169529813068,78.65817248388592
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID19,-213.65209535890062,204.43994332732666,-103.37943155929088,-188.530555,205.96057,-114.135095,-25.12154035890063,-1.5206266726733304,10.755663440709128,27.32720413898356,1.5206266726733304,27.36947919729796
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID20,-59.430362050179724,208.58564089617786,-243.77892187683074,-80.19599149999999,202.56013,-220.692665,20.765629449820267,6.025510896177877,-23.08625687683073,31.051354608619846,6.025510896177877,31.63057705117337
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID21,-212.173354480532,1598.8530945244938,-211.77100341284768,-212.053465,1598.6443,-226.934745,-0.11988948053200943,0.20879452449389646,15.163741587152316,15.164215522389375,0.20879452449389646,15.165652889438473
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID22,-219.12051167741117,1539.0192808201584,-229.5748411310144,-232.83767,1599.3212,-235.17408,13.71715832258883,-60.30191917984166,5.599238868985594,14.815934272226206,60.30191917984166,62.095357033606646
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID23,-215.24250215269012,1617.586887391518,-242.44278588376824,-230.87733,1599.6642499999998,-223.24148,15.634827847309879,17.922637391518265,-19.201305883768242,24.761623320312612,17.922637391518265,30.567285135008277
tagfit_additive_only_coherent,anchor_only_3d_rigid,ID24,-229.55392864238377,1567.862424795092,-224.80417422175265,-218.202475,1599.5815,-226.071175,-11.351453642383774,-31.719075204907995,1.2670007782473647,11.421943388376047,31.719075204907995,33.71291329182153
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID01,-501.04005705208453,-96.19560920440296,-396.0865300420048,-542.215344349341,182.54280058407932,-383.3240609304319,41.17528729725643,-278.7384097884823,-12.762469111572898,43.10782877663243,278.7384097884823,282.0520980124901
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID02,-614.6981086940464,1208.0702660974173,-249.27571540363397,-543.22998,1105.589,-259.92136,-71.46812869404641,102.48126609741735,10.645644596366026,72.25664791492142,102.48126609741735,125.39311412047545
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID03,-598.1200648154672,2029.5216065827321,-283.2581157845366,-554.00287,1625.56145,-256.2951,-44.1171948154672,403.9601565827322,-26.963015784536594,51.704265767759004,403.9601565827322,407.25561899736704
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID04,-273.0974546713651,-289.6936328646236,518.6984166438522,-321.178815,182.16379,479.93382,48.0813603286349,-471.85742286462363,38.764596643852144,61.76172895906152,471.85742286462363,475.882273967477
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID05,-219.66738657830876,1209.2970688347796,525.3274664280518,-184.9818897969324,1103.586616559577,473.7040289339493,-34.68549678137637,105.71045227520267,51.62343749410252,62.19375359052049,105.71045227520267,122.64894090821284
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID06,-251.7887075422169,2042.5330718994917,501.35735121901394,-193.231255,1684.95255,476.52298,-58.55745254221691,357.5805218994917,24.834371219013917,63.605984325987535,357.5805218994917,363.1935446617831
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID07,342.2901047956145,-125.411649397178,95.57973915557545,352.14755,211.565355,53.795866,-9.857445204385499,-336.977004397178,41.783873155575456,42.9308895998986,336.977004397178,339.7006958696647
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID08,546.4458657917733,1264.3131418341318,-106.82254704025945,391.90054,1132.2804,-71.53192899999999,154.54532579177328,132.03274183413168,-35.29061804025946,158.5234539295332,132.03274183413168,206.30639922694422
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID09,367.54223220473614,1848.2093158829184,-9.706562933698024,408.80994,1568.1853500000002,-62.4257885,-41.267707795263846,280.0239658829182,52.71922556630198,66.95028342722613,280.0239658829182,287.9162411531931
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID10,88.26612742479733,-66.23638541139928,-1048.7063383558466,65.499245,238.64973,-938.19342,22.76688242479733,-304.88611541139926,-110.51291835584664,112.83366544994703,304.88611541139926,325.09533898461797
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID11,-123.12582551010746,1385.0701066069644,-1084.3823392752145,-63.9057945,1133.4998500000002,-956.990295,-59.22003101010746,251.57025660696422,-127.39204427521452,140.483967118872,251.57025660696422,288.1377084429425
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID12,38.58504087372012,1854.6002920711014,-1054.1194858277545,-43.6886845,1590.1300500000002,-956.35754,82.27372537372011,264.4702420711012,-97.76194582775452,127.77466078569383,264.4702420711012,293.7190373129498
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID13,-144.8402362670231,1114.6800489928894,-233.32540821705493,-189.628155,1139.0976,-197.96616,44.78791873297689,-24.41755100711066,-35.359248217054926,57.06342172449041,24.41755100711066,62.06811497131112
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID14,-199.36737346582152,1142.3067763302474,-212.19567068815536,-198.69532,1132.6278,-194.690585,-0.6720534658215058,9.678976330247451,-17.50508568815536,17.517981642032407,9.678976330247451,20.014051654077313
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID15,-145.76981499574492,1147.3590772974126,-269.95142512341477,-200.165335,1132.2551,-184.312585,54.395520004255076,15.103977297412484,-85.63884012341475,101.45384928240577,15.103977297412484,102.57199259260716
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID16,-174.26152643607657,1126.9035559568529,-241.60211705830466,-184.854655,1122.0572,-185.780155,10.593128563923443,4.8463559568529035,-55.82196205830465,56.818182132224315,4.8463559568529035,57.0244946217951
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID17,-194.95492198014142,10.209346063787109,-336.69974934251445,-180.3984,209.458655,-328.203235,-14.556521980141412,-199.24930893621288,-8.496514342514445,16.85476455281692,199.24930893621288,199.9609216814358
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID18,-376.6014979455017,18.952609903676375,-258.2600219808385,-295.4243,206.90585,-224.00141,-81.17719794550169,-187.9532400963236,-34.25861198083848,88.1101013569773,187.9532400963236,207.58085273898237
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID19,-232.84363939930574,-53.58835298219236,-66.35395831467872,-188.530555,205.96057,-114.135095,-44.31308439930575,-259.5489229821924,47.781136685321286,65.16660549638404,259.5489229821924,267.6048017004504
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID20,-32.58731685031444,-92.46269729741744,-247.37957779298176,-80.19599149999999,202.56013,-220.692665,47.608674649685554,-295.0228272974174,-26.686912792981758,54.578175274736196,295.0228272974174,300.02874169466094
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID21,-235.1521384146331,1837.9218865074313,-229.53911564395935,-212.053465,1598.6443,-226.934745,-23.09867341463311,239.27758650743135,-2.6043706439593564,23.245030866122672,239.27758650743135,240.4040242275247
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID22,-252.79239332350699,1762.093865478099,-266.605670593098,-232.83767,1599.3212,-235.17408,-19.954723323506983,162.77266547809882,-31.431590593098008,37.23084568109944,162.77266547809882,166.97627525183003
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID23,-179.87955509480014,1882.3424489165748,-324.06726484524506,-230.87733,1599.6642499999998,-223.24148,50.99777490519986,282.67819891657496,-100.82578484524507,112.98943284635551,282.67819891657496,304.4233500861256
tagfit_joint_delta_only_discard_rho,anchor_only_3d_rigid,ID24,-250.8738345304572,1809.8679945620975,-290.8980011934202,-218.202475,1599.5815,-226.071175,-32.67135953045721,210.28649456209746,-64.8268261934202,72.59431884025298,210.28649456209746,222.46425538296114
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID01,-457.9455625610376,186.02021901708378,-356.76828239229167,-542.215344349341,182.54280058407932,-383.3240609304319,84.26978178830336,3.477418433004459,26.55577853814026,88.35499700874318,3.477418433004459,88.42340151437975
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID02,-516.7687089623649,1078.4693025267934,-209.97255788060625,-543.22998,1105.589,-259.92136,26.461271037635015,-27.119697473206543,49.94880211939375,56.525053720359566,27.119697473206543,62.694175878846835
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID03,-540.0505215338065,1676.3789616393353,-232.67006439481133,-554.00287,1625.56145,-256.2951,13.952348466193484,50.81751163933541,23.625035605188657,27.437389363212446,50.81751163933541,57.75144867691643
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID04,-274.3580135404875,42.24459713373497,423.53828151672064,-321.178815,182.16379,479.93382,46.820801459512495,-139.91919286626504,-56.39553848327938,73.29832337871129,139.91919286626504,157.9557683102368
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID05,-188.8846180783455,1112.7088262100613,454.5803763097431,-184.9818897969324,1103.586616559577,473.7040289339493,-3.9027282814131183,9.122209650484365,-19.123652624206215,19.517822053954973,9.122209650484365,21.544374825862114
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID06,-185.03023058684516,1656.9221013128938,442.00407297279867,-193.231255,1684.95255,476.52298,8.20102441315484,-28.030448687106173,-34.51890702720135,35.47973708721265,28.030448687106173,45.2163443610629
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID07,257.25825180364836,149.38294311372087,38.635691174643625,352.14755,211.565355,53.795866,-94.88929819635166,-62.18241188627914,-15.160174825356371,96.09271467146463,62.18241188627914,114.45725036417039
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID08,356.16633412269016,1176.6601137382247,-99.99302516514581,391.90054,1132.2804,-71.53192899999999,-35.73420587730982,44.37971373822461,-28.46109616514582,45.6833390264289,44.37971373822461,63.690866347463064
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID09,348.9675805816187,1537.1847011014852,-34.4004070681749,408.80994,1568.1853500000002,-62.4257885,-59.84235941838131,-31.00064889851501,28.025381431825103,66.07972446339359,31.00064889851501,72.990206310758
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID10,38.91431025217162,197.40427345442487,-923.3622633319123,65.499245,238.64973,-938.19342,-26.584934747828385,-41.24545654557514,14.831156668087601,30.442108397081377,41.24545654557514,51.26314123532209
tagfit_joint_additive_plus_rho,anchor_only_3d_rigid,ID11,-99.96876744989117,1110.835897484706,-887.5127815919467,-63.9057945,1133.4998500000002,-956.990295,-36.062972949891176,-22.663952515294113,69.47751340805326,78.27938992704786,22.663952515294113,81.49427974383423
