anchor,original_delay_mm,sign_fixed_delay_mm,delay_sum_mm,layout_coord_delta_mm
A,0.0,0.0,0.0,0.0
B,29.330962942050625,-29.33095621159276,6.730457865700146e-06,1.34902038553264e-05
C,88.01456944590981,-88.01502592707158,-0.0004564811617626674,0.00039073696327367446
D,201.60340565751443,-201.6031898987285,0.0002157587859414889,0.0007505707216465019
E,27.82294638993785,-27.822914062232655,3.232770519545625e-05,0.00031476267881475344
F,19.2519176681877,-19.25194668984769,-2.902165998719397e-05,0.0003701328771624968
G,20.003699021562813,-20.003676978662526,2.2042900287289058e-05,0.000612668228535869
H,19.118532022837364,-19.118655886510698,-0.000123863673334057,0.0006109072616928688
