mode,positions,median_3d_mm,p95_3d_mm,rmse_3d_mm,median_horizontal_mm,median_vertical_mm,runtime_uses_vicon_link_distance
production_baseline_T4_mean,24,72.6891193204547,171.49736845476443,109.8450996772826,37.42034807667451,61.870068315403614,False
vicon_distance_covariate,24,60.74424376327441,112.37005903094509,73.15179315290904,29.743446599277743,38.88435299027735,False
iter0_additive_only,24,254.00441296398756,400.64630784702933,261.4825301254088,62.89986895825401,245.4239215571978,False
iter1_estimated_distance,24,77.87427717689022,117.80230390088568,82.51549254194175,33.219485934081696,44.41189724536012,False
iter2_estimated_distance,24,61.851990073358635,113.05416259703976,73.03836531981315,29.3835341138632,40.179503304663186,False
iter3_estimated_distance,24,62.999766434182604,113.05124269063208,73.63515403838088,30.061589633611245,39.34285312338629,False
iter4_estimated_distance,24,62.91467768243398,113.04801092962751,73.58249491542557,30.03269933055838,39.410781177247046,False
