mode,position,final_subset,dropped_links,score,frames_solved,decisions
B2_frame_greedy_tau2.5_t2_g2,ID08,frame_variable,"B:311,C:89,E:9,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID09,frame_variable,"B:1,D:14,F:47,G:1,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID10,frame_variable,"A:1,B:1,C:2,D:1,E:4,F:114,G:253,H:6",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID11,frame_variable,"B:2,C:682,F:41,G:39,H:8",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID12,frame_variable,"A:7,B:2,C:357,E:31,F:18,G:11,H:3",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID13,frame_variable,"A:1,B:1,C:31,D:6,E:2,F:59,G:46",nan,1200,
B2_frame_greedy_tau2.5_t2_g2,ID14,frame_variable,"A:1,B:2,E:69,F:22,G:51",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID15,frame_variable,"A:6,C:53,E:1,F:14,G:76",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID16,frame_variable,"A:11,B:6,E:14,F:33,G:115,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID17,frame_variable,"A:1,B:2,D:2,F:6,G:23",nan,1199,
B2_frame_greedy_tau2.5_t2_g2,ID18,frame_variable,"A:52,B:1,D:1,F:27,G:38,H:2",nan,1199,
B2_frame_greedy_tau2.5_t2_g2,ID19,frame_variable,"E:2,G:31",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID20,frame_variable,"A:1,C:1,D:1,F:64,H:19",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID21,frame_variable,"A:2,B:5,D:290,E:12,F:7,G:35,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID22,frame_variable,"A:638,C:1,D:2,E:11,F:8,G:283,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID23,frame_variable,"A:13,B:380,D:2,F:2,G:69,H:3",nan,1201,
B2_frame_greedy_tau2.5_t2_g2,ID24,frame_variable,"A:66,C:1080,D:4,E:112,F:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID01,frame_variable,"A:173,C:5,E:65,F:5,G:52,H:31",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID02,frame_variable,"A:14,C:7,D:1,E:2,F:11,G:20,H:2",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID03,frame_variable,D:1,nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID04,frame_variable,"A:4,C:16,F:72,G:4,H:54",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID05,frame_variable,"A:420,C:1,D:22,F:1,G:119,H:3",nan,1200,
B2_frame_greedy_tau2.5_t2_g3,ID06,frame_variable,"A:174,B:17,C:521,D:5,E:2,F:7,G:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID07,frame_variable,"A:1,G:57,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID08,frame_variable,"B:311,C:89,E:9,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID09,frame_variable,"B:1,D:14,F:47,G:1,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID10,frame_variable,"A:1,B:1,C:2,D:1,E:4,F:114,G:253,H:6",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID11,frame_variable,"B:2,C:682,F:41,G:39,H:8",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID12,frame_variable,"A:7,B:2,C:357,E:31,F:18,G:11,H:3",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID13,frame_variable,"A:1,B:1,C:31,D:6,E:2,F:59,G:46",nan,1200,
B2_frame_greedy_tau2.5_t2_g3,ID14,frame_variable,"A:1,B:2,E:69,F:22,G:51",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID15,frame_variable,"A:6,C:53,E:1,F:14,G:76",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID16,frame_variable,"A:11,B:6,E:14,F:33,G:115,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID17,frame_variable,"A:1,B:2,D:2,F:6,G:23",nan,1199,
B2_frame_greedy_tau2.5_t2_g3,ID18,frame_variable,"A:52,B:1,D:1,F:27,G:38,H:2",nan,1199,
B2_frame_greedy_tau2.5_t2_g3,ID19,frame_variable,"E:2,G:31",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID20,frame_variable,"A:1,C:1,D:1,F:64,H:19",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID21,frame_variable,"A:2,B:5,D:290,E:12,F:7,G:35,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID22,frame_variable,"A:638,C:1,D:2,E:11,F:8,G:283,H:1",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID23,frame_variable,"A:13,B:380,D:2,F:2,G:69,H:3",nan,1201,
B2_frame_greedy_tau2.5_t2_g3,ID24,frame_variable,"A:66,C:1080,D:4,E:112,F:1",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID01,frame_variable,"A:894,B:5,C:36,D:2,E:437,F:24,G:78,H:340",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID02,frame_variable,"A:455,B:4,C:76,D:87,E:309,F:28,G:180,H:9",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID03,frame_variable,"A:3,B:38,C:36,D:85,F:2,H:43",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID04,frame_variable,"A:29,C:66,E:95,F:576,G:129,H:583",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID05,frame_variable,"A:1089,B:2,C:17,D:97,F:29,G:844,H:17",nan,1200,
B2_frame_greedy_tau3_t1.3_g1.5,ID06,frame_variable,"A:582,B:77,C:1085,D:54,E:4,F:37,G:44,H:9",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID07,frame_variable,"A:7,B:9,C:63,D:11,E:56,F:17,G:67,H:2",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID08,frame_variable,"A:7,B:1120,C:768,D:3,E:82,F:12,G:44,H:27",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID09,frame_variable,"A:24,B:2,C:3,D:339,E:89,F:432,G:135,H:31",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID10,frame_variable,"A:11,B:24,C:24,D:25,E:72,F:506,G:836,H:48",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID11,frame_variable,"A:2,B:18,C:1112,F:62,G:42,H:18",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID12,frame_variable,"A:99,B:124,C:1153,D:3,E:231,F:75,G:53,H:27",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID13,frame_variable,"A:66,B:9,C:254,D:75,E:29,F:267,G:54,H:19",nan,1200,
B2_frame_greedy_tau3_t1.3_g1.5,ID14,frame_variable,"A:14,B:106,C:32,D:21,E:877,F:36,G:558,H:2",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID15,frame_variable,"A:162,C:236,D:8,E:118,F:20,G:282,H:5",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID16,frame_variable,"A:74,B:101,C:31,D:10,E:322,F:135,G:568,H:5",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID17,frame_variable,"A:155,B:101,C:2,D:94,E:37,F:37,G:31,H:3",nan,1199,
B2_frame_greedy_tau3_t1.3_g1.5,ID18,frame_variable,"A:662,B:54,C:19,D:76,E:18,F:41,G:202,H:52",nan,1199,
B2_frame_greedy_tau3_t1.3_g1.5,ID19,frame_variable,"B:66,D:3,E:842,G:888,H:1",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID20,frame_variable,"A:4,B:4,C:5,D:28,E:9,F:529,G:3,H:463",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID21,frame_variable,"A:27,B:25,C:4,D:978,E:117,F:71,G:395,H:20",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID22,frame_variable,"A:1180,C:7,D:6,E:56,F:40,G:863,H:7",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID23,frame_variable,"A:97,B:1020,C:4,D:21,E:14,F:57,G:472,H:30",nan,1201,
B2_frame_greedy_tau3_t1.3_g1.5,ID24,frame_variable,"A:322,C:1142,D:58,E:534,F:37,G:1,H:4",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID01,frame_variable,"A:894,B:5,C:36,D:2,E:437,F:24,G:78,H:340",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID02,frame_variable,"A:455,B:4,C:82,D:88,E:310,F:28,G:180,H:9",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID03,frame_variable,"A:3,B:38,C:36,D:85,F:2,H:43",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID04,frame_variable,"A:29,C:121,E:100,F:576,G:135,H:583",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID05,frame_variable,"A:1089,B:2,C:17,D:97,F:29,G:846,H:17",nan,1200,
B2_frame_greedy_tau3_t1.3_g2,ID06,frame_variable,"A:582,B:77,C:1085,D:54,E:4,F:37,G:44,H:9",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID07,frame_variable,"A:7,B:9,C:63,D:11,E:56,F:17,G:67,H:2",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID08,frame_variable,"A:7,B:1123,C:768,D:3,E:82,F:12,G:45,H:27",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID09,frame_variable,"A:24,B:2,C:3,D:358,E:90,F:434,G:135,H:31",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID10,frame_variable,"A:11,B:24,C:24,D:25,E:72,F:506,G:836,H:48",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID11,frame_variable,"A:2,B:18,C:1112,F:62,G:42,H:18",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID12,frame_variable,"A:99,B:124,C:1153,D:3,E:238,F:75,G:53,H:27",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID13,frame_variable,"A:66,B:9,C:254,D:75,E:29,F:267,G:54,H:19",nan,1200,
B2_frame_greedy_tau3_t1.3_g2,ID14,frame_variable,"A:15,B:106,C:32,D:21,E:877,F:36,G:558,H:2",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID15,frame_variable,"A:162,C:236,D:8,E:118,F:20,G:282,H:5",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID16,frame_variable,"A:77,B:101,C:33,D:10,E:322,F:135,G:568,H:5",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID17,frame_variable,"A:155,B:101,C:2,D:94,E:37,F:37,G:31,H:3",nan,1199,
B2_frame_greedy_tau3_t1.3_g2,ID18,frame_variable,"A:662,B:54,C:19,D:76,E:18,F:41,G:202,H:52",nan,1199,
B2_frame_greedy_tau3_t1.3_g2,ID19,frame_variable,"B:66,D:3,E:842,G:888,H:1",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID20,frame_variable,"A:4,B:4,C:5,D:28,E:9,F:529,G:3,H:463",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID21,frame_variable,"A:27,B:25,C:4,D:978,E:117,F:71,G:396,H:20",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID22,frame_variable,"A:1180,C:7,D:6,E:56,F:40,G:864,H:7",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID23,frame_variable,"A:97,B:1020,C:4,D:21,E:14,F:57,G:472,H:30",nan,1201,
B2_frame_greedy_tau3_t1.3_g2,ID24,frame_variable,"A:322,C:1142,D:58,E:537,F:37,G:1,H:4",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID01,frame_variable,"A:894,B:5,C:36,D:2,E:437,F:24,G:78,H:340",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID02,frame_variable,"A:455,B:4,C:82,D:88,E:310,F:28,G:180,H:9",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID03,frame_variable,"A:3,B:38,C:36,D:85,F:2,H:43",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID04,frame_variable,"A:29,C:121,E:100,F:576,G:135,H:583",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID05,frame_variable,"A:1089,B:2,C:17,D:97,F:29,G:846,H:17",nan,1200,
B2_frame_greedy_tau3_t1.3_g3,ID06,frame_variable,"A:582,B:77,C:1085,D:54,E:4,F:37,G:44,H:9",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID07,frame_variable,"A:7,B:9,C:63,D:11,E:56,F:17,G:67,H:2",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID08,frame_variable,"A:7,B:1123,C:768,D:3,E:82,F:12,G:45,H:27",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID09,frame_variable,"A:24,B:2,C:3,D:358,E:90,F:434,G:135,H:31",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID10,frame_variable,"A:11,B:24,C:24,D:25,E:72,F:506,G:836,H:48",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID11,frame_variable,"A:2,B:18,C:1112,F:62,G:42,H:18",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID12,frame_variable,"A:99,B:124,C:1153,D:3,E:238,F:75,G:53,H:27",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID13,frame_variable,"A:66,B:9,C:254,D:75,E:29,F:267,G:54,H:19",nan,1200,
B2_frame_greedy_tau3_t1.3_g3,ID14,frame_variable,"A:15,B:106,C:32,D:21,E:877,F:36,G:558,H:2",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID15,frame_variable,"A:162,C:236,D:8,E:118,F:20,G:282,H:5",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID16,frame_variable,"A:77,B:101,C:33,D:10,E:322,F:135,G:568,H:5",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID17,frame_variable,"A:155,B:101,C:2,D:94,E:37,F:37,G:31,H:3",nan,1199,
B2_frame_greedy_tau3_t1.3_g3,ID18,frame_variable,"A:662,B:54,C:19,D:76,E:18,F:41,G:202,H:52",nan,1199,
B2_frame_greedy_tau3_t1.3_g3,ID19,frame_variable,"B:66,D:3,E:842,G:888,H:1",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID20,frame_variable,"A:4,B:4,C:5,D:28,E:9,F:529,G:3,H:463",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID21,frame_variable,"A:27,B:25,C:4,D:978,E:117,F:71,G:396,H:20",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID22,frame_variable,"A:1180,C:7,D:6,E:56,F:40,G:864,H:7",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID23,frame_variable,"A:97,B:1020,C:4,D:21,E:14,F:57,G:472,H:30",nan,1201,
B2_frame_greedy_tau3_t1.3_g3,ID24,frame_variable,"A:322,C:1142,D:58,E:537,F:37,G:1,H:4",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID01,frame_variable,"A:646,B:2,C:22,E:389,F:18,G:78,H:166",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID02,frame_variable,"A:177,C:34,D:16,E:93,F:21,G:80,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID03,frame_variable,"B:2,C:6,D:44,H:34",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID04,frame_variable,"A:24,C:58,E:26,F:294,G:65,H:284",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID05,frame_variable,"A:957,B:1,C:5,D:57,F:6,G:657,H:9",nan,1200,
B2_frame_greedy_tau3_t1.5_g1.5,ID06,frame_variable,"A:468,B:74,C:966,D:49,E:4,F:24,G:27,H:6",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID07,frame_variable,"A:2,C:2,D:1,E:3,F:2,G:67,H:2",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID08,frame_variable,"A:2,B:929,C:556,D:1,E:37,F:4,G:24,H:17",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID09,frame_variable,"A:2,B:1,C:2,D:123,E:10,F:216,G:25,H:17",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID10,frame_variable,"A:5,B:9,C:13,D:6,E:38,F:396,G:705,H:23",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID11,frame_variable,"A:2,B:13,C:1029,F:47,G:41,H:13",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID12,frame_variable,"A:69,B:50,C:989,D:2,E:150,F:38,G:45,H:13",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID13,frame_variable,"A:11,B:2,C:110,D:34,E:13,F:158,G:48,H:6",nan,1200,
B2_frame_greedy_tau3_t1.5_g1.5,ID14,frame_variable,"A:5,B:29,C:9,D:2,E:424,F:29,G:263,H:1",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID15,frame_variable,"A:43,C:134,D:1,E:21,F:15,G:170,H:2",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID16,frame_variable,"A:36,B:38,C:8,D:1,E:118,F:66,G:353,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID17,frame_variable,"A:31,B:26,D:13,E:4,F:20,G:30",nan,1199,
B2_frame_greedy_tau3_t1.5_g1.5,ID18,frame_variable,"A:331,B:9,C:7,D:20,E:4,F:37,G:102,H:14",nan,1199,
B2_frame_greedy_tau3_t1.5_g1.5,ID19,frame_variable,"B:22,E:179,G:229",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID20,frame_variable,"A:1,B:1,C:1,D:12,E:2,F:195,G:1,H:133",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID21,frame_variable,"A:9,B:13,C:2,D:739,E:61,F:39,G:210,H:8",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID22,frame_variable,"A:1081,C:3,D:4,E:48,F:15,G:745,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID23,frame_variable,"A:62,B:841,C:3,D:12,E:3,F:21,G:312,H:11",nan,1201,
B2_frame_greedy_tau3_t1.5_g1.5,ID24,frame_variable,"A:218,C:1124,D:24,E:371,F:18,H:1",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID01,frame_variable,"A:646,B:2,C:22,E:389,F:18,G:78,H:166",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID02,frame_variable,"A:177,C:35,D:17,E:93,F:21,G:80,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID03,frame_variable,"B:2,C:6,D:44,H:34",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID04,frame_variable,"A:24,C:83,E:29,F:294,G:66,H:284",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID05,frame_variable,"A:957,B:1,C:5,D:57,F:6,G:657,H:9",nan,1200,
B2_frame_greedy_tau3_t1.5_g2,ID06,frame_variable,"A:468,B:74,C:966,D:49,E:4,F:24,G:27,H:6",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID07,frame_variable,"A:2,C:2,D:1,E:3,F:2,G:67,H:2",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID08,frame_variable,"A:2,B:930,C:556,D:1,E:37,F:4,G:24,H:17",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID09,frame_variable,"A:2,B:1,C:2,D:125,E:10,F:216,G:25,H:17",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID10,frame_variable,"A:5,B:9,C:13,D:6,E:38,F:396,G:705,H:23",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID11,frame_variable,"A:2,B:13,C:1029,F:47,G:41,H:13",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID12,frame_variable,"A:69,B:50,C:989,D:2,E:155,F:38,G:45,H:13",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID13,frame_variable,"A:11,B:2,C:110,D:34,E:13,F:158,G:48,H:6",nan,1200,
B2_frame_greedy_tau3_t1.5_g2,ID14,frame_variable,"A:5,B:29,C:9,D:2,E:424,F:29,G:263,H:1",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID15,frame_variable,"A:43,C:134,D:1,E:21,F:15,G:170,H:2",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID16,frame_variable,"A:36,B:38,C:8,D:1,E:118,F:66,G:353,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID17,frame_variable,"A:31,B:26,D:13,E:4,F:20,G:30",nan,1199,
B2_frame_greedy_tau3_t1.5_g2,ID18,frame_variable,"A:331,B:9,C:7,D:20,E:4,F:37,G:102,H:14",nan,1199,
B2_frame_greedy_tau3_t1.5_g2,ID19,frame_variable,"B:22,E:179,G:229",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID20,frame_variable,"A:1,B:1,C:1,D:12,E:2,F:195,G:1,H:133",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID21,frame_variable,"A:9,B:13,C:2,D:739,E:61,F:39,G:210,H:8",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID22,frame_variable,"A:1081,C:3,D:4,E:48,F:15,G:745,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID23,frame_variable,"A:62,B:841,C:3,D:12,E:3,F:21,G:312,H:11",nan,1201,
B2_frame_greedy_tau3_t1.5_g2,ID24,frame_variable,"A:218,C:1124,D:24,E:374,F:18,H:1",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID01,frame_variable,"A:646,B:2,C:22,E:389,F:18,G:78,H:166",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID02,frame_variable,"A:177,C:35,D:17,E:93,F:21,G:80,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID03,frame_variable,"B:2,C:6,D:44,H:34",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID04,frame_variable,"A:24,C:83,E:29,F:294,G:66,H:284",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID05,frame_variable,"A:957,B:1,C:5,D:57,F:6,G:657,H:9",nan,1200,
B2_frame_greedy_tau3_t1.5_g3,ID06,frame_variable,"A:468,B:74,C:966,D:49,E:4,F:24,G:27,H:6",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID07,frame_variable,"A:2,C:2,D:1,E:3,F:2,G:67,H:2",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID08,frame_variable,"A:2,B:930,C:556,D:1,E:37,F:4,G:24,H:17",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID09,frame_variable,"A:2,B:1,C:2,D:125,E:10,F:216,G:25,H:17",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID10,frame_variable,"A:5,B:9,C:13,D:6,E:38,F:396,G:705,H:23",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID11,frame_variable,"A:2,B:13,C:1029,F:47,G:41,H:13",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID12,frame_variable,"A:69,B:50,C:989,D:2,E:155,F:38,G:45,H:13",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID13,frame_variable,"A:11,B:2,C:110,D:34,E:13,F:158,G:48,H:6",nan,1200,
B2_frame_greedy_tau3_t1.5_g3,ID14,frame_variable,"A:5,B:29,C:9,D:2,E:424,F:29,G:263,H:1",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID15,frame_variable,"A:43,C:134,D:1,E:21,F:15,G:170,H:2",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID16,frame_variable,"A:36,B:38,C:8,D:1,E:118,F:66,G:353,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID17,frame_variable,"A:31,B:26,D:13,E:4,F:20,G:30",nan,1199,
B2_frame_greedy_tau3_t1.5_g3,ID18,frame_variable,"A:331,B:9,C:7,D:20,E:4,F:37,G:102,H:14",nan,1199,
B2_frame_greedy_tau3_t1.5_g3,ID19,frame_variable,"B:22,E:179,G:229",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID20,frame_variable,"A:1,B:1,C:1,D:12,E:2,F:195,G:1,H:133",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID21,frame_variable,"A:9,B:13,C:2,D:739,E:61,F:39,G:210,H:8",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID22,frame_variable,"A:1081,C:3,D:4,E:48,F:15,G:745,H:3",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID23,frame_variable,"A:62,B:841,C:3,D:12,E:3,F:21,G:312,H:11",nan,1201,
B2_frame_greedy_tau3_t1.5_g3,ID24,frame_variable,"A:218,C:1124,D:24,E:374,F:18,H:1",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID01,frame_variable,"A:164,C:4,E:60,F:5,G:52,H:28",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID02,frame_variable,"A:13,C:6,D:1,E:2,F:11,G:20,H:2",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID03,frame_variable,D:1,nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID04,frame_variable,"A:2,C:15,F:72,G:4,H:54",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID05,frame_variable,"A:420,C:1,D:18,G:119,H:3",nan,1200,
B2_frame_greedy_tau3_t2_g1.5,ID06,frame_variable,"A:127,B:17,C:521,D:2,E:2,F:7,G:1",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID07,frame_variable,"A:1,G:57,H:1",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID08,frame_variable,"B:311,C:86,E:8,H:1",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID09,frame_variable,"B:1,D:14,F:47,G:1,H:1",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID10,frame_variable,"B:1,C:2,E:1,F:108,G:253,H:5",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID11,frame_variable,"B:2,C:676,F:41,G:39,H:8",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID12,frame_variable,"A:6,B:2,C:357,E:20,F:17,G:11,H:3",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID13,frame_variable,"B:1,C:29,D:6,E:2,F:59,G:46",nan,1200,
B2_frame_greedy_tau3_t2_g1.5,ID14,frame_variable,"B:2,E:69,F:22,G:48",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID15,frame_variable,"A:6,C:52,E:1,F:14,G:76",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID16,frame_variable,"A:10,B:6,E:13,F:33,G:115,H:1",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID17,frame_variable,"A:1,B:2,D:2,F:6,G:23",nan,1199,
B2_frame_greedy_tau3_t2_g1.5,ID18,frame_variable,"A:52,B:1,D:1,F:26,G:38,H:2",nan,1199,
B2_frame_greedy_tau3_t2_g1.5,ID19,frame_variable,"E:2,G:31",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID20,frame_variable,"A:1,C:1,D:1,F:64,H:19",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID21,frame_variable,"A:2,B:3,D:290,E:11,F:7,G:34,H:1",nan,1201,
B2_frame_greedy_tau3_t2_g1.5,ID22,frame_variable,"A:638,C:1,D:1,E:10,F:6,G:268",nan,1201,
