phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase3,sand_lime_brick,4,x_min+x_max+y_min+y_max,85,,0,cuda:1,847,128,108416,0.013372978195548058,0.03617214411497116,0.026387136429548264,0.048741698265075684,0.05596397817134857,0.031659066677093506,0.07410802692174911,0.08743245899677277,0.04709986597299576,0.08203664422035217,0.09386381506919861,0.0,0.0
