experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,imu_packet_model,orientation_source,L,I
REAL6_B0_A0_U4_P0_T1,real_6axis_vertical_slice,"Pure UWB baseline A0/U4/P0/T1, copied into real-6axis smoke run.",34,17,40661,102.63336074100665,208.3503804473449,256.9324074144989,141.2659848479643,40661,66.14323345844781,145.82607164755368,178.9530610667181,93.41834672726387,40661,61.57092076688957,163.1159939953268,205.89630418252534,105.96740522354024,105.83784720842489,231.80213799547772,132.8297379891087,167.47209082957747,187.38314568289843,81.85817424679978,68.97030504345278,38.73430278830949,59.73216676551942,97.22019722085115,173.57057176081128,,,,,,,,,17,80.07935390701411,26.37186507012177,172.16272100899008,explicit_ax_ay_az_gx_gy_gz,trajectory_yaw_fallback_roll_pitch_zero,,
REAL6_X_A0_L0_I0_T11,real_6axis_vertical_slice,Perfect simulated 6-axis IMU-only strapdown diagnostic.,34,17,40643,94839.83159948798,917496.1142782632,1600424.2193884049,957178.046536927,40643,94839.83159847508,917496.1142781777,1600424.219388388,957178.0465367902,40643,0.3408965737347671,0.8011471045496367,0.9443569617956428,0.5120839198582082,100935.95654145126,810248.7546938974,338483.76738847245,810248.754693489,0.8635196456051233,1858253.4512720383,1858253.451272008,0.1672195417305602,1867508.3857804853,7292.018699435184,13026.426108954875,952686.8938042689,952686.8937952297,7943.93180278918,,,,,,17,18763616.744175833,3414296.752578309,36060574.622037016,explicit_ax_ay_az_gx_gy_gz,trajectory_yaw_fallback_roll_pitch_zero,L0,I0
REAL6_X_A0_L15_I1+I3_T11,real_6axis_vertical_slice,Realistic simulated 6-axis L15/I1+I3 IMU-only strapdown diagnostic.,34,17,40643,95613.63472310307,914863.0235411574,1600037.3999962108,956851.8255001844,40643,95603.14813464772,914862.0568519259,1600036.736097748,956848.9989408911,40643,880.4739929305947,3646.7093850287483,4541.614612116241,2325.7662930654105,100772.61167963984,809066.0750773916,337887.0767552389,809062.4244091128,2723.721344134714,1833310.72358788,1833309.8616806907,1228.9605944920982,1842449.2724183532,6938.523599971455,12604.817331161965,956494.7634928819,956491.6575431324,7974.918263614917,,,,,,17,18137603.54441894,3272957.792298274,29008807.124466352,explicit_ax_ay_az_gx_gy_gz,trajectory_yaw_fallback_roll_pitch_zero,L15,I1+I3
REAL6_X_A0_U4_P0_L15_I1+I3_T5LITE,real_6axis_vertical_slice,Realistic simulated 6-axis L15/I1+I3 causal UWB+IMU T5-lite smoke.,34,17,40661,88823.42819187405,906572.5309142707,1594796.416502953,955608.7683881123,40661,88816.30920067163,906572.5300463144,1594796.1428903383,955608.0210789978,40661,300.58136949314394,1815.1328418203514,2564.144454225144,1195.1023916097934,89501.89353548503,803063.7320696714,332206.5219667874,803061.4822003099,1693.1929020829612,2005629.4539935337,2005629.451094077,463.00860573692466,2013768.6912544477,6617.721145505797,12202.576625328311,,,,1.0,49724.9035358492,428360.3537191931,,,17,18952902.90830048,3266685.275131533,34618999.708041765,explicit_ax_ay_az_gx_gy_gz,trajectory_yaw_fallback_roll_pitch_zero,L15,I1+I3
