row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L3:I7:T6,S00,simulate_imu_prior,L3:I7,0.3081647319995682,,,,
R2:L3:I7:T6,S00,build_track_tensors,L3:I7,0.14534310199815081,,,,
R2:L3:I7:T6,S00,torch_gpu,,0.7897404350005672,0,1,0.7897404350005672,0.7897404350005672
R2:L3:I7:T8,S00,torch_gpu,,0.3646866460003366,0,1,0.3646866460003366,0.3646866460003366
R2:L3:I8:T6,S00,simulate_imu_prior,L3:I8,0.3155042969992792,,,,
R2:L3:I8:T6,S00,build_track_tensors,L3:I8,0.04999158099963097,,,,
R2:L3:I8:T6,S00,torch_gpu,,0.3380536709992157,0,1,0.3380536709992157,0.3380536709992157
R2:L3:I8:T8,S00,torch_gpu,,0.40911973800029955,0,1,0.40911973800029955,0.40911973800029955
R2:L3:I1+I3+I7:T6,S00,simulate_imu_prior,L3:I1+I3+I7,0.30933987599928514,,,,
R2:L3:I1+I3+I7:T6,S00,build_track_tensors,L3:I1+I3+I7,0.15119350999884773,,,,
R2:L3:I1+I3+I7:T6,S00,torch_gpu,,0.35462029299742426,0,1,0.35462029299742426,0.35462029299742426
R2:L3:I1+I3+I7:T8,S00,torch_gpu,,0.4999735149976914,0,1,0.4999735149976914,0.4999735149976914
R2:L3:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L3:I1+I2+I3+I8,0.3085347609994642,,,,
R2:L3:I1+I2+I3+I8:T6,S00,build_track_tensors,L3:I1+I2+I3+I8,0.051156976998754544,,,,
R2:L3:I1+I2+I3+I8:T6,S00,torch_gpu,,0.15523519000271335,0,1,0.15523519000271335,0.15523519000271335
R2:L3:I1+I2+I3+I8:T8,S00,torch_gpu,,0.34690884399969946,0,1,0.34690884399969946,0.34690884399969946
