gamma_abs,gamma_signed,resolution_cm,z_floor_mm,ID,height,location,facing,truth_x_mm,truth_y_vertical_mm,truth_z_mm,pred_dx_horizontal1_mm,pred_dx_horizontal2_mm,pred_dy_vertical_signed_mm,pred_horizontal_mm,pred_vertical_abs_mm,pred_3d_mm,link_bias_mean_mm,link_bias_min_mm,link_bias_max_mm
0.5,-0.5,15.0,0.0,ID15,mid,center,CDHG,-200.165335,1132.2551,-184.312585,-1.2252885793472963,-0.08532940913783471,5.24671532787818,1.2282561665803788,5.24671532787818,5.388565202587286,1.6723295224547232,2.346658771673195e-42,5.532725108252648
0.5,-0.5,15.0,0.0,ID16,mid,center,ADHE,-184.854655,1122.0572,-185.780155,-1.1788620332221103,-0.08508745875559771,5.3946983916011195,1.1819287495488269,5.3946983916011195,5.522655729389055,1.723338049478508,2.13118090820409e-41,5.623617047373246
0.5,-0.5,15.0,0.0,ID17,low,center,ABEF,-180.3984,209.458655,-328.203235,-4.30097543758049,-3.040558558773059,-6.439069309147404,5.267199071992513,6.439069309147404,8.318954239085754,33.09239542732675,1.36669676945061,67.12251717941237
0.5,-0.5,15.0,0.0,ID18,low,center,BCGF,-295.4243,206.90585,-224.00141,-9.362467068142736,-0.5368532477391049,-6.674468761616066,9.377846288549694,6.674468761616066,11.510540137693539,33.298338182720265,1.5702893901042987,67.1823304598464
0.5,-0.5,15.0,0.0,ID19,low,center,CDHG,-188.530555,205.96057,-114.135095,-4.552650229745918,2.309361062501353,-7.166378646354107,5.104877337547195,7.166378646354107,8.798679192601755,33.38361579549044,1.6235786198394713,66.07413624626217
0.5,-0.5,15.0,0.0,ID20,low,center,ADHE,-80.19599149999999,202.56013,-220.692665,0.13443352943838596,-0.2839491685724045,-7.928790935105664,0.31416477232532164,7.928790935105664,7.935012614784175,33.70188430137054,2.433783889598366,66.39607588130274
0.5,-0.5,15.0,0.0,ID21,high,center,ABEF,-212.053465,1598.6443,-226.934745,-0.3168651656476536,-0.10544500947186927,1.0907401457129435,0.33394937224591026,1.0907401457129435,1.1407174271892802,0.34631678545246125,5.656045028628866e-75,1.4906050178052759
0.5,-0.5,15.0,0.0,ID22,high,center,BCGF,-232.83767,1599.3212,-235.17408,-0.3403248932045353,-0.11731450589021043,1.1056314140250743,0.35997739682783225,1.1056314140250743,1.1627573048173157,0.3537518015262399,8.310090168127491e-76,1.5581937654699014
0.5,-0.5,15.0,0.0,ID23,high,center,CDHG,-230.87733,1599.6642499999998,-223.24148,-0.3350256927456389,-0.10456009467445519,1.1001438406292376,0.3509630011810736,1.1001438406292376,1.1547690237759567,0.3513510444238471,2.266713916843783e-75,1.5171316083679518
0.5,-0.5,15.0,0.0,ID24,high,center,ADHE,-218.202475,1599.5815,-226.071175,-0.3223025432554696,-0.10537034861753615,1.0915610541237803,0.33908972228117584,1.0915610541237803,1.1430167866818683,0.3473194691759825,3.6964557087399285e-75,1.4976999232913124
0.5,-0.5,15.0,-100.0,ID01,low,edge,ABEF,-542.215344349341,182.54280058407932,-383.3240609304319,-18.856037348062898,-4.63280382780934,-0.9587061003275383,19.416823009403668,0.9587061003275383,19.44047667021858,21.733899015768852,0.011083761508585217,54.479047575676994
0.5,-0.5,15.0,-100.0,ID02,mid,edge,ABEF,-543.22998,1105.589,-259.92136,-0.2269334685962406,-0.055912716481853766,0.31462402656863275,0.23371998424075996,0.31462402656863275,0.39193533794206514,0.12181895464852015,5.308817157079783e-57,0.6153154479258279
0.5,-0.5,15.0,-100.0,ID03,high,edge,ABEF,-554.00287,1625.56145,-256.2951,-0.009329297696483711,-0.0034067407035900735,0.015140757325325403,0.00993185167685833,0.015140757325325403,0.01810757328068862,0.005806208119469838,1.5058183769632343e-101,0.03300131439091333
0.5,-0.5,15.0,-100.0,ID04,low,edge,BCGF,-321.178815,182.16379,479.93382,-8.578674844160604,19.652048919574618,-0.0965065502894144,21.4428703493536,0.0965065502894144,21.443087518672225,21.127649652231174,0.0035942841721756736,56.54204385990075
0.5,-0.5,15.0,-100.0,ID05,mid,edge,BCGF,-184.9818897969324,1103.586616559577,473.7040289339493,-0.053458958538541934,0.35510825804867374,0.43266041457879606,0.35910964228545716,0.43266041457879606,0.562276417365947,0.20610224250378814,1.2226255957785788e-64,0.908120352397579
0.5,-0.5,15.0,-100.0,ID06,high,edge,BCGF,-193.231255,1684.95255,476.52298,-0.002320584734053369,0.010539963533134713,0.01566341749639426,0.010792402178742744,0.01566341749639426,0.01902152970857184,0.006991833622553447,1.2405039949373857e-120,0.03343160625835557
0.5,-0.5,15.0,-100.0,ID07,low,edge,CDHG,352.14755,211.565355,53.795866,16.229854794784185,6.560321663264579,1.6279848982489458,17.505599303802132,1.6279848982489458,17.581135964840392,19.5035078033224,0.0012516696724299053,49.62061524335072
0.5,-0.5,15.0,-100.0,ID08,mid,edge,CDHG,391.90054,1132.2804,-71.53192899999999,0.1146656948901397,0.045458502264817194,0.1723339996334518,0.12334786991593732,0.1723339996334518,0.21192853616835455,0.06724893355549849,3.532323053713507e-61,0.37217993588555653
0.5,-0.5,15.0,-100.0,ID09,high,edge,CDHG,408.80994,1568.1853500000002,-62.4257885,0.005857031092961656,0.0031835787600133776,0.010289989030236169,0.006666332345835147,0.010289989030236169,0.012260663162631483,0.004024887899816586,4.562597372202199e-100,0.025100432213693197
0.5,-0.5,15.0,-100.0,ID10,low,edge,ADHE,65.499245,238.64973,-938.19342,3.873263249874474,-20.312236839917485,3.398931903268526,20.678228493846593,3.398931903268526,20.955712150313236,16.89703613120115,5.7093230828181564e-05,50.59077508201455
0.5,-0.5,15.0,-100.0,ID11,mid,edge,ADHE,-63.9057945,1133.4998500000002,-956.990295,-0.10105273632057482,-0.418890943689892,0.46505982442815413,0.43090750541535466,0.46505982442815413,0.6340046675856807,0.2288293111069844,1.0417322748501993e-66,1.406030128720821
0.5,-0.5,15.0,-100.0,ID12,high,edge,ADHE,-43.6886845,1590.1300500000002,-956.35754,-0.012629543873478923,-0.032709725725696054,0.043459737041945466,0.035063250498240904,0.043459737041945466,0.05584066868562229,0.0195474980473636,1.1745693005025072e-110,0.13505283131718396
0.5,-0.5,15.0,-100.0,ID13,mid,center,ABEF,-189.628155,1139.0976,-197.96616,-0.04101366375163546,-0.009240374377870599,0.12437082647024836,0.04204170706542997,0.12437082647024836,0.1312844530394519,0.03958596912834629,5.739549426063951e-53,0.16321794289397681
0.5,-0.5,15.0,-100.0,ID14,mid,center,BCGF,-198.69532,1132.6278,-194.690585,-0.04492450859925949,-0.009172985777005259,0.13151795052184823,0.0458514464433793,0.13151795052184823,0.1392814648487637,0.04212938000096867,9.94444400966961e-53,0.17265625844941668
0.5,-0.5,15.0,-100.0,ID15,mid,center,CDHG,-200.165335,1132.2551,-184.312585,-0.0448006491584053,-0.006816139058666553,0.1317304451583337,0.045316199274449326,0.1317304451583337,0.13930709995651466,0.04221685051932323,5.7277135637968435e-53,0.1672801957335852
0.5,-0.5,15.0,-100.0,ID16,mid,center,ADHE,-184.854655,1122.0572,-185.780155,-0.044078757041182776,-0.006862762978798574,0.13770253453048384,0.04460980091861864,0.13770253453048384,0.14474813419909038,0.04416403756877914,7.168259201056129e-52,0.17252253272373655
0.5,-0.5,15.0,-100.0,ID17,low,center,ABEF,-180.3984,209.458655,-328.203235,-4.398822173020583,-3.287789246250253,-1.9280765959193407,5.491738762688583,1.9280765959193407,5.820367170320806,19.645581453308758,0.007540828903172966,45.75416054322403
0.5,-0.5,15.0,-100.0,ID18,low,center,BCGF,-295.4243,206.90585,-224.00141,-8.8589601463906,-0.5331774215916147,-1.7442905578438872,8.874990312007785,1.7442905578438872,9.044777641734228,19.86589972512707,0.009606562889253628,45.76406629347675
0.5,-0.5,15.0,-100.0,ID19,low,center,CDHG,-188.530555,205.96057,-114.135095,-4.749389138054994,2.4200955780264404,-2.1571502060355274,5.3304371107309665,2.1571502060355274,5.750378839942375,19.943941053451493,0.0101383422822876,43.569803797550186
0.5,-0.5,15.0,-100.0,ID20,low,center,ADHE,-80.19599149999999,202.56013,-220.692665,-0.5727171768468601,-0.40618591045333363,-2.51443925016097,0.702133860817324,2.51443925016097,2.6106314755737356,20.24620218240424,0.022881471476702782,43.177149454823905
0.5,-0.5,15.0,-100.0,ID21,high,center,ABEF,-212.053465,1598.6443,-226.934745,-0.002641872481916742,-0.0012593453191591076,0.006860940984899209,0.0029266774409895057,0.006860940984899209,0.007459085201408187,0.0021957237231405276,2.497062727983303e-89,0.011862936945599194
0.5,-0.5,15.0,-100.0,ID22,high,center,BCGF,-232.83767,1599.3212,-235.17408,-0.002937503188116122,-0.001442624716364207,0.007266403618935959,0.0032726275456362716,0.007266403618935959,0.007969360865574034,0.0023490110354509675,2.8549966642630164e-90,0.013030762025572786
0.5,-0.5,15.0,-100.0,ID23,high,center,CDHG,-230.87733,1599.6642499999998,-223.24148,-0.002839158803961036,-0.001279517002257766,0.007095331059022716,0.0031141590314523377,0.007095331059022716,0.007748658549085033,0.0022869101811620125,8.907966877930535e-90,0.012316922629377074
0.5,-0.5,15.0,-100.0,ID24,high,center,ADHE,-218.202475,1599.5815,-226.071175,-0.002697783665600861,-0.0012662877057633955,0.006913230150937093,0.0029801881249596207,0.006913230150937093,0.007528231690109972,0.0022181590812889724,1.5493841975136713e-89,0.011985778549613113
0.5,-0.5,15.0,-200.0,ID01,low,edge,ABEF,-542.215344349341,182.54280058407932,-383.3240609304319,-11.784717636965588,-3.327294339393372,0.5773541057507499,12.245425978869292,0.5773541057507499,12.259029128254578,8.410300372398401,3.909269306539823e-06,28.23736261865437
0.5,-0.5,15.0,-200.0,ID02,mid,edge,ABEF,-543.22998,1105.589,-259.92136,-0.0026331041831861458,-0.0008532626460492127,0.003534771211318356,0.0027679044027305723,0.003534771211318356,0.004489532525666823,0.0013781595893488528,1.0299807263492434e-69,0.007766427028395215
0.5,-0.5,15.0,-200.0,ID03,high,edge,ABEF,-554.00287,1625.56145,-256.2951,-1.4986439529017779e-05,-6.889543531298656e-06,2.4170387453250914e-05,1.6494216556919757e-05,2.4170387453250914e-05,2.9262037001323665e-05,9.291007378483446e-06,1.0812632761388786e-118,5.8120031294028335e-05
0.5,-0.5,15.0,-200.0,ID04,low,edge,BCGF,-321.178815,182.16379,479.93382,-4.382462428973031,13.679501763523875,1.2053550147114083,14.364356770827332,1.2053550147114083,14.414840483026616,8.977671250071454,5.318199470119034e-07,32.17517590027593
0.5,-0.5,15.0,-200.0,ID05,mid,edge,BCGF,-184.9818897969324,1103.586616559577,473.7040289339493,-0.0012597605274212447,0.007068434504433297,0.008464675872287337,0.007179816357673213,0.008464675872287337,0.01109957208872465,0.00406023225300788,1.718636694693284e-78,0.018906865244771837
0.5,-0.5,15.0,-200.0,ID06,high,edge,BCGF,-193.231255,1684.95255,476.52298,-6.605453707144743e-06,2.405096065199016e-05,3.534960765744314e-05,2.4941546202286885e-05,3.534960765744314e-05,4.326286500563704e-05,1.5863336139554878e-05,1.125052943920177e-139,8.16225595872703e-05
0.5,-0.5,15.0,-200.0,ID07,low,edge,CDHG,352.14755,211.565355,53.795866,8.629868942715461,4.126021238221971,1.248401241141399,9.565494719391342,1.248401241141399,9.646615721878167,6.762212885398374,1.7450095574363627e-07,23.50400841164083
0.5,-0.5,15.0,-200.0,ID08,mid,edge,CDHG,391.90054,1132.2804,-71.53192899999999,0.0011929988074067086,0.0005847074342440727,0.0015618286692492668,0.0013285815511793453,0.0015618286692492668,0.002050472562660386,0.0006320114545946696,1.8431600634049635e-74,0.004234643561198058
0.5,-0.5,15.0,-200.0,ID09,high,edge,CDHG,408.80994,1568.1853500000002,-62.4257885,1.1698461317631643e-05,7.406187472924091e-06,1.8025257588653056e-05,1.3845779504391277e-05,1.8025257588653056e-05,2.2729177750669207e-05,7.310001448671263e-06,3.3539083388866865e-117,5.310704297269116e-05
0.5,-0.5,15.0,-200.0,ID10,low,edge,ADHE,65.499245,238.64973,-938.19342,1.3147105512225123,-11.752094371886258,2.0004229297321894,11.825404261978383,2.0004229297321894,11.9934097677439,6.420307116218717,2.0245050165460302e-09,24.87737391892195
0.5,-0.5,15.0,-200.0,ID11,mid,edge,ADHE,-63.9057945,1133.4998500000002,-956.990295,-0.0032514706428981677,-0.009821623178547881,0.010784241530723429,0.010345836998668478,0.010784241530723429,0.014944437379707461,0.005304936370435378,8.756643129066951e-81,0.03597981372953355
0.5,-0.5,15.0,-200.0,ID12,high,edge,ADHE,-43.6886845,1590.1300500000002,-956.35754,-7.037294496132868e-05,-0.00015331775562402145,0.00020206024318263432,0.0001686970230090542,0.00020206024318263432,0.0002632242911418752,9.081521670146965e-05,6.824414666534813e-129,0.0006716904477465184
0.5,-0.5,15.0,-200.0,ID13,mid,center,ABEF,-189.628155,1139.0976,-197.96616,-0.00019612481007152607,-6.134237221565532e-05,0.0004764135836294188,0.00020549410637445584,0.0004764135836294188,0.0005188426836925248,0.00015216633678127625,6.512176328940016e-65,0.0007319660526483331
0.5,-0.5,15.0,-200.0,ID14,mid,center,BCGF,-198.69532,1132.6278,-194.690585,-0.0002239510704063103,-6.393640692313036e-05,0.0005273678700666559,0.00023289900400468065,0.0005273678700666559,0.0005765056950672851,0.00016961489288238826,1.173135479395137e-64,0.000805092551448012
0.5,-0.5,15.0,-200.0,ID15,mid,center,CDHG,-200.165335,1132.2551,-184.312585,-0.00022198925673147618,-4.8503460101792826e-05,0.0005255217540414735,0.00022722635354650096,0.0005255217540414735,0.0005725425134580544,0.00016911075854118113,6.162320694941477e-65,0.0007608440584764389
0.5,-0.5,15.0,-200.0,ID16,mid,center,ADHE,-184.854655,1122.0572,-185.780155,-0.0002232914779718602,-5.042247107616511e-05,0.0005558091837266281,0.0002289137604520192,0.0005558091837266281,0.0006011034506964212,0.00017881049768916514,1.073953951902661e-63,0.0007977293842708626
0.5,-0.5,15.0,-200.0,ID17,low,center,ABEF,-180.3984,209.458655,-328.203235,-2.6074622168278294,-2.2202602459842185,-0.5447298774083266,3.42467732379017,0.5447298774083266,3.467729143318995,6.32609402699607,3.5957441480455727e-06,17.968254995015418
0.5,-0.5,15.0,-200.0,ID18,low,center,BCGF,-295.4243,206.90585,-224.00141,-5.122694604458425,-0.44541508555410675,-0.39843192664272165,5.142022424006592,0.39843192664272165,5.157435662144014,6.548059041082353,5.187045894202175e-06,17.887412091653403
0.5,-0.5,15.0,-200.0,ID19,low,center,CDHG,-188.530555,205.96057,-114.135095,-2.7587217386210403,1.5461949593971722,-0.6343249596952392,3.162477586261366,0.6343249596952392,3.2254662667741365,6.5074627700636976,5.610830821371027e-06,16.121460253258686
0.5,-0.5,15.0,-200.0,ID20,low,center,ADHE,-80.19599149999999,202.56013,-220.692665,-0.4823063361055565,-0.32338069769296607,-0.8068012320858441,0.5806844904833911,0.8068012320858441,0.994043613521656,6.612360684107495,2.1642970237264432e-05,15.065549047981733
0.5,-0.5,15.0,-200.0,ID21,high,center,ABEF,-212.053465,1598.6443,-226.934745,-2.127061215846664e-06,-1.2799937170740963e-06,4.894486174908635e-06,2.4824933699223146e-06,4.894486174908635e-06,5.488056873619296e-06,1.573006095233177e-06,4.2129894729301666e-105,9.86047133326245e-06
0.5,-0.5,15.0,-200.0,ID22,high,center,BCGF,-232.83767,1599.3212,-235.17408,-2.4973306295530014e-06,-1.5449575660157991e-06,5.557811292267808e-06,2.93658886364657e-06,5.557811292267808e-06,6.285922407614702e-06,1.8058461545696297e-06,3.7183279022618063e-106,1.1585191984385939e-05
0.5,-0.5,15.0,-200.0,ID23,high,center,CDHG,-230.87733,1599.6642499999998,-223.24148,-2.3415613783497865e-06,-1.3358281724721723e-06,5.237641081727351e-06,2.6958016609071403e-06,5.237641081727351e-06,5.890690171444069e-06,1.6956816530398529e-06,1.3331438622437216e-105,1.0520288632138536e-05
0.5,-0.5,15.0,-200.0,ID24,high,center,ADHE,-218.202475,1599.5815,-226.071175,-2.1857563337736174e-06,-1.2963234777933517e-06,4.980558309609915e-06,2.5412566398751892e-06,4.980558309609915e-06,5.591417207214475e-06,1.6049543972079988e-06,2.4783704217777236e-105,1.0040012989012639e-05
0.5,-0.5,15.0,-300.0,ID01,low,edge,ABEF,-542.215344349341,182.54280058407932,-383.3240609304319,-3.261245941039777,-1.0198654112465768,0.3039552599669967,3.4169943729841825,0.3039552599669967,3.4304867504578955,1.6611674544640278,8.206802017273111e-11,7.567812485189914
0.5,-0.5,15.0,-300.0,ID02,mid,edge,ABEF,-543.22998,1105.589,-259.92136,-4.7558248715002276e-06,-1.904417130768875e-06,6.417752015874905e-06,5.122955671909148e-06,6.417752015874905e-06,8.211712108544266e-06,2.5021588001624092e-06,7.578440546916719e-84,1.534344789397813e-05
0.5,-0.5,15.0,-300.0,ID03,high,edge,ABEF,-554.00287,1625.56145,-256.2951,-2.541831218623241e-09,-1.379415998910348e-09,4.135455967390912e-09,2.8920052631379396e-09,4.135455967390912e-09,5.046354179033279e-09,1.5886552590026075e-09,2.655520926792768e-137,1.0677936647562023e-08
0.5,-0.5,15.0,-300.0,ID04,low,edge,BCGF,-321.178815,182.16379,479.93382,-1.10001624183657,4.575986706536134,0.4965447098653436,4.706345723669232,0.4965447098653436,4.7324672972557265,2.3800921440074756,3.8566719393053535e-12,10.473329112425654
0.5,-0.5,15.0,-300.0,ID05,mid,edge,BCGF,-184.9818897969324,1103.586616559577,473.7040289339493,-5.912195347255109e-06,2.6960980284583064e-05,3.236084559038791e-05,2.7601603426789932e-05,3.236084559038791e-05,4.253319690611923e-05,1.5541777278379456e-05,8.388211907571207e-94,7.62276644386382e-05
0.5,-0.5,15.0,-300.0,ID06,high,edge,BCGF,-193.231255,1684.95255,476.52298,-2.288126820236415e-09,6.701385552977356e-09,9.90249135408346e-09,7.081249372472264e-09,9.90249135408346e-09,1.2173883016229313e-08,4.448706839331319e-09,3.2600471825436524e-160,2.447718412336916e-08
0.5,-0.5,15.0,-300.0,ID07,low,edge,CDHG,352.14755,211.565355,53.795866,2.02356600191327,1.0135429931185849,0.3391012191857916,2.2632032085075866,0.3391012191857916,2.288466386000093,1.1503059846702426,1.3419984391597874e-12,5.62459516749471
0.5,-0.5,15.0,-300.0,ID08,mid,edge,CDHG,391.90054,1132.2804,-71.53192899999999,2.0289834494419246e-06,1.1720952402397824e-06,2.6375843606720287e-06,2.343198901139637e-06,2.6375843606720287e-06,3.5280918851361676e-06,1.0746258389681127e-06,3.506374281975959e-89,7.88925955481898e-06
0.5,-0.5,15.0,-300.0,ID09,high,edge,CDHG,408.80994,1568.1853500000002,-62.4257885,2.7456855167611583e-09,1.922525225931539e-09,4.206830481342133e-09,3.351849071974319e-09,4.206830481342133e-09,5.3788767321852975e-09,1.7151347509563419e-09,8.266511979089603e-136,1.3198056088618795e-08
0.5,-0.5,15.0,-300.0,ID10,low,edge,ADHE,65.499245,238.64973,-938.19342,0.1850765988601308,-3.112409599417057,0.524746805100233,3.1179074492340337,0.524746805100233,3.161756801439981,1.4921410128706452,3.419807587463398e-15,6.3883981193879915
0.5,-0.5,15.0,-300.0,ID11,mid,edge,ADHE,-63.9057945,1133.4998500000002,-956.990295,-1.9027070928116414e-05,-4.7534731249627944e-05,5.19847383952813e-05,5.1201368175840076e-05,5.19847383952813e-05,7.296569830477718e-05,2.5527160257129424e-05,2.537480390923595e-96,0.00018537886619446694
0.5,-0.5,15.0,-300.0,ID12,high,edge,ADHE,-43.6886845,1590.1300500000002,-956.35754,-5.107193575911166e-08,-1.0159454901466695e-07,1.3345032286103083e-07,1.1370925649073778e-07,1.3345032286103083e-07,1.7532479483344552e-07,5.992212208035645e-08,1.2741367746722366e-148,4.605034582958139e-07
0.5,-0.5,15.0,-300.0,ID13,mid,center,ABEF,-189.628155,1139.0976,-197.96616,-1.0237021228560445e-07,-3.964595162019064e-08,2.213355530146577e-07,1.0977915031220737e-07,2.213355530146577e-07,2.47064543938572e-07,7.082498179188195e-08,3.0852794604979546e-78,3.790860925188264e-07
0.5,-0.5,15.0,-300.0,ID14,mid,center,BCGF,-198.69532,1132.6278,-194.690585,-1.2311742549200429e-07,-4.329519520698379e-08,2.5919461613268797e-07,1.3050813916300415e-07,2.5919461613268797e-07,2.901968701071077e-07,8.35431709824118e-08,5.76720672182467e-78,4.3729364332310734e-07
0.5,-0.5,15.0,-300.0,ID15,mid,center,CDHG,-200.165335,1132.2551,-184.312585,-1.211267782619404e-07,-3.2010554795444834e-08,2.5535007885739776e-07,1.2528516285031303e-07,2.5535007885739776e-07,2.8442931424680667e-07,8.237808078424983e-08,2.7507603138277023e-78,4.001408135480481e-07
0.5,-0.5,15.0,-300.0,ID16,mid,center,ADHE,-184.854655,1122.0572,-185.780155,-1.2424579696064268e-07,-3.459225652803145e-08,2.7213306561518435e-07,1.2897147852950426e-07,2.7213306561518435e-07,3.011478833981813e-07,8.772178042280636e-08,6.7366752698104506e-77,4.267312012798205e-07
0.5,-0.5,15.0,-300.0,ID17,low,center,ABEF,-180.3984,209.458655,-328.203235,-0.5546029014702054,-0.524113196848915,-0.05415682580067599,0.763072094516868,0.05415682580067599,0.7649914922475705,0.7933397781208865,1.235136523164494e-10,2.965521417600122
0.5,-0.5,15.0,-300.0,ID18,low,center,BCGF,-295.4243,206.90585,-224.00141,-1.0882925341623673,-0.13773784002056394,-0.021975582458617596,1.0969741804104043,0.021975582458617596,1.0971942757376534,0.8656967065000161,2.0560296939068192e-10,2.9174218151678306
0.5,-0.5,15.0,-300.0,ID19,low,center,CDHG,-188.530555,205.96057,-114.135095,-0.5495445117396003,0.3414339434843107,-0.07016039014659761,0.6469747353230751,0.07016039014659761,0.6507678453118946,0.8164504689730971,2.289943958638734e-10,2.4322749437684044
0.5,-0.5,15.0,-300.0,ID20,low,center,ADHE,-80.19599149999999,202.56013,-220.692665,-0.09683592220195479,-0.08007877112243679,-0.09730867084267585,0.12565749246735214,0.09730867084267585,0.1589301193429077,0.8018673127577672,1.6947074140167347e-09,1.9897540626797696
0.5,-0.5,15.0,-300.0,ID21,high,center,ABEF,-212.053465,1598.6443,-226.934745,-1.4358200031696372e-10,-1.0121514615648022e-10,3.173837751069287e-10,1.7567098971229776e-10,3.173837751069287e-10,3.627571602706468e-10,1.0215587122511682e-10,2.6157726020105565e-122,7.018272375712127e-10
0.5,-0.5,15.0,-300.0,ID22,high,center,BCGF,-232.83767,1599.3212,-235.17408,-1.82028562144749e-10,-1.3159019196817274e-10,3.9367092129121597e-10,2.2461161158476494e-10,3.9367092129121597e-10,4.532407421326773e-10,1.2812706851418748e-10,1.7694248733945145e-123,8.968300613860423e-10
0.5,-0.5,15.0,-300.0,ID23,high,center,CDHG,-230.87733,1599.6642499999998,-223.24148,-1.6314098076240127e-10,-1.0931876889214047e-10,3.5291882917273943e-10,1.9638119267437855e-10,3.5291882917273943e-10,4.038777944141874e-10,1.144095663267522e-10,7.319338255279575e-123,7.747900016965081e-10
0.5,-0.5,15.0,-300.0,ID24,high,center,ADHE,-218.202475,1599.5815,-226.071175,-1.4884115617493163e-10,-1.0349865874182901e-10,3.2661338807005335e-10,1.8128889136637126e-10,3.2661338807005335e-10,3.7355316542554855e-10,1.0540340221213237e-10,1.457080613188403e-122,7.216916351352764e-10
0.5,-0.5,30.0,0.0,ID01,low,edge,ABEF,-542.215344349341,182.54280058407932,-383.3240609304319,-50.85704517608755,-11.508029956143115,-121.12119521096496,52.142821150318454,121.12119521096496,131.86818314835,110.6585178234619,62.0937020913121,147.58607473321996
0.5,-0.5,30.0,0.0,ID02,mid,edge,ABEF,-543.22998,1105.589,-259.92136,-25.730798479991087,-1.817678657334125,101.60111470070666,25.794920936479716,101.60111470070666,104.8244458823675,34.759268905418935,2.9287800576029937e-10,90.5340283551106
