experiment_id,seed_id,wall_time_s,status
X_A0_L2_I0_T11,S02,1.55704065298778,ok
X_A0_L2_I0_T12,S02,1.5417725860024802,ok
X_A0_L2_I1_T11,S02,1.2700903820223175,ok
X_A0_L2_I1_T12,S02,1.6307185670011677,ok
X_A0_L2_I2_T11,S02,1.3498674859874882,ok
X_A0_L2_I2_T12,S02,1.79053930399823,ok
X_A0_L2_I3_T11,S02,1.1741981520026457,ok
X_A0_L2_I3_T12,S02,1.4620569359976798,ok
X_A0_L2_I4_T11,S02,1.3384125419834163,ok
X_A0_L2_I4_T12,S02,1.4074756579939276,ok
X_A0_L2_I5_T11,S02,1.2170361600001343,ok
X_A0_L2_I5_T12,S02,1.7072792949911673,ok
X_A0_L2_I6_T11,S02,1.1760517139919102,ok
X_A0_L2_I6_T12,S02,2.0442146790155675,ok
X_A0_L2_I7_T11,S02,1.5591482959862333,ok
X_A0_L2_I7_T12,S02,1.432081372011453,ok
X_A0_L2_I8_T11,S02,1.3664971470134333,ok
X_A0_L2_I8_T12,S02,1.5930592110089492,ok
X_A1_L2_I0_T11,S02,1.1991578009910882,ok
X_A1_L2_I0_T12,S02,1.599833038984798,ok
X_A1_L2_I1_T11,S02,1.3517062620085198,ok
X_A1_L2_I1_T12,S02,1.8925970119889826,ok
X_A1_L2_I2_T11,S02,1.5167428350250702,ok
X_A1_L2_I2_T12,S02,2.002138645009836,ok
X_A1_L2_I3_T11,S02,1.465644712006906,ok
X_A1_L2_I3_T12,S02,1.7288071009970736,ok
X_A1_L2_I4_T11,S02,1.4473120949987788,ok
X_A1_L2_I4_T12,S02,1.7169082239852287,ok
X_A1_L2_I5_T11,S02,1.1933626139943954,ok
X_A1_L2_I5_T12,S02,1.7525486660015304,ok
X_A1_L2_I6_T11,S02,1.3144295339880046,ok
X_A1_L2_I6_T12,S02,1.9197895230026916,ok
X_A1_L2_I7_T11,S02,1.1978204250044655,ok
X_A1_L2_I7_T12,S02,1.7006581039750017,ok
X_A1_L2_I8_T11,S02,1.1745856649940833,ok
X_A1_L2_I8_T12,S02,1.6395227730099577,ok
X_A2_L2_I0_T11,S02,1.323526905005565,ok
X_A2_L2_I0_T12,S02,1.7991029119875748,ok
X_A2_L2_I1_T11,S02,1.5048621530004311,ok
X_A2_L2_I1_T12,S02,1.609842417994514,ok
X_A2_L2_I2_T11,S02,1.5023928390000947,ok
X_A2_L2_I2_T12,S02,1.7300025900185574,ok
X_A2_L2_I3_T11,S02,1.1801581129839178,ok
X_A2_L2_I3_T12,S02,1.8589417879993562,ok
X_A2_L2_I4_T11,S02,1.3373975580034312,ok
X_A2_L2_I4_T12,S02,1.6194923160073813,ok
X_A2_L2_I5_T11,S02,1.265835723024793,ok
X_A2_L2_I5_T12,S02,1.6061653580109123,ok
X_A2_L2_I6_T11,S02,1.4442339889938012,ok
X_A2_L2_I6_T12,S02,1.6095001329958905,ok
X_A2_L2_I7_T11,S02,1.3733338739839382,ok
X_A2_L2_I7_T12,S02,1.59531921899179,ok
X_A2_L2_I8_T11,S02,1.3561029209813569,ok
X_A2_L2_I8_T12,S02,1.5532901390106417,ok
X_A3_L2_I0_T11,S02,1.4302476579905488,ok
X_A3_L2_I0_T12,S02,1.680102277023252,ok
X_A3_L2_I1_T11,S02,1.223715814994648,ok
X_A3_L2_I1_T12,S02,1.723555463977391,ok
X_A3_L2_I2_T11,S02,1.5315693839802407,ok
X_A3_L2_I2_T12,S02,1.449911487987265,ok
X_A3_L2_I3_T11,S02,1.2732474340009503,ok
X_A3_L2_I3_T12,S02,1.5705630680022296,ok
X_A3_L2_I4_T11,S02,1.3340323109878227,ok
X_A3_L2_I4_T12,S02,1.6438519410148729,ok
X_A3_L2_I5_T11,S02,1.3867823060136288,ok
X_A3_L2_I5_T12,S02,1.5601942309876904,ok
X_A3_L2_I6_T11,S02,1.5949843709822744,ok
X_A3_L2_I6_T12,S02,1.9046687099908013,ok
X_A3_L2_I7_T11,S02,1.7207076369959395,ok
X_A3_L2_I7_T12,S02,2.1612243029812817,ok
X_A3_L2_I8_T11,S02,1.338415673992131,ok
X_A3_L2_I8_T12,S02,1.8504757650080137,ok
X_A0_U4_P0_L2_I0_T1,S02,0.2008444020175375,ok
X_A0_U4_P0_L2_I0_T2,S02,7.999031528015621,ok
X_A0_U4_P0_L2_I0_T3,S02,7.156936079001753,ok
X_A0_U4_P0_L2_I0_T4,S02,7.420001206977759,ok
X_A0_U4_P0_L2_I0_T5,S02,6.441970224987017,ok
X_A0_U4_P0_L2_I1_T1,S02,0.11833180699613877,ok
X_A0_U4_P0_L2_I1_T2,S02,6.251476325996919,ok
X_A0_U4_P0_L2_I1_T3,S02,6.614949743991019,ok
X_A0_U4_P0_L2_I1_T4,S02,6.668653497006744,ok
X_A0_U4_P0_L2_I1_T5,S02,6.291918064991478,ok
X_A0_U4_P0_L2_I2_T1,S02,0.14392765299999155,ok
X_A0_U4_P0_L2_I2_T2,S02,6.563761479017558,ok
X_A0_U4_P0_L2_I2_T3,S02,6.649866400985047,ok
X_A0_U4_P0_L2_I2_T4,S02,6.249342144001275,ok
X_A0_U4_P0_L2_I2_T5,S02,6.733530797995627,ok
X_A0_U4_P0_L2_I3_T1,S02,0.11853062399313785,ok
X_A0_U4_P0_L2_I3_T2,S02,6.958364719990641,ok
X_A0_U4_P0_L2_I3_T3,S02,6.723499606014229,ok
X_A0_U4_P0_L2_I3_T4,S02,6.82197445697966,ok
X_A0_U4_P0_L2_I3_T5,S02,6.303765963006299,ok
X_A0_U4_P0_L2_I4_T1,S02,0.12301072699483484,ok
X_A0_U4_P0_L2_I4_T2,S02,6.657913822011324,ok
X_A0_U4_P0_L2_I4_T3,S02,6.628658633999294,ok
X_A0_U4_P0_L2_I4_T4,S02,6.4270769319846295,ok
X_A0_U4_P0_L2_I4_T5,S02,6.550541488017188,ok
X_A0_U4_P0_L2_I5_T1,S02,0.12048940800013952,ok
