experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L16_I0_T11,imu_only_diagnostic_screening,Phase4 L16 single-I T11.,34,17,40661,4005.7317790270886,15454.359763879276,19280.894480618066,8790.692795147623,40661,2800.198466264566,12976.501166466249,17386.803583598114,7437.754852988166,40661,1669.864781540054,8144.696974085724,10979.265093416321,4685.731806827118,4467.2403155127095,16381.575867862615,7983.334533493458,11683.75216873677,7450.534615173697,10556.426456717387,10375.438417159754,2326.6332694109733,8396.357377574861,560.6151435975512,1085.6968872880636,18232.806450600205,13010.22483080372,152.08853818278988,nan,nan,nan,nan,nan,17,20938.50759675126,8166.591095594429,43017.5244709397,A0,L16,I0,T11,imu_only,S03,X_A0_L16_I0_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,29055.925875777935,1372,,,
X_A0_L16_I0_T12,imu_only_diagnostic_screening,Phase4 L16 single-I T12.,34,17,40661,4004.5330164763755,15454.660796209142,19279.737640154708,8790.688420491255,40661,2799.9215800990164,12977.39124988256,17384.364570926766,7437.75112462502,40661,1669.5774278195913,8144.79673036707,10979.439399063955,4685.729517833727,4467.799715940233,16382.25226013664,7983.33016713866,11682.415984610234,7449.592440002012,10572.649886724801,10391.97317308537,2325.9015385187777,8395.140606261863,559.3568023126369,1080.6678689649782,18232.806450600205,13010.22483080372,152.08853818278988,nan,nan,nan,nan,nan,17,20995.59097158236,8236.419448440578,43123.73531885517,A0,L16,I0,T12,imu_only,S03,X_A0_L16_I0_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,29096.071990226643,1373,,,
X_A0_L16_I1_T11,imu_only_diagnostic_screening,Phase4 L16 single-I T11.,34,17,40661,1754.330842257575,7425.080607575579,9227.373972435675,4176.8901694830565,40661,1211.2305541781286,5948.424069162522,7757.077294328366,3383.4967571064517,40661,731.7459579000397,4306.520254545406,5633.04632019364,2449.1551977313156,2030.3012465712836,8084.037987019208,4042.4605639261076,5779.508280583414,4040.445015678601,4775.254894955848,4499.199136059875,1007.9526217198048,2620.6766330470446,504.260616875161,951.9811314414558,8973.571392160371,6484.803909212096,74.84710024691623,nan,nan,nan,nan,nan,17,5592.0703576022,1293.7049916675878,9350.068003226013,A0,L16,I1,T11,imu_only,S03,X_A0_L16_I1_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,10084.50210887307,1358,,,
X_A0_L16_I1_T12,imu_only_diagnostic_screening,Phase4 L16 single-I T12.,34,17,40661,1754.4687392009648,7425.541800617763,9228.508708511303,4176.888732892288,40661,1211.1889172813642,5947.071452585528,7756.525846601177,3383.4954020515747,40661,731.9028825759788,4304.107919327219,5632.565824867274,2449.1546197123607,2029.8802424716434,8082.528891161846,4042.457964019918,5778.831429803522,4039.8903548752796,4782.268263108913,4500.806939007805,1006.4290512748771,2625.2746397995297,503.15010969776836,951.8003907986575,8973.571392160371,6484.803909212096,74.84710024691623,nan,nan,nan,nan,nan,17,5612.427312176638,1293.8824774650782,9384.327755256985,A0,L16,I1,T12,imu_only,S03,X_A0_L16_I1_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,10100.1017928017,1359,,,
X_A0_L16_I2_T11,imu_only_diagnostic_screening,Phase4 L16 single-I T11.,34,17,40661,1819.2198615950272,8228.283201904253,10255.862856351945,4527.466991440235,40661,1166.822044554642,6209.595960232921,8010.378591635443,3474.699270971758,40661,643.3465204394834,5106.908259283007,7037.478569975091,2902.4855443032307,2093.0116023368682,9062.84426884185,4327.337213171093,6399.639194821904,4593.772838906859,4586.479699767471,4399.969838672509,778.04579195216,2700.1777662257896,536.3831528532957,1011.7859578291686,10199.694570537195,7204.89446125949,85.07699977363217,nan,nan,nan,nan,nan,17,8048.840101945178,2163.7895291334307,14733.158799114142,A0,L16,I2,T11,imu_only,S03,X_A0_L16_I2_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,12249.284050906033,1368,,,
X_A0_L16_I2_T12,imu_only_diagnostic_screening,Phase4 L16 single-I T12.,34,17,40661,1818.7038806827456,8227.959968025922,10258.950432721822,4527.465060416411,40661,1166.4621864736832,6208.536850324377,8010.402424397013,3474.698202221895,40661,643.377316189554,5107.598031414712,7037.057996207944,2902.4838116288106,2093.676182297743,9062.982858848629,4327.336227344285,6401.293884437402,4594.281582800503,4594.881091365454,4409.4360546009975,778.4773967270687,2705.8430044602646,534.6809401040305,1007.013809065134,10199.694570537195,7204.89446125949,85.07699977363217,nan,nan,nan,nan,nan,17,8054.947901112757,2170.016240868875,14760.439390529458,A0,L16,I2,T12,imu_only,S03,X_A0_L16_I2_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,12257.105215903825,1369,,,
X_A0_L16_I3_T11,imu_only_diagnostic_screening,Phase4 L16 single-I T11.,34,17,40661,1067.6484163850578,4132.92389079935,5115.036557592288,2365.9931912535185,40661,660.61429187425,3265.9857421497654,4232.058415125899,1819.0998297056171,40661,439.539221769636,2490.418918475312,3547.5547022076444,1512.8779166287686,1100.8652715522835,4409.967001406847,2200.0998494923524,3444.034499258983,1801.0421640336076,2194.0408868089244,2183.448770582743,551.6766311769587,1499.5479380322158,378.5545226972493,756.4483481820223,5016.24830772283,3909.1339241847586,41.839188107159735,nan,nan,nan,nan,nan,17,1179.1448112504968,1219.173450877959,1837.8291969328873,A0,L16,I3,T11,imu_only,S03,X_A0_L16_I3_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,4219.529058936136,1306,,,
X_A0_L16_I3_T12,imu_only_diagnostic_screening,Phase4 L16 single-I T12.,34,17,40661,1067.3410621476698,4133.805855181126,5117.215110083522,2365.9937204830067,40661,660.6614104861048,3267.3832193421335,4233.340691481016,1819.1006435844577,40661,439.8766419167996,2489.1946021084514,3548.220367230623,1512.8777656756124,1099.5018622202401,4410.328012757167,2200.101447478846,3444.5817883585228,1800.0834978068533,2195.9724358452613,2185.3783472093764,551.2550526046346,1500.8546257901348,377.716530229682,755.4432853953103,5016.24830772283,3909.1339241847586,41.839188107159735,nan,nan,nan,nan,nan,17,1182.8148551127697,1224.2438959522685,1843.3212581485666,A0,L16,I3,T12,imu_only,S03,X_A0_L16_I3_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,4221.514378159255,1307,,,
X_A0_L16_I4_T11,imu_only_diagnostic_screening,Phase4 L16 single-I T11.,34,17,40661,1545.0174104150515,5789.066517525771,7283.22950864629,3391.358292873288,40661,1167.1513431188857,4686.238438617898,5955.655600659374,2772.6413093746078,40661,479.84546559641666,3488.8186978052263,4575.532832332647,1952.887923100013,1741.293395276511,5842.139867242902,2938.417917417631,4716.10438215704,2942.42132493545,3144.615287363167,2810.702087836861,690.798971960096,1492.5535452578833,516.0302610720894,955.3187876640388,6495.589425567117,5288.530995879877,54.15937742153356,nan,nan,nan,nan,nan,17,3787.951565853401,1608.54047271838,8902.814999546334,A0,L16,I4,T11,imu_only,S03,X_A0_L16_I4_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,7183.885217537849,1336,,,
X_A0_L16_I4_T12,imu_only_diagnostic_screening,Phase4 L16 single-I T12.,34,17,40661,1545.3956339644244,5788.696275159846,7283.568931945142,3391.358389403746,40661,1167.3844935740253,4687.083503531014,5954.25544423552,2772.6417471593454,40661,479.63159122677393,3488.9275274806605,4574.534525090881,1952.8874691820677,1741.5997331146812,5840.915501957972,2938.4155748933263,4716.3705010527365,2942.9090602178358,3147.364223429801,2814.0099286882014,691.1947049747757,1491.397623228063,514.3471321934835,957.2895084870541,6495.589425567117,5288.530995879877,54.15937742153356,nan,nan,nan,nan,nan,17,3797.227684055061,1612.7045188005104,8923.338277669322,A0,L16,I4,T12,imu_only,S03,X_A0_L16_I4_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,7189.678349252545,1337,,,
