row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L19:I0:T6,simulate_imu_prior,0.6027626799914287,,,,
R2:L19:I0:T6,cpu_golden,20.50039787798596,,,,
R2:L19:I0:T6,torch_gpu,2.184029505995568,0,1,2.184029505995568,2.184029505995568
R2:L19:I0:T8,simulate_imu_prior,0.6256119669997133,,,,
R2:L19:I0:T8,cpu_golden,20.319672957004514,,,,
R2:L19:I0:T8,torch_gpu,2.148347749011009,0,1,2.148347749011009,2.148347749011009
R2:L19:I1:T6,simulate_imu_prior,0.5631559629982803,,,,
R2:L19:I1:T6,cpu_golden,19.841931716000545,,,,
R2:L19:I1:T6,torch_gpu,2.0819163080013823,0,1,2.0819163080013823,2.0819163080013823
R2:L19:I1:T8,simulate_imu_prior,0.5643945379997604,,,,
R2:L19:I1:T8,cpu_golden,20.064555928998743,,,,
R2:L19:I1:T8,torch_gpu,2.2254052470088936,0,1,2.2254052470088936,2.2254052470088936
