sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
4351,,BSF66F,,cal_static,4,A,ok,ok,3734,3734,0,0,100,100
4351,,BSF66F,,cal_static,4,B,ok,ok,2510,2510,0,0,100,100
4351,,BSF66F,,cal_static,4,C,ok,ok,2136,2136,0,0,100,100
4351,,BSF66F,,cal_static,4,D,ok,ok,3459,3459,0,0,100,100
4352,,BSF66F,,cal_static,4,E,ok,ok,3825,3825,0,0,100,100
4352,,BSF66F,,cal_static,4,F,ok,ok,2361,2361,0,0,100,100
4352,,BSF66F,,cal_static,4,G,ok,ok,1995,1995,0,0,75,75
4352,,BSF66F,,cal_static,4,H,ok,ok,3489,3489,0,0,100,100
4353,,BSF66F,,cal_static,4,A,ok,ok,3714,3714,0,0,100,100
4353,,BSF66F,,cal_static,4,B,ok,ok,2502,2502,0,0,100,100
4353,,BSF66F,,cal_static,4,C,ok,ok,2193,2193,0,0,100,100
4353,,BSF66F,,cal_static,4,D,ok,ok,3475,3475,0,0,100,100
4354,,BSF66F,,cal_static,4,E,ok,ok,3802,3802,0,0,100,100
4354,,BSF66F,,cal_static,4,F,ok,ok,2323,2323,0,0,100,100
4354,,BSF66F,,cal_static,4,G,ok,ok,2011,2011,0,0,80,80
4354,,BSF66F,,cal_static,4,H,ok,ok,3502,3502,0,0,100,100
4355,,BSF66F,,cal_static,4,A,ok,ok,3750,3750,0,0,100,100
4355,,BSF66F,,cal_static,4,B,ok,ok,2549,2549,0,0,100,100
4355,,BSF66F,,cal_static,4,C,ok,ok,2141,2141,0,0,100,100
4355,,BSF66F,,cal_static,4,D,ok,ok,3494,3494,0,0,100,100
4356,,BSF66F,,cal_static,4,E,ok,ok,3748,3748,0,0,100,100
4356,,BSF66F,,cal_static,4,F,ok,ok,2329,2329,0,0,100,100
4356,,BSF66F,,cal_static,4,G,timeout,rx_timeout,0,2011,0,0,66,66
4356,,BSF66F,,cal_static,4,H,ok,ok,3528,3528,0,0,100,100
4357,,BSF66F,,cal_static,4,A,ok,ok,3720,3720,0,0,100,100
4357,,BSF66F,,cal_static,4,B,ok,ok,2551,2551,0,0,100,100
4357,,BSF66F,,cal_static,4,C,ok,ok,2119,2119,0,0,100,100
4357,,BSF66F,,cal_static,4,D,ok,ok,3497,3497,0,0,100,100
4358,,BSF66F,,cal_static,4,E,ok,ok,3802,3802,0,0,100,100
4358,,BSF66F,,cal_static,4,F,ok,ok,2369,2369,0,0,100,100
4358,,BSF66F,,cal_static,4,G,ok,ok,1973,1973,0,0,71,71
4358,,BSF66F,,cal_static,4,H,ok,ok,3502,3502,0,0,100,100
4359,,BSF66F,,cal_static,4,A,ok,ok,3745,3745,0,0,100,100
4359,,BSF66F,,cal_static,4,B,ok,ok,2545,2545,0,0,100,100
4359,,BSF66F,,cal_static,4,C,ok,ok,2182,2182,0,0,100,100
4359,,BSF66F,,cal_static,4,D,ok,ok,3497,3497,0,0,100,100
4360,,BSF66F,,cal_static,4,E,ok,ok,3759,3759,0,0,100,100
4360,,BSF66F,,cal_static,4,F,ok,ok,2352,2352,0,0,100,100
4360,,BSF66F,,cal_static,4,G,ok,ok,1958,1958,0,0,75,75
4360,,BSF66F,,cal_static,4,H,ok,ok,3545,3545,0,0,100,100
4361,,BSF66F,,cal_static,4,A,ok,ok,3790,3790,0,0,100,100
4361,,BSF66F,,cal_static,4,B,ok,ok,2572,2572,0,0,100,100
4361,,BSF66F,,cal_static,4,C,ok,ok,2133,2133,0,0,100,100
