sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
4351,,BSF66F,,cal_static,4,success,100,4,4,15972716,15973669,0
4352,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
4353,,BSF66F,,cal_static,4,success,100,4,4,13974191,13975100,0
4354,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4355,,BSF66F,,cal_static,4,success,100,4,4,3255548,3256577,0
4356,,BSF66F,,cal_static,4,pending,91,4,3,0,0,0
4357,,BSF66F,,cal_static,4,success,100,4,4,141251,142466,0
4358,,BSF66F,,cal_static,4,pending,92,4,4,0,0,0
4359,,BSF66F,,cal_static,4,success,100,4,4,6115460,6116431,0
4360,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
4361,,BSF66F,,cal_static,4,success,100,4,4,13128702,13129702,0
4362,,BSF66F,,cal_static,4,pending,91,4,3,0,0,0
4363,,BSF66F,,cal_static,4,success,100,4,4,24434891,24435798,0
4364,,BSF66F,,cal_static,4,pending,92,4,4,0,0,0
4365,,BSF66F,,cal_static,4,success,100,4,4,12371672,12372620,0
4366,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
4367,,BSF66F,,cal_static,4,success,100,4,4,35028789,35029705,0
4368,,BSF66F,,cal_static,4,pending,93,4,4,0,0,0
4369,,BSF66F,,cal_static,4,success,100,4,4,22302301,22303216,0
4370,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
4371,,BSF66F,,cal_static,4,success,100,4,4,31706970,31707877,0
4372,,BSF66F,,cal_static,4,pending,94,4,4,0,0,0
4373,,BSF66F,,cal_static,4,success,100,4,4,18402971,18403898,0
4374,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4375,,BSF66F,,cal_static,4,success,100,4,4,10934474,10935421,0
4376,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4377,,BSF66F,,cal_static,4,success,100,4,4,765811,766867,0
4378,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4379,,BSF66F,,cal_static,4,success,100,4,4,17429196,17430125,0
4380,,BSF66F,,cal_static,4,pending,95,4,4,0,0,0
4381,,BSF66F,,cal_static,4,success,100,4,4,7124,8212,0
4382,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
4383,,BSF66F,,cal_static,4,success,100,4,4,33564667,33565572,0
4384,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
4385,,BSF66F,,cal_static,4,success,100,4,4,24230587,24231508,0
4386,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
4387,,BSF66F,,cal_static,4,success,100,4,4,6779357,6780330,0
4388,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
4389,,BSF66F,,cal_static,4,pending,100,4,3,0,0,0
4390,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
4391,,BSF66F,,cal_static,4,success,100,4,4,4235861,4236845,0
4392,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
4393,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
4394,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4395,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
4396,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4397,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
4398,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4399,,BSF66F,,cal_static,4,success,100,4,4,2874378,2875403,0
4400,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4401,,BSF66F,,cal_static,4,success,100,4,4,9148682,9149668,0
4402,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4403,,BSF66F,,cal_static,4,success,100,4,4,39362879,39363816,0
4404,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4405,,BSF66F,,cal_static,4,success,100,4,4,10,12,0
4406,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4407,,BSF66F,,cal_static,4,success,100,4,4,10257516,10258485,0
4408,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4409,,BSF66F,,cal_static,4,success,100,4,4,5179872,5180901,0
4410,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
4411,,BSF66F,,cal_static,4,success,100,4,4,731542,732613,0
4412,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
4413,,BSF66F,,cal_static,4,success,100,4,4,219152,220325,0
4414,,BSF66F,,cal_static,4,pending,97,4,2,0,0,0
4415,,BSF66F,,cal_static,4,success,100,4,4,1982595,1983612,0
4416,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4417,,BSF66F,,cal_static,4,success,100,4,4,122449,123621,0
4418,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4419,,BSF66F,,cal_static,4,success,100,4,4,86,132,0
4420,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4421,,BSF66F,,cal_static,4,pending,98,4,3,0,0,0
4422,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4423,,BSF66F,,cal_static,4,pending,97,4,3,0,0,0
4424,,BSF66F,,cal_static,4,pending,97,4,4,0,0,0
4425,,BSF66F,,cal_static,4,success,97,4,4,1100235,1101267,0
4426,,BSF66F,,cal_static,4,pending,98,4,4,0,0,0
4427,,BSF66F,,cal_static,4,success,97,4,4,42427,43691,0
