geometry,n,full_gdop_p90_median,full_gdop_p90_p90,full_hdop_p90_median,full_hdop_p90_p90,full_vdop_p90_median,full_vdop_p90_p90,full_cond_p95_median,full_cond_p95_p90,full_vdop_gt3_ratio_median,full_vdop_gt3_ratio_p90,center3m_vdop_p90_median,center3m_vdop_p90_p90,edge_ring_vdop_p90_median,edge_ring_vdop_p90_p90
true,500,2.7792338132858276,3.027702808380127,0.8260135650634766,0.9349924147129058,2.6756447553634644,2.9261955976486207,38.82430458068848,46.32156753540039,0.016894511233301546,0.0796851225156954,2.7558810710906982,3.081459307670593,2.6531600952148438,2.911678099632263
v1-old,500,2.777571201324463,3.0278561115264893,0.8260616362094879,0.9342155396938324,2.6743600368499756,2.9249221801757814,38.79357147216797,46.27673072814942,0.01669335842322932,0.07972477833233174,2.753369450569153,3.0810029029846193,2.6518386602401733,2.909722113609314
v2,500,2.781716465950012,3.0310654640197754,0.8245252370834351,0.9317899525165558,2.6806156635284424,2.9291961193084717,38.92270851135254,46.40788269042969,0.01748762909007216,0.08070113234802971,2.7582041025161743,3.086487078666687,2.6574318408966064,2.9159754276275636
v3-lite,500,2.7797188758850098,3.028679418563843,0.8260308504104614,0.9349293768405914,2.6754207611083984,2.9260187625885012,38.82250213623047,46.34350700378418,0.016918461648145013,0.07993168828290492,2.7553160190582275,3.0817047119140626,2.652435541152954,2.91040518283844
v3-full,500,2.7788182497024536,3.027914333343506,0.8260129988193512,0.9334718525409699,2.6753846406936646,2.9264322996139525,38.807748794555664,46.33720932006836,0.016908597338425188,0.07970341588614308,2.753844380378723,3.0811477184295657,2.6524574756622314,2.911047172546387
v4-io,500,2.7828726768493652,3.0374017715454102,0.8242588639259338,0.9323139488697052,2.68108332157135,2.931703519821167,39.05877685546875,46.548752593994145,0.01786114900771179,0.08078059573991349,2.7608532905578613,3.085904622077942,2.6602946519851685,2.915346455574036
