host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
72.701,1777233256.077638,79958044,31285,F,5,0xa105,0xb101,0xe1,19567,7,2222,122,7059,20
74.548,1777233257.924902,79959891,31286,F,5,0xa105,0xb102,0xe1,18745,7,2199,124,7891,20
75.750,1777233259.126338,79961092,31287,F,5,0xa105,0xb102,0xe1,18525,7,1968,118,7177,20
75.901,1777233259.277558,79961244,31288,F,5,0xa105,0xb101,0xe1,19862,7,2110,118,7229,20
76.750,1777233260.126878,79962093,31289,F,5,0xa105,0xb102,0xe1,18167,7,2063,122,7513,20
78.350,1777233261.726674,79963693,31290,F,5,0xa105,0xb102,0xe1,18048,7,2016,121,6871,20
79.160,1777233262.537037,79964503,31291,F,5,0xa105,0xb101,0xe1,19095,7,2133,121,7351,20
79.350,1777233262.726816,79964693,31292,F,5,0xa105,0xb102,0xe1,17734,7,1981,121,7038,20
79.950,1777233263.326298,79965293,31293,F,5,0xa105,0xb102,0xe1,18061,7,2051,122,6473,20
80.076,1777233263.452484,79965419,31294,F,5,0xa105,0xb103,0xe1,18757,7,2130,122,6902,20
80.950,1777233264.326306,79966293,31295,F,5,0xa105,0xb102,0xe1,19851,7,2181,120,7079,20
81.150,1777233264.526295,79966493,31296,F,5,0xa105,0xb102,0xe1,16846,7,1913,122,7284,20
82.150,1777233265.526440,79967493,31297,F,5,0xa105,0xb102,0xe1,18422,7,2092,122,6765,20
82.350,1777233265.726346,79967693,31298,F,5,0xa105,0xb102,0xe1,19172,7,2213,123,7515,20
83.161,1777233266.537090,79968504,31299,F,5,0xa105,0xb101,0xe1,18483,7,1997,119,6733,20
87.276,1777233270.652072,79972619,31300,F,5,0xa105,0xb103,0xe1,19826,7,2142,119,7225,20
87.749,1777233271.125896,79973093,31301,F,5,0xa105,0xb102,0xe1,18656,7,2084,121,7595,20
87.949,1777233271.325953,79973293,31302,F,5,0xa105,0xb102,0xe1,17405,7,2009,123,7303,20
90.149,1777233273.525594,79975493,31303,F,5,0xa105,0xb102,0xe1,18685,7,1985,118,6596,20
90.349,1777233273.725674,79975693,31304,F,5,0xa105,0xb102,0xe1,18067,7,1985,120,7244,20
90.549,1777233273.925678,79975893,31305,F,5,0xa105,0xb102,0xe1,19146,7,2210,123,7685,20
90.949,1777233274.325463,79976293,31306,F,5,0xa105,0xb102,0xe1,19329,7,2195,122,7519,20
91.149,1777233274.525449,79976493,31307,F,5,0xa105,0xb102,0xe1,21004,7,2464,124,7721,20
91.949,1777233275.325676,79977293,31308,F,5,0xa105,0xb102,0xe1,18895,7,2181,123,7430,20
92.149,1777233275.525623,79977493,31309,F,5,0xa105,0xb102,0xe1,17523,7,2089,125,7012,20
93.559,1777233276.935952,79978904,31310,F,5,0xa105,0xb101,0xe1,20766,7,1255,89,5341,20
93.749,1777233277.125340,79979093,31311,F,5,0xa105,0xb102,0xe1,18336,7,2151,124,7121,20
93.949,1777233277.325454,79979293,31312,F,5,0xa105,0xb102,0xe1,19051,7,2199,123,7744,20
94.162,1777233277.538796,79979493,31313,F,5,0xa105,0xb102,0xe1,17262,7,1865,119,7245,20
94.359,1777233277.735991,79979704,31314,F,5,0xa105,0xb101,0xe1,19279,7,2083,119,7472,20
95.149,1777233278.525641,79980493,31315,F,5,0xa105,0xb102,0xe1,20836,7,2066,114,6700,20
95.349,1777233278.725542,79980693,31316,F,5,0xa105,0xb102,0xe1,18071,7,2120,124,6644,20
95.549,1777233278.925494,79980893,31317,F,5,0xa105,0xb102,0xe1,17006,7,1963,123,6667,20
96.548,1777233279.924240,79981892,31318,F,5,0xa105,0xb102,0xe1,17593,7,1869,118,6652,20
97.549,1777233280.925619,79982894,31319,F,5,0xa105,0xb102,0xe1,16423,7,782,79,4298,20
98.349,1777233281.725100,79983693,31320,F,5,0xa105,0xb102,0xe1,18657,7,1982,118,7000,20
98.548,1777233281.924962,79983893,31321,F,5,0xa105,0xb102,0xe1,18585,7,2076,121,6773,20
98.748,1777233282.124662,79984093,31322,F,5,0xa105,0xb102,0xe1,19248,7,2258,124,7356,20
98.962,1777233282.338088,79984293,31323,F,5,0xa105,0xb102,0xe1,19172,7,2213,123,7348,20
102.361,1777233285.737960,79987706,31324,F,5,0xa105,0xb101,0xe1,18215,7,1968,119,7245,20
103.758,1777233287.134934,79989103,31325,F,5,0xa105,0xb101,0xe1,17330,7,1841,118,6437,20
103.948,1777233287.324618,79989293,31326,F,5,0xa105,0xb102,0xe1,17752,7,1983,121,7282,20
106.958,1777233290.334596,79992303,31327,F,5,0xa105,0xb101,0xe1,18863,7,2038,119,6916,20
107.148,1777233290.524332,79992493,31328,F,5,0xa105,0xb102,0xe1,18427,7,2127,123,7555,20
108.748,1777233292.124119,79994093,31329,F,5,0xa105,0xb102,0xe1,17753,7,2016,122,7108,20
110.348,1777233293.724325,79995693,31330,F,5,0xa105,0xb102,0xe1,16947,7,1319,101,5298,20
111.147,1777233294.523979,79996493,31331,F,5,0xa105,0xb102,0xe1,19657,7,2306,124,7630,20
111.547,1777233294.923598,79996892,31332,F,5,0xa105,0xb102,0xe1,17595,7,2031,123,7261,20
111.747,1777233295.123096,79997092,31333,F,5,0xa105,0xb102,0xe1,19202,7,2145,121,7220,20
111.947,1777233295.323877,79997293,31334,F,5,0xa105,0xb102,0xe1,18267,7,2143,124,7228,20
113.347,1777233296.723284,79998692,31335,F,5,0xa105,0xb102,0xe1,19076,7,2061,119,7616,20
113.557,1777233296.933727,79998903,31336,F,5,0xa105,0xb101,0xe1,19156,7,2035,118,6816,20
114.546,1777233297.922801,79999892,31337,F,5,0xa105,0xb102,0xe1,18130,7,1926,118,6969,20
115.573,1777233298.949804,80000919,31338,F,5,0xa105,0xb101,0xe1,17876,7,1964,120,6822,20
115.946,1777233299.323056,80001292,31339,F,5,0xa105,0xb102,0xe1,17763,7,1887,118,6381,20
116.547,1777233299.924032,80001894,31340,F,5,0xa105,0xb102,0xe1,16701,7,1150,95,5267,20
116.772,1777233300.148996,80002118,31341,F,5,0xa105,0xb101,0xe1,18308,7,1978,119,6739,20
117.227,1777233300.603946,80002573,31342,F,5,0xa105,0xb102,0xe1,18225,7,2138,124,7425,20
118.373,1777233301.749851,80003719,31343,F,5,0xa105,0xb101,0xe1,17985,7,1976,120,7059,20
119.226,1777233302.602675,80004572,31344,F,5,0xa105,0xb102,0xe1,18309,7,1945,118,7438,20
119.427,1777233302.803081,80004773,31345,F,5,0xa105,0xb102,0xe1,20791,7,2439,124,7292,20
120.072,1777233303.448742,80005418,31346,F,5,0xa105,0xb103,0xe1,18600,7,1976,118,6652,20
