row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L2:I1:T6,simulate_imu_prior,0.8634468789969105,,,,
R4:L2:I1:T6,cpu_golden,21.313917432999006,,,,
R4:L2:I1:T6,torch_gpu,2.1919809879909735,0,1,2.1919809879909735,2.1919809879909735
R4:L2:I1:T8,simulate_imu_prior,0.577142438996816,,,,
R4:L2:I1:T8,cpu_golden,19.691759926994564,,,,
R4:L2:I1:T8,torch_gpu,2.344920016010292,0,1,2.344920016010292,2.344920016010292
