experiment_id,seed_id,wall_time_s,status,backend,device
X_A0_L18_I0_T11,S00,0.6447256809988176,ok,,
X_A0_L18_I0_T12,S00,0.7782212380043347,ok,,
X_A0_L18_I1_T11,S00,0.5827289569933782,ok,,
X_A0_L18_I1_T12,S00,0.778036327996233,ok,,
X_A0_L18_I2_T11,S00,0.6924955470021814,ok,,
X_A0_L18_I2_T12,S00,0.6936286179989111,ok,,
X_A0_L18_I3_T11,S00,0.5979975159934838,ok,,
X_A0_L18_I3_T12,S00,0.7999611240011291,ok,,
X_A0_L18_I4_T11,S00,0.4467089669997222,ok,,
X_A0_L18_I4_T12,S00,0.5813656960017397,ok,,
X_A0_L18_I5_T11,S00,0.6508895080041839,ok,,
X_A0_L18_I5_T12,S00,0.5226595470012398,ok,,
X_A0_L18_I6_T11,S00,0.64647933300148,ok,,
X_A0_L18_I6_T12,S00,0.7485368339985143,ok,,
X_A0_L18_I7_T11,S00,0.6090293989982456,ok,,
X_A0_L18_I7_T12,S00,0.7472255530010443,ok,,
X_A0_L18_I8_T11,S00,0.6373752529980266,ok,,
X_A0_L18_I8_T12,S00,0.6390690850021201,ok,,
X_A1_L18_I0_T11,S00,0.6317356759973336,ok,,
X_A1_L18_I0_T12,S00,0.8033378289983375,ok,,
X_A1_L18_I1_T11,S00,0.6021574309997959,ok,,
X_A1_L18_I1_T12,S00,0.6060558660028619,ok,,
X_A1_L18_I2_T11,S00,0.4845894629979739,ok,,
X_A1_L18_I2_T12,S00,0.7550779320008587,ok,,
X_A1_L18_I3_T11,S00,0.5712177649984369,ok,,
X_A1_L18_I3_T12,S00,0.7905013140043593,ok,,
X_A1_L18_I4_T11,S00,0.6753340089999256,ok,,
X_A1_L18_I4_T12,S00,0.5313275869993959,ok,,
X_A1_L18_I5_T11,S00,0.5469192259988631,ok,,
X_A1_L18_I5_T12,S00,0.5594924010001705,ok,,
X_A1_L18_I6_T11,S00,0.6752002780049224,ok,,
X_A1_L18_I6_T12,S00,0.8016159679973498,ok,,
X_A1_L18_I7_T11,S00,0.5255795020057121,ok,,
X_A1_L18_I7_T12,S00,0.6037947539953166,ok,,
X_A1_L18_I8_T11,S00,0.6429603409997071,ok,,
X_A1_L18_I8_T12,S00,0.7050826129998313,ok,,
X_A2_L18_I0_T11,S00,0.6595480600008159,ok,,
X_A2_L18_I0_T12,S00,0.6882043539953884,ok,,
X_A2_L18_I1_T11,S00,0.46638898099627113,ok,,
X_A2_L18_I1_T12,S00,0.6488775469988468,ok,,
X_A2_L18_I2_T11,S00,0.5124032260064268,ok,,
X_A2_L18_I2_T12,S00,0.7868584710013238,ok,,
X_A2_L18_I3_T11,S00,0.5139574079948943,ok,,
X_A2_L18_I3_T12,S00,0.7853071189965704,ok,,
X_A2_L18_I4_T11,S00,0.6532197230044403,ok,,
X_A2_L18_I4_T12,S00,0.7820522659967537,ok,,
X_A2_L18_I5_T11,S00,0.5995206000006874,ok,,
X_A2_L18_I5_T12,S00,0.6311914170000819,ok,,
X_A2_L18_I6_T11,S00,0.5710347060012282,ok,,
X_A2_L18_I6_T12,S00,0.6329516190016875,ok,,
X_A2_L18_I7_T11,S00,0.5020589449995896,ok,,
X_A2_L18_I7_T12,S00,0.7521371300026658,ok,,
X_A2_L18_I8_T11,S00,0.8419455670009484,ok,,
X_A2_L18_I8_T12,S00,0.8967113510007039,ok,,
X_A3_L18_I0_T11,S00,0.6470825769938529,ok,,
X_A3_L18_I0_T12,S00,0.9690664980007568,ok,,
X_A3_L18_I1_T11,S00,0.6489334590005456,ok,,
X_A3_L18_I1_T12,S00,0.8038556520041311,ok,,
X_A3_L18_I2_T11,S00,0.5339561329965363,ok,,
X_A3_L18_I2_T12,S00,0.7119227229995886,ok,,
X_A3_L18_I3_T11,S00,0.6638951060012914,ok,,
X_A3_L18_I3_T12,S00,0.7589555190061219,ok,,
X_A3_L18_I4_T11,S00,0.5442122250024113,ok,,
X_A3_L18_I4_T12,S00,0.5729343179991702,ok,,
X_A3_L18_I5_T11,S00,0.7968920439961948,ok,,
X_A3_L18_I5_T12,S00,0.6037324050048483,ok,,
X_A3_L18_I6_T11,S00,0.46674166299635544,ok,,
X_A3_L18_I6_T12,S00,0.6492849690039293,ok,,
X_A3_L18_I7_T11,S00,0.48999166100111324,ok,,
X_A3_L18_I7_T12,S00,0.49075966099917423,ok,,
X_A3_L18_I8_T11,S00,0.4892807799988077,ok,,
X_A3_L18_I8_T12,S00,0.47051696800190257,ok,,
X_A0_U4_P0_L18_I0_T1,S00,0.10188644099980593,ok,,
X_A0_U4_P0_L18_I0_T2,S00,2.33073629700084,ok,,
X_A0_U4_P0_L18_I0_T3,S00,2.2077229100032127,ok,,
X_A0_U4_P0_L18_I0_T4,S00,1.3865996250024182,ok,,
X_A0_U4_P0_L18_I0_T5,S00,2.209149261994753,ok,,
X_A0_U4_P0_L18_I1_T1,S00,0.08187036700110184,ok,,
X_A0_U4_P0_L18_I1_T2,S00,1.3822302099943045,ok,,
X_A0_U4_P0_L18_I1_T3,S00,2.2069107689967495,ok,,
X_A0_U4_P0_L18_I1_T4,S00,2.288215525994019,ok,,
X_A0_U4_P0_L18_I1_T5,S00,2.327196341997478,ok,,
X_A0_U4_P0_L18_I2_T1,S00,0.04732159699779004,ok,,
X_A0_U4_P0_L18_I2_T2,S00,1.3759390940031153,ok,,
X_A0_U4_P0_L18_I2_T3,S00,1.3397470609997981,ok,,
X_A0_U4_P0_L18_I2_T4,S00,2.2260029059980297,ok,,
X_A0_U4_P0_L18_I2_T5,S00,2.2281682590037235,ok,,
X_A0_U4_P0_L18_I3_T1,S00,0.07303605699416948,ok,,
X_A0_U4_P0_L18_I3_T2,S00,2.165711673995247,ok,,
X_A0_U4_P0_L18_I3_T3,S00,2.3372221890022047,ok,,
X_A0_U4_P0_L18_I3_T4,S00,2.3068568729941035,ok,,
X_A0_U4_P0_L18_I3_T5,S00,2.3234001320015523,ok,,
X_A0_U4_P0_L18_I4_T1,S00,0.07038716399983969,ok,,
X_A0_U4_P0_L18_I4_T2,S00,1.3669029459997546,ok,,
X_A0_U4_P0_L18_I4_T3,S00,2.1500010570016457,ok,,
X_A0_U4_P0_L18_I4_T4,S00,1.3778441999966162,ok,,
X_A0_U4_P0_L18_I4_T5,S00,2.2309892760022194,ok,,
X_A0_U4_P0_L18_I5_T1,S00,0.07547893000446493,ok,,
X_A0_U4_P0_L18_I5_T2,S00,2.146051114999864,ok,,
X_A0_U4_P0_L18_I5_T3,S00,2.227614202995028,ok,,
X_A0_U4_P0_L18_I5_T4,S00,2.3366849330050172,ok,,
X_A0_U4_P0_L18_I5_T5,S00,2.307133147995046,ok,,
X_A0_U4_P0_L18_I6_T1,S00,0.07656222099467413,ok,,
X_A0_U4_P0_L18_I6_T2,S00,2.3283586939942325,ok,,
X_A0_U4_P0_L18_I6_T3,S00,2.1527072450044216,ok,,
X_A0_U4_P0_L18_I6_T4,S00,1.4518862100012484,ok,,
X_A0_U4_P0_L18_I6_T5,S00,2.14553569900454,ok,,
X_A0_U4_P0_L18_I7_T1,S00,0.07228086599934613,ok,,
X_A0_U4_P0_L18_I7_T2,S00,2.2325650230050087,ok,,
X_A0_U4_P0_L18_I7_T3,S00,2.2372218189993873,ok,,
X_A0_U4_P0_L18_I7_T4,S00,1.4272336220019497,ok,,
X_A0_U4_P0_L18_I7_T5,S00,2.427617115994508,ok,,
X_A0_U4_P0_L18_I8_T1,S00,0.07695400200464064,ok,,
X_A0_U4_P0_L18_I8_T2,S00,2.3353335470019374,ok,,
X_A0_U4_P0_L18_I8_T3,S00,2.2822450940002454,ok,,
X_A0_U4_P0_L18_I8_T4,S00,2.462019437996787,ok,,
X_A0_U4_P0_L18_I8_T5,S00,1.3529802249977365,ok,,
X_A0_U4_P1_L18_I0_T1,S00,0.06714917000499554,ok,,
X_A0_U4_P1_L18_I0_T2,S00,2.2682592690034653,ok,,
X_A0_U4_P1_L18_I0_T3,S00,2.3537099529930856,ok,,
X_A0_U4_P1_L18_I0_T4,S00,2.333123018994229,ok,,
X_A0_U4_P1_L18_I0_T5,S00,2.3147714769947925,ok,,
X_A0_U4_P1_L18_I1_T1,S00,0.07347666800342267,ok,,
X_A0_U4_P1_L18_I1_T2,S00,2.150250929997128,ok,,
X_A0_U4_P1_L18_I1_T3,S00,2.470333933000802,ok,,
X_A0_U4_P1_L18_I1_T4,S00,2.3373168440011796,ok,,
X_A0_U4_P1_L18_I1_T5,S00,1.3440212959976634,ok,,
X_A0_U4_P1_L18_I2_T1,S00,0.06703833999927156,ok,,
X_A0_U4_P1_L18_I2_T2,S00,1.355527011997765,ok,,
X_A0_U4_P1_L18_I2_T3,S00,2.152135216005263,ok,,
X_A0_U4_P1_L18_I2_T4,S00,2.2450758769991808,ok,,
