experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L18_I0_T11,imu_only_diagnostic_screening,Phase4 L18 single-I T11.,34,17,40661,6964.740102722077,25629.132409855232,31322.009462478767,14593.001597838711,40661,5763.383499331116,21539.827409934886,26836.74981583287,12507.813342847487,40661,2364.838056519291,11658.811061046197,16022.80738808299,7517.333371283299,7347.557975683435,27678.258317252912,13640.387744409234,23290.68221549182,10540.002178465373,30279.283003862147,29313.01874644298,3050.0395466120244,26573.707248449,464.8388256511617,826.9614347781621,30461.766898788024,25948.413313698198,253.98450368754152,nan,nan,nan,nan,nan,17,51733.554896999776,20148.442992657605,108736.21696199778,A0,L18,I0,T11,imu_only,S00,X_A0_L18_I0_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,66535.29043884629,1370,,,
X_A0_L18_I0_T12,imu_only_diagnostic_screening,Phase4 L18 single-I T12.,34,17,40661,6966.1949554864,25628.439281665083,31322.338666621767,14592.992680661266,40661,5763.264494457996,21540.995356221716,26836.15919467745,12507.805609795318,40661,2365.1621192227076,11658.61989208857,16021.247897458372,7517.328927578335,7347.668964333303,27677.064275954654,13640.377720942579,23289.01895977601,10538.362287866712,30307.120080602395,29338.881055996288,3051.4293366229986,26589.151103600565,463.1009378199641,824.8083456895732,30461.766898788024,25948.413313698198,253.98450368754152,nan,nan,nan,nan,nan,17,51808.59422904925,20213.896750230626,108825.81721264108,A0,L18,I0,T12,imu_only,S00,X_A0_L18_I0_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,66595.23297305219,1371,,,
X_A0_L18_I1_T11,imu_only_diagnostic_screening,Phase4 L18 single-I T11.,34,17,40661,3194.050831863168,13737.909621281055,17684.996163042335,7874.487963492811,40661,2340.6084461644195,10643.434414645411,14120.158138255274,6129.3881742097665,40661,1136.8849505044032,7637.7224276159,11536.43079288355,4943.496869327482,3635.3258786343326,14552.37006581785,7005.65577500735,10001.154504319864,5257.176255629252,8048.882914045793,7649.370716420792,1258.81028230153,6140.751401920174,545.119268264247,1026.4793490225316,16054.286724938072,11076.356112327428,133.7892952871373,nan,nan,nan,nan,nan,17,12960.075214507484,2806.9419037789667,24047.075830616664,A0,L18,I1,T11,imu_only,S00,X_A0_L18_I1_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,20871.083752785904,1344,,,
X_A0_L18_I1_T12,imu_only_diagnostic_screening,Phase4 L18 single-I T12.,34,17,40661,3194.7069378847095,13738.577525649403,17684.484934658452,7874.483088161588,40661,2340.823050092824,10644.802712121718,14120.479039455238,6129.384442682544,40661,1136.8272134482506,7637.168436356412,11535.050380608905,4943.49373010061,3634.8799905748165,14552.785380708841,7005.649862154461,10000.751328377293,5257.333047046385,8049.534541533931,7661.799516251393,1259.250601470756,6143.084296191022,543.2652122190736,1021.7407692598874,16054.286724938072,11076.356112327428,133.7892952871373,nan,nan,nan,nan,nan,17,13006.137637329948,2819.0835043073057,24144.73793232646,A0,L18,I1,T12,imu_only,S00,X_A0_L18_I1_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,20904.193368049386,1345,,,
X_A0_L18_I2_T11,imu_only_diagnostic_screening,Phase4 L18 single-I T11.,34,17,40661,3447.0180886494095,15722.277111597801,20147.118932551686,9059.738914776673,40661,2619.04945845273,13490.228319834885,17218.262679559393,7647.098985475289,40661,1306.5064290537844,7395.760101640104,10574.094724951741,4858.0599327572745,4303.006569611249,15954.848694624066,7826.476756578863,14296.558638214614,5663.054758706414,13447.790948187761,13255.42648493773,1653.204735525355,10585.506470423788,520.7128523107533,954.4182318552104,17817.21917541423,15756.214137596073,152.86325760678443,nan,nan,nan,nan,nan,17,32083.736033100304,13933.317694390975,58670.26699506451,A0,L18,I2,T11,imu_only,S00,X_A0_L18_I2_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,37638.572071111776,1364,,,
X_A0_L18_I2_T12,imu_only_diagnostic_screening,Phase4 L18 single-I T12.,34,17,40661,3446.920558612588,15723.479641643953,20145.733734693706,9059.73310391409,40661,2618.5629677416505,13489.838698347638,17219.298177833396,7647.094130305846,40661,1307.0573798569735,7395.361138739601,10575.866177249756,4858.056738696938,4301.82113703679,15954.831783557707,7826.471271145914,14296.266905606932,5663.542321119126,13463.508345027109,13271.203761520155,1652.7239332045774,10622.057641142954,519.0181614092062,949.1359420378604,17817.21917541423,15756.214137596073,152.86325760678443,nan,nan,nan,nan,nan,17,32150.95049208589,13964.161050332768,58727.90019620438,A0,L18,I2,T12,imu_only,S00,X_A0_L18_I2_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,37702.70642631358,1365,,,
X_A0_L18_I3_T11,imu_only_diagnostic_screening,Phase4 L18 single-I T11.,34,17,40661,2483.58353645004,9643.483077803716,11932.840954043091,5631.844966243462,40661,1864.09877151082,7316.315308959478,9512.107145607266,4468.16729536701,40661,962.3359280948262,5680.880009804704,7619.630694604284,3428.2880194660543,2818.856199878082,9888.329852826673,4978.962297158021,7425.959754046222,4808.970683683718,5053.60160586428,4693.591725342603,1303.9889000150447,2997.948170976699,479.7772842682967,909.2256776991695,11197.283422543987,8379.395371502436,93.35524681071787,nan,nan,nan,nan,nan,17,6655.469242487292,3157.6070067248133,13891.281735133149,A0,L18,I3,T11,imu_only,S00,X_A0_L18_I3_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,12437.57420359687,1314,,,
X_A0_L18_I3_T12,imu_only_diagnostic_screening,Phase4 L18 single-I T12.,34,17,40661,2484.018410789028,9645.51594966322,11932.626037676553,5631.841963162112,40661,1864.1028324410422,7315.045217773957,9513.413670007447,4468.164944283091,40661,962.3046308120123,5681.5215571946965,7619.54908829112,3428.2861503546274,2818.354013697784,9890.064997654708,4978.962131644828,7426.373235924826,4808.2203530227725,5055.883786630253,4698.312716430292,1299.8279709822582,3003.703706969296,478.3683846029285,905.4475164014791,11197.283422543987,8379.395371502436,93.35524681071787,nan,nan,nan,nan,nan,17,6666.292111077946,3165.18045955882,13904.505356304393,A0,L18,I3,T12,imu_only,S00,X_A0_L18_I3_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,12448.133094116143,1315,,,
X_A0_L18_I4_T11,imu_only_diagnostic_screening,Phase4 L18 single-I T11.,34,17,40661,2372.222410141349,9764.67301407943,12594.35850970327,5638.201769932715,40661,1812.1091653348565,7971.746851714682,10323.630458409929,4717.163228106725,40661,780.2700313690349,5174.219866337526,7337.43415953825,3088.315119587077,2583.557143344291,9280.886655723243,4554.8231950146,7631.682783193603,3819.95723948097,5670.898661911643,5441.122770896359,857.2057143979719,3344.12213856953,545.0416481859615,1097.8075311973544,10383.76461589678,8549.255549017253,86.5714415716831,nan,nan,nan,nan,nan,17,8401.582298174253,3704.6966628011464,14994.449045095604,A0,L18,I4,T11,imu_only,S00,X_A0_L18_I4_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,13385.036150854168,1322,,,
X_A0_L18_I4_T12,imu_only_diagnostic_screening,Phase4 L18 single-I T12.,34,17,40661,2372.0735411360915,9759.183667396757,12596.41673120141,5638.199270900425,40661,1812.6296330475748,7972.6946087905,10324.958565115461,4717.1612528176875,40661,779.3707055148527,5174.9623646243745,7338.6247616639575,3088.313574314881,2583.7520333904336,9280.03676520766,4554.820430021518,7631.693549683308,3819.937007601755,5676.468943614198,5452.362278652795,857.3314514136891,3339.73405543684,543.891163725603,1094.6222647111645,10383.76461589678,8549.255549017253,86.5714415716831,nan,nan,nan,nan,nan,17,8418.229967960866,3714.758137861142,15040.034874525332,A0,L18,I4,T12,imu_only,S00,X_A0_L18_I4_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,13394.392906504141,1323,,,
