experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L7_I0_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,63332.66503027336,229561.53464598532,280442.17622498487,131839.20620482875,40661,43197.94860162467,184134.8040013323,223083.7116281989,103653.9769212646,40661,23858.171249790204,144404.44219370742,194730.298759844,81470.42016048096,65469.1849320629,246443.18535699826,120305.64790415546,204312.58430987303,101745.93199835197,537830.7538282834,534753.7156938261,34435.09489213636,530252.1633355368,898.3857517309289,1544.2041816479568,274926.0534366992,227897.82684768387,2293.0300645679895,nan,nan,nan,nan,nan,17,1721826.7462158413,881183.5185633535,3545594.399958624,A0,L7,I0,T11,imu_only,S04,X_A0_L7_I0_T11__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,1622129.1038258695,1370,,,
X_A0_L7_I0_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,63335.52715002072,229550.74979343897,280461.9115537011,131839.1240009705,40661,43196.3088630109,184149.69064580862,223090.5168633429,103653.91139859462,40661,23860.366863107654,144396.24263266212,194729.2302089363,81470.37049820981,65464.67246729589,246445.55392990442,120305.56820580647,204304.1811729437,101746.22532904157,538200.5055355745,534852.9465853065,34436.06439938887,530627.0328845114,897.9271844832683,1542.12735298709,274926.0534366992,227897.82684768387,2293.0300645679895,nan,nan,nan,nan,nan,17,1723914.9422127213,881239.7581701425,3547077.3592302063,A0,L7,I0,T12,imu_only,S04,X_A0_L7_I0_T12__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,1623774.592333923,1371,,,
X_A0_L7_I1_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,32290.83092099836,119676.84851280785,146054.32355629033,68944.94031325117,40661,20050.730562340388,98619.8007871224,125443.55826706348,55446.497775700926,40661,10354.73840922864,71886.7198952921,94402.8146643835,40976.708984579986,34425.477177089684,127688.17415594152,62715.86046329227,102101.93584329126,66678.20122173705,243847.21554506785,243306.63286010953,15453.192257840528,243599.00476768217,693.314761160852,1303.186028980034,142348.9964950633,113220.72969629381,1191.6471280455849,nan,nan,nan,nan,nan,17,920967.6498126534,346394.03839052084,1665617.20980572,A0,L7,I1,T11,imu_only,S04,X_A0_L7_I1_T11__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,845593.1953843676,1360,,,
X_A0_L7_I1_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,32292.453302525453,119682.02602856097,146058.58851516256,68944.89431163394,40661,20052.021141709283,98615.98376509562,125428.8493113484,55446.460945533974,40661,10355.873956876692,71882.8342135988,94399.73965873357,40976.681420751345,34424.47160181866,127685.90425912914,62715.82310535993,102109.74285320828,66676.53186709939,243906.59238588312,243366.05472261875,15452.510143130286,243659.0700347044,692.3506941482817,1300.9274481202863,142348.9964950633,113220.72969629381,1191.6471280455849,nan,nan,nan,nan,nan,17,921420.7043814806,346521.6765151131,1667247.1906309803,A0,L7,I1,T12,imu_only,S04,X_A0_L7_I1_T12__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,845938.5661769024,1361,,,
X_A0_L7_I2_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,37491.200160561166,144078.9185967307,184625.413475009,82238.20680998024,40661,30078.02085468947,114077.84353581957,145812.43098556905,65846.21323800877,40661,14614.759677964308,80777.984644336,116048.5367755296,49268.63973701485,38533.40922823974,143926.2911667586,70778.86917651305,111261.68791198492,66354.46101199463,373734.27995556046,371763.27074379445,17136.595848798126,371516.055956714,598.446218099072,1126.372607927327,159846.6468403063,123436.35687146183,1352.9382724866766,nan,nan,nan,nan,nan,17,964999.2789893792,551027.1521501152,2088240.5110517244,A0,L7,I2,T11,imu_only,S04,X_A0_L7_I2_T11__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,950165.1344075277,1364,,,
X_A0_L7_I2_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,37485.57199251191,144066.9619961201,184629.83316125858,82238.15469203428,40661,30075.584389088035,114080.6551047886,145813.57100361594,65846.17194671153,40661,14614.611391701284,80793.42607139859,116056.44632061914,49268.60792751362,38531.69078861952,143922.8207611294,70778.82390344518,111259.71357715831,66354.91280499134,373861.7008491447,371890.74762723903,17137.00083247509,371643.9902876662,597.6793710466185,1122.1861855312422,159846.6468403063,123436.35687146183,1352.9382724866766,nan,nan,nan,nan,nan,17,966283.0940897206,551430.2236392221,2090867.9342096949,A0,L7,I2,T12,imu_only,S04,X_A0_L7_I2_T12__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,951124.8390616523,1365,,,
X_A0_L7_I3_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,14917.404035243157,65602.0855920363,83615.91474532236,39214.942009238184,40661,11096.388168492836,50533.19085385221,70005.93986655484,31974.753061741852,40661,5727.360158809323,38599.11200780934,53171.91284466256,22703.013972346136,15497.199939221691,67437.96306570354,31454.70966724147,46502.968875018414,32515.710358343444,63338.35324705723,63167.23222512778,6834.653514069121,60028.27238192968,746.7801618270732,1429.360167297682,77365.31643322457,51462.79088306257,645.0061520210693,nan,nan,nan,nan,nan,17,360579.83166679787,48630.06202586801,887509.5277005463,A0,L7,I3,T11,imu_only,S04,X_A0_L7_I3_T11__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,321520.50536994124,1308,,,
X_A0_L7_I3_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,14914.64244277854,65600.78026897353,83619.88064330354,39214.912103410315,40661,11095.020007604053,50521.5034515846,70005.70268928535,31974.72854569162,40661,5727.227579803425,38606.01730476857,53174.81134446909,22702.996844195055,15498.266816037318,67437.99912773812,31454.677923373623,46502.896792543615,32518.98086306009,63384.99046336069,63213.88289197664,6834.657679948232,60029.60693008373,745.9019497057961,1428.811263923184,77365.31643322457,51462.79088306257,645.0061520210693,nan,nan,nan,nan,nan,17,360865.03450300876,48660.51442751445,887889.0026251219,A0,L7,I3,T12,imu_only,S04,X_A0_L7_I3_T12__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,321721.8941278936,1309,,,
X_A0_L7_I4_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,21781.000342436924,89095.84111587625,109622.9446924556,51643.60654157413,40661,14874.625512125289,72394.10978930365,92849.1698713289,43259.7891969335,40661,7786.855903703586,48296.33957526003,64834.23350368949,28207.317051747305,25944.45035633934,99841.59546607971,49409.82779911997,73331.20535256274,45416.09169461767,209981.25014812595,209092.90354920097,11833.491646300203,208083.84135405972,655.3857819018566,1177.0021292459087,112458.59041612213,80643.11747253647,937.7280638987451,nan,nan,nan,nan,nan,17,513572.98636517976,130224.19112953456,896031.4534876538,A0,L7,I4,T11,imu_only,S04,X_A0_L7_I4_T11__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,524432.0199021229,1336,,,
X_A0_L7_I4_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,21782.467223181622,89106.32002791819,109620.24243903185,51643.57242739146,40661,14875.333725494069,72398.37358747689,92865.63488714134,43259.76029214114,40661,7787.013985839838,48297.95622330916,64836.162307519844,28207.2989229688,25946.578146237236,99847.7685794693,49409.794729183486,73332.87442853615,45415.10605010316,210457.2839544276,209574.95859775526,11833.256652462702,208569.25211811234,655.1102910240841,1175.5430445163247,112458.59041612213,80643.11747253647,937.7280638987451,nan,nan,nan,nan,nan,17,513665.14077282086,130554.68771627599,896202.6690223857,A0,L7,I4,T12,imu_only,S04,X_A0_L7_I4_T12__S04,IMU_ONLY_DRIFTS_AS_EXPECTED,524743.5217490823,1337,,,
