row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L14:I1+I3+I7:T6,simulate_imu_prior,0.7306492710049497,,,,
R2:L14:I1+I3+I7:T6,cpu_golden,21.342189447008423,,,,
R2:L14:I1+I3+I7:T6,torch_gpu,2.2320295829995302,0,1,2.2320295829995302,2.2320295829995302
R2:L14:I1+I3+I7:T8,simulate_imu_prior,0.6207272870087763,,,,
R2:L14:I1+I3+I7:T8,cpu_golden,20.86932980599522,,,,
R2:L14:I1+I3+I7:T8,torch_gpu,2.023607933995663,0,1,2.023607933995663,2.023607933995663
R2:L14:I1+I2+I3+I8:T6,simulate_imu_prior,0.5760650890006218,,,,
R2:L14:I1+I2+I3+I8:T6,cpu_golden,20.52293281099992,,,,
R2:L14:I1+I2+I3+I8:T6,torch_gpu,2.0042464190046303,0,1,2.0042464190046303,2.0042464190046303
R2:L14:I1+I2+I3+I8:T8,simulate_imu_prior,0.5653376219997881,,,,
R2:L14:I1+I2+I3+I8:T8,cpu_golden,21.411970995992306,,,,
R2:L14:I1+I2+I3+I8:T8,torch_gpu,2.022355844004778,0,1,2.022355844004778,2.022355844004778
