sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
1609,,BSDC91,,cal_roto,5,A,ok,ok,3561,3561,0,0,100,100
1609,,BSDC91,,cal_roto,5,B,ok,ok,2131,2131,0,0,100,100
1609,,BSDC91,,cal_roto,5,C,ok,ok,2795,2795,0,0,100,100
1609,,BSDC91,,cal_roto,5,D,ok,ok,3621,3621,0,0,100,100
1609,,BSDC91,,cal_roto,5,E,ok,ok,3172,3172,0,0,100,100
1609,,BSDC91,,cal_roto,5,F,ok,ok,1865,1865,0,0,66,66
1609,,BSDC91,,cal_roto,5,G,ok,ok,2507,2507,0,0,100,100
1609,,BSDC91,,cal_roto,5,H,ok,ok,3377,3377,0,0,66,66
1610,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2775,3561,0,0,75,75
1610,,BSDC91,,cal_roto,5,B,ok,ok,1950,1950,0,0,100,100
1610,,BSDC91,,cal_roto,5,C,ok,ok,3079,3079,0,0,100,100
1610,,BSDC91,,cal_roto,5,D,ok,ok,3810,3810,0,0,100,100
1610,,BSDC91,,cal_roto,5,E,ok,ok,3037,3037,0,0,100,100
1610,,BSDC91,,cal_roto,5,F,ok,ok,2226,2226,0,0,75,75
1610,,BSDC91,,cal_roto,5,G,reject,raw_outlier,3306,2507,0,0,75,75
1611,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2556,3561,0,0,60,60
1611,,BSDC91,,cal_roto,5,B,ok,ok,2264,2264,0,0,100,100
1611,,BSDC91,,cal_roto,5,C,ok,ok,3039,3039,0,0,100,100
1611,,BSDC91,,cal_roto,5,D,ok,ok,3362,3362,0,0,100,100
1611,,BSDC91,,cal_roto,5,E,ok,ok,2743,2743,0,0,100,100
1611,,BSDC91,,cal_roto,5,F,ok,ok,2458,2458,0,0,80,80
1611,,BSDC91,,cal_roto,5,G,reject,raw_outlier,3253,2507,0,0,60,60
1612,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2310,3561,0,0,50,50
1612,,BSDC91,,cal_roto,5,B,ok,ok,2386,2386,0,0,100,100
1612,,BSDC91,,cal_roto,5,C,ok,ok,3094,3094,0,0,100,100
1612,,BSDC91,,cal_roto,5,D,ok,ok,3116,3116,0,0,100,100
1612,,BSDC91,,cal_roto,5,E,ok,ok,2624,2624,0,0,100,100
1612,,BSDC91,,cal_roto,5,F,ok,ok,2532,2532,0,0,83,83
1612,,BSDC91,,cal_roto,5,G,reject,raw_outlier,3296,2507,0,0,50,50
1612,,BSDC91,,cal_roto,5,H,reject,raw_outlier,2048,3764,0,0,66,66
1613,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2388,3561,0,0,42,42
1613,,BSDC91,,cal_roto,5,B,ok,ok,2506,2506,0,0,100,100
1613,,BSDC91,,cal_roto,5,C,ok,ok,3118,3118,0,0,100,100
1613,,BSDC91,,cal_roto,5,D,ok,ok,2840,2840,0,0,100,100
1613,,BSDC91,,cal_roto,5,E,ok,ok,2553,2553,0,0,100,100
1613,,BSDC91,,cal_roto,5,F,ok,ok,2524,2524,0,0,85,85
