version,eval_set,anchor,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_mm,err_vertical_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm
v1-old,noG,A,-78.85110015912551,-56.396177651981645,-130.34560645004922,162.44384251454233,152.33999185091074,56.396177651981645,-1153.4174001591255,191.87911234801834,-1754.5967564500493,-1074.5663,248.27528999999998,-1624.25115
v1-old,noG,B,-33.17449272976046,1.408995992731036,77.90356054841277,84.68469155464095,84.672969205037,1.408995992731036,-1353.6072927297605,271.73552099273104,1107.2596605484127,-1320.4328,270.326525,1029.3561
v1-old,noG,C,25.62325580262734,-47.43175041709381,114.77707047453077,126.80732665059917,117.60241130454035,47.43175041709381,877.5449458026274,174.96288458290618,1309.0558704745308,851.92169,222.394635,1194.2788
v1-old,noG,D,66.67013597028335,-7.614043519053638,-40.60582163094955,78.43285943614833,78.06240952353802,7.614043519053638,1149.4442359702834,233.29001148094636,-1473.0838216309496,1082.7741,240.904055,-1432.478
v1-old,noG,E,-30.875889301987172,7.6850716327198825,-29.3429217825269,43.28265154682755,42.5949245676531,7.6850716327198825,-1201.5067893019873,1655.65767163272,-1610.995921782527,-1170.6309,1647.9726,-1581.653
v1-old,noG,F,12.286385258323435,35.267256182434494,44.04960521076532,57.75034493903647,45.730984922044165,35.267256182434494,-1259.4260647416766,1695.3671561824344,1143.3092052107654,-1271.71245,1660.0999,1099.2596
v1-old,noG,H,38.32170515963935,67.08064778024277,-36.435886370186154,85.41627601657916,52.878416219885466,67.08064778024277,1066.3842051596394,1697.3986477802428,-1588.5235863701862,1028.0625,1630.318,-1552.0877
v2,noG,A,-88.88409291677635,-75.48453291620234,-133.88990501227727,177.5522552585914,160.707462918916,75.48453291620234,-1163.4503929167763,172.79075708379764,-1758.1410550122773,-1074.5663,248.27528999999998,-1624.25115
v2,noG,B,-61.53063916447468,-52.58541589473646,87.50963990471564,119.20227597266836,106.97643026499709,52.58541589473646,-1381.9634391644747,217.74110910526355,1116.8657399047156,-1320.4328,270.326525,1029.3561
v2,noG,C,64.08159738183815,-76.14137975037701,140.35419617944308,172.05598280349545,154.29112582448028,76.14137975037701,916.0032873818382,146.25325524962298,1334.6329961794431,851.92169,222.394635,1194.2788
v2,noG,D,99.33887638055694,-68.23120668474374,-52.284401460718755,131.3673040079357,112.25805537535906,68.23120668474374,1182.112976380557,172.67284831525626,-1484.7624014607188,1082.7741,240.904055,-1432.478
v2,noG,E,-47.607920359174614,28.592847358152085,-38.27634709728363,67.44734055605032,61.08676475340011,28.592847358152085,-1218.2388203591747,1676.5654473581521,-1619.9293470972837,-1170.6309,1647.9726,-1581.653
v2,noG,F,-0.4955942590538598,109.4026680706545,42.19403628428313,117.2583732302594,42.196946709791796,109.4026680706545,-1272.2080442590538,1769.5025680706544,1141.4536362842832,-1271.71245,1660.0999,1099.2596
v2,noG,H,35.0977729370843,134.44701981725325,-45.607218798164695,146.24593399266757,57.54886681461933,134.44701981725325,1063.1602729370843,1764.7650198172532,-1597.6949187981647,1028.0625,1630.318,-1552.0877
v3-full,noG,A,-116.19012243102725,-69.08599047314846,-119.66196766866187,180.53255976839452,166.79068036575958,69.08599047314846,-1190.7564224310272,179.18929952685153,-1743.913117668662,-1074.5663,248.27528999999998,-1624.25115
v3-full,noG,B,116.63564751023705,-56.799394317408655,70.8997876005169,147.8405402680711,136.4941542775026,56.799394317408655,-1203.797152489763,213.52713068259135,1100.2558876005169,-1320.4328,270.326525,1029.3561
v3-full,noG,C,-127.13991389612204,-6.1546879941746795,134.3501474178429,185.0740392410969,184.97167301159774,6.1546879941746795,724.781776103878,216.23994700582531,1328.628947417843,851.92169,222.394635,1194.2788
v3-full,noG,D,144.64157379098833,87.12732794932722,-149.92481433543617,225.80922500606246,208.32339000277653,87.12732794932722,1227.4156737909884,328.0313829493272,-1582.4028143354362,1082.7741,240.904055,-1432.478
v3-full,noG,E,-15.486417783890374,44.59754479562844,17.20394632949342,50.246849720986205,23.147460013688026,44.59754479562844,-1186.1173177838905,1692.5701447956285,-1564.4490536705066,-1170.6309,1647.9726,-1581.653
