version,eval_set,anchor,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_mm,err_vertical_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm
v3-full,noG,F,-21.23478718816591,90.16677974399772,40.71948822078525,101.18814692093122,45.92377279677012,90.16677974399772,-1292.947237188166,1750.2666797439977,1139.9790882207853,-1271.71245,1660.0999,1099.2596
v3-full,noG,H,18.774019997980304,-89.85157970422074,6.413412435458895,92.01577072054438,19.839246103414897,89.85157970422074,1046.8365199979803,1540.4664202957792,-1545.6742875645411,1028.0625,1630.318,-1552.0877
v3-lite,noG,A,-88.59900295203784,-76.12461781173516,-133.76453418098754,177.5885451422319,160.44542352074674,76.12461781173516,-1163.1653029520378,172.15067218826482,-1758.0156841809876,-1074.5663,248.27528999999998,-1624.25115
v3-lite,noG,B,-61.01659779190072,-52.709019170811814,87.53016470734474,119.0075444740479,106.69842988438715,52.709019170811814,-1381.4493977919008,217.6175058291882,1116.8862647073447,-1320.4328,270.326525,1029.3561
v3-lite,noG,C,63.454556002438835,-77.40951205913285,140.10181863565595,172.18371821899396,153.80182138871072,77.40951205913285,915.3762460024388,144.98512294086714,1334.380618635656,851.92169,222.394635,1194.2788
v3-lite,noG,D,99.49980940977161,-67.59844546007756,-51.690048983595716,130.92602134459935,112.12525690720803,67.59844546007756,1182.2739094097717,173.30560953992244,-1484.1680489835958,1082.7741,240.904055,-1432.478
v3-lite,noG,E,-47.932436751099885,28.470795091831405,-37.649494471606886,67.27249883887768,60.9508238407468,28.470795091831405,-1218.5633367511,1676.4433950918315,-1619.302494471607,-1170.6309,1647.9726,-1581.653
v3-lite,noG,F,0.021190723792187782,110.52743053434529,41.065044971910766,117.90950457073573,41.06505043941659,110.52743053434529,-1271.6912592762078,1770.6273305343452,1140.3246449719109,-1271.71245,1660.0999,1099.2596
v3-lite,noG,H,34.57248135903524,134.84336887557924,-45.59295067872267,146.48108324500066,57.21864747539282,134.84336887557924,1062.6349813590352,1765.1613688755792,-1597.6806506787227,1028.0625,1630.318,-1552.0877
v4-io,noG,A,-78.10243564518578,-61.78744086912201,-139.6123562810867,171.49136517394317,159.9737493467834,61.78744086912201,-1152.6687356451857,186.48784913087798,-1763.8635062810868,-1074.5663,248.27528999999998,-1624.25115
v4-io,noG,B,0.7861630796448935,-54.771421916732066,64.10491278984955,84.32061761492672,64.10973324060873,54.771421916732066,-1319.6466369203551,215.55510308326794,1093.4610127898495,-1320.4328,270.326525,1029.3561
v4-io,noG,C,-12.192794265540783,-33.54633065866187,93.71391777415829,100.28119922120888,94.50377038289798,33.54633065866187,839.7288957344592,188.84830434133812,1287.9927177741583,851.92169,222.394635,1194.2788
v4-io,noG,D,83.75322409078171,-49.770665607510495,-14.734599491583594,98.53339597716453,85.03946711838024,49.770665607510495,1166.5273240907818,191.1333893924895,-1447.2125994915837,1082.7741,240.904055,-1432.478
v4-io,noG,E,-36.18664702277442,24.363447122190337,-2.713569216580936,43.70828795914808,36.288247142071285,24.363447122190337,-1206.8175470227745,1672.3360471221904,-1584.366569216581,-1170.6309,1647.9726,-1581.653
v4-io,noG,F,30.710478850772688,87.06002711715519,28.248318391548537,96.54299210628317,41.726502407870896,87.06002711715519,-1241.0019711492273,1747.1599271171551,1127.5079183915486,-1271.71245,1660.0999,1099.2596
v4-io,noG,H,11.23201091230203,88.45238481268098,-29.00662396630628,93.76228816591114,31.10534203407456,88.45238481268098,1039.294510912302,1718.770384812681,-1581.0943239663063,1028.0625,1630.318,-1552.0877
