version,eval_set,method,ID,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,n_frames,pct_ge8
v1-old,all8,C_anchor_locked_OFFICIAL,ID01,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,64.27117808414562,-188.50526546067528,1.5966095577364854,64.29100632595367,188.50526546067528,199.16718756061067,-477.94416626519535,-5.962464876595931,-381.72745137269544,-542.215344349341,182.54280058407934,-383.3240609304319,-1.000000000000001,1.0,0.9569413681749183,901.6813496563984,38.825165258397654,1201,91.75686927560366
v1-old,all8,C_anchor_locked_OFFICIAL,ID02,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,15.996394973420138,-40.250616024198735,7.870684363417865,17.82785249249644,40.250616024198735,44.022090077842684,-527.2335850265798,1065.3383839758012,-252.05067563658213,-543.22998,1105.589,-259.92136,-1.000000000000001,1.0,0.9569413681749183,458.00703043841764,19.72115609694683,1201,95.67027477102414
v1-old,all8,C_anchor_locked_OFFICIAL,ID03,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,-26.45163169228124,415.8974381390144,-21.66078285811801,34.18886270718341,415.8974381390144,417.30032037347627,-580.4545016922813,2041.4588881390146,-277.955882858118,-554.00287,1625.5614500000001,-256.2951,-1.000000000000001,1.0,0.9569413681749183,802.5103248421706,34.55499661320577,1201,92.2564529558701
v1-old,all8,C_anchor_locked_OFFICIAL,ID04,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,74.034819986873,-309.35955255464165,22.930628382212717,77.50463398076162,309.35955255464165,318.92052465355675,-247.14399501312698,-127.19576255464165,502.8644483822127,-321.178815,182.16379,479.93381999999997,-1.000000000000001,1.0,0.9569413681749183,1059.5971493236866,45.62480353563478,1201,93.83846794338052
v1-old,all8,C_anchor_locked_OFFICIAL,ID05,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,23.16167454849372,114.27603493411561,69.36654357764024,73.13125553276797,114.27603493411561,135.67310970145195,-161.82021524843867,1217.8626514936923,543.0705725115895,-184.9818897969324,1103.5866165595767,473.70402893394925,-1.000000000000001,1.0,0.9569413681749183,705.3810176635394,30.372741535975823,1200,91.5
v1-old,all8,C_anchor_locked_OFFICIAL,ID06,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,-12.63999556593106,257.20514747081734,-10.952164027056142,16.724813445366124,257.20514747081734,257.74834096511114,-205.87125056593106,1942.1576974708173,465.5708159729438,-193.231255,1684.95255,476.52297999999996,-1.000000000000001,1.0,0.9569413681749183,1005.7123587372721,43.30459817680273,1201,92.83930058284764
v1-old,all8,C_anchor_locked_OFFICIAL,ID07,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,-6.784224268634148,-223.9361992895138,51.173306781424955,51.62105215774818,223.9361992895138,229.8089519102896,345.3633257313659,-12.370844289513798,104.96917278142496,352.14755,211.565355,53.795866000000004,-1.000000000000001,1.0,0.9569413681749183,917.719389776331,39.51574132311772,1201,90.84096586178184
v1-old,all8,C_anchor_locked_OFFICIAL,ID08,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,87.46760020798126,2.7761562259941,-35.58453352821948,94.42902155886303,2.7761562259941,94.46982140321504,479.36814020798124,1135.0565562259942,-107.11646252821947,391.90054,1132.2804,-71.53192899999999,-1.000000000000001,1.0,0.9569413681749183,552.5401877883373,23.791624514539542,1201,90.25811823480431
v1-old,all8,C_anchor_locked_OFFICIAL,ID09,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,60.29295933731339,68.02238709511221,-27.994763757903414,66.47516636693547,68.02238709511221,95.11042471584824,469.1028993373134,1636.2077370951124,-90.42055225790341,408.80994,1568.1853500000002,-62.425788499999996,-1.000000000000001,1.0,0.9569413681749183,817.5408558801957,35.20219071530756,1201,93.42214820982517
v1-old,all8,C_anchor_locked_OFFICIAL,ID10,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,36.965300437590685,-156.5878315656398,-64.21880340908638,74.09782822550352,156.5878315656398,173.23463032016838,102.46454543759069,82.06189843436022,-1002.4122234090863,65.499245,238.64973,-938.19342,-1.000000000000001,1.0,0.9569413681749183,1036.3981733342628,44.625887369787264,1201,90.75770191507078
