grid_mm,mask,n_grid_points,n_finite,n_nan,vdop_median,vdop_p90,vdop_p95,gdop_median,hdop_median,cond_p95,with_range_bias,device
100.0,all8,47232,47232,0,0.8097091913223267,0.926449716091156,0.9591137170791626,1.1764283180236816,0.8674677610397339,6.000064849853516,False,cuda
100.0,noG,47232,47232,0,0.8628748059272766,1.075326919555664,1.199218511581421,1.2860876321792603,0.9502254724502563,7.7218499183654785,False,cuda
100.0,dropH,47232,47232,0,0.8680813312530518,1.0851367712020874,1.2088273763656616,1.2911367416381836,0.9473614692687988,7.7780375480651855,False,cuda
