ID,comparison_group,anchor,median_raw_range_mm,distance_solved_to_anchor_mm,distance_truth_to_anchor_mm,residual_vs_solved_mm,residual_vs_truth_mm,autopos_effective_delay_mm,delaycal_endpoint_delay_mm,production_err_3d_mm,location,height,facing,residual_vs_solved_centered_mm,residual_vs_truth_centered_mm
ID16,clean_reference,G,1989.0,1871.4697935276713,1883.4916243843109,117.5302064723287,105.50837561568915,27.558723285689375,52.980386076310396,22.05434001062096,center,mid,ADHE,-12.590899423603105,-25.547049892989435
ID16,clean_reference,H,2011.0,1894.530076703091,1896.389562625217,116.46992329690897,114.61043737478303,32.41907674793188,93.79237774378286,22.05434001062096,center,mid,ADHE,-13.651182599022832,-16.44498813389555
ID22,clean_reference,A,2614.0,2114.126805499061,2112.668275875129,499.873194500939,501.331724124871,0.0,148.31658290395075,28.071891419495262,center,high,BCGF,376.0990184821409,372.3710946005383
ID22,clean_reference,B,2237.0,2159.788084616675,2132.633721272574,77.21191538332505,104.3662787274261,37.127097197321255,91.10219245568649,28.071891419495262,center,high,BCGF,-46.56226063547308,-24.59435079690661
ID22,clean_reference,C,2405.0,2272.9809771055466,2261.8499443266796,132.01902289445343,143.15005567332037,59.99999999999338,114.41502081183907,28.071891419495262,center,high,BCGF,8.244846875655298,14.18942614898765
ID22,clean_reference,D,2353.0,2224.945091369303,2238.228796624655,128.0549086306969,114.77120337534507,59.999999999999986,114.24190029344038,28.071891419495262,center,high,BCGF,4.28073261189877,-14.18942614898765
ID22,clean_reference,E,1738.0,1635.3034990613926,1641.5933061998514,102.69650093860741,96.40669380014856,31.143226774707873,55.902138641781754,28.071891419495262,center,high,BCGF,-21.077675080190716,-32.55393572418416
ID22,clean_reference,F,1837.0,1717.5065565931006,1692.2376030605399,119.49344340689936,144.76239693946013,27.042519801587616,54.22693064632111,28.071891419495262,center,high,BCGF,-4.28073261189877,15.801767415127415
ID22,clean_reference,G,2021.0,1858.0996439607782,1855.0890475784825,162.90035603922183,165.91095242151755,27.558723285689375,52.980386076310396,28.071891419495262,center,high,BCGF,39.1261800204237,36.95032289718483
ID22,clean_reference,H,1915.0,1797.6626834088065,1823.4833486647947,117.33731659119348,91.51665133520532,32.41907674793188,93.79237774378286,28.071891419495262,center,high,BCGF,-6.436859427604645,-37.44397818912739
ID09,clean_reference,A,2671.5,2547.8647967503393,2526.2355582388486,123.63520324966066,145.26444176115137,0.0,148.31658290395075,45.48003654193094,edge,high,CDHG,-0.7868069192134044,1.8538152765028144
ID09,clean_reference,B,2590.0,2464.7911829119125,2422.1283358917453,125.20881708808747,167.87166410825466,37.127097197321255,91.10219245568649,45.48003654193094,edge,high,CDHG,0.7868069192134044,24.461037623606103
ID09,clean_reference,C,1984.0,1903.1846449639374,1893.8867691404437,80.81535503606256,90.11323085955632,59.99999999999338,114.41502081183907,45.48003654193094,edge,high,CDHG,-43.60665513281151,-53.297395625092236
ID09,clean_reference,D,2414.0,2007.6284229010896,2023.1031578388247,406.3715770989104,390.8968421611753,59.999999999999986,114.24190029344038,45.48003654193094,edge,high,CDHG,281.9495669300363,247.48621567652674
ID09,clean_reference,E,2263.0,2212.307295322855,2192.9547857820817,50.692704677144775,70.04521421791833,31.143226774707873,55.902138641781754,45.48003654193094,edge,high,CDHG,-73.72930549172929,-73.36541226673023
ID09,clean_reference,F,2311.0,2086.9153136007503,2045.0224276636702,224.08468639924968,265.9775723363298,27.042519801587616,54.22693064632111,45.48003654193094,edge,high,CDHG,99.66267623037561,122.56694585168123
ID09,clean_reference,G,1474.0,1359.4765263059496,1363.8194356656527,114.52347369405038,110.18056433434731,27.558723285689375,52.980386076310396,45.48003654193094,edge,high,CDHG,-9.898536474823686,-33.23006215030125
ID09,clean_reference,H,1756.0,1584.7913108137934,1614.4431887918543,171.20868918620658,141.55681120814575,32.41907674793188,93.79237774378286,45.48003654193094,edge,high,CDHG,46.78667901733252,-1.8538152765028144
ID18,clean_reference,A,1695.0,1559.6049242935642,1602.9575855586388,135.39507570643582,92.04241444136119,0.0,148.31658290395075,45.502690272246326,center,low,BCGF,18.47586701257387,-21.754094636530112
ID18,clean_reference,B,1728.0,1635.4357748194277,1620.3609644036435,92.5642251805723,107.6390355963565,37.127097197321255,91.10219245568649,45.502690272246326,center,low,BCGF,-24.354983513289653,-6.157473481534794
ID18,clean_reference,C,1994.0,1867.9557690359584,1824.324937424115,126.04423096404162,169.67506257588502,59.99999999999338,114.41502081183907,45.502690272246326,center,low,BCGF,9.12502227017967,55.87855349799372
ID18,clean_reference,D,1991.0,1827.0767671890505,1833.3036781405885,163.92323281094946,157.69632185941146,59.999999999999986,114.24190029344038,45.502690272246326,center,low,BCGF,47.00402411708751,43.899812781520154
ID18,clean_reference,E,2217.0,2140.5525628875894,2164.688848418786,76.44743711241063,52.311151581213835,31.143226774707873,55.902138641781754,45.502690272246326,center,low,BCGF,-40.47177158145132,-61.485357496677466
ID18,clean_reference,F,2329.0,2215.1108646254547,2194.5230004199193,113.88913537454528,134.4769995800807,27.042519801587616,54.22693064632111,45.502690272246326,center,low,BCGF,-3.0300733193166707,20.6804905021894
ID18,clean_reference,G,2483.0,2465.621127331894,2424.3072039368267,17.37887266810594,58.69279606317332,27.558723285689375,52.980386076310396,45.502690272246326,center,low,BCGF,-99.540336025756,-55.10371301471798
ID18,clean_reference,H,2474.0,2354.0507179868214,2354.046017440574,119.94928201317862,119.9539825594261,32.41907674793188,93.79237774378286,45.502690272246326,center,low,BCGF,3.0300733193166707,6.157473481534794
