ID,comparison_group,anchor,median_raw_range_mm,distance_solved_to_anchor_mm,distance_truth_to_anchor_mm,residual_vs_solved_mm,residual_vs_truth_mm,autopos_effective_delay_mm,delaycal_endpoint_delay_mm,production_err_3d_mm,location,height,facing,residual_vs_solved_centered_mm,residual_vs_truth_centered_mm
ID01,worst,A,1514.0,1391.991204858327,1351.8943525785053,122.00879514167309,162.10564742149472,0.0,148.31658290395075,139.3319890650236,edge,low,ABEF,13.398241219482088,4.671797552705016
ID01,worst,B,1768.0,1663.1227816445244,1615.2379476839153,104.87721835547563,152.7620523160847,37.127097197321255,91.10219245568649,139.3319890650236,edge,low,ABEF,-3.7333355667153683,-4.671797552705016
ID01,worst,C,2177.0,2064.6561105110936,2105.715324080293,112.34388948890637,71.28467591970684,59.99999999999338,114.41502081183907,139.3319890650236,edge,low,ABEF,3.7333355667153683,-86.14917394908286
ID01,worst,D,2111.0,1881.0645112407972,1935.128088300351,229.93548875920283,175.871911699649,59.999999999999986,114.24190029344038,139.3319890650236,edge,low,ABEF,121.32493483701182,18.438061830859283
ID01,worst,E,2314.0,2105.8777329466775,1994.5883920778015,208.1222670533225,319.4116079221985,31.143226774707873,55.902138641781754,139.3319890650236,edge,low,ABEF,99.5117131311315,161.97775805340882
ID01,worst,F,2407.5,2322.339249422049,2216.617991636123,85.16075057795115,190.88200836387705,27.042519801587616,54.22693064632111,139.3319890650236,edge,low,ABEF,-23.449803344239854,33.44815849508734
ID01,worst,G,2769.0,2697.749490479608,2666.119035721429,71.25050952039192,102.8809642785709,27.558723285689375,52.980386076310396,139.3319890650236,edge,low,ABEF,-37.36004440179909,-54.55288559021881
ID01,worst,H,2472.0,2461.503367209181,2434.7143529599857,10.496632790819149,37.28564704001428,32.41907674793188,93.79237774378286,139.3319890650236,edge,low,ABEF,-98.11392113137185,-120.14820282877542
ID03,worst,A,2209.0,2263.2317985365457,2009.7778996477477,-54.23179853654574,199.22210035225226,0.0,148.31658290395075,369.5678176231023,edge,high,ABEF,-118.14464274016768,77.235404830829
ID03,worst,B,2435.0,2281.9941001306506,2019.1521853493364,153.00589986934938,415.8478146506636,37.127097197321255,91.10219245568649,369.5678176231023,edge,high,ABEF,89.09305566572743,293.86111912924036
ID03,worst,C,2544.0,2708.9282071264934,2459.6068016025747,-164.92820712649336,84.3931983974253,59.99999999999338,114.41502081183907,369.5678176231023,edge,high,ABEF,-228.8410513301153,-37.59349712399796
ID03,worst,D,2978.0,2681.5902245515194,2445.3468394693987,296.40977544848056,532.6531605306013,59.999999999999986,114.24190029344038,369.5678176231023,edge,high,ABEF,232.49693124485862,410.66646500917807
ID03,worst,E,1555.0,1478.2996816620298,1461.9527865558496,76.7003183379702,93.04721344415043,31.143226774707873,55.902138641781754,369.5678176231023,edge,high,ABEF,12.787474134348258,-28.939482077272828
ID03,worst,F,1594.0,1570.1500484372536,1534.2191794017795,23.849951562746355,59.780820598220544,27.042519801587616,54.22693064632111,369.5678176231023,edge,high,ABEF,-40.06289264087559,-62.205874923202714
ID03,worst,G,2240.0,2133.975715096972,2091.0249165529885,106.02428490302782,148.97508344701146,27.558723285689375,52.980386076310396,369.5678176231023,edge,high,ABEF,42.111440699405875,26.9883879255882
ID03,worst,H,2140.0,2088.8746299307263,2045.001692404165,51.125370069273686,94.99830759583506,32.41907674793188,93.79237774378286,369.5678176231023,edge,high,ABEF,-12.787474134348258,-26.9883879255882
ID04,worst,A,2464.0,2303.95191023134,2235.969101074694,160.0480897686598,228.0308989253058,0.0,148.31658290395075,283.92527769732345,edge,low,BCGF,33.76006574944279,34.47824952304393
ID04,worst,B,1336.0,1258.7440748534807,1143.7421195975337,77.2559251465193,192.2578804024663,37.127097197321255,91.10219245568649,283.92527769732345,edge,low,BCGF,-49.0320988726977,-1.294768999795565
ID04,worst,C,1450.0,1331.6711562764665,1374.0713468273289,118.32884372353351,75.92865317267115,59.99999999999338,114.41502081183907,283.92527769732345,edge,low,BCGF,-7.959180295683495,-117.62399622959072
ID04,worst,D,2568.0,2360.740159445345,2373.1525815979426,207.25984055465506,194.84741840205743,59.999999999999986,114.24190029344038,283.92527769732345,edge,low,BCGF,80.97181653543805,1.294768999795565
ID04,worst,E,2810.0,2863.98866547096,2668.3898756707526,-53.98866547095986,141.61012432924736,31.143226774707873,55.902138641781754,283.92527769732345,edge,low,BCGF,-180.27668949017686,-51.94252507301451
ID04,worst,F,2276.0,2119.1796062993662,1863.1623005741753,156.82039370063376,412.83769942582467,27.042519801587616,54.22693064632111,283.92527769732345,edge,low,BCGF,30.532369681416753,219.2850500235628
ID04,worst,G,2205.0,2289.164682316547,2134.2178649318,-84.16468231654699,70.7821350682002,27.558723285689375,52.980386076310396,283.92527769732345,edge,low,BCGF,-210.452706335764,-122.77051433406166
ID04,worst,H,3093.0,2958.7527956850995,2836.673086519975,134.2472043149005,256.3269134800248,32.41907674793188,93.79237774378286,283.92527769732345,edge,low,BCGF,7.959180295683495,62.77426407776295
ID06,worst,A,3018.5,2803.6845640177917,2693.333428341823,214.81543598220833,325.16657165817696,0.0,148.31658290395075,192.79197877789164,edge,high,BCGF,82.98856232217418,148.79144047986972
ID06,worst,B,1996.0,2040.595320227282,1891.394874748957,-44.595320227281945,104.60512525104309,37.127097197321255,91.10219245568649,192.79197877789164,edge,high,BCGF,-176.4221938873161,-71.77000592726415
ID06,worst,C,2239.0,2082.72645158471,1935.6119834086564,156.27354841528995,303.38801659134356,59.99999999999338,114.41502081183907,192.79197877789164,edge,high,BCGF,24.4466747552558,127.01288541303632
ID06,worst,D,2869.0,2820.137843669313,2712.517366495817,48.86215633068696,156.482633504183,59.999999999999986,114.24190029344038,192.79197877789164,edge,high,BCGF,-82.9647173293472,-19.89249767412423
ID06,worst,E,2493.0,2293.502132416197,2278.764127196382,199.49786758380287,214.2358728036179,31.143226774707873,55.902138641781754,192.79197877789164,edge,high,BCGF,67.67099392376872,37.86074162531065
ID06,worst,F,1373.0,1265.6198010952216,1245.6083815026595,107.38019890477835,127.39161849734046,27.042519801587616,54.22693064632111,192.79197877789164,edge,high,BCGF,-24.4466747552558,-48.98351268096678
ID06,worst,G,1553.0,1359.6906171008354,1356.7323711475685,193.30938289916458,196.26762885243147,27.558723285689375,52.980386076310396,192.79197877789164,edge,high,BCGF,61.48250923913042,19.89249767412423
ID06,worst,H,2469.0,2381.2853524846178,2368.5026200251004,87.71464751538224,100.49737997489956,32.41907674793188,93.79237774378286,192.79197877789164,edge,high,BCGF,-44.11222614465191,-75.87775120340768
ID16,clean_reference,A,2145.0,1918.8144519680334,1903.754301623018,226.18554803196662,241.2456983769821,0.0,148.31658290395075,22.05434001062096,center,mid,ADHE,96.06444213603481,110.19027286830351
ID16,clean_reference,B,1972.0,1875.0344913405029,1868.5660235466719,96.96550865949712,103.43397645332811,37.127097197321255,91.10219245568649,22.05434001062096,center,mid,ADHE,-33.15559723643469,-27.621449055350467
ID16,clean_reference,C,2094.0,1951.287994680465,1946.4995863574259,142.7120053195349,147.50041364257413,59.99999999999338,114.41502081183907,22.05434001062096,center,mid,ADHE,12.590899423603105,16.44498813389555
ID16,clean_reference,D,2163.0,1996.891818245229,1984.3308802147606,166.10818175477107,178.66911978523945,59.999999999999986,114.24190029344038,22.05434001062096,center,mid,ADHE,35.98707585883926,47.613694276560864
ID16,clean_reference,E,1877.0,1787.4464841501808,1787.960517621084,89.55351584981918,89.03948237891609,31.143226774707873,55.902138641781754,22.05434001062096,center,mid,ADHE,-40.56759004611263,-42.01594312976249
ID16,clean_reference,F,1950.0,1756.871395301847,1766.9400061988556,193.1286046981529,183.0599938011444,27.042519801587616,54.22693064632111,22.05434001062096,center,mid,ADHE,63.00749880222111,52.00456829246582
