phase_bin_deg,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
0-90,9669,116.19104276590426,131.09310940406948,109.25870272620212,180.9275261730103,208.18229920009549,750.4333385187015,70.38734917559273,82.04199112798752,62.99963565780663,124.75498930924488,144.71732110709215,355.98564014356504,79.88690425508219,102.2473228255026,68.5023261701408,156.51495918371003,182.4715073082819,687.7806145066921,58.38494827158566,72.34716387555603,50.436790495421974,117.50229024836126,137.42730093802714,352.8481830912426
180-270,10729,118.5563451923036,132.89981560271644,110.25084471991173,189.09974333970786,222.13544606569278,686.2215709912688,72.14907443572065,84.18284678154582,64.43361315956466,128.3213493953108,154.962201041949,363.8547534287488,82.45073397752404,102.83778145696658,72.98643527610989,158.87220391657752,187.60025450225353,655.5190108176267,62.4034181239808,79.0718708265101,52.922485015830546,126.14697206867298,152.83868179201576,372.55965225403594
270-360,9644,107.20908500864829,118.78714231822642,100.07538465947017,174.47628228495344,196.88209987030564,606.8636063456797,67.69779109701435,78.01407767836409,61.10011271881308,118.89448431892612,136.9775226192714,581.8699317093489,71.5211808714326,89.57783690246572,60.61618247977424,145.64343095235043,170.94844297182166,402.28907598355727,56.06812283319536,70.9342841584612,46.943891995461485,116.23043477306798,137.2592812885527,368.6537671877153
90-180,10619,115.38743744114599,127.23550489264277,109.88904316013404,180.63102898758194,205.5452822690944,645.8123831849862,69.55211257353088,81.07870836567767,62.7192397980868,121.64161737451725,144.84144905397045,508.81542629633344,80.15023610764781,98.05670173445112,71.90245759025402,154.7401893513046,177.55561276925258,598.0734820880095,66.18207888544593,82.26523893401938,57.53716438723529,132.39569704314866,155.1700621902471,480.03249443911557
