variant_id,loss,weighting,dtag_model,delay_source,loo_median_3d,loo_rmse,loo_p95,loo_dtag_mean,loo_dtag_median
0,Cauchy50,inverse_rho_rms,scalar,V5_common_mode,82.60393913867526,109.66676892112066,193.71305955099604,49.518580277760826,49.6210823059082
1,Cauchy50,inverse_rho_rms,elevation_2params,V5_common_mode,84.55750211793114,110.51298545262307,195.0456060035375,49.259685357411705,49.50445556640625
3,Cauchy50,NLOS_probability_based,scalar,V5_common_mode,84.73558008884623,109.99859494059474,188.2378553299005,49.518580277760826,49.6210823059082
2,Cauchy50,inverse_rho_rms,scalar,V5_no_regularization,85.20823500118277,112.55952023425353,202.30536479116688,50.207475662231445,50.157901763916016
5,Cauchy50,inverse_rho_rms,elevation_2params,V5_no_regularization,86.55517728118014,113.52683908500438,204.5559619141764,49.987152099609375,50.165550231933594
7,StudentT3,inverse_rho_rms,scalar,V5_common_mode,86.77186679899837,110.69693279131188,193.79356985701693,49.518580277760826,49.6210823059082
30,baseline,uniform,scalar,V4_CV4,86.85245731205825,115.92592159148425,202.57570666138696,33.14134963353475,33.081336975097656
6,Cauchy50,NLOS_probability_based,elevation_2params,V5_common_mode,86.99786288032341,110.84152212556297,189.67452370104212,49.259685357411705,49.50445556640625
4,Cauchy50,NLOS_probability_based,scalar,V5_no_regularization,87.42190063869592,112.68082150645296,198.31165428726845,50.207475662231445,50.157901763916016
12,StudentT3,inverse_rho_rms,scalar,V5_no_regularization,87.80701633130525,113.27142683407716,202.9344922711499,50.207475662231445,50.157901763916016
