percentile,d_tag_mm,median_3d,p95,rmse
25,29.122352395643677,54.147721222193624,143.9677425614487,79.19900250633259
28,31.54635703194154,54.437189231929125,142.54563459371386,79.1118889379543
30,32.98564490395356,56.01127291158505,143.12004226914806,79.48190537495643
32,34.413414759846454,57.29922757309021,143.69817482225324,79.93587131337246
35,36.74985730378654,59.20064750972422,143.5947586736493,80.67246791590736
