iteration,d_tag_mm,median_3d,rmse,metric,mean,ci95_low,ci95_high
46,32.61177600071731,56.42153245391072,79.49263296525379,,,,
47,35.3028934909079,54.40624338576363,78.0889846209208,,,,
48,36.049503621601005,54.605417123465344,77.73599221275992,,,,
49,30.549727403436066,58.03304142025368,80.73550848826167,,,,
50,33.140232922561026,56.01793707495203,79.20331780250142,,,,
51,35.3028934909079,54.40624338576363,78.0889846209208,,,,
52,38.40605454671773,55.08923398091078,76.67473569623813,,,,
53,35.3028934909079,54.40624338576363,78.0889846209208,,,,
54,32.78572303357369,56.288261451910664,79.39597936584846,,,,
55,33.18452426205986,55.98428490230008,79.1796126596123,,,,
56,23.523185125674104,63.749474505566454,85.94714945150997,,,,
57,32.51449217653108,56.49624845328972,79.54723627343017,,,,
58,33.169522655454465,55.995679974355696,79.18763274058341,,,,
59,35.89955176603037,54.459487696083166,77.80579298983285,,,,
60,32.88449194689849,56.212773756280065,79.34174844342729,,,,
61,34.471114696067254,55.018506984373275,78.50649946054554,,,,
62,34.016303056900504,55.35731175734992,78.74552933091476,,,,
63,37.51674350031217,54.32286382411728,77.06584838583049,,,,
64,26.155459002105793,61.39833154072385,83.86296383285172,,,,
65,39.380379349753554,55.9568048177061,76.2845384990968,,,,
66,28.213624606910827,59.92580005412913,82.33659000897227,,,,
67,27.640811123616864,60.3964695622455,82.75352377226903,,,,
68,33.140232922561026,56.01793707495203,79.20331780250142,,,,
69,30.549727403436066,58.03304142025368,80.73550848826167,,,,
70,35.3028934909079,54.40624338576363,78.0889846209208,,,,
71,30.45244357924983,58.11051161803029,80.79833967560606,,,,
72,34.016303056900504,55.35731175734992,78.74552933091476,,,,
73,28.213624606910827,59.92580005412913,82.33659000897227,,,,
74,35.3028934909079,54.40624338576363,78.0889846209208,,,,
75,27.640811123616864,60.3964695622455,82.75352377226903,,,,
76,40.74912931447911,56.92734400503831,75.78336538801993,,,,
77,36.935378314994196,53.970625423902746,77.33580815409547,,,,
78,32.78572303357369,56.288261451910664,79.39597936584846,,,,
79,30.45244357924983,58.11051161803029,80.79833967560606,,,,
80,33.18452426205986,55.98428490230008,79.1796126596123,,,,
81,32.863410541172904,56.228874733392104,79.35327781773536,,,,
82,35.89955176603037,54.459487696083166,77.80579298983285,,,,
83,39.99312454820401,56.5164189771956,76.05830892108156,,,,
84,32.415723263206274,56.572237978727514,79.60336396034647,,,,
85,36.935378314994196,53.970625423902746,77.33580815409547,,,,
86,30.64849631676087,57.95452152988803,80.67249013776409,,,,
87,32.78572303357369,56.288261451910664,79.39597936584846,,,,
88,33.106836754460645,56.043329008899924,79.22124440614598,,,,
89,28.01363423618566,60.091450796671225,82.48100579275264,,,,
90,39.33954804423283,55.91989073522741,76.30011367701762,,,,
91,33.140232922561026,56.01793707495203,79.20331780250142,,,,
92,33.09183514785525,56.0547400880275,79.22931179321652,,,,
93,36.049503621601005,54.605417123465344,77.73599221275992,,,,
94,33.140232922561026,56.01793707495203,79.20331780250142,,,,
95,33.169522655454465,55.995679974355696,79.18763274058341,,,,
96,30.079620466681035,58.40860573146273,81.04318774372496,,,,
97,34.56866999252414,54.94620506381165,78.4560417836508,,,,
98,34.016303056900504,55.35731175734992,78.74552933091476,,,,
99,40.13638411602866,56.64876017335202,76.00755136597476,,,,
100,27.550874473843066,60.4701668871357,82.81998075097815,,,,
101,37.51674350031217,54.32286382411728,77.06584838583049,,,,
102,33.140232922561026,56.01793707495203,79.20331780250142,,,,
103,35.89955176603037,54.459487696083166,77.80579298983285,,,,
104,32.415723263206274,56.572237978727514,79.60336396034647,,,,
105,24.366174849947157,63.446890228028295,85.25211273511911,,,,
106,23.282825623632334,63.836203189886646,86.15086678966476,,,,
107,30.64849631676087,57.95452152988803,80.67249013776409,,,,
108,34.016303056900504,55.35731175734992,78.74552933091476,,,,
109,26.155459002105793,61.39833154072385,83.86296383285172,,,,
110,34.61296133202298,54.91342226456288,78.43321868908923,,,,
111,32.415723263206274,56.572237978727514,79.60336396034647,,,,
112,34.016303056900504,55.35731175734992,78.74552933091476,,,,
113,30.45244357924983,58.11051161803029,80.79833967560606,,,,
114,36.049503621601005,54.605417123465344,77.73599221275992,,,,
115,33.106836754460645,56.043329008899924,79.22124440614598,,,,
116,32.88449194689849,56.212773756280065,79.34174844342729,,,,
117,33.18452426205986,55.98428490230008,79.1796126596123,,,,
118,33.169522655454465,55.995679974355696,79.18763274058341,,,,
119,33.18452426205986,55.98428490230008,79.1796126596123,,,,
120,34.016303056900504,55.35731175734992,78.74552933091476,,,,
121,32.917888114998874,56.187279840912126,79.32352096588166,,,,
122,27.640811123616864,60.3964695622455,82.75352377226903,,,,
123,34.016303056900504,55.35731175734992,78.74552933091476,,,,
124,35.89955176603037,54.459487696083166,77.80579298983285,,,,
125,33.09183514785525,56.0547400880275,79.22931179321652,,,,
126,32.93288972160427,56.1758329230954,79.3153478519794,,,,
127,28.213624606910827,59.92580005412913,82.33659000897227,,,,
128,26.728272485399756,61.05662644573436,83.43692316585924,,,,
129,33.97201171740167,55.39045780332438,78.76841636616277,,,,
130,35.89955176603037,54.459487696083166,77.80579298983285,,,,
131,33.987013324007066,55.37922812124812,78.76065529042368,,,,
132,24.366174849947157,63.446890228028295,85.25211273511911,,,,
133,33.140232922561026,56.01793707495203,79.20331780250142,,,,
134,28.213624606910827,59.92580005412913,82.33659000897227,,,,
135,33.09183514785525,56.0547400880275,79.22931179321652,,,,
136,26.35544937283096,61.2786767802761,83.7161358140373,,,,
137,33.18452426205986,55.98428490230008,79.1796126596123,,,,
138,33.106836754460645,56.043329008899924,79.22124440614598,,,,
139,32.61177600071731,56.42153245391072,79.49263296525379,,,,
140,23.523185125674104,63.749474505566454,85.94714945150997,,,,
141,34.471114696067254,55.018506984373275,78.50649946054554,,,,
142,27.640811123616864,60.3964695622455,82.75352377226903,,,,
143,33.987013324007066,55.37922812124812,78.76065529042368,,,,
144,33.140232922561026,56.01793707495203,79.20331780250142,,,,
145,33.09183514785525,56.0547400880275,79.22931179321652,,,,
146,32.415723263206274,56.572237978727514,79.60336396034647,,,,
147,33.18452426205986,55.98428490230008,79.1796126596123,,,,
148,35.41545039397018,54.32412249395695,78.0347576748111,,,,
149,35.3028934909079,54.40624338576363,78.0889846209208,,,,
150,33.18452426205986,55.98428490230008,79.1796126596123,,,,
151,32.88449194689849,56.212773756280065,79.34174844342729,,,,
152,22.82781803803107,64.00095221098415,86.55105810319766,,,,
153,35.89955176603037,54.459487696083166,77.80579298983285,,,,
154,25.65153660073306,61.70150803971922,84.24065499105755,,,,
155,23.621892946532654,63.71391699721904,85.86442284259272,,,,
156,36.049503621601005,54.605417123465344,77.73599221275992,,,,
157,32.61177600071731,56.42153245391072,79.49263296525379,,,,
158,30.45244357924983,58.11051161803029,80.79833967560606,,,,
159,33.140232922561026,56.01793707495203,79.20331780250142,,,,
160,27.17805136127427,60.78220276677624,83.09884708782188,,,,
161,34.016303056900504,55.35731175734992,78.74552933091476,,,,
162,25.6926992397632,61.67665310650028,84.20944491748158,,,,
163,32.88449194689849,56.212773756280065,79.34174844342729,,,,
164,28.213624606910827,59.92580005412913,82.33659000897227,,,,
165,28.213624606910827,59.92580005412913,82.33659000897227,,,,
166,30.079620466681035,58.40860573146273,81.04318774372496,,,,
167,33.987013324007066,55.37922812124812,78.76065529042368,,,,
168,34.62106655163789,54.907426002521284,78.42905057786223,,,,
169,32.415723263206274,56.572237978727514,79.60336396034647,,,,
170,34.016303056900504,55.35731175734992,78.74552933091476,,,,
171,26.978060990549103,60.908500858574854,83.24854818118315,,,,
172,32.415723263206274,56.572237978727514,79.60336396034647,,,,
173,39.380379349753554,55.9568048177061,76.2845384990968,,,,
174,33.140232922561026,56.01793707495203,79.20331780250142,,,,
175,35.3028934909079,54.40624338576363,78.0889846209208,,,,
176,32.415723263206274,56.572237978727514,79.60336396034647,,,,
177,25.188776838390467,62.294976268565264,84.59617174786821,,,,
178,37.51674350031217,54.32286382411728,77.06584838583049,,,,
179,35.41545039397018,54.32412249395695,78.0347576748111,,,,
180,30.275673204192074,58.25161205481605,80.91376742606087,,,,
181,30.075682833466907,58.411764287086996,81.04580216193554,,,,
182,36.935378314994196,53.970625423902746,77.33580815409547,,,,
183,35.45284534647853,54.29687792562739,78.01687172940674,,,,
184,35.3028934909079,54.40624338576363,78.0889846209208,,,,
185,25.851526971458227,61.58089959378584,84.08956819637388,,,,
186,38.987419732035704,55.60353984224848,76.43722028306912,,,,
187,32.78572303357369,56.288261451910664,79.39597936584846,,,,
188,24.366174849947157,63.446890228028295,85.25211273511911,,,,
189,26.155459002105793,61.39833154072385,83.86296383285172,,,,
190,29.879630095955868,58.56929634856999,81.17672105487956,,,,
191,25.6926992397632,61.67665310650028,84.20944491748158,,,,
192,26.35544937283096,61.2786767802761,83.7161358140373,,,,
193,27.550874473843066,60.4701668871357,82.81998075097815,,,,
194,33.09183514785525,56.0547400880275,79.22931179321652,,,,
195,34.016303056900504,55.35731175734992,78.74552933091476,,,,
196,34.50040442896069,54.99678551091991,78.49137178424347,,,,
197,32.917888114998874,56.187279840912126,79.32352096588166,,,,
198,33.09183514785525,56.0547400880275,79.22931179321652,,,,
199,33.18452426205986,55.98428490230008,79.1796126596123,,,,
200,24.027107527046837,63.568302087102566,85.52874785212492,,,,
201,32.61177600071731,56.42153245391072,79.49263296525379,,,,
202,32.61177600071731,56.42153245391072,79.49263296525379,,,,
203,32.88449194689849,56.212773756280065,79.34174844342729,,,,
204,24.366174849947157,63.446890228028295,85.25211273511911,,,,
205,39.380379349753554,55.9568048177061,76.2845384990968,,,,
206,33.09183514785525,56.0547400880275,79.22931179321652,,,,
207,35.3028934909079,54.40624338576363,78.0889846209208,,,,
208,38.987419732035704,55.60353984224848,76.43722028306912,,,,
209,36.935378314994196,53.970625423902746,77.33580815409547,,,,
210,32.88449194689849,56.212773756280065,79.34174844342729,,,,
211,33.987013324007066,55.37922812124812,78.76065529042368,,,,
212,21.107135628592204,63.604319572522535,88.15219820025133,,,,
213,35.41545039397018,54.32412249395695,78.0347576748111,,,,
214,33.18452426205986,55.98428490230008,79.1796126596123,,,,
215,33.106836754460645,56.043329008899924,79.22124440614598,,,,
216,33.140232922561026,56.01793707495203,79.20331780250142,,,,
217,28.213624606910827,59.92580005412913,82.33659000897227,,,,
218,30.079620466681035,58.40860573146273,81.04318774372496,,,,
219,27.17805136127427,60.78220276677624,83.09884708782188,,,,
220,33.18452426205986,55.98428490230008,79.1796126596123,,,,
221,26.155459002105793,61.39833154072385,83.86296383285172,,,,
222,33.09183514785525,56.0547400880275,79.22931179321652,,,,
223,34.61296133202298,54.91342226456288,78.43321868908923,,,,
224,33.987013324007066,55.37922812124812,78.76065529042368,,,,
225,33.09183514785525,56.0547400880275,79.22931179321652,,,,
226,33.169522655454465,55.995679974355696,79.18763274058341,,,,
227,33.140232922561026,56.01793707495203,79.20331780250142,,,,
228,33.09183514785525,56.0547400880275,79.22931179321652,,,,
229,32.88449194689849,56.212773756280065,79.34174844342729,,,,
230,30.45244357924983,58.11051161803029,80.79833967560606,,,,
231,35.89955176603037,54.459487696083166,77.80579298983285,,,,
232,32.88449194689849,56.212773756280065,79.34174844342729,,,,
233,38.987419732035704,55.60353984224848,76.43722028306912,,,,
234,30.079620466681035,58.40860573146273,81.04318774372496,,,,
235,32.917888114998874,56.187279840912126,79.32352096588166,,,,
236,33.93861554930129,55.41546812117828,78.78572612567089,,,,
237,24.366174849947157,63.446890228028295,85.25211273511911,,,,
238,28.01363423618566,60.091450796671225,82.48100579275264,,,,
239,23.621892946532654,63.71391699721904,85.86442284259272,,,,
240,38.36522324119701,55.05349443781279,76.6919350988304,,,,
241,27.17805136127427,60.78220276677624,83.09884708782188,,,,
242,33.13612648735408,56.02105847338768,79.20551963967225,,,,
243,32.88449194689849,56.212773756280065,79.34174844342729,,,,
244,39.37092805736531,55.94825600955203,76.28813773685943,,,,
245,32.78572303357369,56.288261451910664,79.39597936584846,,,,
246,36.049503621601005,54.605417123465344,77.73599221275992,,,,
247,30.822443349617245,57.81656174760335,80.56242307204622,,,,
248,27.640811123616864,60.3964695622455,82.75352377226903,,,,
249,25.188776838390467,62.294976268565264,84.59617174786821,,,,
250,30.079620466681035,58.40860573146273,81.04318774372496,,,,
251,32.88449194689849,56.212773756280065,79.34174844342729,,,,
252,32.61177600071731,56.42153245391072,79.49263296525379,,,,
253,33.97201171740167,55.39045780332438,78.76841636616277,,,,
254,36.049503621601005,54.605417123465344,77.73599221275992,,,,
255,26.978060990549103,60.908500858574854,83.24854818118315,,,,
256,37.51674350031217,54.32286382411728,77.06584838583049,,,,
257,30.64849631676087,57.95452152988803,80.67249013776409,,,,
258,27.550874473843066,60.4701668871357,82.81998075097815,,,,
259,32.415723263206274,56.572237978727514,79.60336396034647,,,,
260,28.213624606910827,59.92580005412913,82.33659000897227,,,,
261,26.978060990549103,60.908500858574854,83.24854818118315,,,,
262,27.640811123616864,60.3964695622455,82.75352377226903,,,,
263,36.935378314994196,53.970625423902746,77.33580815409547,,,,
264,33.140232922561026,56.01793707495203,79.20331780250142,,,,
265,38.40605454671773,55.08923398091078,76.67473569623813,,,,
266,30.549727403436066,58.03304142025368,80.73550848826167,,,,
267,23.282825623632334,63.836203189886646,86.15086678966476,,,,
268,33.09183514785525,56.0547400880275,79.22931179321652,,,,
269,35.41545039397018,54.32412249395695,78.0347576748111,,,,
270,30.17690429086727,58.33063753509323,80.97878380277497,,,,
271,36.049503621601005,54.605417123465344,77.73599221275992,,,,
272,30.822443349617245,57.81656174760335,80.56242307204622,,,,
273,39.380379349753554,55.9568048177061,76.2845384990968,,,,
274,35.89955176603037,54.459487696083166,77.80579298983285,,,,
275,34.45611308946186,55.02963684934146,78.51430509759918,,,,
276,25.6926992397632,61.67665310650028,84.20944491748158,,,,
277,34.471114696067254,55.018506984373275,78.50649946054554,,,,
278,33.18452426205986,55.98428490230008,79.1796126596123,,,,
279,34.016303056900504,55.35731175734992,78.74552933091476,,,,
280,36.935378314994196,53.970625423902746,77.33580815409547,,,,
281,32.61177600071731,56.42153245391072,79.49263296525379,,,,
282,22.82781803803107,64.00095221098415,86.55105810319766,,,,
283,33.169522655454465,55.995679974355696,79.18763274058341,,,,
284,33.140232922561026,56.01793707495203,79.20331780250142,,,,
285,30.45244357924983,58.11051161803029,80.79833967560606,,,,
286,35.93694671853872,54.49643936553274,77.78833626681673,,,,
287,32.88449194689849,56.212773756280065,79.34174844342729,,,,
288,35.3028934909079,54.40624338576363,78.0889846209208,,,,
289,28.213624606910827,59.92580005412913,82.33659000897227,,,,
290,28.01363423618566,60.091450796671225,82.48100579275264,,,,
291,34.62106655163789,54.907426002521284,78.42905057786223,,,,
292,32.51449217653108,56.49624845328972,79.54723627343017,,,,
293,32.51449217653108,56.49624845328972,79.54723627343017,,,,
294,30.45244357924983,58.11051161803029,80.79833967560606,,,,
295,39.380379349753554,55.9568048177061,76.2845384990968,,,,
296,33.18452426205986,55.98428490230008,79.1796126596123,,,,
297,32.88449194689849,56.212773756280065,79.34174844342729,,,,
298,33.169522655454465,55.995679974355696,79.18763274058341,,,,
299,36.049503621601005,54.605417123465344,77.73599221275992,,,,
300,35.3028934909079,54.40624338576363,78.0889846209208,,,,
301,26.978060990549103,60.908500858574854,83.24854818118315,,,,
302,37.51674350031217,54.32286382411728,77.06584838583049,,,,
303,24.948417336348697,62.716173898538614,84.78556704801014,,,,
304,28.213624606910827,59.92580005412913,82.33659000897227,,,,
305,22.04529358387515,64.28609636127061,87.26697223660136,,,,
306,36.935378314994196,53.970625423902746,77.33580815409547,,,,
307,38.987419732035704,55.60353984224848,76.43722028306912,,,,
308,24.366174849947157,63.446890228028295,85.25211273511911,,,,
309,32.863410541172904,56.228874733392104,79.35327781773536,,,,
310,33.09183514785525,56.0547400880275,79.22931179321652,,,,
311,34.50040442896069,54.99678551091991,78.49137178424347,,,,
312,38.987419732035704,55.60353984224848,76.43722028306912,,,,
313,34.016303056900504,55.35731175734992,78.74552933091476,,,,
314,32.415723263206274,56.572237978727514,79.60336396034647,,,,
315,30.17690429086727,58.33063753509323,80.97878380277497,,,,
316,34.016303056900504,55.35731175734992,78.74552933091476,,,,
317,39.784255803831535,56.324481393555104,76.13375791890884,,,,
318,25.6926992397632,61.67665310650028,84.20944491748158,,,,
319,37.51674350031217,54.32286382411728,77.06584838583049,,,,
320,23.523185125674104,63.749474505566454,85.94714945150997,,,,
321,32.917888114998874,56.187279840912126,79.32352096588166,,,,
322,26.35544937283096,61.2786767802761,83.7161358140373,,,,
323,39.784255803831535,56.324481393555104,76.13375791890884,,,,
324,32.88449194689849,56.212773756280065,79.34174844342729,,,,
325,34.016303056900504,55.35731175734992,78.74552933091476,,,,
326,32.61177600071731,56.42153245391072,79.49263296525379,,,,
327,39.380379349753554,55.9568048177061,76.2845384990968,,,,
328,34.50040442896069,54.99678551091991,78.49137178424347,,,,
329,36.049503621601005,54.605417123465344,77.73599221275992,,,,
330,35.41545039397018,54.32412249395695,78.0347576748111,,,,
331,32.88449194689849,56.212773756280065,79.34174844342729,,,,
332,32.88449194689849,56.212773756280065,79.34174844342729,,,,
333,38.987419732035704,55.60353984224848,76.43722028306912,,,,
334,27.640811123616864,60.3964695622455,82.75352377226903,,,,
335,33.18452426205986,55.98428490230008,79.1796126596123,,,,
336,33.18452426205986,55.98428490230008,79.1796126596123,,,,
337,33.09183514785525,56.0547400880275,79.22931179321652,,,,
338,37.51674350031217,54.32286382411728,77.06584838583049,,,,
339,38.987419732035704,55.60353984224848,76.43722028306912,,,,
340,36.935378314994196,53.970625423902746,77.33580815409547,,,,
341,25.6926992397632,61.67665310650028,84.20944491748158,,,,
342,32.61177600071731,56.42153245391072,79.49263296525379,,,,
343,36.049503621601005,54.605417123465344,77.73599221275992,,,,
344,30.64849631676087,57.95452152988803,80.67249013776409,,,,
345,36.049503621601005,54.605417123465344,77.73599221275992,,,,
346,38.987419732035704,55.60353984224848,76.43722028306912,,,,
347,34.016303056900504,55.35731175734992,78.74552933091476,,,,
348,33.169522655454465,55.995679974355696,79.18763274058341,,,,
349,37.51674350031217,54.32286382411728,77.06584838583049,,,,
350,26.35544937283096,61.2786767802761,83.7161358140373,,,,
351,33.09183514785525,56.0547400880275,79.22931179321652,,,,
352,37.55757480583289,54.357534038898194,77.0468777865799,,,,
353,32.688439209387454,56.3627450749828,79.44987980870104,,,,
354,34.42271692136148,55.05442496145284,78.53171397861134,,,,
355,33.18452426205986,55.98428490230008,79.1796126596123,,,,
356,32.415723263206274,56.572237978727514,79.60336396034647,,,,
357,32.51449217653108,56.49624845328972,79.54723627343017,,,,
358,32.688439209387454,56.3627450749828,79.44987980870104,,,,
359,35.93694671853872,54.49643936553274,77.78833626681673,,,,
360,35.3028934909079,54.40624338576363,78.0889846209208,,,,
361,23.282825623632334,63.836203189886646,86.15086678966476,,,,
362,32.88449194689849,56.212773756280065,79.34174844342729,,,,
363,28.213624606910827,59.92580005412913,82.33659000897227,,,,
364,32.88449194689849,56.212773756280065,79.34174844342729,,,,
365,26.978060990549103,60.908500858574854,83.24854818118315,,,,
366,33.140232922561026,56.01793707495203,79.20331780250142,,,,
367,34.016303056900504,55.35731175734992,78.74552933091476,,,,
368,38.36522324119701,55.05349443781279,76.6919350988304,,,,
369,33.140232922561026,56.01793707495203,79.20331780250142,,,,
370,30.549727403436066,58.03304142025368,80.73550848826167,,,,
371,37.51674350031217,54.32286382411728,77.06584838583049,,,,
372,28.213624606910827,59.92580005412913,82.33659000897227,,,,
373,27.75127862089691,60.30490029370391,82.67222329706237,,,,
374,39.99312454820401,56.5164189771956,76.05830892108156,,,,
375,33.09183514785525,56.0547400880275,79.22931179321652,,,,
376,27.640811123616864,60.3964695622455,82.75352377226903,,,,
377,32.88449194689849,56.212773756280065,79.34174844342729,,,,
378,30.45244357924983,58.11051161803029,80.79833967560606,,,,
379,38.987419732035704,55.60353984224848,76.43722028306912,,,,
380,32.61177600071731,56.42153245391072,79.49263296525379,,,,
381,32.917888114998874,56.187279840912126,79.32352096588166,,,,
382,33.09183514785525,56.0547400880275,79.22931179321652,,,,
383,28.213624606910827,59.92580005412913,82.33659000897227,,,,
384,30.17690429086727,58.33063753509323,80.97878380277497,,,,
385,36.049503621601005,54.605417123465344,77.73599221275992,,,,
386,33.140232922561026,56.01793707495203,79.20331780250142,,,,
387,34.016303056900504,55.35731175734992,78.74552933091476,,,,
388,33.09183514785525,56.0547400880275,79.22931179321652,,,,
389,32.78572303357369,56.288261451910664,79.39597936584846,,,,
390,32.88449194689849,56.212773756280065,79.34174844342729,,,,
391,26.155459002105793,61.39833154072385,83.86296383285172,,,,
392,35.89955176603037,54.459487696083166,77.80579298983285,,,,
393,26.155459002105793,61.39833154072385,83.86296383285172,,,,
394,33.93861554930129,55.41546812117828,78.78572612567089,,,,
395,23.282825623632334,63.836203189886646,86.15086678966476,,,,
396,35.89955176603037,54.459487696083166,77.80579298983285,,,,
397,33.169522655454465,55.995679974355696,79.18763274058341,,,,
398,37.51674350031217,54.32286382411728,77.06584838583049,,,,
399,37.51674350031217,54.32286382411728,77.06584838583049,,,,
400,22.40525806946502,64.15463813727445,86.9348246964845,,,,
401,30.45244357924983,58.11051161803029,80.79833967560606,,,,
402,25.851526971458227,61.58089959378584,84.08956819637388,,,,
403,30.45244357924983,58.11051161803029,80.79833967560606,,,,
404,34.016303056900504,55.35731175734992,78.74552933091476,,,,
405,28.213624606910827,59.92580005412913,82.33659000897227,,,,
406,32.88449194689849,56.212773756280065,79.34174844342729,,,,
407,32.415723263206274,56.572237978727514,79.60336396034647,,,,
408,28.01363423618566,60.091450796671225,82.48100579275264,,,,
409,33.18452426205986,55.98428490230008,79.1796126596123,,,,
410,32.93288972160427,56.1758329230954,79.3153478519794,,,,
411,35.89955176603037,54.459487696083166,77.80579298983285,,,,
412,34.471114696067254,55.018506984373275,78.50649946054554,,,,
413,23.621892946532654,63.71391699721904,85.86442284259272,,,,
414,32.78572303357369,56.288261451910664,79.39597936584846,,,,
415,35.89955176603037,54.459487696083166,77.80579298983285,,,,
416,39.74342449831081,56.2871014329845,76.14871286175234,,,,
417,36.049503621601005,54.605417123465344,77.73599221275992,,,,
418,29.976913920142103,58.49106099516748,81.11157420216232,,,,
419,28.01363423618566,60.091450796671225,82.48100579275264,,,,
420,32.917888114998874,56.187279840912126,79.32352096588166,,,,
421,32.415723263206274,56.572237978727514,79.60336396034647,,,,
422,33.09183514785525,56.0547400880275,79.22931179321652,,,,
423,34.016303056900504,55.35731175734992,78.74552933091476,,,,
424,33.09183514785525,56.0547400880275,79.22931179321652,,,,
425,27.640811123616864,60.3964695622455,82.75352377226903,,,,
426,32.88449194689849,56.212773756280065,79.34174844342729,,,,
427,32.61177600071731,56.42153245391072,79.49263296525379,,,,
428,33.18452426205986,55.98428490230008,79.1796126596123,,,,
429,30.45244357924983,58.11051161803029,80.79833967560606,,,,
430,26.978060990549103,60.908500858574854,83.24854818118315,,,,
431,32.93288972160427,56.1758329230954,79.3153478519794,,,,
432,24.027107527046837,63.568302087102566,85.52874785212492,,,,
433,33.09183514785525,56.0547400880275,79.22931179321652,,,,
434,30.079620466681035,58.40860573146273,81.04318774372496,,,,
435,32.61177600071731,56.42153245391072,79.49263296525379,,,,
436,32.51449217653108,56.49624845328972,79.54723627343017,,,,
437,33.987013324007066,55.37922812124812,78.76065529042368,,,,
438,32.88449194689849,56.212773756280065,79.34174844342729,,,,
439,38.313579572108,55.0083637098598,76.71378463585472,,,,
440,32.51449217653108,56.49624845328972,79.54723627343017,,,,
441,33.97201171740167,55.39045780332438,78.76841636616277,,,,
442,26.978060990549103,60.908500858574854,83.24854818118315,,,,
443,24.125815347905387,63.53291682869242,85.44780782154623,,,,
444,34.016303056900504,55.35731175734992,78.74552933091476,,,,
445,33.09183514785525,56.0547400880275,79.22931179321652,,,,
446,32.917888114998874,56.187279840912126,79.32352096588166,,,,
447,26.155459002105793,61.39833154072385,83.86296383285172,,,,
448,33.09183514785525,56.0547400880275,79.22931179321652,,,,
449,27.640811123616864,60.3964695622455,82.75352377226903,,,,
450,33.106836754460645,56.043329008899924,79.22124440614598,,,,
451,38.40605454671773,55.08923398091078,76.67473569623813,,,,
452,32.78572303357369,56.288261451910664,79.39597936584846,,,,
453,34.016303056900504,55.35731175734992,78.74552933091476,,,,
454,24.366174849947157,63.446890228028295,85.25211273511911,,,,
455,36.049503621601005,54.605417123465344,77.73599221275992,,,,
456,33.09183514785525,56.0547400880275,79.22931179321652,,,,
457,32.88449194689849,56.212773756280065,79.34174844342729,,,,
458,32.88449194689849,56.212773756280065,79.34174844342729,,,,
459,40.34525286040113,56.842174782454464,75.93244234428066,,,,
460,32.415723263206274,56.572237978727514,79.60336396034647,,,,
461,35.89955176603037,54.459487696083166,77.80579298983285,,,,
462,32.415723263206274,56.572237978727514,79.60336396034647,,,,
463,33.97201171740167,55.39045780332438,78.76841636616277,,,,
