position_id,likelihood,post_mean_x,post_mean_y,post_mean_z,post_std_x,post_std_y,post_std_z,post_std,cr50_contains_truth,cr90_contains_truth,cr95_contains_truth,mahalanobis2,actual_error_3d
ID01,gaussian,-460.2941589355469,79.43727111816406,-360.15875244140625,22.78659765435304,25.927629086973155,18.055288165266983,38.95464559540818,False,False,False,27.176676072264637,133.7103609801144
ID02,gaussian,-539.5603637695312,1076.154541015625,-211.65000915527344,21.631418722812793,33.0015374668892,16.97465935986574,42.95531179637304,False,False,False,8.915767574782924,56.656648115351544
ID03,gaussian,-580.4387817382812,1832.1021728515625,-236.93551635742188,23.2450084151384,25.960535234162553,17.936823837707937,39.1919565121342,False,False,False,70.45352463253383,209.12374675703776
ID04,gaussian,-251.90283203125,-0.7581350803375244,498.8544921875,21.26597541750385,24.738417149073467,19.591214654495605,38.053208605030584,False,False,False,67.71406721707896,196.51356768023228
ID05,gaussian,-140.5263671875,1197.814208984375,583.6654663085938,19.771778876081214,30.551501792806288,18.627546653490622,40.88157281769461,False,False,False,51.89803464228248,151.4814760691691
ID06,gaussian,-191.79966735839844,1775.3087158203125,494.936279296875,20.922376342567446,26.109740864657095,19.223370526429836,38.58759352740181,False,False,False,13.971865742336009,92.22441192400964
ID07,gaussian,336.7486267089844,78.83468627929688,94.29995727539062,23.061431459481785,26.168945168051973,17.99397311638028,39.24826595764331,False,False,False,31.66037395601732,139.62499228773427
ID08,gaussian,486.125,1205.5286865234375,-93.70140075683594,21.89596595754835,32.23404021205568,17.000159164476248,42.51437504214386,False,False,False,27.144566985360733,121.38799722706621
ID09,gaussian,425.476318359375,1613.0904541015625,-34.915000915527344,22.604631894451405,28.71148704153942,17.510219041903525,40.52069399844451,False,True,True,6.115967054530128,55.236621522357325
ID10,gaussian,85.08297729492188,156.09654235839844,-962.5300903320312,20.569111444300795,26.507198703319922,19.404638500678836,38.75899797527509,False,False,False,13.86617214370525,88.26565367068974
ID11,gaussian,-77.46693420410156,1146.527587890625,-962.93408203125,19.82400325725583,30.97022384797058,18.468487706384987,41.14888708699166,True,True,True,0.759835492338137,19.72192420201998
ID12,gaussian,4.116128444671631,1668.640625,-961.9334106445312,20.45558065711756,27.39988823465135,19.149364257500284,39.19034073285989,False,False,False,14.813898810284917,92.0885882190571
ID13,gaussian,-176.8393096923828,1085.041015625,-176.7279815673828,21.28881622407091,33.113699490473515,17.122666622130225,42.92920337509494,False,True,True,4.563058492752782,59.470455730027034
ID14,gaussian,-174.58555603027344,1068.9615478515625,-168.31800842285156,21.278802335736767,33.163615772855465,17.121001395065885,42.96209409168497,False,False,True,7.330180629569261,73.00812037836059
ID15,gaussian,-186.5102081298828,1079.21728515625,-194.77511596679688,21.293200765125604,33.14230786685154,17.116324185345146,42.95091993407063,False,True,True,3.3801907949859173,55.7578640642074
ID16,gaussian,-169.4099884033203,1100.2550048828125,-177.59959411621094,21.29401636499691,33.0560879415626,17.127825908214366,42.889421811154975,True,True,True,1.187424666372063,27.94275100010761
ID17,gaussian,-151.8121795654297,191.3533935546875,-312.90631103515625,22.104095404207012,27.122918682722418,17.892290251556837,39.298572518016655,False,True,True,2.793324179868422,37.1344706871085
ID18,gaussian,-323.99163818359375,227.0998992919922,-248.27032470703125,22.154175854108278,27.621017776168284,17.760952607771863,39.61287124536262,False,True,True,3.898582642617183,42.57785379038241
ID19,gaussian,-204.88360595703125,-13.766989707946777,-85.47881317138672,22.722312487608008,24.64146967648183,18.435643482041836,38.25413001492038,False,False,False,83.37156241919614,222.1909223533052
ID20,gaussian,-38.50583267211914,89.02996063232422,-229.9332275390625,22.449194946017755,25.89527265506718,18.10305907250511,38.75889894446421,False,False,False,23.47230757348454,121.29533357091957
ID21,gaussian,-226.3419647216797,1680.6783447265625,-193.61102294921875,22.191220816036193,27.466423278302145,17.7609965653208,39.5260381015132,False,False,False,13.084012166393808,89.68956336989142
ID22,gaussian,-168.69029235839844,1680.4976806640625,-196.2205352783203,22.158285053183654,27.4535457373042,17.774549410144086,39.50470069222205,False,False,False,21.551825066671427,110.55266872001516
ID23,gaussian,-177.9199981689453,1692.1685791015625,-256.2289123535156,22.18825020110915,27.30987819637568,17.79759397732113,39.43224880056263,False,False,False,20.61097589156832,111.57817989617317
ID24,gaussian,-272.51226806640625,1772.97607421875,-290.9075622558594,22.480128012731313,26.320710017067054,17.956790526241093,38.99464395624895,False,False,False,63.7942231866444,192.92219656657937
ID01,student_t,-460.2941589355469,79.43727111816406,-360.15875244140625,26.587186389405236,33.475760528566,23.407019360119875,48.73800958590635,False,False,False,17.04222420005987,133.7103609801144
ID02,student_t,-539.5603637695312,1076.154541015625,-211.65000915527344,24.022442217048933,35.89933599723291,17.541914088969357,46.62144147297956,False,False,False,8.904178530877887,56.656648115351544
ID03,student_t,-580.4387817382812,1832.1021728515625,-236.93551635742188,29.032245524921777,61.211712512724745,22.024134161118397,71.2376832477499,False,False,False,13.039734113617435,209.12374675703776
ID04,student_t,-251.90283203125,-0.7581350803375244,498.8544921875,25.442821117866043,38.33234572122974,23.497585865584586,51.66084026066679,False,False,False,30.296064431300188,196.51356768023228
ID05,student_t,-140.5263671875,1197.814208984375,583.6654663085938,30.20036403221219,48.38596925705999,27.11840727502352,63.15593417690327,False,False,False,17.38951343806662,151.4814760691691
ID06,student_t,-191.79966735839844,1775.3087158203125,494.936279296875,24.253842399406345,37.7592139098257,21.69364044356967,49.84597417964761,False,False,False,8.21464907014077,92.22441192400964
ID07,student_t,336.7486267089844,78.83468627929688,94.29995727539062,33.314420662785814,38.473617375388585,27.133169325298226,57.6738999520594,False,False,False,13.705138590700564,139.62499228773427
ID08,student_t,486.125,1205.5286865234375,-93.70140075683594,27.338205127379418,49.808821582530875,20.792493303904347,60.50309037412862,False,False,False,15.713034798854002,121.38799722706621
ID09,student_t,425.476318359375,1613.0904541015625,-34.915000915527344,34.541106598314485,50.84899010773549,21.378288090879533,65.08255558680335,False,True,True,3.1878989988065856,55.236621522357325
ID10,student_t,85.08297729492188,156.09654235839844,-962.5300903320312,20.466250278941374,27.0844432042431,20.4632483403801,39.63810031780291,False,False,False,10.795132366689897,88.26565367068974
ID11,student_t,-77.46693420410156,1146.527587890625,-962.93408203125,21.492527310345704,33.09283631473167,19.605971165405826,44.061986460874685,True,True,True,0.5517810604989649,19.72192420201998
ID12,student_t,4.116128444671631,1668.640625,-961.9334106445312,19.48067347800439,29.672503009372,20.265300586664193,40.87342023694208,False,False,False,13.457167126365874,92.0885882190571
ID13,student_t,-176.8393096923828,1085.041015625,-176.7279815673828,21.904307846272733,34.76536618302106,17.206674000615063,44.547716195415354,False,True,True,4.155797307157907,59.470455730027034
ID14,student_t,-174.58555603027344,1068.9615478515625,-168.31800842285156,21.458363259538284,32.91841837782479,17.311970267175337,42.939351844285895,False,False,True,6.915507779682038,73.00812037836059
ID15,student_t,-186.5102081298828,1079.21728515625,-194.77511596679688,23.07095581741941,37.449284816426655,18.23507639606225,47.6155011184529,True,True,True,2.2998100588353108,55.7578640642074
ID16,student_t,-169.4099884033203,1100.2550048828125,-177.59959411621094,21.786073187463554,33.510941485053195,17.376285614432177,43.58384432216254,True,True,True,1.2491007080056826,27.94275100010761
ID17,student_t,-151.8121795654297,191.3533935546875,-312.90631103515625,28.10878078389997,35.85514014125853,23.963010460686945,51.47737854675221,True,True,True,1.440377146603515,37.1344706871085
ID18,student_t,-323.99163818359375,227.0998992919922,-248.27032470703125,22.393690173044984,26.910240623435143,19.26213738750576,39.95833263178855,False,True,True,3.5632897844551703,42.57785379038241
ID19,student_t,-204.88360595703125,-13.766989707946777,-85.47881317138672,38.34884266781027,63.55397557819296,30.04940669080605,80.07938803602005,False,False,False,13.850657292889064,222.1909223533052
ID20,student_t,-38.50583267211914,89.02996063232422,-229.9332275390625,28.8988617792895,50.62630005378574,23.767365220222192,62.95279277987477,False,False,True,6.447220198514035,121.29533357091957
ID21,student_t,-226.3419647216797,1680.6783447265625,-193.61102294921875,27.304908800662265,42.20820473933791,21.298271677682866,54.595851201229,False,True,True,5.084850813966929,89.68956336989142
ID22,student_t,-168.69029235839844,1680.4976806640625,-196.2205352783203,29.765599144081662,40.56193289106763,23.34725352938021,55.464903674583134,False,False,True,6.898139626924351,110.55266872001516
ID23,student_t,-177.9199981689453,1692.1685791015625,-256.2289123535156,23.63095457568404,41.323182335681196,18.70533792374906,51.14603679023079,False,False,False,10.816563168457066,111.57817989617317
ID24,student_t,-272.51226806640625,1772.97607421875,-290.9075622558594,29.495041089772265,48.70481205118451,24.166636798333478,61.85582025946408,False,False,False,15.575689192587546,192.92219656657937
ID01,gaussian_exp_tail,-460.2941589355469,79.43727111816406,-360.15875244140625,25.18905125424344,31.676777200653827,19.48254865311708,44.91632463737254,False,False,False,17.407169658202626,133.7103609801144
ID02,gaussian_exp_tail,-539.5603637695312,1076.154541015625,-211.65000915527344,24.005074064766898,35.66159883531123,17.920754174137887,46.57409840797239,False,False,False,8.536020358768477,56.656648115351544
ID03,gaussian_exp_tail,-580.4387817382812,1832.1021728515625,-236.93551635742188,26.20769502160208,33.902087410189694,19.438703428263064,47.05377774510156,False,False,False,42.7406628690635,209.12374675703776
ID04,gaussian_exp_tail,-251.90283203125,-0.7581350803375244,498.8544921875,22.981652858992074,31.01844391414088,21.014318307725134,43.95340492981532,False,False,False,44.715951404005914,196.51356768023228
