kind,d_tag_mm,pair,solved_dist_mm,true_dist_mm,ratio_solved_over_true
tag_position_position,55.0,ID02-ID18,854.915584766836,932.9144129780542,0.9163923001658534
tag_position_position,55.0,ID02-ID19,989.5893116959578,977.9553308931066,1.0118962292400682
tag_position_position,55.0,ID02-ID20,992.2915947539277,1015.578901450349,0.9770699187791666
tag_position_position,55.0,ID02-ID21,636.3702417654521,594.8693383548974,1.0697647377915371
tag_position_position,55.0,ID02-ID22,591.3355078412018,583.718510321006,1.0130490936736047
tag_position_position,55.0,ID02-ID23,675.028853838518,585.6790454006351,1.1525576322724043
tag_position_position,55.0,ID02-ID24,648.1935006663638,592.2983235560516,1.0943699735206536
tag_position_position,55.0,ID03-ID04,1849.350552244856,1636.9596415686262,1.1297471881913381
tag_position_position,55.0,ID03-ID05,1045.3632760058167,970.3262022740164,1.0773318019815878
tag_position_position,55.0,ID03-ID06,827.7348882058176,818.9662992601128,1.0107068983835192
tag_position_position,55.0,ID03-ID07,1851.6250909208293,1707.8202327927372,1.084203744262318
tag_position_position,55.0,ID03-ID08,1117.353933162781,1082.680416695853,1.0320256244892148
tag_position_position,55.0,ID03-ID09,1044.478252706699,983.8118894853783,1.0616645965247022
tag_position_position,55.0,ID03-ID10,1786.4523428889268,1665.020212604536,1.0729313250164323
tag_position_position,55.0,ID03-ID11,1018.3234256391515,986.5563936766619,1.0321999149426233
tag_position_position,55.0,ID03-ID12,907.7184244220731,867.0428893239607,1.0469129446754675
tag_position_position,55.0,ID03-ID13,740.1994068751508,610.5884665875024,1.212272172469989
tag_position_position,55.0,ID03-ID14,761.4059292634661,610.7553967487396,1.2466626301080448
tag_position_position,55.0,ID03-ID15,738.9127426889546,611.3375815299793,1.2086820195802395
tag_position_position,55.0,ID03-ID16,716.4859839888211,628.2987282130229,1.1403588003856322
tag_position_position,55.0,ID03-ID17,1555.7956069440365,1466.3213174096502,1.0610195654063383
tag_position_position,55.0,ID03-ID18,1494.6318376115998,1442.390193632923,1.03621880140983
tag_position_position,55.0,ID03-ID19,1620.0314059131342,1472.7681890066183,1.0999907643346405
tag_position_position,55.0,ID03-ID20,1602.8556311088826,1500.2310649408596,1.068405839984435
tag_position_position,55.0,ID03-ID21,395.3698695920465,344.26146892979847,1.1484580915230742
tag_position_position,55.0,ID03-ID22,371.51624928853965,322.9268243688389,1.1504657441036956
tag_position_position,55.0,ID03-ID23,372.40048114161306,325.8424793719137,1.1428849972521797
tag_position_position,55.0,ID03-ID24,344.71665121048613,338.1572840063691,1.0193973855195546
tag_position_position,55.0,ID04-ID05,1045.6943674211495,931.4550112788788,1.1226461340150193
tag_position_position,55.0,ID04-ID06,1754.5647868507376,1508.2295147363336,1.1633274443362607
tag_position_position,55.0,ID04-ID07,735.0132265110808,797.3872344525391,0.9217770171800125
tag_position_position,55.0,ID04-ID08,1498.524983627812,1309.7015734300846,1.1441728513032188
tag_position_position,55.0,ID04-ID09,1724.1889013561201,1657.737401443171,1.040085661248337
tag_position_position,55.0,ID04-ID10,1511.4273037787252,1470.984518046694,1.0274936855118877
tag_position_position,55.0,ID04-ID11,1854.2483873955232,1742.40655944646,1.0641881352791704
tag_position_position,55.0,ID04-ID12,2199.7293036992755,2030.345446625757,1.083426126994802
tag_position_position,55.0,ID04-ID13,1248.200042694422,1180.074690751205,1.0577296949736716
tag_position_position,55.0,ID04-ID14,1221.3687480740439,1171.9650714395455,1.042154564021106
tag_position_position,55.0,ID04-ID15,1256.314070251382,1165.5646898540856,1.0778587247771354
tag_position_position,55.0,ID04-ID16,1262.5104864485427,1159.8098961775736,1.0885495033362305
tag_position_position,55.0,ID04-ID17,843.8507227566785,820.761618600074,1.0281313156382559
tag_position_position,55.0,ID04-ID18,775.751659915375,704.8406008531871,1.1006058092799311
tag_position_position,55.0,ID04-ID19,613.4663757171357,609.1631336421084,1.007064186647834
tag_position_position,55.0,ID04-ID20,772.4633822381421,741.1924199496935,1.0421900729780413
tag_position_position,55.0,ID04-ID21,1716.73233079194,1586.8171115184134,1.0818715769640346
tag_position_position,55.0,ID04-ID22,1694.3107673251661,1589.817156549843,1.0657268103723896
tag_position_position,55.0,ID04-ID23,1771.800641644515,1584.9029670057112,1.1179237332061418
tag_position_position,55.0,ID04-ID24,1758.5173698500964,1586.8585772482656,1.1081752306494133
tag_position_position,55.0,ID05-ID06,710.535129945854,581.4312917932962,1.222044874389828
tag_position_position,55.0,ID05-ID07,1192.9834385573165,1122.7345329459984,1.0625694708320663
tag_position_position,55.0,ID05-ID08,874.5207535700171,794.2914583707229,1.1010073750054712
tag_position_position,55.0,ID05-ID09,932.2980293013978,925.1356124319259,1.0077420183303114
tag_position_position,55.0,ID05-ID10,1727.522731783646,1674.6077221029188,1.0315984507788356
tag_position_position,55.0,ID05-ID11,1469.7280315314342,1436.1199361209472,1.0234020116044518
tag_position_position,55.0,ID05-ID12,1575.8823333158177,1517.1566739888485,1.0387077091864019
tag_position_position,55.0,ID05-ID13,688.919472272094,672.6243085317467,1.0242262486408165
tag_position_position,55.0,ID05-ID14,663.9434953960144,669.1657555788908,0.9921958645681763
tag_position_position,55.0,ID05-ID15,706.8118776205245,658.8158188478085,1.0728520132632144
tag_position_position,55.0,ID05-ID16,671.1127529322385,659.7428040534812,1.0172339111679582
tag_position_position,55.0,ID05-ID17,1196.1158396936269,1201.0583166405513,0.9958848984446077
tag_position_position,55.0,ID05-ID18,1139.1948260917948,1141.5019941320065,0.9979788313537147
tag_position_position,55.0,ID05-ID19,1120.519190993789,1072.9864622232342,1.0442994673689234
tag_position_position,55.0,ID05-ID20,1159.9458121992013,1142.372786138653,1.0153829172698932
tag_position_position,55.0,ID05-ID21,882.2922192428009,858.3179315714203,1.0279317101385592
tag_position_position,55.0,ID05-ID22,879.4921400984862,866.3435382361124,1.015177122333185
tag_position_position,55.0,ID05-ID23,930.2178031827556,856.6985772455128,1.085816911443491
tag_position_position,55.0,ID05-ID24,923.588345472103,858.3704723026729,1.0759787006587913
tag_position_position,55.0,ID06-ID07,1821.7319144115343,1626.9622245903454,1.119713713617555
tag_position_position,55.0,ID06-ID08,1029.5719430571817,973.7504332140462,1.0573263003939173
tag_position_position,55.0,ID06-ID09,862.2250753485159,816.4275562109196,1.0560950188283023
tag_position_position,55.0,ID06-ID10,2166.6726445406402,2039.6460014422016,1.0622787694573568
tag_position_position,55.0,ID06-ID11,1581.6864102142542,1541.3583180662608,1.0261639955325819
tag_position_position,55.0,ID06-ID12,1450.2365180909876,1443.780063407674,1.004471910124645
tag_position_position,55.0,ID06-ID13,981.7508618163677,867.7016818855728,1.1314382377166292
tag_position_position,55.0,ID06-ID14,976.8223428670009,869.264134373952,1.1237347823748796
tag_position_position,55.0,ID06-ID15,995.4738343905304,861.5255055254127,1.1554780769762907
tag_position_position,55.0,ID06-ID16,948.1632022914827,869.2334468426825,1.0908038637209565
tag_position_position,55.0,ID06-ID17,1774.2897440444997,1680.7234149192866,1.0556702716786428
tag_position_position,55.0,ID06-ID18,1726.9381101037409,1638.8410193829461,1.0537557271747842
tag_position_position,55.0,ID06-ID19,1756.1394971572963,1592.581657262043,1.102699813946395
tag_position_position,55.0,ID06-ID20,1760.0432596235607,1642.0639187622194,1.0718482024440763
tag_position_position,55.0,ID06-ID21,725.3493543936332,708.9824824842447,1.0230850159400833
tag_position_position,55.0,ID06-ID22,751.7552635055112,717.923464879522,1.047124519925904
tag_position_position,55.0,ID06-ID23,734.2956643602113,705.9473213766643,1.0401564566152968
tag_position_position,55.0,ID06-ID24,739.4040304332999,708.2021778041599,1.0440578320810647
tag_position_position,55.0,ID07-ID08,1140.372103610665,930.0556706471148,1.2261331655740737
tag_position_position,55.0,ID07-ID09,1430.4331206068937,1362.7677389228988,1.0496529083800268
tag_position_position,55.0,ID07-ID10,1030.9729840593457,1032.92959956974,0.9981057610206839
tag_position_position,55.0,ID07-ID11,1516.4520322241822,1429.9483423570443,1.0604942761250733
tag_position_position,55.0,ID07-ID12,1883.7569180637563,1754.2909811365341,1.073799579613267
tag_position_position,55.0,ID07-ID13,1117.0471047047984,1103.2774346367337,1.0124806958211725
tag_position_position,55.0,ID07-ID14,1093.6128095952179,1101.6031097222767,0.9927466616093038
tag_position_position,55.0,ID07-ID15,1120.568585753167,1099.7339514277114,1.0189451587799099
tag_position_position,55.0,ID07-ID16,1139.9131416984883,1083.8650459464768,1.0517113232515658
tag_position_position,55.0,ID07-ID17,581.1234352219706,655.3876259215615,0.8866866145127997
tag_position_position,55.0,ID07-ID18,685.8954448521998,704.6576037000436,0.9733740773542686
tag_position_position,55.0,ID07-ID19,512.2948917530673,566.1846293424705,0.9048194973925957
tag_position_position,55.0,ID07-ID20,450.5549596240151,512.1972135853541,0.8796513289679059
tag_position_position,55.0,ID07-ID21,1601.3058497274922,1523.5223860980107,1.051055018514495
tag_position_position,55.0,ID07-ID22,1585.826223282103,1533.4854491130181,1.0341319014141015
tag_position_position,55.0,ID07-ID23,1656.4419543947333,1530.8449444924065,1.0820442399174346
tag_position_position,55.0,ID07-ID24,1652.954528116196,1526.5036948649215,1.0828368995611661
tag_position_position,55.0,ID08-ID09,305.7896881563935,436.32782977672684,0.7008255428329405
tag_position_position,55.0,ID08-ID10,1374.0009557001047,1286.9404491757452,1.0676492114146536
tag_position_position,55.0,ID08-ID11,1002.0162078947686,995.8902648123529,1.0061512229799434
tag_position_position,55.0,ID08-ID12,1043.615203829304,1087.3272903717432,0.9597985933678768
tag_position_position,55.0,ID08-ID13,630.190806509705,595.1535197684749,1.0588710065175457
tag_position_position,55.0,ID08-ID14,622.194085482677,603.3006257941607,1.0313168242841546
tag_position_position,55.0,ID08-ID15,636.4106503534308,602.7117697103616,1.0559120998404652
tag_position_position,55.0,ID08-ID16,624.0211377686184,588.0507851553938,1.0611687859641568
tag_position_position,55.0,ID08-ID17,1178.6298343307906,1115.7984625790243,1.0563106814169108
tag_position_position,55.0,ID08-ID18,1236.5884898790482,1162.746935538915,1.0635061268133197
tag_position_position,55.0,ID08-ID19,1246.6663133836967,1093.9761026856809,1.1395736253499191
tag_position_position,55.0,ID08-ID20,1143.1717087663333,1053.329882167626,1.0852931528096625
tag_position_position,55.0,ID08-ID21,732.3094738879258,778.7205934091378,0.940400806253203
tag_position_position,55.0,ID08-ID22,749.3615262091358,796.9966709356763,0.9402316892106755
tag_position_position,55.0,ID08-ID23,772.6611918738695,793.2942244004936,0.9739906936266719
tag_position_position,55.0,ID08-ID24,790.376329993468,783.8867172797028,1.0082787634625139
tag_position_position,55.0,ID09-ID10,1646.5192644620884,1628.6485632367983,1.0109727178893484
tag_position_position,55.0,ID09-ID11,1121.2902598447777,1101.2072038647918,1.018237308936504
tag_position_position,55.0,ID09-ID12,1017.3416510034976,1002.1729149065743,1.015135847188943
tag_position_position,55.0,ID09-ID13,773.3994719478213,748.7427081806204,1.03293089000775
tag_position_position,55.0,ID09-ID14,770.8594318072077,759.1225175706861,1.0154611593844978
tag_position_position,55.0,ID09-ID15,780.8270328306199,758.7769498261138,1.0290600327402661
tag_position_position,55.0,ID09-ID16,755.4399057711693,752.784349806472,1.003527645022615
tag_position_position,55.0,ID09-ID17,1457.3182393071481,1504.640272855688,0.9685492709438607
tag_position_position,55.0,ID09-ID18,1497.8934714950653,1541.1471128259427,0.9719341255802862
tag_position_position,55.0,ID09-ID19,1517.8935246799779,1488.3366119905822,1.019859024128866
tag_position_position,55.0,ID09-ID20,1428.4020664930908,1459.1461361835206,0.97893009553461
tag_position_position,55.0,ID09-ID21,656.0536395488239,643.0103514501266,1.0202847249181632
tag_position_position,55.0,ID09-ID22,691.0198554967934,665.2240741209713,1.038777582440787
tag_position_position,55.0,ID09-ID23,680.9031739239603,660.3426467962569,1.0311361491302367
tag_position_position,55.0,ID09-ID24,707.4681357495597,648.7758467465393,1.090466205388731
tag_position_position,55.0,ID10-ID11,976.8560484301058,904.3537604398938,1.0801702731406189
tag_position_position,55.0,ID10-ID12,1473.1255109529693,1356.0055289530253,1.0863713159712354
tag_position_position,55.0,ID10-ID13,1196.9889925214836,1193.2446326153763,1.0031379650104943
tag_position_position,55.0,ID10-ID14,1199.828842042085,1192.389208048069,1.0062392664608184
tag_position_position,55.0,ID10-ID15,1184.8027227215478,1198.9347520777396,0.9882128453348265
tag_position_position,55.0,ID10-ID16,1230.3982823739411,1187.1021668942278,1.036472105507976
tag_position_position,55.0,ID10-ID17,682.3552859787924,658.3356260089041,1.0364854323857653
tag_position_position,55.0,ID10-ID18,809.4026967255235,800.8393761552072,1.0106929314732604
tag_position_position,55.0,ID10-ID19,904.6728064952795,862.9437081706727,1.0483566864553273
tag_position_position,55.0,ID10-ID20,747.3301939884583,733.0326695260729,1.019504621085482
tag_position_position,55.0,ID10-ID21,1606.8032292515081,1559.650486493876,1.0302328907444078
tag_position_position,55.0,ID10-ID22,1577.6225373145414,1560.3422562174342,1.0110746735392515
tag_position_position,55.0,ID10-ID23,1644.0381561082118,1565.68064252239,1.0500469325976873
tag_position_position,55.0,ID10-ID24,1636.5725917631003,1561.9667219086748,1.0477640584834351
tag_position_position,55.0,ID11-ID12,518.3130849289558,457.07797088427066,1.1339708276166072
tag_position_position,55.0,ID11-ID13,785.5547948012633,769.3861736782466,1.0210149618958169
tag_position_position,55.0,ID11-ID14,811.5689733088783,774.1251995134907,1.0483691447054297
tag_position_position,55.0,ID11-ID15,768.5281450551439,784.6012078187733,0.9795143537844999
tag_position_position,55.0,ID11-ID16,801.1492635504668,780.7205909504954,1.026166432443008
tag_position_position,55.0,ID11-ID17,1153.6910346260368,1123.7418849614223,1.0266512711374487
tag_position_position,55.0,ID11-ID18,1191.9446763206595,1203.9310465132532,0.9900439728443685
tag_position_position,55.0,ID11-ID19,1345.483348512661,1259.47025968843,1.0682930685838579
tag_position_position,55.0,ID11-ID20,1223.728702163361,1187.0334168571642,1.0309134391543524
tag_position_position,55.0,ID11-ID21,871.7363834452813,878.230150772667,0.9926058478843245
tag_position_position,55.0,ID11-ID22,846.1175839674919,875.5262171475484,0.9664103340321785
tag_position_position,55.0,ID11-ID23,882.1469157385799,885.198319591995,0.9965528585110492
tag_position_position,55.0,ID11-ID24,877.8601949658039,880.5011811812724,0.9970005875381958
tag_position_position,55.0,ID12-ID13,983.1219409717727,894.3635084579018,1.0992420102950218
tag_position_position,55.0,ID12-ID14,1010.9780030521249,901.9267798125658,1.1209091754235545
tag_position_position,55.0,ID12-ID15,971.2250773897991,911.1464341861597,1.0659374179050616
tag_position_position,55.0,ID12-ID16,980.5774889755336,912.583985399573,1.0745065710814439
tag_position_position,55.0,ID12-ID17,1600.116082727087,1522.997333606783,1.050636168178752
tag_position_position,55.0,ID12-ID18,1629.3919534184338,1585.252506298407,1.027843795827261
tag_position_position,55.0,ID12-ID19,1765.351489981131,1626.7276857775514,1.0852163551500136
tag_position_position,55.0,ID12-ID20,1651.8022921106513,1570.9506276971165,1.0514667125675723
tag_position_position,55.0,ID12-ID21,762.3112950271277,748.6499887340462,1.0182479215904117
tag_position_position,55.0,ID12-ID22,759.2556270118712,745.6322142528267,1.0182709551688243
tag_position_position,55.0,ID12-ID23,741.5603734394882,756.6965358739844,0.9799970507106737
tag_position_position,55.0,ID12-ID24,750.1374614096043,750.9078291552789,0.9989740848133901
tag_position_position,55.0,ID13-ID14,31.68797891104193,11.610391240516028,2.7292774424743285
tag_position_position,55.0,ID13-ID15,18.309832448865556,18.554570296372386,0.9868098347955447
tag_position_position,55.0,ID13-ID16,34.28701444877685,21.486280559231947,1.5957631361210562
tag_position_position,55.0,ID13-ID17,877.5350200219592,938.7627240909327,0.9347782964771376
tag_position_position,55.0,ID13-ID18,854.9232634114828,938.5372221214703,0.910910343522672
tag_position_position,55.0,ID13-ID19,944.8381410001708,936.8957086794748,1.008477392144202
tag_position_position,55.0,ID13-ID20,899.3613096779756,943.1830814596956,0.953538424677953
tag_position_position,55.0,ID13-ID21,522.0406383070799,461.00460184946985,1.1323978897667055
tag_position_position,55.0,ID13-ID22,493.6297312660333,463.74265869577005,1.0644475378959477
tag_position_position,55.0,ID13-ID23,575.0242182642753,463.1003944411031,1.241683715165582
tag_position_position,55.0,ID13-ID24,562.938696670739,462.22484332932885,1.2178893125172263
tag_position_position,55.0,ID14-ID15,47.428709872450725,10.48821879015806,4.5220938675456415
tag_position_position,55.0,ID14-ID16,47.289724845871746,19.562652038696758,2.417347338813175
tag_position_position,55.0,ID14-ID17,865.1924618235176,932.9532010082498,0.9273696267813835
tag_position_position,55.0,ID14-ID18,842.5137757331228,931.2232539760934,0.9047387639170273
tag_position_position,55.0,ID14-ID19,926.6520685140418,930.2175361562038,0.9961670603879443
tag_position_position,55.0,ID14-ID20,883.3177675653317,937.9467307893909,0.9417568594987451
tag_position_position,55.0,ID14-ID21,540.4454031718958,467.3216281793478,1.156474193752669
tag_position_position,55.0,ID14-ID22,513.55489670867,469.68855961636683,1.0933945189725982
tag_position_position,55.0,ID14-ID23,594.2943767301339,469.0137322099892,1.2671150883574842
tag_position_position,55.0,ID14-ID24,582.7608283358395,468.41330944864507,1.2441167161150681
tag_position_position,55.0,ID15-ID16,47.574404639893864,18.454480436395464,2.5779324865775584
tag_position_position,55.0,ID15-ID17,873.3048327209797,934.1565873992191,0.9348591494198456
tag_position_position,55.0,ID15-ID18,851.3999627127354,931.085768185893,0.9144162565942602
tag_position_position,55.0,ID15-ID19,944.6981969683122,929.0219612669388,1.0168739129481883
tag_position_position,55.0,ID15-ID20,897.3463698295062,938.1092105101241,0.9565478728660474
tag_position_position,55.0,ID15-ID21,523.3489195116172,468.4835771236836,1.1171126269244838
tag_position_position,55.0,ID15-ID22,494.02296007566184,470.96190389159614,1.0489658632545655
tag_position_position,55.0,ID15-ID23,575.6588244436012,470.0319127532973,1.2247228514157158
tag_position_position,55.0,ID15-ID24,563.3179431145153,469.53496397513106,1.1997358798275808
tag_position_position,55.0,ID16-ID17,909.0383969867894,923.6559404136523,0.984174254950045
tag_position_position,55.0,ID16-ID18,884.7420960141345,922.5987774412145,0.9589673405680488
tag_position_position,55.0,ID16-ID19,972.218133526456,918.9012799863598,1.0580223955514434
tag_position_position,55.0,ID16-ID20,929.2150786913255,926.0924256998818,1.0033718589039142
tag_position_position,55.0,ID16-ID21,494.37755130549385,479.13332114338925,1.031816259670119
tag_position_position,55.0,ID16-ID22,466.7815835308906,482.2064446390112,0.9680119142338134
tag_position_position,55.0,ID16-ID23,547.9868558656475,481.27947358537284,1.1386042537474677
tag_position_position,55.0,ID16-ID24,535.9911349292066,480.37995428814764,1.1157649900763793
tag_position_position,55.0,ID17-ID18,176.43125617170637,155.22723606863795,1.1365998689411212
tag_position_position,55.0,ID17-ID19,233.12237123794603,214.2511075973024,1.0880801217425362
tag_position_position,55.0,ID17-ID20,131.48305668468302,147.12795444136847,0.8936646824453741
tag_position_position,55.0,ID17-ID21,1393.0644280455758,1393.2315336946335,0.9998800589528615
tag_position_position,55.0,ID17-ID22,1362.0521270329966,1393.9591797151104,0.9771104827555749
tag_position_position,55.0,ID17-ID23,1443.3496134156862,1395.075872042782,1.0346029505206895
tag_position_position,55.0,ID17-ID24,1430.704805419524,1394.3821678282259,1.0260492700131638
tag_position_position,55.0,ID18-ID19,212.32049718768374,153.28983477740024,1.3850918261866798
tag_position_position,55.0,ID18-ID20,259.30127178001936,215.2976029953994,1.2043853167541316
tag_position_position,55.0,ID18-ID21,1370.219501607711,1394.2364267911025,0.982774137354403
tag_position_position,55.0,ID18-ID22,1335.9009111539888,1393.8659984823892,0.9584141607647281
tag_position_position,55.0,ID18-ID23,1420.1710322993047,1394.2535098038466,1.0185888163904313
tag_position_position,55.0,ID18-ID24,1404.0968359048547,1394.816461146917,1.006653473784147
tag_position_position,55.0,ID19-ID20,194.21443810827492,151.99492216924233,1.2777692526597848
tag_position_position,55.0,ID19-ID21,1466.4634690977186,1397.4423280199092,1.0493910479837893
tag_position_position,55.0,ID19-ID22,1436.9175534526646,1399.30961604766,1.026876065863985
tag_position_position,55.0,ID19-ID23,1519.4939426988503,1398.6090948675442,1.0864321905777072
tag_position_position,55.0,ID19-ID24,1506.0245760200173,1398.4239004594845,1.0769442481104465
tag_position_position,55.0,ID20-ID21,1417.261577429,1402.3110805399488,1.0106613269313216
tag_position_position,55.0,ID20-ID22,1389.7492772298351,1405.1514794011512,0.9890387603065541
tag_position_position,55.0,ID20-ID23,1469.5136992545783,1405.2086266284552,1.0457619398340954
tag_position_position,55.0,ID20-ID24,1458.8977572528538,1403.8316943617324,1.039225544709017
tag_position_position,55.0,ID21-ID22,50.0719485423327,22.368013151244575,2.2385514620258817
tag_position_position,55.0,ID21-ID23,56.76921425676823,19.20985158456333,2.955213579181782
tag_position_position,55.0,ID21-ID24,60.38262398293123,6.279683189859199,9.615552593551318
tag_position_position,55.0,ID22-ID23,86.28125601498033,12.097419517322699,7.132203350593183
tag_position_position,55.0,ID22-ID24,69.3225272771647,17.23715661636368,4.021691559694655
tag_position_position,55.0,ID23-ID24,33.724122654291996,12.987146361943806,2.596730776293835
anchor_anchor,90.0,A-B,2711.030191840447,2665.0643575793506,1.0172475513134875
anchor_anchor,90.0,A-C,3485.2580604050895,3414.1085019320158,1.0208398644720316
anchor_anchor,90.0,A-D,2193.8905563868348,2165.8598471827554,1.0129420697468214
anchor_anchor,90.0,A-E,1335.2075263118716,1403.6365517390243,0.9512487578480532
anchor_anchor,90.0,A-F,3095.2142167306856,3074.024420727174,1.006893177510444
anchor_anchor,90.0,A-G,3806.840203543696,3734.3841559079856,1.0194024086999944
anchor_anchor,90.0,A-H,2506.370215096167,2517.200327023951,0.9956975566022637
anchor_anchor,90.0,B-C,2150.7731922336343,2179.133082966119,0.9869857004355682
anchor_anchor,90.0,B-D,3409.2733543852805,3440.4790686576366,0.9909298345812836
anchor_anchor,90.0,B-E,2890.342443485679,2955.9630981271275,0.9778005839507856
anchor_anchor,90.0,B-F,1385.0022303330618,1392.3829235074895,0.9946992360723332
