row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L4:I0:T6,simulate_imu_prior,0.5749576710077235,,,,
R2:L4:I0:T6,cpu_golden,22.702349764003884,,,,
R2:L4:I0:T6,torch_gpu,3.0787227079999866,0,1,3.0787227079999866,3.0787227079999866
R2:L4:I0:T8,simulate_imu_prior,0.6447633130010217,,,,
R2:L4:I0:T8,cpu_golden,21.472946560999844,,,,
R2:L4:I0:T8,torch_gpu,2.7055551539961016,0,1,2.7055551539961016,2.7055551539961016
R2:L4:I1:T6,simulate_imu_prior,0.6447968150023371,,,,
R2:L4:I1:T6,cpu_golden,21.114133794995723,,,,
R2:L4:I1:T6,torch_gpu,2.4826201569958357,0,1,2.4826201569958357,2.4826201569958357
R2:L4:I1:T8,simulate_imu_prior,0.6271065659966553,,,,
R2:L4:I1:T8,cpu_golden,21.37235013199097,,,,
R2:L4:I1:T8,torch_gpu,2.8533031970000593,0,1,2.8533031970000593,2.8533031970000593
