case_id,source_kind,version,tag_method,point_estimator,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,layout_json,source_tr_all,eval_set,method,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,scale_bias_expected_mm,n_frames,pct_ge8
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,motive_iantenna,False,1199,1199,1.0,ok,1380.7624207562592,1081.06912422019,15.06139667051083,1380.7624207562596,1081.06912422019,15.061396670510822,1381.0709598472022,1080.2185708852628,11.230264664675794,18.602587151310242,24.466598962511,64.5175723919927,71.46459165818032,56.081060954840446,127.64844560143074,8.0,8.0,99.83319432860718,92.49374478732277,66.19369615687152,106.23935343354847,0,{},-165.31966013379565,165.61045412934567,-330.563426686502,-180.39839999999998,209.45865500000002,-328.203235,15.07873986620433,-43.84820087065435,-2.3601916865019916,15.262336018765046,43.84820087065435,46.428478548655306,-1.0000000000000009,1.0,0.9582672713308588,746.0479146483464,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID17_BSF66F_120s_20260528_121200/tag_capture_20260528_121200/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,motive_iantenna,False,1199,1199,1.0,ok,1381.0709598472022,1080.2185708852628,11.230264664675794,1380.7624207562596,1081.06912422019,15.061396670510822,1381.0709598472022,1080.2185708852628,11.230264664675794,18.602587151310242,24.466598962511,64.5175723919927,71.57292833650713,55.6924271146629,129.60574519709627,8.0,8.0,99.83319432860718,92.49374478732277,66.19369615687152,106.23935343354847,0,{},-166.13946345939564,169.45399564154744,-330.3368854239334,-180.39839999999998,209.45865500000002,-328.203235,14.258936540604338,-40.004659358452585,-2.133650423933375,14.417688282125283,40.004659358452585,42.52343478349745,-1.0000000000000009,1.0,0.9582672713308588,746.0479146483464,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID17_BSF66F_120s_20260528_121200/tag_capture_20260528_121200/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,motive_iantenna,False,1199,1199,1.0,ok,1455.4405691850034,924.1977950521203,-0.48859295512877976,1455.440569185004,924.1977950521202,-0.48859295512877954,1455.3428045712692,925.5278740262339,-0.4396471606900722,15.741592208465587,21.03867455818572,32.2991111254041,41.63719649440964,34.22455883296904,74.8381246757912,8.0,8.0,99.83319432860718,92.91075896580485,35.87459024650934,120.918798625006,0,{},-326.26839805083364,183.6721407487831,-265.7828649072635,-295.4243,206.90585,-224.00141000000002,-30.844098050833622,-23.23370925121688,-41.78145490726348,51.93311427920658,23.23370925121688,56.893352900907594,-1.0000000000000009,1.0,0.9582672713308588,758.3430541074473,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID18_BSF66F_120s_20260528_121519/tag_capture_20260528_121519/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,motive_iantenna,False,1199,1199,1.0,ok,1455.3428045712692,925.5278740262339,-0.4396471606900722,1455.440569185004,924.1977950521202,-0.48859295512877954,1455.3428045712692,925.5278740262339,-0.4396471606900722,15.741592208465587,21.03867455818572,32.2991111254041,41.658578895612244,34.147037749190574,74.84697324506287,8.0,8.0,99.83319432860718,92.91075896580485,35.87459024650934,120.918798625006,0,{},-324.93554492361227,183.60636919475303,-265.79836754600205,-295.4243,206.90585,-224.00141000000002,-29.511244923612253,-23.299480805246958,-41.796957546002034,51.16541055286986,23.299480805246958,56.220681629074875,-1.0000000000000009,1.0,0.9582672713308588,758.3430541074473,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID18_BSF66F_120s_20260528_121519/tag_capture_20260528_121519/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1650.2494186819724,1067.769705971983,101.38558316488611,1650.2494186819752,1067.7697059719821,101.38558316488607,1652.8607224011253,1066.0516366798538,96.31106481717151,22.47588801579004,21.458946433375115,108.41444905692192,112.78007221333348,73.51434377067143,183.8257140634419,8.0,8.0,99.91673605328893,89.84179850124896,178.44586630944573,224.98510109217196,0,{},-196.20178985320047,81.71019414616318,-61.75304335018427,-188.530555,205.96057000000002,-114.135095,-7.671234853200474,-124.25037585383684,52.382051649815736,52.940789370927604,124.25037585383684,135.05881340748053,-1.0000000000000009,1.0,0.9582672713308588,747.0845615290667,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID19_BSF66F_120s_20260528_121846/tag_capture_20260528_121846/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1652.8607224011253,1066.0516366798538,96.31106481717151,1650.2494186819752,1067.7697059719821,101.38558316488607,1652.8607224011253,1066.0516366798538,96.31106481717151,22.47588801579004,21.458946433375115,108.41444905692192,112.93744327773764,73.73638692796511,179.81873484535402,8.0,8.0,99.91673605328893,89.84179850124896,178.44586630944573,224.98510109217196,0,{},-198.01305262467076,86.8266975709586,-59.29090494135062,-188.530555,205.96057000000002,-114.135095,-9.48249762467077,-119.13387242904142,54.84419005864939,55.65790998942687,119.13387242904142,131.49403980534728,-1.0000000000000009,1.0,0.9582672713308588,747.0845615290667,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID19_BSF66F_120s_20260528_121846/tag_capture_20260528_121846/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1471.4448525086223,1209.700448283645,61.78053081210141,1471.444852508622,1209.7004482836448,61.780530812101375,1472.6973873985673,1210.1678251000903,54.766507163398344,19.85184354453395,23.464107271242256,74.13165501160833,80.25062178521193,42.91628972445467,155.53943968298276,8.0,8.0,100.0,91.42381348875936,111.02565643755875,197.56571745369695,0,{},-43.087362299851065,118.10637095083283,-231.79791701140175,-80.19599149999999,202.56013000000002,-220.692665,37.108629200148926,-84.45375904916719,-11.105252011401745,38.734699990459305,84.45375904916719,92.91293990013273,-1.0000000000000009,1.0,0.9582672713308588,741.3886596640334,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID20_BSF66F_120s_20260528_122210/tag_capture_20260528_122211/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1472.6973873985673,1210.1678251000903,54.766507163398344,1471.444852508622,1209.7004482836448,61.780530812101375,1472.6973873985673,1210.1678251000903,54.766507163398344,19.85184354453395,23.464107271242256,74.13165501160833,80.5676492731219,42.70287266902865,156.12508629036745,8.0,8.0,100.0,91.42381348875936,111.02565643755875,197.56571745369695,0,{},-42.60983172922056,125.12449266672905,-230.57246010941617,-80.19599149999999,202.56013000000002,-220.692665,37.58615977077943,-77.43563733327096,-9.879795109416165,38.86296125771429,77.43563733327096,86.64068147774732,-1.0000000000000009,1.0,0.9582672713308588,741.3886596640334,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID20_BSF66F_120s_20260528_122210/tag_capture_20260528_122211/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1493.5378929906858,1058.509198470397,-1460.8724847919416,1493.5378929906858,1058.509198470397,-1460.8724847919416,1494.357752377911,1057.5935800578668,-1460.1884172067867,26.50773966998843,32.16982100996703,37.521748813829355,56.08421596379234,46.931322468031766,93.93942808753769,8.0,8.0,99.91673605328893,91.3405495420483,106.37220334359452,182.0852263181912,0,{},-176.25815718031743,1642.6007996047601,-230.62370239663505,-212.053465,1598.6443,-226.93474500000002,35.79530781968256,43.95649960476021,-3.6889573966350326,35.984892226877875,43.95649960476021,56.80744956502889,-1.0000000000000009,1.0,0.9582672713308588,663.0470140007798,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,motive_iantenna,False,1201,1201,1.0,ok,1494.357752377911,1057.5935800578668,-1460.1884172067867,1493.5378929906858,1058.509198470397,-1460.8724847919416,1494.357752377911,1057.5935800578668,-1460.1884172067867,26.50773966998843,32.16982100996703,37.521748813829355,56.10185162030345,46.72464206294879,94.35048317627931,8.0,8.0,99.91673605328893,91.3405495420483,106.37220334359452,182.0852263181912,0,{},-177.23083194143067,1641.9346878356282,-229.85645154237568,-212.053465,1598.6443,-226.93474500000002,34.82263305856932,43.29038783562828,-2.9217065423756594,34.94498736945724,43.29038783562828,55.63460992233736,-1.0000000000000009,1.0,0.9582672713308588,663.0470140007798,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID21_BSF66F_120s_20260528_122611/tag_capture_20260528_122611/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,motive_iantenna,False,1201,1201,1.0,ok,1477.370429796175,1020.0630431452981,-1412.647474045416,1477.3704297961733,1020.0630431452988,-1412.6474740454173,1477.6216504085119,1018.8885748659719,-1411.1034790980746,17.8195273805673,22.09361104696839,27.433640850188787,39.47490158896737,33.92567412072462,67.17646077977363,8.0,8.0,99.83347210657784,92.67277268942547,127.28412581650896,193.95715427679568,0,{},-214.24165974446657,1594.7085762327674,-248.75472168338388,-232.83767,1599.3211999999999,-235.17408,18.59601025553343,-4.612623767232435,-13.580641683383874,23.027058560666582,4.612623767232435,23.484499653482203,-1.0000000000000009,1.0,0.9582672713308588,667.3618160827639,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,motive_iantenna,False,1201,1201,1.0,ok,1477.6216504085119,1018.8885748659719,-1411.1034790980746,1477.3704297961733,1020.0630431452988,-1412.6474740454173,1477.6216504085119,1018.8885748659719,-1411.1034790980746,17.8195273805673,22.09361104696839,27.433640850188787,39.523338211635,33.97662347386983,67.88695870394278,8.0,8.0,99.83347210657784,92.67277268942547,127.28412581650896,193.95715427679568,0,{},-215.44857810868427,1593.1809886265314,-248.56437436921942,-232.83767,1599.3211999999999,-235.17408,17.38909189131573,-6.140211373468446,-13.390294369219419,21.9472207830279,6.140211373468446,22.789969192823474,-1.0000000000000009,1.0,0.9582672713308588,667.3618160827639,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID22_BSF66F_120s_20260528_122946/tag_capture_20260528_122946/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1452.1441791809123,1052.0251132126425,-1502.1709863655992,1452.1441791809132,1052.0251132126425,-1502.1709863656004,1458.2760965937946,1043.9866008266235,-1500.0464368435078,43.91230190659888,51.528370406544155,35.723096375580546,76.54804262781197,65.19038260577337,126.00320740997877,8.0,8.0,100.0,93.75520399666945,89.88259258584817,151.3979781789704,0,{},-179.67345446725346,1683.6266253321014,-272.65067593335766,-230.87733,1599.6642499999998,-223.24148,51.20387553274654,83.9623753321016,-49.409195933357665,71.155502333649,83.9623753321016,110.0581027628708,-1.0000000000000009,1.0,0.9582672713308588,667.011187668517,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID23_BSF66F_120s_20260528_123303/tag_capture_20260528_123303/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,motive_iantenna,False,1201,1201,1.0,ok,1458.2760965937946,1043.9866008266235,-1500.0464368435078,1452.1441791809132,1052.0251132126425,-1502.1709863656004,1458.2760965937946,1043.9866008266235,-1500.0464368435078,43.91230190659888,51.528370406544155,35.723096375580546,77.24205223425724,62.368171748705024,133.85540915950136,8.0,8.0,100.0,93.75520399666945,89.88259258584817,151.3979781789704,0,{},-188.09888336069275,1681.6503813538384,-267.00812235271815,-230.87733,1599.6642499999998,-223.24148,42.77844663930725,81.98613135383857,-43.76664235271815,61.200608491278906,81.98613135383857,102.30953139405767,-1.0000000000000009,1.0,0.9582672713308588,667.011187668517,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID23_BSF66F_120s_20260528_123303/tag_capture_20260528_123303/tr_all.csv,,,,,,,,,
production_style_T4_mean,production_style_probe,v4-io,T4,mean,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1472.1896707946012,1008.6869697283586,-1453.7384312722002,1472.189670794602,1008.686969728358,-1453.7384312722008,1475.382668327807,1012.3221975732184,-1454.2039327599925,38.78180291247488,46.98091638826193,41.96662651604373,73.97589122788592,47.5683667641032,121.5590859934067,8.0,8.0,99.91673605328893,92.5895087427144,165.469922893428,210.07204586006665,0,{},-224.76282708774568,1635.8887340657548,-254.93709296133125,-218.202475,1599.5815,-226.071175,-6.5603520877456845,36.307234065754756,-28.865917961331235,29.60201748640613,36.307234065754756,46.8454339799622,-1.0000000000000009,1.0,0.9582672713308588,664.8880006105873,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID24_BSF66F_120s_20260528_123717/tag_capture_20260528_123717/tr_all.csv,,,,,,,,,
production_style_T4_median,production_style_probe,v4-io,T4,median,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,motive_iantenna,False,1201,1201,1.0,ok,1475.382668327807,1012.3221975732184,-1454.2039327599925,1472.189670794602,1008.686969728358,-1453.7384312722008,1475.382668327807,1012.3221975732184,-1454.2039327599925,38.78180291247488,46.98091638826193,41.96662651604373,74.13541184431531,47.4849003261389,119.67991242768595,8.0,8.0,99.91673605328893,92.5895087427144,165.469922893428,210.07204586006665,0,{},-221.32471588183682,1636.3371328921935,-251.5304617522786,-218.202475,1599.5815,-226.071175,-3.122240881836831,36.75563289219349,-25.459286752278587,25.65002280815674,36.75563289219349,44.82075656840988,-1.0000000000000009,1.0,0.9582672713308588,664.8880006105873,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID24_BSF66F_120s_20260528_123717/tag_capture_20260528_123717/tr_all.csv,,,,,,,,,
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID01,,edge,low,ABEF,reconstructed_from_relabelled_balls,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,-477.75960536413095,54.88425908939367,-390.6586081985394,-542.215344349341,182.54280058407932,-383.3240609304319,64.45573898521002,-127.65854149468568,-7.334547268107542,64.87170316677084,127.65854149468568,143.1958137946358,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,,,all8,C_anchor_locked_OFFICIAL,"0,1,4,2,3",54.12208743140742,29.051378695781,1.5155498742221385,37.13531528761927,1201,91.75686927560366
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID02,,edge,mid,ABEF,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,-525.9174878029298,1054.633888740965,-233.6212555208924,-543.22998,1105.589,-259.92136,17.312492197070128,-50.95511125903499,26.30010447910757,31.48678900246242,50.95511125903499,59.89859134492416,-1.0000000000000009,1.0,0.9582672713308588,461.6346339824702,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,19.26527292426876,1201,95.67027477102414
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID03,,edge,high,ABEF,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,-573.6376750462958,1984.6266890478653,-259.83043607469494,-554.00287,1625.56145,-256.2951,-19.63480504629581,359.06523904786536,-3.5353360746949534,19.950543109576817,359.06523904786536,359.61906242977136,-1.0000000000000009,1.0,0.9582672713308588,813.3092827400905,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,33.94161562068607,1201,92.2564529558701
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID04,,edge,low,BCGF,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,-249.58785158116743,-107.79935578063686,488.6414567281372,-321.178815,182.16379,479.93382,71.59096341883253,-289.96314578063686,8.707636728137231,72.1185758360897,289.96314578063686,298.79711325852645,-1.0000000000000009,1.0,0.9582672713308588,1047.8906733259494,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,43.73133714483557,1201,93.83846794338052
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID05,,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,-162.00985556974626,1089.455345839796,523.156205290396,-184.9818897969324,1103.586616559577,473.7040289339493,22.97203422718613,-14.131270719780789,49.45217635644673,54.52735187888845,14.131270719780789,56.32872193721293,-1.0000000000000009,1.0,0.9582672713308588,705.9514108073571,,,all8,C_anchor_locked_OFFICIAL,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,29.461278680820897,1200,91.5
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID06,,edge,high,BCGF,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,-184.82375843822533,1858.4500478888517,489.450574492525,-193.231255,1684.95255,476.52298,8.40749656177465,173.49749788885129,12.927594492525031,15.42104723419963,173.49749788885129,174.18148716637876,-1.0000000000000009,1.0,0.9582672713308588,1013.9317064581626,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,42.31413679465786,1201,92.83930058284764
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID07,,edge,low,CDHG,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.8512972222529,36.85843256477855,89.12902990238354,352.14755,211.565355,53.795866,-8.2962527777471,-174.70692243522146,35.33316390238353,36.29408052981884,174.70692243522146,178.43701697879692,-1.0000000000000009,1.0,0.9582672713308588,906.6934696461826,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,37.83879255482639,1201,90.84096586178184
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID08,,edge,mid,CDHG,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.1540092020341,1128.1066021315055,-96.2123811261872,391.90054,1132.2804,-71.53192899999999,68.25346920203413,-4.173797868494376,-24.68045212618722,72.57865233845308,4.173797868494376,72.69856507464978,-1.0000000000000009,1.0,0.9582672713308588,557.6228692802323,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,23.271123903379948,1201,90.25811823480431
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID09,,edge,high,CDHG,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.77327549894926,1560.595653891563,-68.53634927317466,408.80994,1568.1853500000002,-62.4257885,44.96333549894928,-7.589696108437238,-6.110560773174669,45.3766513986404,7.589696108437238,46.00699924111722,-1.0000000000000009,1.0,0.9582672713308588,828.1828777899989,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,34.56233132723858,1201,93.42214820982517
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID10,,edge,low,ADHE,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.89790165650174,127.86087948479428,-993.0326326157308,65.499245,238.64973,-938.19342,28.398656656501743,-110.78885051520574,-54.83921261573085,61.75615710362169,110.78885051520574,126.83844976460334,-1.0000000000000009,1.0,0.9582672713308588,1028.888366883956,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,42.93831904600398,1201,90.75770191507078
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID11,,edge,mid,ADHE,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101.47855568098883,1146.6238135870517,-1011.1978069232518,-63.9057945,1133.4998500000002,-956.990295,-37.57276118098885,13.123963587051549,-54.207511923251786,65.95579376880478,13.123963587051549,67.24883011552961,-1.0000000000000009,1.0,0.9582672713308588,772.412567618685,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,0.9635964986374148,0.9635964986374148,32.23488410506529,1201,91.84013322231472
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID12,,edge,high,ADHE,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.61333231847061,1698.8133216184192,-1001.3226199979556,-43.6886845,1590.1300500000002,-956.35754,87.3020168184706,108.68327161841898,-44.96507999795574,98.20132667023948,108.68327161841898,146.477145280341,-1.0000000000000009,1.0,0.9582672713308588,990.205209288564,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,0.4244527978333678,0.4244527978333678,41.32396532600986,1201,91.3405495420483
production_T1_current,official_production_static_all_captures,v4-io,production/current,mean,ID13,,center,mid,ABEF,motive_iantenna,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,-158.97938412802944,1070.5864123969789,-192.86674639764965,-189.628155,1139.0976,-197.96616,30.648770871970555,-68.5111876030212,5.099413602350353,31.07010098230108,68.5111876030212,75.22721583194975,-1.0000000000000009,1.0,0.9582672713308588,210.42408004244712,,,all8,C_anchor_locked_OFFICIAL,"0,1,2,3,4",0.0,0.481399537538401,0.481399537538401,8.781571037865104,1200,91.66666666666666
