phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase3,light_drywall,0,none,0,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.019346529617905617,0.03556772693991661,0.040677085518836975,0.019033487886190414,0.047093912959098816,0.056208547204732895,0.031238969415426254,0.054538287222385406,0.06264127790927887,0.0,0.0
phase3,light_drywall,0,none,5,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.019363004714250565,0.03551945090293884,0.04055048152804375,0.01900293305516243,0.04718107730150223,0.05625251680612564,0.03132014721632004,0.054507605731487274,0.06238066405057907,0.0,0.0
phase3,light_drywall,0,none,10,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.01936889812350273,0.03550688922405243,0.04054822400212288,0.01908864453434944,0.046812526881694794,0.056114744395017624,0.03134266287088394,0.05432618409395218,0.06223499774932861,0.0,0.0
phase3,light_drywall,0,none,15,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.019401539117097855,0.035623446106910706,0.04064648598432541,0.019050907343626022,0.04690641164779663,0.05606251209974289,0.03133263811469078,0.05439497530460358,0.06242847442626953,0.0,0.0
phase3,light_drywall,0,none,20,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.01938970386981964,0.03564514219760895,0.040756627917289734,0.019153237342834473,0.04692823439836502,0.056079499423503876,0.031317200511693954,0.05445406585931778,0.062352780252695084,0.0,0.0
phase3,light_drywall,0,none,25,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.019290190190076828,0.035446129739284515,0.040519945323467255,0.01907309703528881,0.047006718814373016,0.05618857592344284,0.031254760921001434,0.05440413951873779,0.06236537545919418,0.0,0.0
phase3,light_drywall,0,none,30,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.019377458840608597,0.035488106310367584,0.040572639554739,0.019007112830877304,0.04695305600762367,0.05614171177148819,0.03126394748687744,0.05444426089525223,0.0626087412238121,0.0,0.0
phase3,light_drywall,0,none,35,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.01938377134501934,0.035535603761672974,0.040753137320280075,0.019189301878213882,0.04699438810348511,0.05591822415590286,0.03137528896331787,0.05447101593017578,0.0622827485203743,0.0,0.0
phase3,light_drywall,0,none,40,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.019321592524647713,0.035577818751335144,0.040689222514629364,0.01906430348753929,0.04685113951563835,0.05598613619804382,0.03124912455677986,0.05437513440847397,0.06248243898153305,0.0,0.0
phase3,light_drywall,0,none,50,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.01937253028154373,0.03553348034620285,0.04060909152030945,0.01916954293847084,0.046691641211509705,0.05595463514328003,0.03129337728023529,0.05405563488602638,0.062292952090501785,0.0,0.0
