host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
71.897,1777925500.707049,14959032,26340,H,7,0xa107,0xb101,0xe1,15012,7,1622,119,6405,20
71.997,1777925500.807063,14959132,26341,H,7,0xa107,0xb101,0xe1,13265,6,972,98,4208,20
72.097,1777925500.907165,14959232,26342,H,7,0xa107,0xb101,0xe1,11310,6,399,68,3508,20
72.197,1777925501.007158,14959332,26343,H,7,0xa107,0xb101,0xe1,11260,6,289,58,2965,20
72.497,1777925501.307117,14959632,26344,H,7,0xa107,0xb101,0xe1,11657,6,353,63,3318,20
72.597,1777925501.407153,14959732,26345,H,7,0xa107,0xb101,0xe1,12376,6,476,71,3320,20
72.697,1777925501.507133,14959832,26346,H,7,0xa107,0xb101,0xe1,11388,6,334,62,3221,20
72.797,1777925501.607461,14959932,26347,H,7,0xa107,0xb101,0xe1,14189,7,1585,121,5118,20
72.897,1777925501.707045,14960032,26348,H,7,0xa107,0xb101,0xe1,15075,7,1684,121,4654,20
72.997,1777925501.807385,14960132,26349,H,7,0xa107,0xb101,0xe1,15173,7,1780,124,7042,20
73.493,1777925502.302790,14960628,26350,D,3,0xa103,0xb101,0xe1,10774,6,79,31,1339,20
74.197,1777925503.007077,14961332,26351,H,7,0xa107,0xb101,0xe1,10019,6,148,44,1826,20
74.297,1777925503.106831,14961432,26352,H,7,0xa107,0xb101,0xe1,6990,5,48,30,1171,20
74.397,1777925503.206969,14961532,26353,H,7,0xa107,0xb101,0xe1,14008,7,1539,120,6634,20
74.497,1777925503.307015,14961632,26354,H,7,0xa107,0xb101,0xe1,10615,6,219,52,2267,20
74.597,1777925503.406980,14961732,26355,H,7,0xa107,0xb101,0xe1,11067,6,402,69,2073,20
74.697,1777925503.507281,14961832,26356,H,7,0xa107,0xb101,0xe1,13414,6,1216,109,5412,20
74.997,1777925503.806788,14962132,26357,H,7,0xa107,0xb101,0xe1,14920,7,1612,119,5704,20
75.097,1777925503.907138,14962232,26358,H,7,0xa107,0xb101,0xe1,14675,7,1559,118,6017,20
75.593,1777925504.402843,14962728,26359,D,3,0xa103,0xb101,0xe1,17112,7,1880,120,7077,20
76.497,1777925505.307216,14963632,26360,H,7,0xa107,0xb101,0xe1,14927,7,1559,117,6708,20
76.978,1777925505.788466,14964114,26361,H,7,0xa107,0xb102,0xe1,10032,6,155,45,1880,20
76.997,1777925505.806903,14964132,26362,H,7,0xa107,0xb101,0xe1,14647,7,1556,118,6417,20
77.096,1777925505.906278,14964232,26363,H,7,0xa107,0xb101,0xe1,3863,4,13,21,688,20
77.197,1777925506.006670,14964332,26364,H,7,0xa107,0xb101,0xe1,15155,7,1721,122,6229,20
77.297,1777925506.106945,14964432,26365,H,7,0xa107,0xb101,0xe1,15179,7,1640,119,6415,20
77.597,1777925506.406741,14964732,26366,H,7,0xa107,0xb101,0xe1,12814,6,740,87,4826,20
77.710,1777925506.520364,14964832,26367,H,7,0xa107,0xb101,0xe1,14459,7,1642,122,4808,20
77.897,1777925506.706944,14965032,26368,H,7,0xa107,0xb101,0xe1,15525,7,1763,122,7104,20
78.197,1777925507.006764,14965332,26369,H,7,0xa107,0xb101,0xe1,12545,6,628,81,4282,20
78.296,1777925507.106447,14965432,26370,H,7,0xa107,0xb101,0xe1,6844,5,47,30,1300,20
78.397,1777925507.206718,14965532,26371,H,7,0xa107,0xb101,0xe1,14606,7,1686,123,5557,20
78.496,1777925507.306495,14965632,26372,H,7,0xa107,0xb101,0xe1,9838,6,152,45,2070,20
78.597,1777925507.406854,14965732,26373,H,7,0xa107,0xb101,0xe1,14820,7,1683,122,6710,20
78.878,1777925507.688257,14966014,26374,H,7,0xa107,0xb102,0xe1,13070,6,919,96,4270,20
78.897,1777925507.706711,14966032,26375,H,7,0xa107,0xb101,0xe1,13754,6,1486,119,6560,20
78.996,1777925507.806445,14966132,26376,H,7,0xa107,0xb101,0xe1,7169,5,46,29,1236,20
79.796,1777925508.606275,14966932,26377,H,7,0xa107,0xb101,0xe1,14954,7,1643,120,6123,20
104.511,1777925533.321293,14991648,26378,H,7,0xa107,0xb101,0xe1,14559,7,1708,124,6308,20
104.727,1777925533.537442,14991865,26379,H,7,0xa107,0xb102,0xe1,14481,7,1591,120,5608,20
104.912,1777925533.721842,14992049,26380,H,7,0xa107,0xb101,0xe1,14568,7,1709,124,4038,20
105.027,1777925533.837431,14992165,26381,H,7,0xa107,0xb102,0xe1,12694,6,988,101,3146,20
105.327,1777925534.136929,14992465,26382,H,7,0xa107,0xb102,0xe1,7552,5,59,32,1393,20
105.427,1777925534.237303,14992564,26383,H,7,0xa107,0xb102,0xe1,14908,7,1557,117,5636,20
105.528,1777925534.337655,14992665,26384,H,7,0xa107,0xb102,0xe1,13998,6,1462,117,6525,20
105.912,1777925534.721622,14993049,26385,H,7,0xa107,0xb101,0xe1,11371,6,302,59,3170,20
106.027,1777925534.837357,14993165,26386,H,7,0xa107,0xb102,0xe1,15319,7,1683,120,4699,20
106.127,1777925534.937294,14993265,26387,H,7,0xa107,0xb102,0xe1,13088,6,791,89,3703,20
106.427,1777925535.237432,14993565,26388,H,7,0xa107,0xb102,0xe1,14696,7,1724,124,7213,20
107.027,1777925535.837121,14994164,26389,H,7,0xa107,0xb102,0xe1,15300,7,1824,125,5845,20
107.127,1777925535.937117,14994265,26390,H,7,0xa107,0xb102,0xe1,11953,6,286,56,2818,20
107.227,1777925536.037404,14994365,26391,H,7,0xa107,0xb102,0xe1,14052,7,1321,111,4643,20
107.527,1777925536.336840,14994665,26392,H,7,0xa107,0xb102,0xe1,6389,5,41,29,1115,20
107.627,1777925536.437075,14994764,26393,H,7,0xa107,0xb102,0xe1,14624,7,1688,123,6680,20
107.727,1777925536.537197,14994865,26394,H,7,0xa107,0xb102,0xe1,12897,6,984,100,3712,20
107.912,1777925536.721557,14995049,26395,H,7,0xa107,0xb101,0xe1,14905,7,1665,121,6271,20
108.027,1777925536.837255,14995165,26396,H,7,0xa107,0xb102,0xe1,15161,7,1750,123,5639,20
108.527,1777925537.337229,14995665,26397,H,7,0xa107,0xb102,0xe1,14181,7,1558,120,7057,20
108.927,1777925537.737167,14996064,26398,H,7,0xa107,0xb102,0xe1,13883,6,1450,117,4474,20
109.227,1777925538.037063,14996365,26399,H,7,0xa107,0xb102,0xe1,14198,7,1534,119,6462,20
109.527,1777925538.337213,14996665,26400,H,7,0xa107,0xb102,0xe1,15093,7,1686,121,7050,20
109.911,1777925538.721388,14997049,26401,H,7,0xa107,0xb101,0xe1,14329,7,1654,123,5134,20
110.027,1777925538.837191,14997165,26402,H,7,0xa107,0xb102,0xe1,15281,7,1707,121,6361,20
110.527,1777925539.337016,14997665,26403,H,7,0xa107,0xb102,0xe1,15372,7,1633,118,4712,20
110.827,1777925539.637007,14997965,26404,H,7,0xa107,0xb102,0xe1,14654,7,1610,120,5691,20
110.927,1777925539.736615,14998064,26405,H,7,0xa107,0xb102,0xe1,15284,7,1822,125,6822,20
111.627,1777925540.436817,14998765,26406,H,7,0xa107,0xb102,0xe1,10950,6,262,56,2762,20
111.727,1777925540.537024,14998865,26407,H,7,0xa107,0xb102,0xe1,14741,7,1566,118,4940,20
111.911,1777925540.721296,14999049,26408,H,7,0xa107,0xb101,0xe1,14142,7,1606,122,4999,20
112.027,1777925540.836701,14999165,26409,H,7,0xa107,0xb102,0xe1,13333,6,824,90,4064,20
112.127,1777925540.937046,14999265,26410,H,7,0xa107,0xb102,0xe1,14735,7,1592,119,6640,20
112.627,1777925541.437019,14999765,26411,H,7,0xa107,0xb102,0xe1,13333,6,1143,106,4479,20
112.926,1777925541.736493,15000064,26412,H,7,0xa107,0xb102,0xe1,15183,7,1613,118,5453,20
113.027,1777925541.836801,15000165,26413,H,7,0xa107,0xb102,0xe1,14281,7,1543,119,4339,20
113.225,1777925542.035196,15000363,26414,G,6,0xa106,0xb102,0xe1,20654,7,2423,124,6896,20
114.027,1777925542.836709,15001164,26415,H,7,0xa107,0xb102,0xe1,15355,7,1687,120,5896,20
114.327,1777925543.136645,15001465,26416,H,7,0xa107,0xb102,0xe1,11552,6,361,64,2745,20
114.427,1777925543.236540,15001565,26417,H,7,0xa107,0xb102,0xe1,12111,6,479,72,4121,20
114.527,1777925543.336952,15001665,26418,H,7,0xa107,0xb102,0xe1,13366,6,1061,102,3941,20
115.026,1777925543.836301,15002164,26419,H,7,0xa107,0xb102,0xe1,14609,7,1552,118,6640,20
115.127,1777925543.936663,15002265,26420,H,7,0xa107,0xb102,0xe1,14900,7,1748,124,7054,20
