experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L3_I0_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,8164.4997133435345,33385.83800540134,41448.36294423542,18699.65733267487,40661,6371.499878962658,30599.301502077094,37795.423990237934,16766.07513784378,40661,2075.641530156801,13639.752901846121,19315.981782687017,8281.057229100505,9999.898893005955,34430.12374993042,17102.375697452415,32514.983906191526,10684.86670197043,71725.3158236681,71612.04828624992,2633.9506049268944,70091.88816817146,465.01524998260936,861.2109891007007,38000.7591005865,35823.45600906722,316.83035540893684,nan,nan,nan,nan,nan,17,84116.00196430908,73835.07935391065,146300.58299105466,A0,L3,I0,T11,imu_only,S01,X_A0_L3_I0_T11__S01,,,
X_A0_L3_I0_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,8165.099638378514,33387.00250833622,41450.77449565034,18699.645811469207,40661,6372.994288648426,30600.501521341423,37794.634209046635,16766.064844361495,40661,2075.1111448909505,13640.81917960024,19317.27312573871,8281.0520532758,9999.054443916455,34431.443117681745,17102.364751507826,32514.32073149543,10685.267512255443,71912.96809122988,71799.94548598047,2634.7045790747557,70283.01205017764,463.3234807744003,858.244135041596,38000.7591005865,35823.45600906722,316.83035540893684,nan,nan,nan,nan,nan,17,84255.28713557293,73922.91206087334,146552.52863928583,A0,L3,I0,T12,imu_only,S01,X_A0_L3_I0_T12__S01,,,
X_A0_L3_I1_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,4324.361603870216,18480.44500527099,23085.257006610198,10512.444286206292,40661,3014.470436075925,13960.15123519505,18852.29335725478,8456.208465470494,40661,1694.0020736364152,10698.238555970072,15094.861247764095,6245.320108617048,4867.913429460688,20801.98749104925,9764.087468175443,13378.150750549563,8040.446550005749,11296.799816776762,11140.1327488895,2242.6429125112118,8475.514484532854,519.4109100415071,962.3579704533869,23350.122274155416,14844.734925516419,194.7565654223041,nan,nan,nan,nan,nan,17,42927.24431770141,20496.002506004006,81238.43521791961,A0,L3,I1,T11,imu_only,S01,X_A0_L3_I1_T11__S01,,,
X_A0_L3_I1_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,4324.43238584433,18480.329233121603,23083.047109463223,10512.436567170505,40661,3013.7708016399174,13957.844520397359,18850.425653694452,8456.202301385858,40661,1693.9071719103927,10698.332723917232,15093.972781501305,6245.315461753723,4866.90686079085,20801.693234192782,9764.077000837968,13377.437200874481,8039.642477466459,11316.433797002053,11160.085335884114,2241.6098814081806,8506.547939520642,517.620556985009,958.9492027181759,23350.122274155416,14844.734925516419,194.7565654223041,nan,nan,nan,nan,nan,17,43058.63422387912,20587.874237972956,81381.77773663863,A0,L3,I1,T12,imu_only,S01,X_A0_L3_I1_T12__S01,,,
X_A0_L3_I2_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,4409.596324634719,20007.927619957827,25124.35717799552,11030.939054888267,40661,3309.6973076177223,14718.619001458239,19376.714920202765,8470.207518624356,40661,1791.3377438191173,12089.58132570638,16979.818508869856,7066.625858505507,5140.842858752039,20941.008997981688,10024.08144584472,14415.99769715008,9097.968889481785,16060.697491766532,15162.454081186203,2521.611448864581,10044.699415866966,505.2005303899225,933.897892451419,23613.611981891423,15880.936025800696,196.96795359611923,nan,nan,nan,nan,nan,17,24377.714706698003,15991.41984151981,44095.79486958151,A0,L3,I2,T11,imu_only,S01,X_A0_L3_I2_T11__S01,,,
X_A0_L3_I2_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,4409.958923002744,20007.13088114956,25124.451692742692,11030.932171978182,40661,3309.9296659108572,14719.279022288998,19376.0825977514,8470.202387530677,40661,1790.8568830946226,12088.675833742756,16979.173758854296,7066.621264582738,5142.280827045862,20939.759008059144,10024.076952223335,14414.926534098335,9096.321852026864,16103.512974832141,15207.576180138221,2521.6449439315757,10076.182925434541,502.69078907226753,929.9134629426509,23613.611981891423,15880.936025800696,196.96795359611923,nan,nan,nan,nan,nan,17,24474.25432615946,16062.911817896895,44314.51866778863,A0,L3,I2,T12,imu_only,S01,X_A0_L3_I2_T12__S01,,,
X_A0_L3_I3_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,2845.551818106478,11883.439386920618,14561.95641784155,6601.455139088079,40661,1996.2997460831411,10125.061798848885,12761.635915260418,5595.616770211501,40661,752.7096448685102,5796.619384836908,8396.229326354274,3502.610871096048,2993.396475324371,13409.267184239583,6628.184735885734,11205.261768323628,3426.9471617681256,8363.16852805886,8289.326614584745,968.9643208947123,6036.620271630292,597.9501669264149,1132.384129837571,14651.446676142434,12651.680474425837,122.17583671658322,nan,nan,nan,nan,nan,17,7780.767694022832,4808.710703891047,13338.249635902608,A0,L3,I3,T11,imu_only,S01,X_A0_L3_I3_T11__S01,,,
X_A0_L3_I3_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,2845.269366398481,11882.181751671213,14561.305821106194,6601.450400348946,40661,1995.988396994062,10125.769389909354,12761.952410203352,5595.612635313315,40661,752.8240905608693,5795.952802473812,8396.782423106091,3502.608545611289,2993.0041702408944,13407.154356038649,6628.178825239079,11204.95977501124,3425.949682939585,8377.28744727722,8303.647442548474,967.5959118709414,6039.422813167777,595.0476113950104,1123.8396364176238,14651.446676142434,12651.680474425837,122.17583671658322,nan,nan,nan,nan,nan,17,7799.12535310407,4811.477620451393,13341.751654466978,A0,L3,I3,T12,imu_only,S01,X_A0_L3_I3_T12__S01,,,
X_A0_L3_I4_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,3269.1745359523015,14763.326926362488,18595.684445458304,8271.900626683471,40661,2478.384148877592,11633.66218743263,15211.569957730957,6637.625416074799,40661,1121.9532862789697,8069.935724028786,11434.515271389548,4936.220093715863,3969.6887605302063,15286.062562486914,7542.00016170657,11538.864234098839,4949.156878271224,10128.1013403073,9986.784734650868,1555.441187568374,8090.624006198845,552.2788136909599,1072.2392409190793,17014.031518279564,13243.397293807084,143.70168150079664,nan,nan,nan,nan,nan,17,21525.68768740356,4126.921825642815,39099.4411439533,A0,L3,I4,T11,imu_only,S01,X_A0_L3_I4_T11__S01,,,
X_A0_L3_I4_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,3269.0350796989214,14764.984976050011,18596.94680106326,8271.89543639626,40661,2478.5348536283595,11632.445419420843,15213.395884891586,6637.621275945961,40661,1121.6162812597395,8069.601649398499,11434.78892136576,4936.216963199936,3969.1233164285395,15283.66534348605,7541.9929916903,11537.621049727572,4949.973951456419,10140.382651653654,9998.540950022274,1554.3543397409962,8091.604289974488,550.4580098486055,1069.624994210957,17014.031518279564,13243.397293807084,143.70168150079664,nan,nan,nan,nan,nan,17,21576.700473130004,4148.545532484495,39142.11030074123,A0,L3,I4,T12,imu_only,S01,X_A0_L3_I4_T12__S01,,,
X_A0_L3_I5_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,2429.090638443332,10094.256890040213,12536.896079069038,5708.594914666417,40661,1870.288748001,8346.075462262432,10394.569328350142,4741.6614000243435,40661,671.9175999640009,5499.21341194054,7940.038857995069,3178.7895600801357,3126.8352337179526,11242.39054114662,5740.4162366889395,8708.933452719051,3828.9524331801886,6241.052716702432,5959.994138510408,1060.8711277505645,4256.083623655114,615.693663214981,1172.6883397169222,12255.098917226833,9752.334211570562,102.17765533843021,nan,nan,nan,nan,nan,17,10821.190749162142,4385.804330580479,24710.056668593457,A0,L3,I5,T11,imu_only,S01,X_A0_L3_I5_T11__S01,,,
X_A0_L3_I5_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,2429.214784882941,10092.457925624503,12538.229857779661,5708.591683111157,40661,1870.5419098207235,8348.615915573624,10398.589710650758,4741.658718967117,40661,672.4297280315604,5499.16660834773,7938.651304997513,3178.7877559423487,3127.003359583301,11241.238161335012,5740.415377237385,8708.431250176054,3829.5852504920167,6246.443890868393,5967.142385674962,1059.8807033491034,4248.075936115236,613.8004880648602,1169.8111668278775,12255.098917226833,9752.334211570562,102.17765533843021,nan,nan,nan,nan,nan,17,10850.569591719972,4388.747243716845,24799.83185626619,A0,L3,I5,T12,imu_only,S01,X_A0_L3_I5_T12__S01,,,
X_A0_L3_I6_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,2566.8466600407837,11088.686947721968,14340.677964236425,6294.9634167457625,40661,1880.9763183367613,9232.651580693118,12041.909438103567,5310.758147585033,40661,972.6608182119536,5685.311732138964,7515.503520867849,3379.7059511186285,2874.0988894614047,11314.460742034713,5454.403968314651,9359.758514004312,5191.472287078753,6091.37814350715,5771.699012663805,1209.9785374859712,4236.236632697048,492.4577391904469,915.09663874692,12857.887707642602,10835.396065808407,107.22603898176858,nan,nan,nan,nan,nan,17,9612.45553232575,5580.768444257668,21725.848077138842,A0,L3,I6,T11,imu_only,S01,X_A0_L3_I6_T11__S01,,,
X_A0_L3_I6_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,2567.525701228585,11089.25700208919,14341.245434046403,6294.959913933284,40661,1881.4228724054121,9232.779387448556,12040.707292768935,5310.754967791621,40661,971.748936036905,5683.58384319078,7516.289853743024,3379.7044234819627,2874.339513242009,11314.538264010775,5454.401403195431,9360.29759060646,5192.931042885329,6094.180890752004,5777.667965687016,1210.5524542873743,4236.518404640282,490.71573878001715,912.2821502261415,12857.887707642602,10835.396065808407,107.22603898176858,nan,nan,nan,nan,nan,17,9635.505298272208,5609.570951624849,21777.296825660258,A0,L3,I6,T12,imu_only,S01,X_A0_L3_I6_T12__S01,,,
X_A0_L3_I7_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,3404.3872002081766,15800.06893350732,20679.566325454653,9269.141936881919,40661,2407.9141836567464,12838.728162220987,16699.43461273706,7592.46694802286,40661,1126.2807331105935,7800.215275257158,11745.854827089152,5317.08923088973,3782.961313730437,15677.607126606294,7544.45706176017,12833.169422577947,6493.55594030998,9103.277019078203,8669.759976247315,1461.7125795444213,7339.721907887884,472.0678691996128,895.7952779919758,17626.441792143778,14389.651282140107,147.00652829739192,nan,nan,nan,nan,nan,17,25216.540156303538,6358.057434118127,50716.577341105614,A0,L3,I7,T11,imu_only,S01,X_A0_L3_I7_T11__S01,,,
X_A0_L3_I7_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,3403.7850243412554,15801.367263114304,20678.797552197924,9269.135704847622,40661,2407.80807026385,12838.597612979405,16695.053068092755,7592.461844075273,40661,1126.6152916123217,7800.566766009,11745.73515163999,5317.0856548622705,3782.5122202830553,15679.020214120723,7544.454102380678,12833.220743637828,6494.474190415424,9114.783070126043,8682.071897377205,1461.6853999128966,7351.9852096741415,470.2441734010954,892.1809768742633,17626.441792143778,14389.651282140107,147.00652829739192,nan,nan,nan,nan,nan,17,25267.031607567766,6383.720217208672,50853.50197098152,A0,L3,I7,T12,imu_only,S01,X_A0_L3_I7_T12__S01,,,
X_A0_L3_I8_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,3273.6050016367312,13078.938500822384,15797.428459431909,7314.031995159863,40661,2399.763769927493,10522.202993197967,13291.630173879788,6039.061791257705,40661,846.5228562963575,6928.266386466373,9871.646115530097,4126.111572363673,3907.2326563474544,14098.747697131652,6958.595799728386,11050.376380663605,4827.357005104031,9496.90976062712,9458.001199849521,1521.6710928459017,7214.836495566651,424.10242167298213,790.0673202501503,15961.941463475276,12154.201172616886,133.13309867330588,nan,nan,nan,nan,nan,17,15366.754963559095,7651.531052065991,32660.807301807392,A0,L3,I8,T11,imu_only,S01,X_A0_L3_I8_T11__S01,,,
