host_time_iso,target,sweep,anchor_id,anchor,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-02T01:12:32.157+02:00,BSF66F,2628,2,C,2639,960564443,6600,47815,11232,643,36,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002628_C.bin
2026-06-02T01:12:33.092+02:00,BSF66F,2629,6,G,2475,4066376456,11731,47820,14401,2152,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002629_G.bin
2026-06-02T01:12:34.029+02:00,BSF66F,2630,3,D,2671,4194206645,6693,48025,11682,677,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002630_D.bin
2026-06-02T01:12:34.982+02:00,BSF66F,2632,0,A,2704,1859469480,5561,47748,12271,1696,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002632_A.bin
2026-06-02T01:12:35.943+02:00,BSF66F,2634,1,B,3247,2726035380,5942,48032,8507,440,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002634_B.bin
2026-06-02T01:12:36.910+02:00,BSF66F,2636,2,C,2593,4000394858,6631,47702,10918,579,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002636_C.bin
2026-06-02T01:12:37.845+02:00,BSF66F,2637,6,G,2445,2829635136,11711,47628,13749,2190,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002637_G.bin
2026-06-02T01:12:38.777+02:00,BSF66F,2638,3,D,2635,2682714504,6675,47988,10236,642,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002638_D.bin
2026-06-02T01:12:39.735+02:00,BSF66F,2640,0,A,2753,642848666,5564,47990,15302,2035,36,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002640_A.bin
2026-06-02T01:12:40.650+02:00,BSF66F,2641,4,E,2641,2872829975,8410,48115,11254,612,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002641_E.bin
2026-06-02T01:12:41.581+02:00,BSF66F,2642,1,B,3235,2172273600,5850,48044,8921,466,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002642_B.bin
2026-06-02T01:12:42.548+02:00,BSF66F,2644,2,C,2669,3486031724,6519,47952,11262,622,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002644_C.bin
2026-06-02T01:12:43.483+02:00,BSF66F,2645,6,G,2410,2302279737,11753,47621,14083,2221,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002645_G.bin
2026-06-02T01:12:44.415+02:00,BSF66F,2646,3,D,2646,2126832834,6721,47782,11103,696,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230/accumulator_bin/sweep_00002646_D.bin
