capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.0004411698836178051,0.0007435547759638033,0.00123712718571935,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R01,BSDC91,1200,1200,0.0004377404716352042,0.0008217697506942861,0.0013871362640654429,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R02,BS2DCE,1201,1201,0.0003671513236219952,0.0006222382802793683,0.000913990781513182,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R02,BSDC91,1200,1200,0.0003778918354246924,0.0006636086508963451,0.001031718928161126,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R03,BS2DCE,1200,1200,0.0003658525935336653,0.0005925520149414768,0.0012307590460891753,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R03,BSDC91,1200,1200,0.0003914436784534398,0.0006962327424432976,0.0009705421940027531,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R04,BS2DCE,1200,1200,0.0005069388484160561,0.0009106274142334927,0.0015549248910817356,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R04,BSDC91,1200,1200,0.00047668780797274985,0.0008591846941606173,0.0014268663958726237,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R05,BS2DCE,1200,1200,0.00036690875762592103,0.0006212926396805633,0.0009453180055956415,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R05,BSDC91,1201,1201,0.0003216903923592617,0.0005728059027242676,0.0007583711774897512,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R06,BS2DCE,1200,1200,0.00039379986524998507,0.0007240887212210011,0.001059674180985634,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R06,BSDC91,1201,1201,0.00035846770371748566,0.0006475567001561847,0.0009183050571833616,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R07,BS2DCE,1200,1200,0.00041146822068027214,0.0006594579200400133,0.0008931807731771109,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R07,BSDC91,1201,1201,0.0007576884732834341,0.0014967599363439246,0.0026546815764453067,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R08,BS2DCE,1201,1201,0.0003048926493307462,0.00047065384045050327,0.0006394000681677868,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R08,BSDC91,1200,1200,0.0005366766376185309,0.0010499788242778012,0.0018140842576723508,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R09,BS2DCE,1200,1200,0.0003275696690998746,0.0005703394081280907,0.000956519305465044,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R09,BSDC91,1200,1200,0.0003799164811954168,0.000626073018125485,0.0008991261452047099,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R10,BS2DCE,1200,1200,0.0003716304828966549,0.0006278821288156926,0.0009410768992094175,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R10,BSDC91,1200,1200,0.00040928751331305855,0.0007786648687754492,0.0013737168581927234,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R11,BS2DCE,1201,1201,0.00044276771633649614,0.0007389778219038712,0.0013907478402082995,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R11,BSDC91,1200,1200,0.00031396027011481345,0.0004716011173525498,0.0006801384811422623,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R12,BS2DCE,1200,1200,0.0002639282496675107,0.0003987085406105344,0.0005800441073029911,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R12,BSDC91,1200,1200,0.0003019143545055523,0.0004495200897515766,0.0006796849945184548,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R13,BS2DCE,1201,1201,22.529887617553786,0.019128676806098626,607.039300137957,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R13,BSDC91,1200,1200,0.00025840727624296404,0.00039350430899065964,0.0004885532878462973,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R14,BS2DCE,1201,1201,0.0003184248148832265,0.0005951010171528257,0.000844990296780931,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R14,BSDC91,1200,1200,0.00025831497552712305,0.00044996024544206615,0.0007262581227437888,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R15,BS2DCE,1200,1200,0.00034677962508522097,0.0005998331724013212,0.0011976071055556676,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R15,BSDC91,1200,1200,0.0003955398736185319,0.0006297983527652509,0.0011363803234183015,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R16,BS2DCE,1201,1201,0.000405749595804119,0.0008154669355223635,0.001302841821723579,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
R16,BSDC91,1200,1200,0.0002525739861626668,0.0004078373346473583,0.0006909551721072843,1.0,1.0,R2:L11:I1+I3+I7:T6,,R2,L11,I1+I3+I7,T6,67.82668750000002,1.0,False
