lower_mean_vertical_residual_mm,upper_mean_vertical_residual_mm,upper_minus_lower_residual_mm,truth_lower_layer_mean_y_mm,truth_upper_layer_mean_y_mm,truth_layer_gap_mm,aligned_lower_layer_mean_y_mm,aligned_upper_layer_mean_y_mm,aligned_layer_gap_mm,vertical_expansion_percent,truth_vertical_centroid_mm,aligned_vertical_centroid_mm,centroid_vertical_residual_mm
-56.31668960745498,56.3166896074552,112.63337921491018,245.47512625,1640.72675,1395.2516237500001,189.158436642545,1697.0434396074552,1507.8850029649102,8.072621260399387,943.100938125,943.1009381250001,1.1013412404281553e-13
